row_type,dataset_id,dataset_version,doi,source_page,folder_path,filename,file_id,size_bytes,size_mib,content_type,status,download_url,usefulness
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Datasheet of All Components,P11_Foxeer M10Q 250 GPS 5883 Compass.pdf,86e89a69-dafc-43c4-b2ef-675d4024af39,2180144,2.0791473388671875,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/86e89a69-dafc-43c4-b2ef-675d4024af39/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Datasheet of All Components,P12_foxeer 5.8g reaper extreme v2 2.5w 72ch vtx.pdf,e86a68a7-e1e5-49c3-830c-c5bb4f17ee64,668134,0.6371822357177734,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/e86a68a7-e1e5-49c3-830c-c5bb4f17ee64/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Datasheet of All Components,P13_Foxeer Mini Cat 3 .pdf,e08c10a4-201e-4a06-ba9a-085dfe77e743,640449,0.6107797622680664,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/e08c10a4-201e-4a06-ba9a-085dfe77e743/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Datasheet of All Components,P14_MMCX male plug to SMA female connector.pdf,ef05cff9-576b-4429-9933-b7d21fe27297,605281,0.5772409439086914,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/ef05cff9-576b-4429-9933-b7d21fe27297/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH Result MAE Kp.csv,f9b38d3e-ee4a-413f-8e3d-a9c74e82166f,3532,0.003368377685546875,text/csv,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f9b38d3e-ee4a-413f-8e3d-a9c74e82166f/file_downloaded,machine_readable_csv
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH Result MAE Kp_Ki.csv,27ce6037-c1de-44e5-9ce5-8c28113e7dc1,4344,0.00414276123046875,text/csv,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/27ce6037-c1de-44e5-9ce5-8c28113e7dc1/file_downloaded,machine_readable_csv
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH Result MAE Kp_Ki_Kd.csv,3b7bec04-1a3b-4923-83f2-09f7cc9fcf34,1150,0.0010967254638671875,text/csv,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/3b7bec04-1a3b-4923-83f2-09f7cc9fcf34/file_downloaded,machine_readable_csv
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH_CodeKp.py,47271644-5043-4d60-9797-411db1baaa79,8940,0.008525848388671875,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/47271644-5043-4d60-9797-411db1baaa79/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH_CodeKp_Ki.py,b62be819-68a2-4025-954e-15a1f1059470,9555,0.009112358093261719,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/b62be819-68a2-4025-954e-15a1f1059470/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH_CodeKp_Ki_Kd.py,56d3d6f7-675f-40cf-bac6-b73d7bdab8ca,9707,0.009257316589355469,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/56d3d6f7-675f-40cf-bac6-b73d7bdab8ca/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH_GraphMAE Kp.py,036404d5-7371-4c43-988e-c5d9c0afa3c2,4300,0.004100799560546875,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/036404d5-7371-4c43-988e-c5d9c0afa3c2/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH_GraphMAE Kp_Ki.py,d6070184-38b7-4a59-994f-e1e8b85c14b7,4303,0.004103660583496094,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/d6070184-38b7-4a59-994f-e1e8b85c14b7/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,PITCH_GraphMAE Kp_Ki_Kd.py,b52f3395-c377-47a6-923c-3cc449997ff4,4306,0.0041065216064453125,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/b52f3395-c377-47a6-923c-3cc449997ff4/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,ROLL_CodeKp.py,bc8089d1-a73e-4a7a-b398-97e85ee46364,9069,0.008648872375488281,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/bc8089d1-a73e-4a7a-b398-97e85ee46364/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,ROLL_CodeKp_Ki.py,5da89626-205c-4abf-af06-d441d0dde013,9729,0.009278297424316406,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/5da89626-205c-4abf-af06-d441d0dde013/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,ROLL_CodeKp_Ki_Kd.py,ee8eca2f-22f0-4f99-bfc1-d18cd9fbd07d,9703,0.009253501892089844,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/ee8eca2f-22f0-4f99-bfc1-d18cd9fbd07d/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,ROLL_GraphMAE Kp.py,d419d091-ee3d-4c00-af71-320bda6735cd,4298,0.0040988922119140625,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/d419d091-ee3d-4c00-af71-320bda6735cd/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,ROLL_GraphMAE Kp_Ki.py,27a4332d-721d-4734-a2f4-3ed64480b8a1,4301,0.004101753234863281,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/27a4332d-721d-4734-a2f4-3ed64480b8a1/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,ROLL_GraphMAE Kp_Ki_Kd.py,217b93e9-f0d4-4bfd-a05c-4b6e3ef1ea72,4304,0.0041046142578125,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/217b93e9-f0d4-4bfd-a05c-4b6e3ef1ea72/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,YAW_CodeKp.py,761b2138-03df-4913-a358-3075c4d3a60c,8982,0.008565902709960938,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/761b2138-03df-4913-a358-3075c4d3a60c/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,YAW_CodeKp_Ki.py,cc5a6e1d-5ca8-4082-89d1-7eff5c294b56,9492,0.009052276611328125,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/cc5a6e1d-5ca8-4082-89d1-7eff5c294b56/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,YAW_CodeKp_Ki_Kd.py,50bda45a-4e52-49a8-a170-0eaa3304c76b,9627,0.009181022644042969,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/50bda45a-4e52-49a8-a170-0eaa3304c76b/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,YAW_GraphMAE Kp.py,4e0bf2ac-5dd8-4eaa-9bb6-fc8ab0141148,4296,0.00409698486328125,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/4e0bf2ac-5dd8-4eaa-9bb6-fc8ab0141148/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,YAW_GraphMAE Kp_Ki.py,b76bab17-71da-4aea-86cc-5f7e3ba586aa,4299,0.004099845886230469,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/b76bab17-71da-4aea-86cc-5f7e3ba586aa/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Python Program for Tuning,YAW_GraphMAE Kp_Ki_Kd.py,35580337-732e-407b-b5e3-83681b6184bf,4302,0.0041027069091796875,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/35580337-732e-407b-b5e3-83681b6184bf/file_downloaded,machine_readable_text_or_script
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Basic diagram of the electronic operation.pdf,4826009e-79bc-4d74-8393-0de85fed3301,20513,0.019562721252441406,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/4826009e-79bc-4d74-8393-0de85fed3301/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Diagram of construction steps.pdf,4d33b107-b347-4b3c-ab2b-cc8fd6a20448,22558,0.021512985229492188,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/4d33b107-b347-4b3c-ab2b-cc8fd6a20448/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Flight Data in Open Field.rar,6ac95d16-3516-437c-b7be-b3b18ebf1319,12853450,12.258005142211914,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/6ac95d16-3516-437c-b7be-b3b18ebf1319/file_downloaded,compressed_archive_not_downloaded_by_default
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Flight Data in Urban Environment.rar,186d016c-d0b5-46d8-98ae-f06a14ccba3f,132322636,126.19269943237305,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/186d016c-d0b5-46d8-98ae-f06a14ccba3f/file_downloaded,compressed_archive_not_downloaded_by_default
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,MAE Processing Graphs.rar,c3a1872c-01a1-4aca-a845-8ed3d64d0a88,150055643,143.1042127609253,application/octet-stream,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/c3a1872c-01a1-4aca-a845-8ed3d64d0a88/file_downloaded,compressed_archive_not_downloaded_by_default
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Python code flowchart.pdf,79867bde-ff32-4756-81ce-51644ae1cdbc,32509,0.03100299835205078,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/79867bde-ff32-4756-81ce-51644ae1cdbc/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Test Rig Blueprint for Drone Axes.pdf,a5355d70-c231-4579-ae45-9a3fd719d644,141766,0.13519859313964844,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/a5355d70-c231-4579-ae45-9a3fd719d644/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data,Tuning process diagram.pdf,927af1ce-65b7-4bad-bab0-cd4076e48751,21034,0.020059585571289062,application/pdf,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/927af1ce-65b7-4bad-bab0-cd4076e48751/file_downloaded,documentation_or_datasheet
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241106_190213.jpg,227c3a1b-3660-4a4f-aeaa-e8ab245dbb6f,3017204,2.877429962158203,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/227c3a1b-3660-4a4f-aeaa-e8ab245dbb6f/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241106_192528.jpg,1a809a00-8e8e-4c81-96e7-52290ed8f789,2990848,2.852294921875,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/1a809a00-8e8e-4c81-96e7-52290ed8f789/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241106_192625.jpg,045e86a4-9ed5-4a10-9726-47bdeb68602c,3165475,3.018832206726074,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/045e86a4-9ed5-4a10-9726-47bdeb68602c/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_164331.jpg,dad83c15-57fa-4bbd-a09d-dd0b32c23a89,4107444,3.917163848876953,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/dad83c15-57fa-4bbd-a09d-dd0b32c23a89/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_164422.jpg,2f8510c3-1a05-4aca-b207-1858c89bbe94,3546230,3.381948471069336,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/2f8510c3-1a05-4aca-b207-1858c89bbe94/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_164449.jpg,2c8cf2ca-90af-474b-8c80-ca5d610f1d0f,3434210,3.275117874145508,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/2c8cf2ca-90af-474b-8c80-ca5d610f1d0f/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_164520.jpg,09fa199d-715e-4219-9dd9-27445c4799b6,3921925,3.740239143371582,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/09fa199d-715e-4219-9dd9-27445c4799b6/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_171759.jpg,a8d59f7a-16ae-45eb-8c54-14163d97cf7c,3412357,3.254277229309082,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/a8d59f7a-16ae-45eb-8c54-14163d97cf7c/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_171807.jpg,5b43f647-eca9-4881-a5a6-95d016dff7e1,3257553,3.106644630432129,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/5b43f647-eca9-4881-a5a6-95d016dff7e1/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_173308.jpg,83171b62-e429-4d17-bd0f-aaf8cf73d016,4803990,4.581441879272461,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/83171b62-e429-4d17-bd0f-aaf8cf73d016/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_173314.jpg,be580e6d-9b9b-4f37-a378-92f1e998390f,3492623,3.330824851989746,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/be580e6d-9b9b-4f37-a378-92f1e998390f/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_180456.jpg,8d3f99d3-1d4a-4864-b3ac-8e11aaa3e258,4988790,4.757680892944336,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/8d3f99d3-1d4a-4864-b3ac-8e11aaa3e258/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241111_180504.jpg,96af6695-b21b-4174-9ae5-82ff2b79e966,4495058,4.286821365356445,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/96af6695-b21b-4174-9ae5-82ff2b79e966/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241112_114332.jpg,22436650-a5d5-4687-b6a3-e6fce31e72da,3500396,3.338237762451172,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/22436650-a5d5-4687-b6a3-e6fce31e72da/file_downloaded,multimedia_or_cad_context
apdrone_mendeley_file_inventory,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,Supplementary Data/Assembly Process Evidence,IMG_20241112_114402.jpg,ea0c9265-83ac-419f-9889-fd7e6bfa7b14,4986067,4.755084037780762,image/jpeg,COMPLETED,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/ea0c9265-83ac-419f-9889-fd7e6bfa7b14/file_downloaded,multimedia_or_cad_context
