row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,configuration,rotation_sense,gap_over_radius,center_spacing_over_radius,descent_ratio,vortex_radius_over_radius,normalized_circulation,isolated_vortex_radius_ratio,isolated_circulation_ratio,current_preset,current_gap_over_radius
side_by_side_vrs_packet_vortex_table,sbs_gap_0p1_counter,descent_ratio_dr,0.9,DR,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Tight side-by-side counter-rotating case. Descent ratio where the vortex properties were tabulated.,sbs_gap_0p1_counter,counter_rotating,0.1,2.1,0.9,0.59,4.4,0.75641025641,0.817843866171,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p1_counter,vortex_radius_over_prop_radius,0.59,R,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Tight side-by-side counter-rotating case. Outer toroidal vortex radius normalized by propeller radius.,sbs_gap_0p1_counter,counter_rotating,0.1,2.1,0.9,0.59,4.4,0.75641025641,0.817843866171,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p1_counter,normalized_circulation,4.4,Gamma/(Vinf*R),,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Tight side-by-side counter-rotating case. Outer toroidal vortex circulation normalized by free-stream speed and propeller radius.,sbs_gap_0p1_counter,counter_rotating,0.1,2.1,0.9,0.59,4.4,0.75641025641,0.817843866171,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p1_counter,vortex_radius_ratio_vs_isolated,0.75641025641,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Tight side-by-side counter-rotating case. Vortex-radius ratio relative to isolated propeller table value.,sbs_gap_0p1_counter,counter_rotating,0.1,2.1,0.9,0.59,4.4,0.75641025641,0.817843866171,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p1_counter,circulation_ratio_vs_isolated,0.817843866171,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Tight side-by-side counter-rotating case. Circulation ratio relative to isolated propeller table value.,sbs_gap_0p1_counter,counter_rotating,0.1,2.1,0.9,0.59,4.4,0.75641025641,0.817843866171,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p3_co,descent_ratio_dr,0.9,DR,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Descent ratio where the vortex properties were tabulated.,sbs_gap_0p3_co,co_rotating,0.3,2.3,0.9,0.62,4.15,0.794871794872,0.771375464684,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p3_co,vortex_radius_over_prop_radius,0.62,R,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Outer toroidal vortex radius normalized by propeller radius.,sbs_gap_0p3_co,co_rotating,0.3,2.3,0.9,0.62,4.15,0.794871794872,0.771375464684,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p3_co,normalized_circulation,4.15,Gamma/(Vinf*R),,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Outer toroidal vortex circulation normalized by free-stream speed and propeller radius.,sbs_gap_0p3_co,co_rotating,0.3,2.3,0.9,0.62,4.15,0.794871794872,0.771375464684,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p3_co,vortex_radius_ratio_vs_isolated,0.794871794872,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Vortex-radius ratio relative to isolated propeller table value.,sbs_gap_0p3_co,co_rotating,0.3,2.3,0.9,0.62,4.15,0.794871794872,0.771375464684,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p3_co,circulation_ratio_vs_isolated,0.771375464684,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Circulation ratio relative to isolated propeller table value.,sbs_gap_0p3_co,co_rotating,0.3,2.3,0.9,0.62,4.15,0.794871794872,0.771375464684,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p5_co,descent_ratio_dr,0.9,DR,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Descent ratio where the vortex properties were tabulated.,sbs_gap_0p5_co,co_rotating,0.5,2.5,0.9,0.65,4.73,0.833333333333,0.879182156134,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p5_co,vortex_radius_over_prop_radius,0.65,R,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Outer toroidal vortex radius normalized by propeller radius.,sbs_gap_0p5_co,co_rotating,0.5,2.5,0.9,0.65,4.73,0.833333333333,0.879182156134,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p5_co,normalized_circulation,4.73,Gamma/(Vinf*R),,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Outer toroidal vortex circulation normalized by free-stream speed and propeller radius.,sbs_gap_0p5_co,co_rotating,0.5,2.5,0.9,0.65,4.73,0.833333333333,0.879182156134,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p5_co,vortex_radius_ratio_vs_isolated,0.833333333333,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Vortex-radius ratio relative to isolated propeller table value.,sbs_gap_0p5_co,co_rotating,0.5,2.5,0.9,0.65,4.73,0.833333333333,0.879182156134,,
side_by_side_vrs_packet_vortex_table,sbs_gap_0p5_co,circulation_ratio_vs_isolated,0.879182156134,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Intermediate side-by-side co-rotating case. Circulation ratio relative to isolated propeller table value.,sbs_gap_0p5_co,co_rotating,0.5,2.5,0.9,0.65,4.73,0.833333333333,0.879182156134,,
side_by_side_vrs_packet_vortex_table,sbs_gap_1p0_co,descent_ratio_dr,0.9,DR,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Widest side-by-side co-rotating case in the table. Descent ratio where the vortex properties were tabulated.,sbs_gap_1p0_co,co_rotating,1,3,0.9,0.74,5.56,0.948717948718,1.03345724907,,
side_by_side_vrs_packet_vortex_table,sbs_gap_1p0_co,vortex_radius_over_prop_radius,0.74,R,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Widest side-by-side co-rotating case in the table. Outer toroidal vortex radius normalized by propeller radius.,sbs_gap_1p0_co,co_rotating,1,3,0.9,0.74,5.56,0.948717948718,1.03345724907,,
side_by_side_vrs_packet_vortex_table,sbs_gap_1p0_co,normalized_circulation,5.56,Gamma/(Vinf*R),,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Widest side-by-side co-rotating case in the table. Outer toroidal vortex circulation normalized by free-stream speed and propeller radius.,sbs_gap_1p0_co,co_rotating,1,3,0.9,0.74,5.56,0.948717948718,1.03345724907,,
side_by_side_vrs_packet_vortex_table,sbs_gap_1p0_co,vortex_radius_ratio_vs_isolated,0.948717948718,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Widest side-by-side co-rotating case in the table. Vortex-radius ratio relative to isolated propeller table value.,sbs_gap_1p0_co,co_rotating,1,3,0.9,0.74,5.56,0.948717948718,1.03345724907,,
side_by_side_vrs_packet_vortex_table,sbs_gap_1p0_co,circulation_ratio_vs_isolated,1.03345724907,ratio,,https://doi.org/10.1063/5.0311688,vortex_ring_table_ii,Widest side-by-side co-rotating case in the table. Circulation ratio relative to isolated propeller table value.,sbs_gap_1p0_co,co_rotating,1,3,0.9,0.74,5.56,0.948717948718,1.03345724907,,
side_by_side_vrs_packet_spacing_fit,co_rotating_gap_fit,co_rotating_radius_slope_per_gap_R,0.209497206704,(Rv/R)/gapR,,https://doi.org/10.1063/5.0311688,spacing_trend_fit,Linear fit over co-rotating table gaps 0.1..1.0R.,,,,,,,,,,,
side_by_side_vrs_packet_spacing_fit,co_rotating_gap_fit,co_rotating_radius_intercept,0.537988826816,Rv/R,,https://doi.org/10.1063/5.0311688,spacing_trend_fit,Linear fit intercept; do not extrapolate below 0.1R without a physical model.,,,,,,,,,,,
side_by_side_vrs_packet_spacing_fit,co_rotating_gap_fit,co_rotating_radius_fit_r2,0.959236294432,R2,,https://doi.org/10.1063/5.0311688,spacing_trend_fit,Fit quality for the four co-rotating spacing points.,,,,,,,,,,,
side_by_side_vrs_packet_spacing_fit,co_rotating_gap_fit,co_rotating_circulation_slope_per_gap_R,2.2061452514,Gamma/(Vinf*R)/gapR,,https://doi.org/10.1063/5.0311688,spacing_trend_fit,Linear fit over co-rotating table gaps 0.1..1.0R.,,,,,,,,,,,
side_by_side_vrs_packet_spacing_fit,co_rotating_gap_fit,co_rotating_circulation_intercept,3.44458100559,Gamma/(Vinf*R),,https://doi.org/10.1063/5.0311688,spacing_trend_fit,Linear fit intercept; do not extrapolate below 0.1R without a physical model.,,,,,,,,,,,
side_by_side_vrs_packet_spacing_fit,co_rotating_gap_fit,co_rotating_circulation_fit_r2,0.972470067952,R2,,https://doi.org/10.1063/5.0311688,spacing_trend_fit,Fit quality for the four co-rotating spacing points.,,,,,,,,,,,
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,arm_coordinate_m,0.127279220614,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Parsed from DroneConfig.racingQuad().,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,motor_center_radius_m,0.18,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Parsed from DroneConfig.racingQuad() geometry.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,rotor_radius_m,0.0635,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Parsed from DroneConfig.racingQuad().,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,adjacent_center_spacing_m,0.254558441227,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Adjacent motor center spacing for the square X layout.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,adjacent_center_spacing_over_radius,4.00879435003,R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Adjacent motor center spacing divided by current rotor radius.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,adjacent_disk_gap_m,0.127558441227,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Current adjacent disk-tip gap.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,adjacent_disk_gap_over_radius,2.00879435003,R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Current adjacent disk-tip gap divided by current rotor radius.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,current_gap_over_tested_max_gap,2.00879435003,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,The paper's largest tested side-by-side disk gap is 1.0R.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,current_inside_tested_gap_range,0,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Whether the current adjacent disk gap is inside the paper's 0.1..1.0R tested range.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,co_fit_predicted_radius_at_current_gap,0.95882563199,Rv/R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Linear co-rotating fit extrapolated to the current gap; kept as diagnostic only.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,co_fit_predicted_circulation_at_current_gap,7.87627312195,Gamma/(Vinf*R),drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Linear co-rotating fit extrapolated to the current gap; kept as diagnostic only.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,bounded_radius_at_current_gap,0.78,Rv/R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Prediction capped at the isolated-propeller table value.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,bounded_circulation_at_current_gap,5.38,Gamma/(Vinf*R),drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Prediction capped at the isolated-propeller table value.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,bounded_radius_ratio_vs_isolated,1,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Capped current-gap radius ratio relative to isolated propeller.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_current_geometry,racingQuad_adjacent_rotors,bounded_circulation_ratio_vs_isolated,1,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_geometry_mapping,Capped current-gap circulation ratio relative to isolated propeller.,,,,,,,,,,racingQuad,2.00879435003
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,table_condition_count,6,count,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Number of vortex-property table conditions encoded.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,tested_gap_min_over_radius,0.1,R,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Minimum side-by-side disk-tip gap in the table.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,tested_gap_max_over_radius,1,R,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Maximum side-by-side disk-tip gap in the table.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,isolated_onset_descent_ratio_dr,1.1,DR,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Isolated-propeller VRS onset/table descent ratio.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,side_by_side_onset_descent_ratio_dr,0.9,DR,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Side-by-side table descent ratio used for all encoded SBS cases.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,side_by_side_onset_reduction_dr,0.2,DR,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Onset shift from isolated to SBS table conditions.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,side_by_side_onset_reduction_fraction,0.181818181818,fraction,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Relative onset shift from isolated to SBS table conditions.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,tight_co_radius_ratio_vs_isolated,0.692307692308,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Tight 0.1R co-rotating vortex radius relative to isolated.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,tight_co_circulation_ratio_vs_isolated,0.656133828996,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Tight 0.1R co-rotating circulation relative to isolated.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,tight_counter_radius_over_tight_co,1.09259259259,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Counter-rotating 0.1R radius divided by co-rotating 0.1R radius.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,tight_counter_circulation_over_tight_co,1.24645892351,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Counter-rotating 0.1R circulation divided by co-rotating 0.1R circulation.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,one_R_co_radius_ratio_vs_isolated,0.948717948718,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,1.0R co-rotating vortex radius relative to isolated.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,one_R_co_circulation_ratio_vs_isolated,1.03345724907,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,1.0R co-rotating circulation relative to isolated.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,racingQuad_adjacent_gap_over_radius,2.00879435003,R,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Current racingQuad adjacent disk-tip gap divided by rotor radius.,,,,,,,,,,,
side_by_side_vrs_packet_summary,side_by_side_vrs_summary,racingQuad_gap_over_tested_max_gap,2.00879435003,ratio,docs/data/side_by_side_vrs_2026_packet.csv,https://doi.org/10.1063/5.0311688,compact_vrs_interaction_handoff,Current adjacent disk gap divided by the paper's maximum tested gap.,,,,,,,,,,,
