row_type,source_page,doi,local_source_file,percentile_sample_stride,note,name,formula,current_apDrone_mass_kg,current_apDrone_total_max_thrust_n,current_apDrone_hover_direct_thrust_fraction,current_apDrone_reference_throttle,current_apDrone_throttle_curve_exponent,current_apDrone_max_rpm,throttle_fraction,current_apDrone_project_direct_thrust_fraction,current_apDrone_project_total_thrust_n,current_apDrone_project_twr,current_apDrone_project_rpm,thrust_linear_percent,betaflight_compensated_throttle_before_mix,betaflight_zero_mix_output_after_thrust_linear,scenario,flight_filename,firmware_version,throttle_limit_type,throttle_limit_type_name,throttle_limit_percent,thr_mid,thr_expo,motor_output_low,motor_output_high,motor_poles,dshot_bidir,duration_s,sample_count,sampled_count_for_percentiles,sample_rate_hz,throttle_fraction_mean,throttle_fraction_p50,throttle_fraction_p95,throttle_fraction_p99,throttle_fraction_max_exact,setpoint_throttle_fraction_mean,project_direct_thrust_fraction_mean,project_direct_thrust_fraction_p50,project_direct_thrust_fraction_p95,project_direct_thrust_fraction_p99,project_total_thrust_n_mean,project_twr_mean,project_twr_p50,project_twr_p95,project_twr_p99,project_rpm_p50,project_rpm_p95,betaflight_zero_mix_after_thrust_linear_p50,betaflight_zero_mix_after_thrust_linear_p95,estimated_pre_limit_stick_fraction_p50_if_scale,estimated_pre_limit_stick_fraction_p95_if_scale,rc_vs_setpoint_throttle_match_fraction,motor_sample_count,motor_avg_normalized_p50,motor_avg_normalized_p95,motor_min_normalized_p50,motor_max_normalized_p95,erpm_sample_count,mechanical_rpm_avg_p50,mechanical_rpm_avg_p95,mechanical_rpm_max_p95,mechanical_rpm_avg_over_project_rpm_p50,mechanical_rpm_avg_over_project_rpm_p95,source_file_count
current_project_apDrone_throttle_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,0.5439609800526073,0.1141203492592592,6.162498859999997,0.9999999999999996,10046.531935346786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_throttle_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,0.6,0.16186873086752174,8.740911466846175,1.41840374585419,11965.093696706292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_throttle_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,0.75,0.3586110575946228,19.36499711010963,3.1423936214910118,17809.28407495289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_throttle_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,1.0,1.0,54.0,8.762679105793783,29739.565767989377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.0,,,,,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.25,,,,,20.0,0.22701475595913734,0.2541433002272378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.4,,,,,20.0,0.37565740045078894,0.4049439279948811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.5,,,,,20.0,0.47846889952153115,0.5044970994034721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.5439609800526073,,,,,20.0,0.5243326472862013,0.5480596885131803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.6,,,,,20.0,0.583203732503888,0.6034664613451038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.75,,,,,20.0,0.7416563658838072,0.7515562076571117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,1.0,,,,,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.0,,,,,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.25,,,,,30.0,0.21863897239682972,0.2586843436211259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.4,,,,,30.0,0.3663674665689687,0.4104953494144232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.5,,,,,30.0,0.4700352526439483,0.5096398543041358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.5439609800526073,,,,,30.0,0.5165660588793348,0.5527838032058311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.6,,,,,30.0,0.5764796310530361,0.6075004905114672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.75,,,,,30.0,0.7382343894186405,0.7534098090174665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,1.0,,,,,30.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.0,,,,,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.25,,,,,40.0,0.21186440677966104,0.26450489095769286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.4,,,,,40.0,0.3586800573888092,0.4176888477461723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.5,,,,,40.0,0.4629629629629629,0.5163719961387999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.5439609800526073,,,,,40.0,0.5100187679157523,0.5589972182384465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.6,,,,,40.0,0.5707762557077626,0.6128385896493718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,0.75,,,,,40.0,0.7352941176470588,0.7559027071036027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_thrust_linearization_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/flight/pid.c,,,,,,,,,,,,,1.0,,,,,40.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_max_power,flight1.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,208.262836,208642,10432,1001.8158016440341,0.9889340736764409,1.0,1.0,1.0,1.0,0.9889340736764409,0.9866702651182679,1.0,1.0,1.0,53.28019431638647,8.645874916472327,8.762679105793783,8.762679105793783,8.762679105793783,29739.565767989377,29739.565767989377,1.0,1.0,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_max_power,flight2.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,197.21953100000002,197587,9879,1001.8581780320732,0.9904118489576743,1.0,1.0,1.0,1.0,0.9904118489576743,0.9891036106344331,1.0,1.0,1.0,53.41159497425939,8.667197542381347,8.762679105793783,8.762679105793783,8.762679105793783,29739.565767989377,29739.565767989377,1.0,1.0,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_max_power,flight3.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,221.13733299999998,221537,11076,1001.8028027859051,0.9917222630982634,1.0,1.0,1.0,1.0,0.9917222630982634,0.9886849602485426,1.0,1.0,1.0,53.3889878534213,8.663529043397983,8.762679105793783,8.762679105793783,8.762679105793783,29739.565767989377,29739.565767989377,1.0,1.0,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_max_power,flight4.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,206.90395999999998,207275,10363,1001.7884626277815,0.9839279073694351,1.0,1.0,1.0,1.0,0.9839279073694351,0.9817084860907118,1.0,1.0,1.0,53.01225824889844,8.60239643905934,8.762679105793783,8.762679105793783,8.762679105793783,29739.565767989377,29739.565767989377,1.0,1.0,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_max_power,flight5.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,195.78767,196139,9806,1001.789336376494,0.9787283508124383,1.0,1.0,1.0,1.0,0.9787283508124383,0.9735697250614415,1.0,1.0,1.0,52.57276515331784,8.531079087837568,8.762679105793783,8.762679105793783,8.762679105793783,29739.565767989377,29739.565767989377,1.0,1.0,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_normal_power,flight1.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,514.1748690000001,1030241,51512,2003.6763018069635,0.5432368979715836,0.547,0.563,0.568,0.5720000000000001,0.5432368979715836,0.11675595474507433,0.11640946790762363,0.12900985275195512,0.13314085399581838,6.304821556234014,1.023094965115728,1.0200588121507055,1.1304719411510897,1.1666705794366983,10146.792403601123,10681.839859417662,0.5557583062677866,0.5714036512105047,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_normal_power,flight2.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,508.750327,1019392,50969,2003.7156654250168,0.5471636966020543,0.5479999999999999,0.557,0.5920000000000001,0.595,0.5471636966020543,0.1178621541340747,0.1171698798421668,0.1241753378180864,0.15430572911435117,6.364556323240034,1.0327882353872353,1.0267220579213232,1.0881086381534302,1.3521315884146003,10179.878985561023,10479.78319561245,0.556736870987931,0.5655395053776395,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight3.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_normal_power,flight3.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,508.017297,1017906,50895,2003.6817762132223,0.5421849473285633,0.5479999999999999,0.555,0.555,0.5579999999999999,0.5421849473285633,0.11477819059842786,0.1171698798421668,0.12259321731047287,0.12259321731047286,6.1980222923151045,1.0057644525702159,1.0267220579213232,1.074245023838517,1.074245023838517,10179.878985561023,10412.807611862487,0.556736870987931,0.5635840431147051,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight4.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_normal_power,flight4.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,509.75574300000005,1021417,51070,2003.73613054125,0.5451964653019223,0.547,0.555,0.6579999999999999,0.662,0.5451964653019223,0.11796110348683655,0.11640946790762363,0.12259321731047287,0.22491548388743085,6.369899588289174,1.0336552968064463,1.0200588121507055,1.074245023838517,1.9708622112298886,10146.792403601123,10412.807611862487,0.5557583062677866,0.5635840431147051,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight5.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,30.0,,,battery_normal_power,flight5.csv,4.5.0,0,OFF,100.0,100.0,0.0,48.0,2047.0,14.0,1.0,514.573052,1031011,51550,2003.622218444506,0.5420228930661384,0.545,0.564,0.608,0.63,0.5420228930661384,0.11538773904950239,0.11489930502203073,0.1298285691872563,0.16969483360850415,6.230937908673129,1.011105730022935,1.0068257393867754,1.1376460905522734,1.486981372822392,10080.761129157436,10715.68055688034,0.5538008718662162,0.5723806896683927,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,40.0,,,open_field,Flight_1.csv,4.5.0,1,SCALE,100.0,0.0,0.0,158.0,2047.0,14.0,1.0,28.578136,57257,2862,2003.4896607672383,0.4144549138097164,0.49200000000000005,0.628,0.672,0.675,0.4144549138097164,0.075839859152585,0.07978664955492429,0.1904474159385015,0.24244503066549722,4.0953523942395895,0.664560349182395,0.6991448069762259,1.668829592396725,2.1244680045160855,8400.3955692438,12978.430183906197,0.5085703523940687,0.6395941606691148,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,40.0,,,open_field,Flight_2.csv,4.5.0,1,SCALE,100.0,0.0,0.0,158.0,2047.0,14.0,1.0,17.740353999999996,35542,1777,2003.398579306817,0.39207365933264227,0.512,0.615,0.643,0.647,0.39207365933264227,0.07870808985398928,0.09196400044341997,0.17676282890140255,0.20716605167620133,4.250236852115421,0.6896937344206021,0.8058510251707663,1.5489159474953216,1.8153296324528443,9018.691896206052,12503.456707223371,0.5280474175859652,0.6271809928712436,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,40.0,,,open_field,Flight_3.csv,4.5.0,1,SCALE,60.0,0.0,0.0,158.0,2047.0,14.0,1.0,83.31865599999998,166936,8346,2003.57288528514,0.41769947165404386,0.499,0.545,0.5705499999999992,0.597,0.41769947165404386,0.07220659572173366,0.08390765724517972,0.11489930502203073,0.13528437342127864,3.8991561689736174,0.6327232276313229,0.7352558749584426,1.0068257393867754,1.1854535523190421,8614.606030692788,10080.761129157436,0.5153975929740164,0.5600000506985885,0.8316666666666667,0.9083333333333334,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_4.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,40.0,,,open_field,Flight_4.csv,4.5.0,0,OFF,100.0,0.0,0.0,158.0,2047.0,14.0,1.0,14.420991999999998,28896,1444,2003.676307427395,0.4840564784052345,0.442,1.0,1.0,1.0,0.4840564784052345,0.1656406501323091,0.054452309525359094,1.0,1.0,8.944595107144693,1.4514558639836086,0.47714811494007986,8.762679105793783,8.762679105793783,6939.7332174828325,29739.565767989377,0.4594561518172693,1.0,,,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,40.0,,,open_field,Flight_5.csv,4.5.0,0,OFF,100.0,0.0,0.0,158.0,2047.0,14.0,1.0,19.26988700000001,38609,1930,2003.5405500821037,0.30146147271361884,0.47550000000000003,0.525,0.534,0.535,0.30146147271361884,0.05292863939251471,0.07065160464794341,0.100562421431903,0.10684411304094789,2.858146527195794,0.46379668250302164,0.6190973398393367,0.8811962291093652,0.936240676920983,7904.872606031175,9430.885759818013,0.49243177557639084,0.5406608295929565,,,1.0,0,,,,,0,,,,,,
