pack,cycle,sample_count,capacity_ah,initial_capacity_ah,capacity_soh,relative_cycle,soc_min,soc_max,r0_min_ohm,r0_max_ohm,r0_mean_ohm,r0_high_soc_ohm,r0_low_soc_ohm,r0_low_soc_over_high_soc,source_file
LiPO_2,60,10,0.974307426435509,0.994030039667287,0.9801589364056047,0.1875,0.0755442228366193,1.0,0.074627487601105,0.0762619963957134,0.07568556448974492,0.074627487601105,0.0762619963957134,1.0219022353177034,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_60.csv"
LiPO_2,80,10,0.971808617256899,0.994030039667287,0.9776451198418252,0.25,0.0723098319485231,1.0,0.0748124698439372,0.0762837980828109,0.07577148251852885,0.0748124698439372,0.0762837980828109,1.0196668849717563,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_80.csv"
LiPO_2,100,10,0.966533037081749,0.994030039667287,0.9723378555091338,0.3125,0.0683909818557454,1.0,0.0749449812327806,0.0764748807375614,0.07598765224171562,0.0749449812327806,0.0764748807375614,1.020413635170965,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_100.csv"
LiPO_2,120,10,0.967922621634478,0.994030039667287,0.9737357856493477,0.375,0.0691566971992996,1.0,0.075471036915538,0.0767417231147235,0.0763327544679871,0.075471036915538,0.0766690620482082,1.015873972077672,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_120.csv"
LiPO_2,140,10,0.961533742225308,0.994030039667287,0.96730853581361,0.4375,0.0629717353281746,1.0,0.0756213654967625,0.0769242219616213,0.07646483737093437,0.0756213654967625,0.0769242219616213,1.0172286820834329,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_140.csv"
LiPO_2,160,10,0.958480840674763,0.994030039667287,0.9642372991017226,0.5,0.0594069552224703,1.0,0.0758653516587915,0.0785149513395016,0.07682642977713303,0.0758653516587915,0.0785149513395016,1.034925029974511,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_160.csv"
LiPO_2,180,10,0.952373012074756,0.994030039667287,0.9580927880142596,0.5625,0.0536604083235275,1.0,0.0762233927565023,0.0790711353206431,0.0772340851698877,0.0762233927565023,0.0790711353206431,1.0373604803086893,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_180.csv"
LiPO_2,200,10,0.947370305294845,0.994030039667287,0.9530600359038852,0.625,0.0483731878095812,1.0,0.0764619310171075,0.0794525912230045,0.07754505500745257,0.0764619310171075,0.0794525912230045,1.0391130614426658,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_200.csv"
LiPO_2,220,10,0.945704395906274,0.994030039667287,0.9513841213720381,0.6875,0.0466968282841518,1.0,0.0767250743433031,0.0798276104965234,0.07780204162697983,0.0768039222726296,0.0798276104965234,1.0393689297945055,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_220.csv"
LiPO_2,240,10,0.940981890206006,0.994030039667287,0.9466332531771003,0.75,0.0419155107459612,1.0,0.0769786375003339,0.0801827813148681,0.07808010860575136,0.0769786375003339,0.0801827813148681,1.0416238052345406,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_240.csv"
LiPO_2,260,10,0.936821580437169,0.994030039667287,0.9424479573582442,0.8125,0.037949639544706,1.0,0.077544660022642,0.0808922537566377,0.07865439672525042,0.0775804869486138,0.0808922537566377,1.0426881415454052,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_260.csv"
LiPO_2,280,10,0.935711614268803,0.994030039667287,0.9413313249386268,0.875,0.0368083595958655,1.0,0.0778663310553491,0.0813310417622876,0.07903428400854144,0.0778663310553491,0.0813310417622876,1.0444956203789248,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_280.csv"
LiPO_2,300,10,0.929880687576464,0.994030039667287,0.9354653787804095,0.9375,0.0307677272582669,1.0,0.0780467104074382,0.0817580040628743,0.07928202061809828,0.0780467104074382,0.0817580040628743,1.0475522111830404,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_300.csv"
LiPO_2,320,10,0.924603673369409,0.994030039667287,0.9301566718032829,1.0,0.0252343017549396,1.0,0.0783792021800675,0.082302366357097,0.07966442061210516,0.0783792021800675,0.082302366357097,1.0500536375455376,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_2_fit/model_fit_cycle_320.csv"
LiPO_3,0,10,0.98549202031104,0.98549202031104,1.0,0.0,0.0854307108008909,1.0,0.0756386780126354,0.0774220769945631,0.07659831755840678,0.0756386780126354,0.0769105433775355,1.01681501314298,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_0.csv"
LiPO_3,45,10,0.903798053062179,0.98549202031104,0.9171033701286827,0.1,0.00307420232367661,1.0,0.0781882713689281,0.0809014643800968,0.07929486321836485,0.0781882713689281,0.0809014643800968,1.034700767310312,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_45.csv"
LiPO_3,80,10,0.921344964054144,0.98549202031104,0.9349085990197566,0.17777777777777778,0.0214227379754297,1.0,0.0792358664733557,0.0823812015891146,0.08030311343338753,0.0792358664733557,0.0823812015891146,1.0396958505756553,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_80.csv"
LiPO_3,90,10,0.910784963916051,0.98549202031104,0.9241931392083621,0.2,0.0103953060234241,1.0,0.0791728053237078,0.08259226221779,0.08030156406296057,0.0792795804193512,0.08259226221779,1.0417848048755594,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_90.csv"
LiPO_3,135,10,0.885192491884972,0.98549202031104,0.8982239060703794,0.3,-0.0181972438168596,1.0,0.0797373504235159,0.0843674602920079,0.08107694327393276,0.079930743142511,0.0843674602920079,1.0555070173886227,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_135.csv"
LiPO_3,180,9,0.865473063834687,0.98549202031104,0.87821417728124,0.4,0.0744592113898668,1.0,0.0802102228051556,0.0822766287603596,0.0813567320667749,0.080484034841406,0.0802102228051556,0.9965979335306693,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_180.csv"
LiPO_3,225,9,0.833805667218662,0.98549202031104,0.8460805871928797,0.5,0.0386418696561104,1.0,0.0813120077697093,0.0854290012873516,0.08315528819341668,0.0813120077697093,0.0854290012873516,1.050632048458358,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_225.csv"
LiPO_3,270,9,0.792142461825171,0.98549202031104,0.8038040344305942,0.6,-0.0115674435206452,1.0,0.0824902609917251,0.0879176557355253,0.08511578822283312,0.0824902609917251,0.0879176557355253,1.0657943698874301,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_270.csv"
LiPO_3,315,8,0.767421659059552,0.98549202031104,0.7787193028892706,0.7,0.0868646676177887,1.0,0.0830685998318858,0.0873091286288043,0.0854349092208034,0.0830685998318858,0.0873091286288043,1.05104851659352,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_315.csv"
LiPO_3,360,8,0.741034650555741,0.98549202031104,0.7519438364623758,0.8,0.0543492219718861,1.0,0.0838700769115325,0.0884159584724329,0.08625157884697916,0.0838700769115325,0.0884159584724329,1.0542014712314556,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_360.csv"
LiPO_3,405,8,0.714092144304574,0.98549202031104,0.7246046944948301,0.9,0.0182854387380393,1.0,0.0846203368145752,0.0898718223823929,0.08718050280270447,0.0846203368145752,0.0898718223823929,1.0620593791693957,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_405.csv"
LiPO_3,450,7,0.684096859560876,0.98549202031104,0.6941678323736827,1.0,0.121804821538112,1.0,0.085832148775315,0.0898731867741061,0.08814643041188831,0.085832148775315,0.0898731867741061,1.0470807041003882,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_3_fit/model_fit_cycle_450.csv"
LiPO_4,0,11,1.04048704404695,1.04048704404695,1.0,0.0,0.0838357011573535,1.0,0.0743755386245878,0.076663915103165,0.07558552006236605,0.0743755386245878,0.0765257943510557,1.028910791991993,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_0.csv"
LiPO_4,45,11,1.01935085050873,1.04048704404695,0.9796862501468435,0.14285714285714285,0.0822914435334615,1.0,0.076234194423051,0.077806813243679,0.07717945816188107,0.076234194423051,0.077806813243679,1.020628785186618,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_45.csv"
LiPO_4,90,11,0.997961160566244,1.04048704404695,0.9591288678470203,0.2857142857142857,0.0782116888486731,1.0,0.0774666971932661,0.0814752569505134,0.07867436413929657,0.0774666971932661,0.0814752569505134,1.051745587490927,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_90.csv"
LiPO_4,135,10,0.976290894801003,1.04048704404695,0.9383018273862809,0.42857142857142855,0.0768150079231343,1.0,0.0787348590024782,0.0803592500385868,0.07976927794671303,0.0787348590024782,0.0796899278279048,1.0121301903315345,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_135.csv"
LiPO_4,180,10,0.935735896820434,1.04048704404695,0.8993248903714467,0.5714285714285714,0.037104517094097,1.0,0.0801483983900584,0.0834217838921004,0.0819095266444402,0.0801483983900584,0.0834217838921004,1.0408415585064024,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_180.csv"
LiPO_4,225,9,0.871018238287827,1.04048704404695,0.8371255012460529,0.7142857142857143,0.080358351803232,1.0,0.082209498734185,0.0850813297770222,0.08403294828663257,0.082209498734185,0.0830302198224284,1.0099832878302435,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_225.csv"
LiPO_4,270,9,0.794079877123371,1.04048704404695,0.7631809369147124,0.8571428571428571,-0.00874472612304378,1.0,0.0844905944534824,0.0894428848754928,0.08673978438120587,0.0844905944534824,0.0894428848754928,1.0586135114096866,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_270.csv"
LiPO_4,315,8,0.701867811941701,1.04048704404695,0.6745569932440509,1.0,0.00198014536668967,1.0,0.0871015394544943,0.0926655580898351,0.08961447311790867,0.0871015394544943,0.0926655580898351,1.0638796819228173,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_4_fit/model_fit_cycle_315.csv"
LiPO_5,0,11,1.02492190469931,1.02492190469931,1.0,0.0,0.0848427490716755,1.0,0.0765165607984675,0.0783581247207351,0.07760100353552725,0.0765165607984675,0.0779735076373958,1.019040934716939,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_0.csv"
LiPO_5,45,11,1.01072915498403,1.02492190469931,0.9861523598527793,0.08333333333333333,0.0827183783740612,1.0,0.0764042945367905,0.0798836660435746,0.07776170082955977,0.0764042945367905,0.0798836660435746,1.0455389520690974,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_45.csv"
LiPO_5,90,11,1.00489515013868,1.02492190469931,0.9804602141208939,0.16666666666666666,0.0826455014560756,1.0,0.0765882708810937,0.0807106328619877,0.07810497846784134,0.0765882708810937,0.0807106328619877,1.0538249778127793,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_90.csv"
LiPO_5,135,11,0.997119768237826,1.02492190469931,0.9728738976755106,0.25,0.0818966254983997,1.0,0.0765366561494073,0.0815059448818664,0.07822518721734889,0.0765366561494073,0.0815059448818664,1.0649269119199374,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_135.csv"
LiPO_5,180,11,0.992122731763323,1.02492190469931,0.9679983686702357,0.3333333333333333,0.0814690702423312,1.0,0.0769099546062305,0.0822603004033034,0.07847046138347537,0.0769099546062305,0.0822603004033034,1.0695663626960386,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_180.csv"
LiPO_5,225,10,0.98573144342867,1.02492190469931,0.9617624903019926,0.4166666666666667,0.0859397713641259,1.0,0.0772384481349599,0.07904590478367,0.0784100234331643,0.0772384481349599,0.078764141058042,1.0197530240433654,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_225.csv"
LiPO_5,270,10,0.975458191193441,1.02492190469931,0.9517390415025029,0.5,0.0757428342441478,1.0,0.0776915124047843,0.0796924425955011,0.07904862046745273,0.0776915124047843,0.0793828255007169,1.0217695993240627,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_270.csv"
LiPO_5,315,10,0.956846068823585,1.02492190469931,0.9335794897507854,0.5833333333333334,0.0580570415420344,1.0,0.0786700821145534,0.0806229801349484,0.08000729016104002,0.0786700821145534,0.080173161612487,1.0191061132457562,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_315.csv"
LiPO_5,360,10,0.932960977882533,1.02492190469931,0.9102751864360276,0.6666666666666666,0.0336420558910856,1.0,0.079713191107262,0.083662979792223,0.08143840556642355,0.079713191107262,0.083662979792223,1.0495500008229024,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_360.csv"
LiPO_5,405,10,0.898245839907669,1.02492190469931,0.8764041784931847,0.75,-0.00339805552785588,1.0,0.0818651256167034,0.0870017816146579,0.08396007774771722,0.0838354103510727,0.0870017816146579,1.0377689004005057,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_405.csv"
LiPO_5,450,9,0.834363868751555,1.02492190469931,0.8140755553432525,0.8333333333333334,0.0399491499371013,1.0,0.0846044362051837,0.0888374436727594,0.08697114398277916,0.0846044362051837,0.0888374436727594,1.0500329256649117,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_450.csv"
LiPO_5,495,8,0.747704824931211,1.02492190469931,0.7295237046871113,0.9166666666666666,0.0624090652297605,1.0,0.0870727328278274,0.0911234886660496,0.08940189656020017,0.0870727328278274,0.0911234886660496,1.0465215195006219,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_495.csv"
LiPO_5,540,7,0.646047833941644,1.02492190469931,0.6303385955354135,1.0,0.0700797409144959,1.0,0.0903847718194797,0.0945289226826077,0.09298718137024435,0.0903847718194797,0.0945289226826077,1.045850100406348,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_5_fit/model_fit_cycle_540.csv"
