row_type,name,source,paper,doi,api,class_count,data_file_count,sensorcombined_file_count,audiobuffer_file_count,imu_file_count,sensorcombined_sample_count_per_class,audiobuffer_sample_count_per_class,imu_sample_count_per_class,total_size_mb,readme_excerpt,note,fault_class,broken_propeller_count,mission_count_sensorcombined,audio_file_count,magnetic_file_count,sensorcombined_size_mb,audiobuffer_size_mb,total_class_size_mb,sample_sensorcombined_path,sample_audio_path,sample_imu_path,sampled_sensorcombined_count,sampled_audiobuffer_count,sampled_imu_count,file_path,mission_name,sample_index_within_class,valid_imu_rows,frame_id_count,frame_ids,gyro_two_axis_dynamic_rms_rad_s,accel_two_axis_dynamic_rms_m_s2,strongest_gyro_frame_id,strongest_gyro_frame_rows,strongest_gyro_frame_dynamic_rms_rad_s,strongest_accel_frame_id,strongest_accel_frame_rows,strongest_accel_frame_dynamic_rms_m_s2,gyro_two_axis_dynamic_rms_ratio_vs_class0,accel_two_axis_dynamic_rms_ratio_vs_class0,strongest_gyro_frame_dynamic_rms_ratio_vs_class0,strongest_accel_frame_dynamic_rms_ratio_vs_class0,audio_buffer_count,total_payload_values,buffer_length_median_values,buffer_length_min_values,buffer_length_max_values,recording_started_time,unique_recording_started_time_count,payload_mean,payload_std,payload_rms,payload_min,payload_max,payload_zero_fraction,payload_near_clip_16bit_fraction,payload_abs_p50,payload_abs_p90,payload_abs_p95,payload_abs_p99,payload_abs_p999,block_rms_median,block_rms_p95,block_rms_max,phase0_rms,phase1_rms,phase2_rms,phase3_rms,phase4_rms,phase5_rms,phase0_zero_fraction,phase1_zero_fraction,phase2_zero_fraction,phase3_zero_fraction,phase4_zero_fraction,phase5_zero_fraction,payload_rms_ratio_vs_class0,payload_abs_p99_ratio_vs_class0,block_rms_median_ratio_vs_class0,phase0_rms_ratio_vs_class0,valid_sample_rows,duration_s,median_timestamp_dt_us,timestamp_sample_rate_hz,median_gyro_integral_dt_us,gyro_integral_rate_hz,median_accel_integral_dt_us,accel_integral_rate_hz,gyro_mean_x_rad_s,gyro_mean_y_rad_s,gyro_mean_z_rad_s,gyro_std_x_rad_s,gyro_std_y_rad_s,gyro_std_z_rad_s,gyro_vector_dynamic_rms_rad_s,accel_mean_x_m_s2,accel_mean_y_m_s2,accel_mean_z_m_s2,accel_std_x_m_s2,accel_std_y_m_s2,accel_std_z_m_s2,accel_vector_dynamic_rms_m_s2,accel_norm_mean_m_s2,accelerometer_clipping_count,gyro_vector_dynamic_rms_ratio_vs_class0,accel_vector_dynamic_rms_ratio_vs_class0,sample_count,mission_names,valid_sample_rows_total,duration_s_total,duration_s_median,timestamp_sample_rate_hz_median,gyro_integral_rate_hz_median,accel_integral_rate_hz_median,gyro_vector_dynamic_rms_rad_s_median,gyro_vector_dynamic_rms_rad_s_min,gyro_vector_dynamic_rms_rad_s_max,accel_vector_dynamic_rms_m_s2_median,accel_vector_dynamic_rms_m_s2_min,accel_vector_dynamic_rms_m_s2_max,accel_norm_mean_m_s2_median,accelerometer_clipping_count_total,gyro_vector_dynamic_rms_ratio_vs_class0_median,accel_vector_dynamic_rms_ratio_vs_class0_median,valid_imu_rows_total,frame_id_count_max,gyro_two_axis_dynamic_rms_rad_s_median,accel_two_axis_dynamic_rms_m_s2_median,strongest_gyro_frame_dynamic_rms_rad_s_max,strongest_accel_frame_dynamic_rms_m_s2_max,gyro_two_axis_dynamic_rms_ratio_vs_class0_median,accel_two_axis_dynamic_rms_ratio_vs_class0_median,strongest_gyro_frame_dynamic_rms_ratio_vs_class0_max,strongest_accel_frame_dynamic_rms_ratio_vs_class0_max,vehicle_count,vehicles,csv_file_count,csv_size_mb,readme_file_count,sampled_subset,per_vehicle_csv_inventory,file_name_pattern,vehicle,transform,window,frequency_bin_range,label,condition,axis,feature_row_count,feature_column_count,feature_value_count,feature_mean,feature_rms,feature_max,fault_summary,axis_count,feature_row_count_per_axis,feature_column_count_per_axis,x_feature_rms,y_feature_rms,z_feature_rms,xyz_feature_rms,xyz_feature_rms_ratio_vs_healthy,xyz_feature_rms_excess_percent_vs_healthy,x_feature_rms_ratio_vs_healthy,y_feature_rms_ratio_vs_healthy,z_feature_rms_ratio_vs_healthy,license,zip_file_name,zip_size_bytes,figshare_size_bytes,zip_size_matches_api,excel_case_count,local_data_dir,file_name,fault_type,rotor_position,blade_modification,header,time_start_s,time_end_s,median_dt_s,sample_rate_hz,nyquist_hz,mean_x_m_s2,mean_y_m_s2,mean_z_m_s2,std_x_m_s2,std_y_m_s2,std_z_m_s2,raw_rms_x_m_s2,raw_rms_y_m_s2,raw_rms_z_m_s2,peak_abs_dynamic_x_m_s2,peak_abs_dynamic_y_m_s2,peak_abs_dynamic_z_m_s2,vector_dynamic_rms_m_s2,dominant_estimated_two_blade_mechanical_rpm,welch_available,dominant_freq_hz,dominant_psd,welch_segment_count,welch_nperseg,top_vector_peak_freqs_hz,band_5_60hz_vector_rms,band_60_120hz_vector_rms,band_120_240hz_vector_rms,band_240_500hz_vector_rms,std_x_ratio_vs_healthy,std_y_ratio_vs_healthy,std_z_ratio_vs_healthy,vector_dynamic_rms_ratio_vs_healthy,dominant_psd_ratio_vs_healthy,band_5_60hz_rms_ratio_vs_healthy,band_60_120hz_rms_ratio_vs_healthy,band_120_240hz_rms_ratio_vs_healthy,band_240_500hz_rms_ratio_vs_healthy,dominant_freq_delta_vs_healthy_hz,vector_dynamic_rms_excess_percent_vs_healthy,rotor_health,spin_ratio,rotor_health_thrust_scale,effective_imbalance_intensity,rotor_damage_vibration,dataset,dataset_sample_rate_hz,dataset_nyquist_hz,dataset_dominant_freq_hz,dataset_two_blade_estimated_rpm,racing_hover_blade_pass_hz,racing_max_blade_pass_hz,racing_hover_bpf_over_dataset_nyquist,racing_max_bpf_over_dataset_nyquist,preset,dataset_healthy_dominant_freq_hz,configured_blade_count,hover_motor_hz,max_motor_hz,hover_blade_pass_hz,max_blade_pass_hz,hover_motor_alias_hz,max_motor_alias_hz,hover_blade_pass_alias_hz,max_blade_pass_alias_hz,hover_blade_pass_directly_observable,max_blade_pass_directly_observable,hover_blade_pass_over_dataset_nyquist,max_blade_pass_over_dataset_nyquist,hover_alias_delta_to_dataset_peak_hz,max_alias_delta_to_dataset_peak_hz
uav_realistic_fault_imu_summary,UAV realistic fault class 2 Imu sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"Raw Imu JSONL messages report frame_id-specific x/z angular velocity and linear acceleration without timestamps; use as a local vibration/sensor-layout amplitude source, not a rate-calibrated time-series summary.",2,2,,,,,,,,,,,,,Dataset/2/rosbag2_2021_12_22-09_35_36/rosbag2_2021_12_22-09_35_36-Imu.jsonl,rosbag2_2021_12_22-09_35_36,1,20709,4,/phidget_1; /phidget_2; /phidget_3; /phidget_4,9.795254309276851,2.0279162710300747,/phidget_1,7881,10.416237506560952,/phidget_1,7881,2.1124244546069764,1.0548726446107317,1.1802355055068154,1.0559227066417132,1.137148624870262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_imu_summary,UAV realistic fault class 2 Imu sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"Raw Imu JSONL messages report frame_id-specific x/z angular velocity and linear acceleration without timestamps; use as a local vibration/sensor-layout amplitude source, not a rate-calibrated time-series summary.",2,2,,,,,,,,,,,,,Dataset/2/rosbag2_2021_12_22-09_37_54/rosbag2_2021_12_22-09_37_54-Imu.jsonl,rosbag2_2021_12_22-09_37_54,2,14658,4,/phidget_1; /phidget_2; /phidget_3; /phidget_4,10.41433566812705,2.1220983426168107,/phidget_1,7062,11.034269621207523,/phidget_1,7062,2.3162828562750084,1.1215428881409097,1.2350489248066117,1.1185743256047076,1.24688854982686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_imu_summary,UAV realistic fault class 3 Imu sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"Raw Imu JSONL messages report frame_id-specific x/z angular velocity and linear acceleration without timestamps; use as a local vibration/sensor-layout amplitude source, not a rate-calibrated time-series summary.",3,3,,,,,,,,,,,,,Dataset/3/rosbag2_2021_12_22-09_40_31/rosbag2_2021_12_22-09_40_31-Imu.jsonl,rosbag2_2021_12_22-09_40_31,1,19293,4,/phidget_1; /phidget_2; /phidget_3; /phidget_4,10.436716285069375,2.6715643358613423,/phidget_1,9238,11.299356109179987,/phidget_1,9238,3.2507839088502912,1.1239531063789,1.5548349453440182,1.1454468735566645,1.7499439772331424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_imu_summary,UAV realistic fault class 3 Imu sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"Raw Imu JSONL messages report frame_id-specific x/z angular velocity and linear acceleration without timestamps; use as a local vibration/sensor-layout amplitude source, not a rate-calibrated time-series summary.",3,3,,,,,,,,,,,,,Dataset/3/rosbag2_2021_12_22-09_43_30/rosbag2_2021_12_22-09_43_30-Imu.jsonl,rosbag2_2021_12_22-09_43_30,2,20201,4,/phidget_1; /phidget_2; /phidget_3; /phidget_4,9.250580264944919,2.274558119620168,/phidget_1,9741,9.7322420456812,/phidget_1,9741,2.6693627407750466,0.9962154896810128,1.3237796305815668,0.9865842014542242,1.4369565564023998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_imu_summary,UAV realistic fault class 4 Imu sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"Raw Imu JSONL messages report frame_id-specific x/z angular velocity and linear acceleration without timestamps; use as a local vibration/sensor-layout amplitude source, not a rate-calibrated time-series summary.",4,4,,,,,,,,,,,,,Dataset/4/rosbag2_2021_12_22-09_48_32/rosbag2_2021_12_22-09_48_32-Imu.jsonl,rosbag2_2021_12_22-09_48_32,1,5966,4,/phidget_1; /phidget_2; /phidget_3; /phidget_4,7.653419073597414,1.6705718801679241,/phidget_1,4287,8.577302247532636,/phidget_1,4287,1.8661405555465578,0.824213661388435,0.9722631430310273,0.869504770719171,1.00457044128909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_audiobuffer_summary,UAV realistic fault class 0 AudioBuffer sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"AudioBuffer JSONL payload statistics. The paper reports ReSpeaker microphone audio and 640 MFCC features per second; these rows keep raw payload amplitudes as relative, unitless dataset-internal byte/integer statistics.",0,0,,,,,,,,,,,,,Dataset/0/rosbag2_2021_12_22-09_14_31/rosbag2_2021_12_22-09_14_31-AudioBuffer.jsonl,rosbag2_2021_12_22-09_14_31,1,,,,,,,,,,,,,,,,5279,8108544,1536.0,1536,1536,972352920,1,-0.40711341024973163,453.57109022198927,453.5712729290654,-7750.0,9661.0,0.17078281871566584,0.0,49.0,464.0,1006.0,2114.0,3796.0,381.99927482070126,778.6022877040605,1535.9363936923787,1098.2736437218498,104.60735601823303,92.99725203756002,64.83850302827716,66.03924568222504,0.0,0.0005845685735934836,0.004504877817768517,0.0051227446012502365,0.007153195444212919,0.007331525857169919,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_audiobuffer_summary,UAV realistic fault class 1 AudioBuffer sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"AudioBuffer JSONL payload statistics. The paper reports ReSpeaker microphone audio and 640 MFCC features per second; these rows keep raw payload amplitudes as relative, unitless dataset-internal byte/integer statistics.",1,1,,,,,,,,,,,,,Dataset/1/rosbag2_2021_12_22-09_21_12/rosbag2_2021_12_22-09_21_12-AudioBuffer.jsonl,rosbag2_2021_12_22-09_21_12,1,,,,,,,,,,,,,,,,5966,9163776,1536.0,1536,1536,1369333931,1,-0.41058751326963905,456.3433415063942,456.3435262160816,-23707.0,23811.0,0.16967241451558834,0.0,69.0,367.0,705.0,1734.0,5510.0,257.9941712830646,827.701847149206,3792.9659326714564,1090.823706514512,160.59252875904315,125.12561324137656,97.24875830974528,93.2546215844854,0.0,0.0007365959185383842,0.003191915646999665,0.0039658324254106606,0.005085458221589004,0.00505468488099229,1.0,1.0061120565884025,0.8202459791863765,0.6753786938578853,0.9932166839749597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_audiobuffer_summary,UAV realistic fault class 2 AudioBuffer sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"AudioBuffer JSONL payload statistics. The paper reports ReSpeaker microphone audio and 640 MFCC features per second; these rows keep raw payload amplitudes as relative, unitless dataset-internal byte/integer statistics.",2,2,,,,,,,,,,,,,Dataset/2/rosbag2_2021_12_22-09_35_36/rosbag2_2021_12_22-09_35_36-AudioBuffer.jsonl,rosbag2_2021_12_22-09_35_36,1,,,,,,,,,,,,,,,,5517,8474112,1536.0,1536,1536,129717900,1,-0.40864765535315084,296.9081284616119,296.9084096813077,-3659.0,3887.0,0.1687776843166576,0.0,129.0,478.0,636.0,991.0,1633.0,285.5053565062309,405.769862486196,901.2962301769879,513.9689229908043,381.69238967087745,228.26626460079947,188.55810075841583,177.24232955895198,0.0,0.0020072899673735725,0.0016915046673916985,0.00268205093347834,0.0031684735816566974,0.0031167867500453143,1.0,0.6546014428205236,0.46877956480605487,0.74739764006159,0.4679789285018778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_audiobuffer_summary,UAV realistic fault class 3 AudioBuffer sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"AudioBuffer JSONL payload statistics. The paper reports ReSpeaker microphone audio and 640 MFCC features per second; these rows keep raw payload amplitudes as relative, unitless dataset-internal byte/integer statistics.",3,3,,,,,,,,,,,,,Dataset/3/rosbag2_2021_12_22-09_40_31/rosbag2_2021_12_22-09_40_31-AudioBuffer.jsonl,rosbag2_2021_12_22-09_40_31,1,,,,,,,,,,,,,,,,6464,9928704,1536.0,1536,1536,424745080,1,-0.41421911661380983,465.4540906506109,465.4542749624969,-11035.0,10129.0,0.16855875651041666,0.0,130.0,589.0,979.0,1892.0,3769.0,408.0453117624212,679.7411111734707,2181.5074662995844,1038.6424600920502,323.6774898084155,218.6143612956909,208.11278297608519,158.86360743626952,0.0,0.0007571985225866336,0.0018715433555074258,0.002694007193688119,0.0027719629873143563,0.0032578270034034655,1.0,1.0261987536306998,0.8949858088930936,1.0681834722171792,0.9457046210926812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_audiobuffer_summary,UAV realistic fault class 4 AudioBuffer sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,https://doi.org/10.1109/ICRA48891.2023.10161183,,,,,,,,,,,,"AudioBuffer JSONL payload statistics. The paper reports ReSpeaker microphone audio and 640 MFCC features per second; these rows keep raw payload amplitudes as relative, unitless dataset-internal byte/integer statistics.",4,4,,,,,,,,,,,,,Dataset/4/rosbag2_2021_12_22-09_48_32/rosbag2_2021_12_22-09_48_32-AudioBuffer.jsonl,rosbag2_2021_12_22-09_48_32,1,,,,,,,,,,,,,,,,5246,8057856,1536.0,1536,1536,911636026,1,-0.4059629509388105,467.34039399020736,467.34057031338483,-12426.0,11325.0,0.16859137219627654,0.0,137.0,569.0,854.0,1768.0,4597.0,367.39983756814763,857.3431727846176,2028.4176735730591,1021.9906458383222,354.46976977558165,250.04472934600258,221.5698816967908,169.45198420322095,0.0,0.0009292794510102935,0.0018928111894776973,0.002567432329393824,0.002850386008387343,0.0033083241993900115,1.0,1.0303575164613057,0.836329233680227,0.9617815053198565,0.9305428129687074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_sensorcombined_summary,UAV realistic fault class 0 SensorCombined sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,,,,,,,,,,,,,SensorCombined JSONL mission sample for this fault class; dynamic RMS removes axis mean but does not segment flight phases.,0,0,,,,,,,,,,,,,Dataset/0/rosbag2_2021_12_22-09_14_31/rosbag2_2021_12_22-09_14_31-SensorCombined.jsonl,rosbag2_2021_12_22-09_14_31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19365,99.29981,8255.0,121.13870381586916,4996.0,200.160128102482,4996.0,200.160128102482,0.005871439456850032,0.0034525628752749998,-0.00026974670621223796,0.10660557968929242,0.10658060182158748,0.0326421904040038,0.15423905763428758,0.0633745008700747,-0.05254794525192885,-9.79031573028896,1.5181798770771449,0.7879557880406916,0.657754940081557,1.832589977128134,9.937221195116127,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_sensorcombined_summary,UAV realistic fault class 0 SensorCombined sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,,,,,,,,,,,,,SensorCombined JSONL mission sample for this fault class; dynamic RMS removes axis mean but does not segment flight phases.,0,0,,,,,,,,,,,,,Dataset/0/rosbag2_2021_12_22-09_17_33/rosbag2_2021_12_22-09_17_33-SensorCombined.jsonl,rosbag2_2021_12_22-09_17_33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17222,88.123786,8073.5,123.86201771226854,4996.0,200.160128102482,4996.0,200.160128102482,0.005465507097683164,0.0029966654050749115,-0.0007532026538148834,0.12327870713700795,0.09707173182360507,0.04307917661149411,0.16271562988886587,0.05919239144022204,-0.04674877795508654,-9.780828764845523,1.322857145567437,0.7615684362064673,0.7274688103737819,1.6909016472496077,9.898354911638764,0,1.0549573654338376,0.9226841073852389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_sensorcombined_summary,UAV realistic fault class 0 SensorCombined sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,,,,,,,,,,,,,SensorCombined JSONL mission sample for this fault class; dynamic RMS removes axis mean but does not segment flight phases.,0,0,,,,,,,,,,,,,Dataset/0/rosbag2_2021_12_31-10_12_31/rosbag2_2021_12_31-10_12_31-SensorCombined.jsonl,rosbag2_2021_12_31-10_12_31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16304,83.25071,7094.5,140.95426034251886,4995.0,200.20020020020021,4995.0,200.20020020020021,0.004260159611230367,0.003511521787064502,-0.001191490929612361,0.13180942607725585,0.11037132768301433,0.044057646310642296,0.17747290208863029,0.05263122812296962,-0.053719835261021365,-9.775501724577584,1.1724003021642826,0.7426709508943322,1.2064009286846689,1.8388816738845444,9.874783124263514,0,1.1506352853207382,1.0034332266545898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_sensorcombined_summary,UAV realistic fault class 1 SensorCombined sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,,,,,,,,,,,,,SensorCombined JSONL mission sample for this fault class; dynamic RMS removes axis mean but does not segment flight phases.,1,1,,,,,,,,,,,,,Dataset/1/rosbag2_2021_12_22-09_21_12/rosbag2_2021_12_22-09_21_12-SensorCombined.jsonl,rosbag2_2021_12_22-09_21_12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20483,104.983883,8405.5,118.96972220569864,4996.0,200.160128102482,4996.0,200.160128102482,0.005476610000595604,0.002583832447488152,-0.001233497802367817,0.19012868320882756,0.1551643033549264,0.0690743516853963,0.25494341190762343,0.06024671715294146,-0.05515852200799215,-9.782020040665362,3.0828740993119483,4.029699789411283,4.374012349883116,6.698848941565992,11.200488973850325,0,1.6529108503250418,3.65539974853721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_sensorcombined_summary,UAV realistic fault class 1 SensorCombined sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,,,,,,,,,,,,,SensorCombined JSONL mission sample for this fault class; dynamic RMS removes axis mean but does not segment flight phases.,1,1,,,,,,,,,,,,,Dataset/1/rosbag2_2021_12_22-09_23_49/rosbag2_2021_12_22-09_23_49-SensorCombined.jsonl,rosbag2_2021_12_22-09_23_49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21085,108.044645,8393.0,119.14690813773383,4995.0,200.20020020020021,4995.0,200.20020020020021,0.00472981707049561,0.0027437926243869958,-0.00027583398698600905,0.20926538531326527,0.16493363277203618,0.06022227337427938,0.2731699597687431,0.06805270293844906,-0.04340195937368263,-9.777396844239657,2.98595275934635,4.037225566723513,3.9893709882623645,6.413281924229084,11.126968362025027,0,1.771081618097341,3.499572738185215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uav_realistic_fault_sensorcombined_summary,UAV realistic fault class 1 SensorCombined sample,https://github.com/tiiuae/UAV-Realistic-Fault-Dataset,https://secplab.ppgia.pucpr.br/files/papers/2023icra.pdf,,,,,,,,,,,,,SensorCombined JSONL mission sample for this fault class; dynamic RMS removes axis mean but does not segment flight phases.,1,1,,,,,,,,,,,,,Dataset/1/rosbag2_2021_12_29-08_57_15/rosbag2_2021_12_29-08_57_15-SensorCombined.jsonl,rosbag2_2021_12_29-08_57_15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21943,112.610742,8260.0,121.06537530266344,4996.0,200.160128102482,4996.0,200.160128102482,0.005170231768317914,0.0032562779140226975,-0.0005750457605933607,0.15981009749004246,0.10863134241537221,0.06369223043534103,0.2034618785732878,0.05190856373132184,-0.07021863039511013,-9.768455657215192,4.176020940244695,4.737134040812864,6.667493977481127,9.183412533134799,12.37842828751887,1,1.3191333096426927,5.011165971520916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
