row_type,source_scope,source_page,doi,local_source_file,local_image_file,metric,value,unit,note,item,prop,throttle_percent,voltage_v,current_a,power_w,thrust_g,thrust_n,efficiency_g_per_w,operating_temperature_c,motor_kv_rpm_per_v,ideal_no_load_rpm_at_measured_voltage,project_required_rpm_if_k_1p45e_minus_6,project_required_rpm_over_no_load_rpm,no_load_rpm_based_k_lower_bound,apdrone_project_max_rotor_thrust_n,thrust_over_project_max_rotor_thrust,current_over_project_apdrone_pack_limit,max_table_thrust_g,max_table_thrust_n,max_table_voltage_v,max_table_current_a,max_table_power_w,max_table_efficiency_g_per_w,project_max_rotor_thrust_n,project_max_over_table_max,table_max_over_project_max,fit_scope,fit_target,fit_model,fit_coefficient_a,fit_exponent_b,fit_log_r2,fit_rms_relative_error,fit_sample_count,fit_thrust_min_n,fit_thrust_max_n,fit_observed_min,fit_observed_max,operating_point,per_motor_thrust_n,total_thrust_n,total_thrust_over_apdrone_weight,predicted_current_per_motor_a,predicted_current_total_a,predicted_power_per_motor_w,predicted_power_total_w,current_over_project_pack_limit,thrust_range_context,scenario,current_observation,observed_current_total_a,observed_current_per_motor_a,inferred_per_motor_thrust_n_from_current_fit,inferred_total_thrust_n_from_current_fit,inferred_total_thrust_over_apdrone_weight,current_range_context,motor_resistance_ohm,voltage_drop_i_times_r_v,estimated_back_emf_v,kv_source,kv_rpm_per_v,estimated_loaded_rpm,estimated_loaded_omega_rad_s,estimated_thrust_coefficient_n_per_rad_s2,project_apdrone_thrust_coefficient,project_k_over_estimated_k,estimated_k_over_project_k,sample_count,estimated_k_mean,estimated_k_min,estimated_k_max,project_k_over_estimated_k_mean,estimated_k_mean_over_project_k,summary_scope
apdrone_motor_pdf_spec,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,motor_body_length_mm,20.0,mm,Page 3 table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_spec,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,overall_shaft_length_mm,35.0,mm,Page 3 table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_spec,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,prop_adapter_shaft,M5,,Page 3 table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_spec,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,bolt_hole_spacing_mm,16.0,mm,Page 3 table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_spec,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,bolt_thread,M3,,Page 3 table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_spec,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,recommended_prop_in,7.0,in,Page 3 table lists propeller 7 inch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysido_web_product_corroboration,rcdrone_ysido_2507_product_page,https://rcdrone.top/products/ysido-2507-1800kv-brushless-motor,,docs/data/raw/ysido_2507_motor/rcdrone_ysido_2507_1800kv.html,,web_model,2507 1800KV,,RCDrone product page repeats the YSIDO 2507 1800KV model name.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysido_web_product_corroboration,rcdrone_ysido_2507_product_page,https://rcdrone.top/products/ysido-2507-1800kv-brushless-motor,,docs/data/raw/ysido_2507_motor/rcdrone_ysido_2507_1800kv.html,,web_kv,1800.0,rpm_per_v,RCDrone structured product description lists KV Rating 1800KV.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysido_web_product_corroboration,rcdrone_ysido_2507_product_page,https://rcdrone.top/products/ysido-2507-1800kv-brushless-motor,,docs/data/raw/ysido_2507_motor/rcdrone_ysido_2507_1800kv.html,,web_input_voltage,3-6S LiPo,LiPo cells,RCDrone structured product description lists 3-6S LiPo input.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysido_web_product_corroboration,rcdrone_ysido_2507_product_page,https://rcdrone.top/products/ysido-2507-1800kv-brushless-motor,,docs/data/raw/ysido_2507_motor/rcdrone_ysido_2507_1800kv.html,,web_weight_g,43.2,g,RCDrone structured product description lists 43.2 g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysido_web_product_corroboration,rcdrone_ysido_2507_product_page,https://rcdrone.top/products/ysido-2507-1800kv-brushless-motor,,docs/data/raw/ysido_2507_motor/rcdrone_ysido_2507_1800kv.html,,web_application,5-inch FPV racing drones,,RCDrone overview says the motor is designed for high-performance 5-inch FPV racing drones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysido_web_product_corroboration,rcdrone_ysido_2507_product_page,https://rcdrone.top/products/ysido-2507-1800kv-brushless-motor,,docs/data/raw/ysido_2507_motor/rcdrone_ysido_2507_1800kv.html,,web_test_table_presence,throttle_voltage_current_power_thrust_efficiency_temperature,,"RCDrone image alt/text says the YSIDO motor test data includes throttle, voltage, current, power, thrust, efficiency, and temperature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",R2507_1800kv,7056 3R,60,16.0,10.8,172.8,675,6.61948875,3.91,58,1800.0,28800.0,20824.757986656412,0.7230818745366809,7.277500382564444e-07,13.5,0.4903325,0.07200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",R2507_1800kv,7056 3R,70,16.0,15.2,243.2,834,8.1787461,3.43,58,1800.0,28800.0,23147.873582818327,0.8037456105145252,8.991756028235178e-07,13.5,0.6058330444444444,0.10133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",R2507_1800kv,7056 3R,80,16.0,20.1,321.6,991,9.71839015,3.08,58,1800.0,28800.0,25232.76853311787,0.8761377962888149,1.0684448709809427e-06,13.5,0.7198807518518519,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",R2507_1800kv,7056 3R,90,16.0,25.5,408.0,1123,11.012867949999999,2.75,58,1800.0,28800.0,26860.738862531674,0.9326645438379053,1.2107604340177584e-06,13.5,0.8157679962962961,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_3_image_1.jpg,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",R2507_1800kv,7056 3R,100,16.0,33.3,532.8,1308,12.8270982,2.45,58,1800.0,28800.0,28988.914180610118,1.0065595201600734,1.4102178519102656e-06,13.5,0.9501554222222223,0.22199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_4_image_1.png,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",5043,5043,50,25.01,12.43,310.6,711,6.97252815,2.29,47,1800.0,45018.0,21372.871612091807,0.47476279737198024,3.137333209847785e-07,13.5,0.5164835666666666,0.08286666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_motor_pdf_thrust_test_point,apdrone_image_only_motor_pdf_manual_transcription,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/P03_2507 1800KV Brushless Motor.pdf,docs/data/raw/apdrone_zgsvdtxnfh_v2/component_datasheets/extracted_motor_pdf_images/page_4_image_1.png,,,,"PDF thrust table has volts/current/power/thrust but no measured RPM; no-load RPM gives only a lower-bound k, while project-required RPM tests whether current k is plausible.",5043,5043,60,24.98,16.08,402.2,829,8.129712849999999,2.06,47,1800.0,44964.0,23078.38116067132,0.5132635255019865,3.666807338915894e-07,13.5,0.6022009518518517,0.10719999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
