row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,fault_class,severity,speed,channel,factor
dronepropb_stratified_packet_selected_file,F0_SV0_SP1_C3_R1.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ac06b816-a36f-4a16-8414-346462697c91/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP1_C3_R1.mat,repeat,1,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ac06b816-a36f-4a16-8414-346462697c91/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP1_C3_R1.mat,file_size,1763498,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ac06b816-a36f-4a16-8414-346462697c91/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C1_R1.mat,fault_class,0,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/cb763c84-dc2b-4320-b721-472a9a952b48/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C1_R1.mat,severity,0,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/cb763c84-dc2b-4320-b721-472a9a952b48/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C1_R1.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/cb763c84-dc2b-4320-b721-472a9a952b48/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C1_R1.mat,channel,1,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/cb763c84-dc2b-4320-b721-472a9a952b48/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C1_R1.mat,repeat,1,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/cb763c84-dc2b-4320-b721-472a9a952b48/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C1_R1.mat,file_size,6370734,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/cb763c84-dc2b-4320-b721-472a9a952b48/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C2_R1.mat,fault_class,0,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/dd1e361c-d8d3-4262-b779-272eef312bc7/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C2_R1.mat,severity,0,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/dd1e361c-d8d3-4262-b779-272eef312bc7/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C2_R1.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/dd1e361c-d8d3-4262-b779-272eef312bc7/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C2_R1.mat,channel,2,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/dd1e361c-d8d3-4262-b779-272eef312bc7/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C2_R1.mat,repeat,1,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/dd1e361c-d8d3-4262-b779-272eef312bc7/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C2_R1.mat,file_size,6370734,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/dd1e361c-d8d3-4262-b779-272eef312bc7/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C3_R1.mat,fault_class,0,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/381e2804-0cfe-4202-8473-111e0fb9b27c/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C3_R1.mat,severity,0,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/381e2804-0cfe-4202-8473-111e0fb9b27c/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C3_R1.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/381e2804-0cfe-4202-8473-111e0fb9b27c/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C3_R1.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/381e2804-0cfe-4202-8473-111e0fb9b27c/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C3_R1.mat,repeat,1,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/381e2804-0cfe-4202-8473-111e0fb9b27c/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP2_C3_R1.mat,file_size,2044985,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/381e2804-0cfe-4202-8473-111e0fb9b27c/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP3_C3_R1.mat,fault_class,0,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ef9cde1d-c6ce-4354-bad2-ce06a5c1bdc4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP3_C3_R1.mat,severity,0,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ef9cde1d-c6ce-4354-bad2-ce06a5c1bdc4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP3_C3_R1.mat,speed,3,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ef9cde1d-c6ce-4354-bad2-ce06a5c1bdc4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP3_C3_R1.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ef9cde1d-c6ce-4354-bad2-ce06a5c1bdc4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP3_C3_R1.mat,repeat,1,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ef9cde1d-c6ce-4354-bad2-ce06a5c1bdc4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F0_SV0_SP3_C3_R1.mat,file_size,2228411,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/ef9cde1d-c6ce-4354-bad2-ce06a5c1bdc4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV1_SP2_C3.mat,fault_class,1,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/1a8b52d6-499c-44a0-8007-d6aad53bfbd2/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV1_SP2_C3.mat,severity,1,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/1a8b52d6-499c-44a0-8007-d6aad53bfbd2/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV1_SP2_C3.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/1a8b52d6-499c-44a0-8007-d6aad53bfbd2/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV1_SP2_C3.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/1a8b52d6-499c-44a0-8007-d6aad53bfbd2/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV1_SP2_C3.mat,repeat,0,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/1a8b52d6-499c-44a0-8007-d6aad53bfbd2/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV1_SP2_C3.mat,file_size,2054456,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/1a8b52d6-499c-44a0-8007-d6aad53bfbd2/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV2_SP2_C3.mat,fault_class,1,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/fdde7356-3d08-4020-9c57-e5932a5158f1/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV2_SP2_C3.mat,severity,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/fdde7356-3d08-4020-9c57-e5932a5158f1/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV2_SP2_C3.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/fdde7356-3d08-4020-9c57-e5932a5158f1/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV2_SP2_C3.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/fdde7356-3d08-4020-9c57-e5932a5158f1/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV2_SP2_C3.mat,repeat,0,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/fdde7356-3d08-4020-9c57-e5932a5158f1/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV2_SP2_C3.mat,file_size,2071254,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/fdde7356-3d08-4020-9c57-e5932a5158f1/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV3_SP2_C3.mat,fault_class,1,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/24939034-1d23-460b-b4df-2ddbaaf77d7a/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV3_SP2_C3.mat,severity,3,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/24939034-1d23-460b-b4df-2ddbaaf77d7a/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV3_SP2_C3.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/24939034-1d23-460b-b4df-2ddbaaf77d7a/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV3_SP2_C3.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/24939034-1d23-460b-b4df-2ddbaaf77d7a/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV3_SP2_C3.mat,repeat,0,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/24939034-1d23-460b-b4df-2ddbaaf77d7a/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F1_SV3_SP2_C3.mat,file_size,2103445,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/24939034-1d23-460b-b4df-2ddbaaf77d7a/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV1_SP2_C3.mat,fault_class,2,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/93d22090-bfd4-4c52-a588-21c8cfa1aac4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV1_SP2_C3.mat,severity,1,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/93d22090-bfd4-4c52-a588-21c8cfa1aac4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV1_SP2_C3.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/93d22090-bfd4-4c52-a588-21c8cfa1aac4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV1_SP2_C3.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/93d22090-bfd4-4c52-a588-21c8cfa1aac4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV1_SP2_C3.mat,repeat,0,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/93d22090-bfd4-4c52-a588-21c8cfa1aac4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV1_SP2_C3.mat,file_size,2029206,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/93d22090-bfd4-4c52-a588-21c8cfa1aac4/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV2_SP2_C3.mat,fault_class,2,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/d308234c-d6ac-4d94-b0cb-29d821ed4351/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV2_SP2_C3.mat,severity,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/d308234c-d6ac-4d94-b0cb-29d821ed4351/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV2_SP2_C3.mat,speed,2,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/d308234c-d6ac-4d94-b0cb-29d821ed4351/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV2_SP2_C3.mat,channel,3,channel,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/d308234c-d6ac-4d94-b0cb-29d821ed4351/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV2_SP2_C3.mat,repeat,0,repeat,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/d308234c-d6ac-4d94-b0cb-29d821ed4351/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV2_SP2_C3.mat,file_size,2068651,bytes,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/d308234c-d6ac-4d94-b0cb-29d821ed4351/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV3_SP2_C3.mat,fault_class,2,class,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/892529a0-c618-4461-aad8-ccfeed4fd5d8/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
dronepropb_stratified_packet_selected_file,F2_SV3_SP2_C3.mat,severity,3,level,docs/data/raw/dronepropb_xkvfjmm8zg_v1_sample/dronepropb_file_inventory.json,https://data.mendeley.com/public-files/datasets/xkvfjmm8zg/files/892529a0-c618-4461-aad8-ccfeed4fd5d8/file_downloaded,selected_file_inventory,"Filename fields follow F=fault, SV=severity, SP=speed, C=channel, R=repeat.",,,,,
