row_type,source_page,doi,local_source_file,percentile_sample_stride,note,name,rates_type,rates_type_name,formula,axis,rc_rate,expo,expo_fraction,rates,rate_limit_deg_s,betaflight_actual_center_sensitivity_deg_s,betaflight_actual_max_rate_deg_s,project_equivalent_rate_expo,project_equivalent_rate_super_for_same_center_and_max,current_project_max_rate_deg_s,current_project_rate_expo,current_project_rate_super,current_project_max_over_betaflight_actual_max,current_project_center_sensitivity_deg_s,current_project_center_over_dump_center,current_project_max_over_dump_actual_300,current_project_max_over_urban_or_battery_actual_670,stick,current_project_target_rate_deg_s,betaflight_actual_target_rate_deg_s,scenario,flight_filename,firmware_version,firmware_revision,duration_s,sample_count,sampled_count_for_percentiles,sample_rate_hz,abs_setpoint_mean_deg_s,abs_setpoint_p50_deg_s,abs_setpoint_p95_deg_s,abs_setpoint_p99_deg_s,abs_setpoint_p999_deg_s,abs_setpoint_max_exact_deg_s,abs_gyro_mean_deg_s,abs_gyro_p50_deg_s,abs_gyro_p95_deg_s,abs_gyro_p99_deg_s,abs_gyro_p999_deg_s,abs_gyro_max_exact_deg_s,setpoint_p99_over_current_project_max,setpoint_max_exact_over_current_project_max,gyro_p99_over_current_project_max,gyro_max_exact_over_current_project_max,setpoint_p99_over_betaflight_actual_max,setpoint_max_exact_over_betaflight_actual_max,gyro_p99_over_betaflight_actual_max,gyro_max_exact_over_betaflight_actual_max,setpoint_rc_command_exact_match_fraction,inferred_betaflight_actual_stick_fraction_at_setpoint_p99,inferred_betaflight_actual_stick_fraction_at_setpoint_max,current_project_rate_at_inferred_p99_stick_deg_s,source_file_count
current_project_apDrone_rate_axis,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,"Center sensitivity matches APdrone's rc_rate=7 -> 70 deg/s and full-stick max matches the 670 deg/s Actual Rates target used by urban/battery logs, not the 1998 deg/s rate_limit clamp.",,,,,pitch,,,,,,,,,,670.0,0.5,0.791044776119403,,69.99999999999999,0.9999999999999998,2.2333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,pitch,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,pitch,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.25,36.32324218749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,pitch,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.5,114.68749999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,pitch,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.75,274.6435546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,pitch,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,1.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_rate_axis,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,"Center sensitivity matches APdrone's rc_rate=7 -> 70 deg/s and full-stick max matches the 670 deg/s Actual Rates target used by urban/battery logs, not the 1998 deg/s rate_limit clamp.",,,,,yaw,,,,,,,,,,670.0,0.5,0.791044776119403,,69.99999999999999,0.9999999999999998,2.2333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,yaw,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,yaw,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.25,36.32324218749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,yaw,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.5,114.68749999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,yaw,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,0.75,274.6435546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_project_apDrone_curve_scan,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,,yaw,,,,,,,,,,670.0,0.5,0.791044776119403,,,,,,1.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2/betaflight_configuration_for_f722.txt,,"Dump and open-field logs use rc_rate=7, expo=50, rates=30.",APdrone dump/open-field Actual profile,,,,,,,0.5,,,70.0,300.0,0.5,0.5333333333333333,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2/betaflight_configuration_for_f722.txt,,"Dump and open-field logs use rc_rate=7, expo=50, rates=30.",APdrone dump/open-field Actual profile,,,,,,,0.5,,,70.0,300.0,0.5,0.5333333333333333,,,,,,,,,0.25,,24.715576171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2/betaflight_configuration_for_f722.txt,,"Dump and open-field logs use rc_rate=7, expo=50, rates=30.",APdrone dump/open-field Actual profile,,,,,,,0.5,,,70.0,300.0,0.5,0.5333333333333333,,,,,,,,,0.5,,65.546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2/betaflight_configuration_for_f722.txt,,"Dump and open-field logs use rc_rate=7, expo=50, rates=30.",APdrone dump/open-field Actual profile,,,,,,,0.5,,,70.0,300.0,0.5,0.5333333333333333,,,,,,,,,0.75,,137.655029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2/betaflight_configuration_for_f722.txt,,"Dump and open-field logs use rc_rate=7, expo=50, rates=30.",APdrone dump/open-field Actual profile,,,,,,,0.5,,,70.0,300.0,0.5,0.5333333333333333,,,,,,,,,1.0,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Battery-autonomy logs use rc_rate=7, expo=0, rates=67.",APdrone battery Actual profile,,,,,,,0.0,,,70.0,670.0,0.0,0.8955223880597015,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Battery-autonomy logs use rc_rate=7, expo=0, rates=67.",APdrone battery Actual profile,,,,,,,0.0,,,70.0,670.0,0.0,0.8955223880597015,,,,,,,,,0.25,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Battery-autonomy logs use rc_rate=7, expo=0, rates=67.",APdrone battery Actual profile,,,,,,,0.0,,,70.0,670.0,0.0,0.8955223880597015,,,,,,,,,0.5,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Battery-autonomy logs use rc_rate=7, expo=0, rates=67.",APdrone battery Actual profile,,,,,,,0.0,,,70.0,670.0,0.0,0.8955223880597015,,,,,,,,,0.75,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Battery-autonomy logs use rc_rate=7, expo=0, rates=67.",APdrone battery Actual profile,,,,,,,0.0,,,70.0,670.0,0.0,0.8955223880597015,,,,,,,,,1.0,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Urban logs use rc_rate=7, expo=50, rates=67.",APdrone urban Actual profile,,,,,,,0.5,,,70.0,670.0,0.5,0.791044776119403,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Urban logs use rc_rate=7, expo=50, rates=67.",APdrone urban Actual profile,,,,,,,0.5,,,70.0,670.0,0.5,0.791044776119403,,,,,,,,,0.25,,36.3232421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Urban logs use rc_rate=7, expo=50, rates=67.",APdrone urban Actual profile,,,,,,,0.5,,,70.0,670.0,0.5,0.791044776119403,,,,,,,,,0.5,,114.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Urban logs use rc_rate=7, expo=50, rates=67.",APdrone urban Actual profile,,,,,,,0.5,,,70.0,670.0,0.5,0.791044776119403,,,,,,,,,0.75,,274.6435546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betaflight_actual_curve_scan,https://raw.githubusercontent.com/betaflight/betaflight/4.5.0/src/main/fc/rc.c,,docs/data/raw/apdrone_zgsvdtxnfh_v2,,"Urban logs use rc_rate=7, expo=50, rates=67.",APdrone urban Actual profile,,,,,,,0.5,,,70.0,670.0,0.5,0.791044776119403,,,,,,,,,1.0,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,208.262836,208642,10432,1001.8158016440341,2.282522215086128,2.0,5.0,6.0,10.0,13.0,1.2708371277115824,1.0,3.0,5.0,8.0,17.0,0.008955223880597015,0.019402985074626865,0.007462686567164179,0.025373134328358207,0.008955223880597015,0.019402985074626865,0.007462686567164178,0.025373134328358207,1.0,0.057437033245491875,0.10000000000002274,5.010306935024782,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,208.262836,208642,10432,1001.8158016440341,2.28382109067206,2.0,5.0,8.0,13.0,14.0,1.0711314117004247,1.0,3.0,4.0,6.568999999999505,11.0,0.011940298507462687,0.020895522388059702,0.005970149253731343,0.016417910447761194,0.011940298507462687,0.020895522388059702,0.005970149253731343,0.016417910447761194,1.0,0.07103478913552408,0.10517847391963642,6.486256162950504,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,208.262836,208642,10432,1001.8158016440341,0.9271479376156286,0.0,0.0,40.0,84.5689999999995,89.0,18.62513779584168,5.0,78.0,222.0,371.82799999999406,420.0,0.05970149253731343,0.1328358208955224,0.33134328358208953,0.6268656716417911,0.059701492537313425,0.1328358208955224,0.33134328358208953,0.6268656716417911,1.0,0.20637300290457006,0.33119986308395255,27.246231105621835,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,197.21953100000002,197587,9879,1001.8581780320732,1.5924782500873034,1.0,4.0,5.0,6.0,6.0,1.286947015744963,1.0,3.0,5.0,7.0,12.0,0.007462686567164179,0.008955223880597015,0.007462686567164179,0.01791044776119403,0.007462686567164179,0.008955223880597015,0.007462686567164179,0.01791044776119403,1.0,0.05000000000006821,0.057437033245491875,4.25000468750682,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,197.21953100000002,197587,9879,1001.8581780320732,1.262299645219574,1.0,4.0,6.0,7.0,8.0,1.161544028706342,1.0,3.0,4.0,5.0,8.0,0.008955223880597015,0.011940298507462687,0.005970149253731343,0.011940298507462687,0.008955223880597015,0.011940298507462687,0.005970149253731344,0.011940298507462687,1.0,0.057437033245491875,0.07103478913552408,5.010306935024782,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,197.21953100000002,197587,9879,1001.8581780320732,0.0,0.0,0.0,0.0,0.0,0.0,7.945882067140045,3.0,36.0,91.0,141.1219999999994,155.0,0.0,0.0,0.13582089552238805,0.23134328358208955,0.0,0.0,0.13582089552238805,0.23134328358208955,1.0,0.0,0.0,0.0,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,221.13733299999998,221537,11076,1001.8028027859051,2.276008070886579,2.0,5.0,7.0,9.0,9.0,1.2797049702758456,1.0,3.0,5.0,6.924999999999272,11.0,0.010447761194029851,0.013432835820895522,0.007462686567164179,0.016417910447761194,0.010447761194029851,0.013432835820895522,0.007462686567164179,0.016417910447761194,1.0,0.064424332188878,0.07732350496746676,5.754873076295826,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,221.13733299999998,221537,11076,1001.8028027859051,1.858768512708938,2.0,4.0,5.0,6.0,6.0,1.1375842410071455,1.0,3.0,4.0,5.0,9.0,0.007462686567164179,0.008955223880597015,0.005970149253731343,0.013432835820895522,0.007462686567164179,0.008955223880597015,0.005970149253731343,0.013432835820895522,1.0,0.05000000000006821,0.057437033245491875,4.25000468750682,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,221.13733299999998,221537,11076,1001.8028027859051,0.12372651069573029,0.0,0.0,0.0,32.92499999999927,139.0,14.313004148291256,4.0,68.0,112.25,167.92499999999927,179.0,0.0,0.20746268656716418,0.16753731343283582,0.2671641791044776,0.0,0.20746268656716418,0.16753731343283584,0.2671641791044776,1.0,0.0,0.4265062735929632,0.0,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight4.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,206.90395999999998,207275,10363,1001.7884626277815,1.0120902183090097,1.0,4.0,6.0,8.0,8.0,1.265444457845857,1.0,3.0,5.0,7.0,10.0,0.008955223880597015,0.011940298507462687,0.007462686567164179,0.014925373134328358,0.008955223880597015,0.011940298507462687,0.007462686567164178,0.014925373134328358,1.0,0.057437033245491875,0.07103478913552408,5.010306935024782,
