row_type,preset_name,case_name,slot_id,status,metric,value,unit,performance_match_id,slot_kind,draft_coefficient_source_kind,draft_ct_coefficient,draft_cp_coefficient,draft_eta_at_slot,nearest_source_normalized_distance,max_fit_source_normalized_distance,direct_static_sample_used,post_review_full_simulation_lookup_allowed,finite_draft_coefficient,nonnegative_draft_ct,positive_draft_cp,eta_formula_consistent,negative_ct_risk,high_nearest_source_distance_risk,high_fit_source_distance_risk,performance_only_coverage_risk,manual_review_required,source_review_complete,coefficient_payload_review_complete,draft_review_passed,lookup_execution_input_ready,runtime_coupling_allowed,gameplay_auto_apply_allowed,review_priority,next_required_action,note
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue,heavyLift,mid_domain_mid_rpm,j0-r1,BLOCKED,review_priority,MEDIUM,priority,ancf 10.0x5.0 - 2,BILINEAR_CORNER_SLOT,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.067996431,0.032701050,0.554766527,0.028332645,0.139213440,false,false,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,MEDIUM,resolve-geometry-coverage-before-full-simulation-payload-promotion,performance-only-coverage-blocks-full-simulation-payload
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue,heavyLift,mid_domain_mid_rpm,j1-r1,BLOCKED,review_priority,MEDIUM,priority,ancf 10.0x5.0 - 2,BILINEAR_CORNER_SLOT,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.046175839,0.027995409,0.660092914,0.022317160,0.136166882,false,false,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,MEDIUM,resolve-geometry-coverage-before-full-simulation-payload-promotion,performance-only-coverage-blocks-full-simulation-payload
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue,heavyLift,high_domain_max_rpm,j0-rmax,BLOCKED,review_priority,HIGH,priority,ancf 10.0x5.0 - 2,HIGH_RPM_EDGE_SLOT,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.024105782,0.020314001,0.633200986,0.218215047,0.250997226,false,false,true,true,true,true,false,true,true,true,true,false,false,false,false,false,false,HIGH,increase-or-review-local-fit-support-before-payload-promotion,nearest-source-distance-high-for-draft-payload
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue,heavyLift,high_domain_max_rpm,j1-rmax,BLOCKED,review_priority,CRITICAL,priority,ancf 10.0x5.0 - 2,HIGH_RPM_EDGE_SLOT,LOCAL_IDW_8_NEIGHBOR_DRAFT,-0.008978626,0.006045,-0.990693680,0.217554868,0.217570086,false,false,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,CRITICAL,review-negative-ct-draft-before-payload-promotion,negative-ct-draft-blocks-reviewed-payload
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,review_queue_row_count,,BLOCKED,review_queue_row_count,21,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,total review queue rows
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,direct_static_review_row_count,,BLOCKED,direct_static_review_row_count,3,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,direct static sample review rows
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,local_idw_review_row_count,,BLOCKED,local_idw_review_row_count,18,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,local IDW draft review rows
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,manual_review_required_count,,BLOCKED,manual_review_required_count,21,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,every draft requires manual review
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,source_review_blocked_count,,BLOCKED,source_review_blocked_count,21,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,source review remains closed
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,coefficient_payload_review_blocked_count,,BLOCKED,coefficient_payload_review_blocked_count,21,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,payload review remains closed
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,negative_ct_risk_count,,BLOCKED,negative_ct_risk_count,1,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,heavyLift high-J negative CT draft
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,high_nearest_source_distance_risk_count,,BLOCKED,high_nearest_source_distance_risk_count,2,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,nearest source distance threshold exceeded
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,high_fit_source_distance_risk_count,,BLOCKED,high_fit_source_distance_risk_count,3,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,fit stencil spread threshold exceeded
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,performance_only_coverage_risk_count,,BLOCKED,performance_only_coverage_risk_count,7,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,heavyLift geometry remains unreviewed
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,critical_priority_count,,BLOCKED,critical_priority_count,1,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,critical review priority count
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,high_priority_count,,BLOCKED,high_priority_count,3,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,high review priority count
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,medium_priority_count,,BLOCKED,medium_priority_count,15,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,medium review priority count
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,low_priority_count,,BLOCKED,low_priority_count,2,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,low review priority count
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,draft_review_passed_count,,BLOCKED,draft_review_passed_count,0,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,no draft row passes review
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,lookup_execution_input_ready_count,,BLOCKED,lookup_execution_input_ready_count,0,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,no queue row may enter lookup execution
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,high_nearest_source_distance_threshold,,BLOCKED,high_nearest_source_distance_threshold,0.150000,normalized_distance,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.150000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,nearest source distance threshold
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,high_fit_source_distance_threshold,,BLOCKED,high_fit_source_distance_threshold,0.250000,normalized_distance,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.250000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,fit source distance threshold
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,runtime_coupling_allowed_count,,BLOCKED,runtime_coupling_allowed_count,0,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,keep-runtime-and-gameplay-auto-apply-closed,no runtime authority
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_summary,all,gameplay_auto_apply_allowed_count,,BLOCKED,gameplay_auto_apply_allowed_count,0,count,not_applicable,summary,SUMMARY,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,keep-runtime-and-gameplay-auto-apply-closed,no gameplay auto apply authority
propeller_archive_ct_cp_j_lookup_coefficient_payload_draft_review_queue_method,packet,method,,BLOCKED,method,blocked-risk-prioritized-manual-review-queue,text,not_applicable,method,METHOD,0.000000,0.000000,0.000000000,0.000000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,INFO,review-draft-coefficient-risk-queue-before-promoting-payloads,draft coefficients remain diagnostic until source and payload review pass
