name,source,field_family,time_s,loop_iteration,raw_0,mechanical_rpm_0,raw_1,mechanical_rpm_1,raw_2,mechanical_rpm_2,raw_3,mechanical_rpm_3,motor_command_0,motor_command_1,motor_command_2,motor_command_3
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.500119,1583,219.0,3650.0,196.0,3266.6666666666665,268.0,4466.666666666667,272.0,4533.333333333333,181,148,219,196
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.550042,1741,221.0,3683.3333333333335,198.0,3300.0,273.0,4550.0,275.0,4583.333333333333,160,157,180,180
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.600268,1900,218.0,3633.3333333333335,194.0,3233.3333333333335,272.0,4533.333333333333,271.0,4516.666666666667,156,167,170,184
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.650189,2058,220.0,3666.6666666666665,196.0,3266.6666666666665,267.0,4450.0,271.0,4516.666666666667,172,148,213,200
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.700103,2216,221.0,3683.3333333333335,195.0,3250.0,272.0,4533.333333333333,272.0,4533.333333333333,163,148,203,184
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.750025,2374,242.0,4033.3333333333335,214.0,3566.6666666666665,298.0,4966.666666666667,298.0,4966.666666666667,274,271,305,303
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.800262,2533,475.0,7916.666666666667,442.0,7366.666666666667,575.0,9583.333333333334,566.0,9433.333333333334,510,465,569,540
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.850174,2691,843.0,14050.0,809.0,13483.333333333334,993.0,16550.0,949.0,15816.666666666666,742,690,768,766
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.900097,2849,1158.0,19300.0,1195.0,19916.666666666668,1145.0,19083.333333333332,1200.0,20000.0,911,841,869,841
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,0.95001,3007,1364.0,22733.333333333332,1348.0,22466.666666666668,1304.0,21733.333333333332,1345.0,22416.666666666668,999,916,934,905
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.000244,3166,1463.0,24383.333333333332,1415.0,23583.333333333332,1432.0,23866.666666666668,1415.0,23583.333333333332,907,1039,912,1040
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.05016,3324,1523.0,25383.333333333332,1453.0,24216.666666666668,1496.0,24933.333333333332,1467.0,24450.0,1059,968,1044,1045
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.10008,3482,1617.0,26950.0,1554.0,25900.0,1558.0,25966.666666666668,1571.0,26183.333333333332,1176,1103,1049,1056
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.150317,3641,1657.0,27616.666666666668,1592.0,26533.333333333332,1630.0,27166.666666666668,1639.0,27316.666666666668,1223,1185,1104,1154
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.200229,3799,1739.0,28983.333333333332,1630.0,27166.666666666668,1681.0,28016.666666666668,1685.0,28083.333333333332,1213,1217,1136,1203
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.250151,3957,1754.0,29233.333333333332,1685.0,28083.333333333332,1695.0,28250.0,1695.0,28250.0,1208,1181,1184,1230
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.300063,4115,1744.0,29066.666666666668,1681.0,28016.666666666668,1714.0,28566.666666666668,1709.0,28483.333333333332,1240,1215,1137,1189
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.350298,4274,1754.0,29233.333333333332,1695.0,28250.0,1695.0,28250.0,1709.0,28483.333333333332,1232,1177,1177,1179
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.400214,4432,1739.0,28983.333333333332,1681.0,28016.666666666668,1685.0,28083.333333333332,1695.0,28250.0,1219,1198,1121,1173
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.450133,4590,1744.0,29066.666666666668,1644.0,27400.0,1695.0,28250.0,1681.0,28016.666666666668,1177,1091,1111,1101
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.500048,4748,1639.0,27316.666666666668,1523.0,25383.333333333332,1587.0,26450.0,1583.0,26383.333333333332,1018,935,976,989
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.550282,4907,1511.0,25183.333333333332,1415.0,23583.333333333332,1453.0,24216.666666666668,1467.0,24450.0,862,853,853,909
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.600204,5065,1348.0,22466.666666666668,1322.0,22033.333333333332,1322.0,22033.333333333332,1339.0,22316.666666666668,794,772,767,793
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.650116,5223,1279.0,21316.666666666668,1240.0,20666.666666666668,1237.0,20616.666666666668,1277.0,21283.333333333332,772,781,734,793
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.700038,5381,1255.0,20916.666666666668,1217.0,20283.333333333332,1217.0,20283.333333333332,1263.0,21050.0,813,780,751,790
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.750266,5540,1271.0,21183.333333333332,1202.0,20033.333333333332,1245.0,20750.0,1245.0,20750.0,818,717,817,776
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.800184,5698,1245.0,20750.0,1179.0,19650.0,1207.0,20116.666666666668,1237.0,20616.666666666668,741,678,769,757
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.8501,5856,1222.0,20366.666666666668,1141.0,19016.666666666668,1181.0,19683.333333333332,1167.0,19450.0,741,694,714,722
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.900019,6014,1207.0,20116.666666666668,1115.0,18583.333333333332,1174.0,19566.666666666668,1154.0,19233.333333333332,766,689,749,712
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,1.950255,6173,1237.0,20616.666666666668,1141.0,19016.666666666668,1210.0,20166.666666666668,1163.0,19383.333333333332,791,719,796,776
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.000167,6331,1271.0,21183.333333333332,1188.0,19800.0,1261.0,21016.666666666668,1237.0,20616.666666666668,893,797,824,764
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.050089,6489,1322.0,22033.333333333332,1247.0,20783.333333333332,1319.0,21983.333333333332,1271.0,21183.333333333332,872,810,851,833
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.100001,6647,1382.0,23033.333333333332,1279.0,21316.666666666668,1354.0,22566.666666666668,1310.0,21833.333333333332,912,863,868,873
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.150236,6806,1425.0,23750.0,1336.0,22266.666666666668,1395.0,23250.0,1354.0,22566.666666666668,977,859,913,856
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.200151,6964,1463.0,24383.333333333332,1327.0,22116.666666666668,1415.0,23583.333333333332,1367.0,22783.333333333332,931,857,927,900
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.25007,7122,1467.0,24450.0,1330.0,22166.666666666668,1425.0,23750.0,1382.0,23033.333333333332,944,901,905,891
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.300307,7281,1478.0,24633.333333333332,1367.0,22783.333333333332,1425.0,23750.0,1382.0,23033.333333333332,963,881,914,892
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.350219,7439,1474.0,24566.666666666668,1345.0,22416.666666666668,1422.0,23700.0,1392.0,23200.0,967,891,910,884
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.400141,7597,1478.0,24633.333333333332,1357.0,22616.666666666668,1456.0,24266.666666666668,1376.0,22933.333333333332,990,891,952,909
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.450053,7755,1500.0,25000.0,1376.0,22933.333333333332,1474.0,24566.666666666668,1422.0,23700.0,1004,878,1000,923
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.500288,7914,1511.0,25183.333333333332,1395.0,23250.0,1474.0,24566.666666666668,1435.0,23916.666666666668,998,969,923,925
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.550203,8072,1485.0,24750.0,1446.0,24100.0,1463.0,24383.333333333332,1463.0,24383.333333333332,987,960,966,953
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.600122,8230,1531.0,25516.666666666668,1453.0,24216.666666666668,1500.0,25000.0,1453.0,24216.666666666668,1033,969,978,949
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.650038,8388,1546.0,25766.666666666668,1425.0,23750.0,1519.0,25316.666666666668,1467.0,24450.0,1045,952,993,958
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.700271,8547,1546.0,25766.666666666668,1412.0,23533.333333333332,1567.0,26116.666666666668,1456.0,24266.666666666668,1076,985,976,943
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.750194,8705,1546.0,25766.666666666668,1425.0,23750.0,1519.0,25316.666666666668,1463.0,24383.333333333332,1041,965,1001,974
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.800106,8863,1558.0,25966.666666666668,1446.0,24100.0,1523.0,25383.333333333332,1474.0,24566.666666666668,1001,985,994,1000
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.850028,9021,1531.0,25516.666666666668,1519.0,25316.666666666668,1508.0,25133.333333333332,1523.0,25383.333333333332,1018,1022,957,1017
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.900256,9180,1554.0,25900.0,1485.0,24750.0,1500.0,25000.0,1519.0,25316.666666666668,1031,990,1004,1006
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,2.950175,9338,1558.0,25966.666666666668,1489.0,24816.666666666668,1535.0,25583.333333333332,1496.0,24933.333333333332,1056,1015,974,984
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.000091,9496,1531.0,25516.666666666668,1508.0,25133.333333333332,1500.0,25000.0,1519.0,25316.666666666668,1026,1042,949,996
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.05001,9654,1531.0,25516.666666666668,1489.0,24816.666666666668,1500.0,25000.0,1508.0,25133.333333333332,1019,1022,986,1002
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.100247,9813,1511.0,25183.333333333332,1489.0,24816.666666666668,1508.0,25133.333333333332,1531.0,25516.666666666668,1036,1099,908,982
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.150159,9971,1542.0,25700.0,1511.0,25183.333333333332,1508.0,25133.333333333332,1519.0,25316.666666666668,1041,1015,984,994
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.200082,10129,1554.0,25900.0,1474.0,24566.666666666668,1531.0,25516.666666666668,1508.0,25133.333333333332,1042,955,1026,1004
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.250309,10288,1523.0,25383.333333333332,1496.0,24933.333333333332,1496.0,24933.333333333332,1558.0,25966.666666666668,1017,996,974,1016
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.300229,10446,1523.0,25383.333333333332,1478.0,24633.333333333332,1500.0,25000.0,1523.0,25383.333333333332,1011,964,979,1024
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.350144,10604,1500.0,25000.0,1511.0,25183.333333333332,1456.0,24266.666666666668,1535.0,25583.333333333332,952,1016,935,1080
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.400063,10762,1467.0,24450.0,1511.0,25183.333333333332,1446.0,24100.0,1546.0,25766.666666666668,991,1014,946,1027
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.4503,10921,1463.0,24383.333333333332,1519.0,25316.666666666668,1463.0,24383.333333333332,1546.0,25766.666666666668,1005,1019,945,1020
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.500212,11079,1500.0,25000.0,1523.0,25383.333333333332,1467.0,24450.0,1542.0,25700.0,993,1002,979,1026
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.550135,11237,1496.0,24933.333333333332,1500.0,25000.0,1446.0,24100.0,1567.0,26116.666666666668,1023,988,977,1003
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.600047,11395,1523.0,25383.333333333332,1511.0,25183.333333333332,1453.0,24216.666666666668,1542.0,25700.0,1023,1039,913,1004
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.650281,11554,1523.0,25383.333333333332,1478.0,24633.333333333332,1467.0,24450.0,1519.0,25316.666666666668,1017,973,981,1008
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.700197,11712,1511.0,25183.333333333332,1467.0,24450.0,1511.0,25183.333333333332,1523.0,25383.333333333332,1051,967,992,969
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.750116,11870,1531.0,25516.666666666668,1474.0,24566.666666666668,1485.0,24750.0,1511.0,25183.333333333332,1029,1011,967,992
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.800032,12028,1554.0,25900.0,1474.0,24566.666666666668,1496.0,24933.333333333332,1511.0,25183.333333333332,1028,920,1050,982
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.850266,12187,1554.0,25900.0,1467.0,24450.0,1511.0,25183.333333333332,1496.0,24933.333333333332,1018,942,1011,1017
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.900188,12345,1571.0,26183.333333333332,1425.0,23750.0,1519.0,25316.666666666668,1485.0,24750.0,1045,1020,949,1003
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,3.9501,12503,1567.0,26116.666666666668,1442.0,24033.333333333332,1519.0,25316.666666666668,1478.0,24633.333333333332,1058,954,986,979
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.000023,12661,1523.0,25383.333333333332,1456.0,24266.666666666668,1478.0,24633.333333333332,1508.0,25133.333333333332,983,991,969,1035
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.050251,12820,1579.0,26316.666666666668,1415.0,23583.333333333332,1554.0,25900.0,1442.0,24033.333333333332,1153,901,1067,852
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.10017,12978,1592.0,26533.333333333332,1392.0,23200.0,1571.0,26183.333333333332,1435.0,23916.666666666668,1088,934,1023,930
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.150086,13136,1587.0,26450.0,1386.0,23100.0,1596.0,26600.0,1402.0,23366.666666666668,1100,935,1040,918
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.200005,13294,1600.0,26666.666666666668,1405.0,23416.666666666668,1583.0,26383.333333333332,1395.0,23250.0,1098,904,1069,899
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.250243,13453,1592.0,26533.333333333332,1392.0,23200.0,1587.0,26450.0,1376.0,22933.333333333332,1112,934,1063,882
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.300155,13611,1613.0,26883.333333333332,1395.0,23250.0,1583.0,26383.333333333332,1373.0,22883.333333333332,1111,911,1076,870
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.350078,13769,1630.0,27166.666666666668,1376.0,22933.333333333332,1630.0,27166.666666666668,1392.0,23200.0,1100,965,1020,901
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.400306,13928,1630.0,27166.666666666668,1348.0,22466.666666666668,1626.0,27100.0,1373.0,22883.333333333332,1115,962,1029,869
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.450225,14086,1630.0,27166.666666666668,1373.0,22883.333333333332,1630.0,27166.666666666668,1376.0,22933.333333333332,1112,918,1081,876
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.500141,14244,1626.0,27100.0,1392.0,23200.0,1617.0,26950.0,1382.0,23033.333333333332,1132,924,1074,856
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.55006,14402,1592.0,26533.333333333332,1415.0,23583.333333333332,1579.0,26316.666666666668,1422.0,23700.0,1087,929,1053,902
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.600298,14561,1626.0,27100.0,1392.0,23200.0,1626.0,27100.0,1376.0,22933.333333333332,1122,874,1103,867
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.65021,14719,1626.0,27100.0,1364.0,22733.333333333332,1639.0,27316.666666666668,1386.0,23100.0,1096,978,1013,908
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.700133,14877,1630.0,27166.666666666668,1392.0,23200.0,1630.0,27166.666666666668,1382.0,23033.333333333332,1171,831,1138,808
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.750045,15035,1653.0,27550.0,1327.0,22116.666666666668,1671.0,27850.0,1330.0,22166.666666666668,1165,841,1117,826
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.80028,15194,1685.0,28083.333333333332,1304.0,21733.333333333332,1639.0,27316.666666666668,1345.0,22416.666666666668,1171,871,1104,829
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.850196,15352,1630.0,27166.666666666668,1376.0,22933.333333333332,1587.0,26450.0,1395.0,23250.0,1128,870,1085,872
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.900116,15510,1592.0,26533.333333333332,1453.0,24216.666666666668,1546.0,25766.666666666668,1474.0,24566.666666666668,1059,1008,952,957
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,4.950032,15668,1596.0,26600.0,1405.0,23416.666666666668,1567.0,26116.666666666668,1435.0,23916.666666666668,1116,890,1064,909
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.000266,15827,1617.0,26950.0,1382.0,23033.333333333332,1587.0,26450.0,1415.0,23583.333333333332,1081,958,1000,954
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.050189,15985,1554.0,25900.0,1446.0,24100.0,1511.0,25183.333333333332,1456.0,24266.666666666668,1045,888,1067,974
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.100101,16143,1542.0,25700.0,1463.0,24383.333333333332,1508.0,25133.333333333332,1467.0,24450.0,1037,950,1036,974
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.150024,16301,1558.0,25966.666666666668,1478.0,24633.333333333332,1519.0,25316.666666666668,1489.0,24816.666666666668,1038,1004,969,969
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.200253,16460,1523.0,25383.333333333332,1485.0,24750.0,1511.0,25183.333333333332,1500.0,25000.0,1025,999,967,989
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.250172,16618,1511.0,25183.333333333332,1489.0,24816.666666666668,1496.0,24933.333333333332,1500.0,25000.0,1013,1030,939,999
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.300088,16776,1519.0,25316.666666666668,1485.0,24750.0,1496.0,24933.333333333332,1508.0,25133.333333333332,1016,993,1003,985
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.350008,16934,1496.0,24933.333333333332,1500.0,25000.0,1496.0,24933.333333333332,1511.0,25183.333333333332,1011,1018,949,1000
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.400246,17093,1511.0,25183.333333333332,1478.0,24633.333333333332,1508.0,25133.333333333332,1523.0,25383.333333333332,1041,1002,972,984
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.450158,17251,1519.0,25316.666666666668,1496.0,24933.333333333332,1496.0,24933.333333333332,1519.0,25316.666666666668,990,1011,959,1020
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.500081,17409,1523.0,25383.333333333332,1496.0,24933.333333333332,1496.0,24933.333333333332,1511.0,25183.333333333332,1020,1007,956,1000
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.55031,17568,1508.0,25133.333333333332,1456.0,24266.666666666668,1463.0,24383.333333333332,1531.0,25516.666666666668,1014,945,1025,1009
PR12562 rpm_bb_stress_002,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,RPM,5.600229,17726,1500.0,25000.0,1478.0,24633.333333333332,1463.0,24383.333333333332,1531.0,25516.666666666668,1015,1038,914,1012
