row_type,name,case_name,slot_id,status_or_ready,metric,value,unit,ct_coefficient,cp_coefficient,eta_at_slot,observed_payload_slot_count,reviewed_payload_slot_count,lookup_execution_input_slot_count,missing_payload_slot_count,failed_payload_slot_count,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,note
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,slot_advance_ratio_j,field,,READY,required,true,J,,,,,,,,,false,false,provide-execution-grid-j-coordinate,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,slot_rpm,field,,READY,required,true,rpm,,,,,,,,,false,false,provide-execution-grid-rpm-coordinate,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,coefficient_source_kind,field,,READY,required,true,text,,,,,,,,,false,false,separate-static-anchor-and-fitted-payloads,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,ct_coefficient,field,,READY,required,true,coefficient,,,,,,,,,false,false,thrust-coefficient-for-lookup-execution,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,cp_coefficient,field,,READY,required,true,coefficient,,,,,,,,,false,false,power-coefficient-for-lookup-execution,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,eta_at_slot,field,,READY,required,true,ratio,,,,,,,,,false,false,diagnose-efficiency-consistency-at-slot,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,eta_formula_residual,field,,READY,required,true,ratio,,,,,,,,,false,false,reject-eta-mismatches-before-execution,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,source_grid_slot_ready,field,,READY,required,true,boolean,,,,,,,,,false,false,prove-slot-available-for-payload-binding,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,coefficient_payload_reviewed,field,,READY,required,true,boolean,,,,,,,,,false,false,prevent-unreviewed-ct-cp-from-execution,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,finite_coefficient_payload,field,,READY,required,true,boolean,,,,,,,,,false,false,reject-nonfinite-ct-cp-values,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,nonnegative_ct_payload,field,,READY,required,true,boolean,,,,,,,,,false,false,match-lookup-execution-ct-validation,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,positive_cp_payload,field,,READY,required,true,boolean,,,,,,,,,false,false,match-lookup-execution-cp-validation,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,eta_formula_consistent,field,,READY,required,true,boolean,,,,,,,,,false,false,preserve-eta-equals-j-ct-over-cp,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,archive_curve_shape_guard_passed,field,,READY,required,true,boolean,,,,,,,,,false,false,carry-shape-guard-into-executable-payload,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,coefficient_payload_ready,field,,READY,required,true,boolean,,,,,,,,,false,false,open-only-after-payload-guards-pass,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,lookup_execution_input_ready,field,,READY,required,true,boolean,,,,,,,,,false,false,allow-conversion-to-lookup-grid-row,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,runtime_coupling_allowed,field,,READY,required,true,boolean,,,,,,,,,false,false,keep-payload-review-out-of-runtime-mutation,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_field,gameplay_auto_apply_allowed,field,,READY,required,true,boolean,,,,,,,,,false,false,keep-payload-review-out-of-gameplay-auto-tuning,field required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,static_anchor_low_rpm,static-anchor,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,mid_domain_mid_rpm,j0-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,mid_domain_mid_rpm,j1-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,mid_domain_mid_rpm,j0-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,mid_domain_mid_rpm,j1-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,high_domain_max_rpm,j0-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,racingQuad,high_domain_max_rpm,j1-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,static_anchor_low_rpm,static-anchor,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,mid_domain_mid_rpm,j0-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,mid_domain_mid_rpm,j1-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,mid_domain_mid_rpm,j0-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,mid_domain_mid_rpm,j1-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,high_domain_max_rpm,j0-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,apDrone,high_domain_max_rpm,j1-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,static_anchor_low_rpm,static-anchor,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,mid_domain_mid_rpm,j0-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,mid_domain_mid_rpm,j1-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,mid_domain_mid_rpm,j0-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,mid_domain_mid_rpm,j1-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,high_domain_max_rpm,j0-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_slot,heavyLift,high_domain_max_rpm,j1-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,coefficient_payload_reviewed,false,boolean,0.000000,0.000000,0.000000,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,reviewed-grid-slot-not-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_scenario,current_no_reviewed_payloads,scenario,,BLOCKED,lookup_execution_payload_ready,false,boolean,,,,0,0,0,21,0,false,false,review-source-license-before-importing-raw-rows,source-license-review-required
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_scenario,reviewed_grid_slots_payload_missing,scenario,,BLOCKED,lookup_execution_payload_ready,false,boolean,,,,21,0,0,0,21,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,coefficient-payload-guard-failed
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_scenario,synthetic_all_payloads_reviewed,scenario,,READY,lookup_execution_payload_ready,true,boolean,,,,21,21,21,0,0,false,false,feed-reviewed-payload-rows-to-lookup-execution,reviewed-coefficient-payload-ready
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_scenario,synthetic_one_payload_failed_cp,scenario,,BLOCKED,lookup_execution_payload_ready,false,boolean,,,,21,21,20,0,1,false,false,repair-failed-ct-cp-payload-before-execution,coefficient-payload-guard-failed
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,scenario_count,4,count,,,,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,total payload review scenarios
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,ready_scenario_count,1,count,,,,,,,,,false,false,feed-reviewed-payload-rows-to-lookup-execution,synthetic all-pass payload opens execution input
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,blocked_scenario_count,3,count,,,,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,current and failed payload states stay blocked
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,max_observed_payload_slot_count,21,count,,,,,,,,,false,false,verify-payload-slot-coverage,all expected slots are represented in reviewed scenarios
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,max_reviewed_payload_slot_count,21,count,,,,,,,,,false,false,verify-reviewed-payload-count,synthetic rows prove full reviewed coverage shape
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,max_lookup_execution_input_slot_count,21,count,,,,,,,,,false,false,feed-reviewed-payload-rows-to-lookup-execution,synthetic all-pass rows can convert to LookupGridRow
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,max_missing_payload_slot_count,21,count,,,,,,,,,false,false,review-source-license-before-importing-raw-rows,current state has no reviewed payload rows
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,max_failed_payload_slot_count,21,count,,,,,,,,,false,false,repair-failed-ct-cp-payload-before-execution,current unreviewed rows all fail execution readiness
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,current_payload_slot_count,21,count,,,,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,current audit mirrors reviewed grid input slots
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,current_reviewed_payload_slot_count,0,count,,,,,,,,,false,false,review-ct-cp-payloads-before-execution,no current CT CP payload has been reviewed
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,current_lookup_execution_input_slot_count,0,count,,,,,,,,,false,false,feed-reviewed-payload-rows-to-lookup-execution,no current row can enter lookup execution
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,payload_field_count,23,count,,,,,,,,,false,false,verify-payload-schema,twenty-three payload fields are declared
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,payload_slot_row_count,21,count,,,,,,,,,false,false,verify-payload-slot-count,slot count matches reviewed grid input
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,runtime_coupling_allowed_count,0,count,,,,,,,,,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,no runtime authority
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,no gameplay auto apply
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_summary,all,summary,,BLOCKED,next_required_action,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,text,,,,,,,,,false,false,review-and-bind-ct-cp-coefficient-payloads-to-grid-slots-before-lookup-execution,next action before execution can consume payload rows
propeller_archive_ct_cp_j_lookup_reviewed_coefficient_payload_method,lookup_rows_bridge,method,,READY,method,validated-reviewed-coefficient-payload-to-LookupGridRow,text,,,,,,,,,false,false,feed-reviewed-payload-rows-to-lookup-execution,conversion rejects missing duplicate or unready CT CP slots
