row_type,name,metric,value,unit,source_file,source_url,source_row_type,evidence_level,note
airframe_drag_packet_source_inventory,NASA_powered_full_airframe_small_quad,equivalent_cda_m2_median,0.0696772800005,m^2,docs/data/airframe_drag_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,reference_nasa_powered_full_airframe_drag_summary,wind_tunnel_powered_drag,"Median of one mid-RPM 0 deg powered full-airframe drag point per small quad from NASA Figs. 18, 20, and 22. Treat as a low-speed powered-body order anchor."
airframe_drag_packet_source_inventory,NASA_powered_full_airframe_small_quad,drag_force_10m_s_n_median,4.26773340003,N,docs/data/airframe_drag_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,reference_nasa_powered_full_airframe_drag_summary,wind_tunnel_powered_drag,"Median of one mid-RPM 0 deg powered full-airframe drag point per small quad from NASA Figs. 18, 20, and 22. Treat as a low-speed powered-body order anchor."
airframe_drag_packet_source_inventory,UZH_FPV_racing_dataset,sequence_count_original,27,count,docs/data/airframe_drag_reference.csv,https://fpv.ifi.uzh.ch/,reference_uzh_fpv_dataset_context,flight_envelope,Open FPV racing dataset context from UZH/RPG. Use sequence rows below as flight-envelope anchors; the dataset is not a controlled drag test.
airframe_drag_packet_source_inventory,UZH_FPV_racing_dataset,platform_mass_kg_paper,1.11,kg,docs/data/airframe_drag_reference.csv,https://fpv.ifi.uzh.ch/,reference_uzh_fpv_dataset_context,flight_envelope,Open FPV racing dataset context from UZH/RPG. Use sequence rows below as flight-envelope anchors; the dataset is not a controlled drag test.
airframe_drag_packet_source_inventory,UZH_FPV_racing_dataset,paper_top_speed_outdoor_m_s,23.4,m/s,docs/data/airframe_drag_reference.csv,https://fpv.ifi.uzh.ch/,reference_uzh_fpv_dataset_context,flight_envelope,Open FPV racing dataset context from UZH/RPG. Use sequence rows below as flight-envelope anchors; the dataset is not a controlled drag test.
airframe_drag_packet_source_inventory,UZH_FPV_racing_dataset,paper_top_speed_indoor_m_s,12.8,m/s,docs/data/airframe_drag_reference.csv,https://fpv.ifi.uzh.ch/,reference_uzh_fpv_dataset_context,flight_envelope,Open FPV racing dataset context from UZH/RPG. Use sequence rows below as flight-envelope anchors; the dataset is not a controlled drag test.
airframe_drag_packet_source_inventory,RATM_racing_dataset,flight_count_total,36,count,docs/data/airframe_drag_reference.csv,https://github.com/tii-racing/drone-racing-dataset,reference_ratm_dataset_context,flight_log_identification_candidate,"RATM is an open-design FPV racing dataset with synchronized camera, IMU, command, battery-voltage, pose, and velocity CSVs. Use it for trajectory/voltage/control fitting; it is not a controlled drag test."
airframe_drag_packet_source_inventory,RATM_racing_dataset,reported_speed_floor_m_s,21,m/s,docs/data/airframe_drag_reference.csv,https://github.com/tii-racing/drone-racing-dataset,reference_ratm_dataset_context,flight_log_identification_candidate,"RATM is an open-design FPV racing dataset with synchronized camera, IMU, command, battery-voltage, pose, and velocity CSVs. Use it for trajectory/voltage/control fitting; it is not a controlled drag test."
airframe_drag_packet_source_inventory,RATM_racing_dataset,sync_csv_rate_hz,500,Hz,docs/data/airframe_drag_reference.csv,https://github.com/tii-racing/drone-racing-dataset,reference_ratm_dataset_context,flight_log_identification_candidate,"RATM is an open-design FPV racing dataset with synchronized camera, IMU, command, battery-voltage, pose, and velocity CSVs. Use it for trajectory/voltage/control fitting; it is not a controlled drag test."
airframe_drag_packet_source_inventory,RATM_racing_dataset,release_total_size_gib,15.9236236308,GiB,docs/data/airframe_drag_reference.csv,https://github.com/tii-racing/drone-racing-dataset,reference_ratm_dataset_context,flight_log_identification_candidate,"RATM is an open-design FPV racing dataset with synchronized camera, IMU, command, battery-voltage, pose, and velocity CSVs. Use it for trajectory/voltage/control fitting; it is not a controlled drag test."
airframe_drag_packet_source_inventory,Blackbird_aggressive_flight_dataset,flight_count_total,,count,docs/data/airframe_drag_reference.csv,https://github.com/mit-aera/Blackbird-Dataset,reference_blackbird_dataset_context,flight_log_identification_candidate,"MIT AERA aggressive-flight dataset with motor RPM/PWM, IMU, mocap ground truth, and rendered camera data. Use for trajectory/RPM/sensor-response checks rather than FPV airframe drag fitting."
airframe_drag_packet_source_inventory,Blackbird_aggressive_flight_dataset,trajectory_count,17,count,docs/data/airframe_drag_reference.csv,https://github.com/mit-aera/Blackbird-Dataset,reference_blackbird_dataset_context,flight_log_identification_candidate,"MIT AERA aggressive-flight dataset with motor RPM/PWM, IMU, mocap ground truth, and rendered camera data. Use for trajectory/RPM/sensor-response checks rather than FPV airframe drag fitting."
airframe_drag_packet_source_inventory,Blackbird_aggressive_flight_dataset,top_speed_m_s,7,m/s,docs/data/airframe_drag_reference.csv,https://github.com/mit-aera/Blackbird-Dataset,reference_blackbird_dataset_context,flight_log_identification_candidate,"MIT AERA aggressive-flight dataset with motor RPM/PWM, IMU, mocap ground truth, and rendered camera data. Use for trajectory/RPM/sensor-response checks rather than FPV airframe drag fitting."
airframe_drag_packet_source_inventory,Blackbird_aggressive_flight_dataset,motor_speed_rate_hz,190,Hz,docs/data/airframe_drag_reference.csv,https://github.com/mit-aera/Blackbird-Dataset,reference_blackbird_dataset_context,flight_log_identification_candidate,"MIT AERA aggressive-flight dataset with motor RPM/PWM, IMU, mocap ground truth, and rendered camera data. Use for trajectory/RPM/sensor-response checks rather than FPV airframe drag fitting."
airframe_drag_packet_source_inventory,Blackbird_aggressive_flight_dataset,motion_capture_rate_hz,360,Hz,docs/data/airframe_drag_reference.csv,https://github.com/mit-aera/Blackbird-Dataset,reference_blackbird_dataset_context,flight_log_identification_candidate,"MIT AERA aggressive-flight dataset with motor RPM/PWM, IMU, mocap ground truth, and rendered camera data. Use for trajectory/RPM/sensor-response checks rather than FPV airframe drag fitting."
airframe_drag_packet_source_inventory,Blackbird_aggressive_flight_dataset,full_dataset_size_tb,4.9,TB,docs/data/airframe_drag_reference.csv,https://github.com/mit-aera/Blackbird-Dataset,reference_blackbird_dataset_context,flight_log_identification_candidate,"MIT AERA aggressive-flight dataset with motor RPM/PWM, IMU, mocap ground truth, and rendered camera data. Use for trajectory/RPM/sensor-response checks rather than FPV airframe drag fitting."
airframe_drag_packet_source_inventory,AIIO_high_speed_inertial_dataset,sequence_count_total,22,count,docs/data/airframe_drag_reference.csv,https://github.com/SJTU-ViSYS-team/AI-IO,reference_aiio_dataset_context,flight_log_identification_candidate,High-speed quadrotor IMU/rotor-speed/VICON dataset. Use for rotor-speed-aided inertial dynamics and trajectory envelope checks.
airframe_drag_packet_source_inventory,AIIO_high_speed_inertial_dataset,duration_total_s,2636,s,docs/data/airframe_drag_reference.csv,https://github.com/SJTU-ViSYS-team/AI-IO,reference_aiio_dataset_context,flight_log_identification_candidate,High-speed quadrotor IMU/rotor-speed/VICON dataset. Use for rotor-speed-aided inertial dynamics and trajectory envelope checks.
airframe_drag_packet_source_inventory,AIIO_high_speed_inertial_dataset,distance_total_m,7267,m,docs/data/airframe_drag_reference.csv,https://github.com/SJTU-ViSYS-team/AI-IO,reference_aiio_dataset_context,flight_log_identification_candidate,High-speed quadrotor IMU/rotor-speed/VICON dataset. Use for rotor-speed-aided inertial dynamics and trajectory envelope checks.
airframe_drag_packet_source_inventory,AIIO_high_speed_inertial_dataset,manual_speed_high_m_s,14,m/s,docs/data/airframe_drag_reference.csv,https://github.com/SJTU-ViSYS-team/AI-IO,reference_aiio_dataset_context,flight_log_identification_candidate,High-speed quadrotor IMU/rotor-speed/VICON dataset. Use for rotor-speed-aided inertial dynamics and trajectory envelope checks.
airframe_drag_packet_source_inventory,AIIO_high_speed_inertial_dataset,release_dataset_size_mib,346.123690605,MiB,docs/data/airframe_drag_reference.csv,https://github.com/SJTU-ViSYS-team/AI-IO,reference_aiio_dataset_context,flight_log_identification_candidate,High-speed quadrotor IMU/rotor-speed/VICON dataset. Use for rotor-speed-aided inertial dynamics and trajectory envelope checks.
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,flight_count,54,count,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,"Indoor MATLAB dataset with Vicon pose, velocity, motor speed, and motor commands. Useful for dynamics identification, not an FPV coastdown result."
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,dataset_size_mb,238.1,MB,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,"Indoor MATLAB dataset with Vicon pose, velocity, motor speed, and motor commands. Useful for dynamics identification, not an FPV coastdown result."
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,has_vicon_position_orientation,1,boolean,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,"Indoor MATLAB dataset with Vicon pose, velocity, motor speed, and motor commands. Useful for dynamics identification, not an FPV coastdown result."
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,has_motor_actual_speed,1,boolean,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,"Indoor MATLAB dataset with Vicon pose, velocity, motor speed, and motor commands. Useful for dynamics identification, not an FPV coastdown result."
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,has_motor_commanded_speed,1,boolean,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,"Indoor MATLAB dataset with Vicon pose, velocity, motor speed, and motor commands. Useful for dynamics identification, not an FPV coastdown result."
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,has_numerical_velocity,1,boolean,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,"Indoor MATLAB dataset with Vicon pose, velocity, motor speed, and motor commands. Useful for dynamics identification, not an FPV coastdown result."
airframe_drag_packet_source_inventory,WAVELab_AscTec_Pelican_system_id_dataset,download_url,http://wavelab.uwaterloo.ca/wp-content/uploads/2017/09/AscTec_Pelican_Flight_Dataset.mat,url,docs/data/airframe_drag_calibration_packet.csv,https://raw.githubusercontent.com/wavelab/pelican_dataset/master/README.md,external_source_inventory,system_identification_candidate,Signal documentation: https://github.com/wavelab/pelican_dataset/blob/master/dataset/Pelican_Dataset.pdf
airframe_drag_packet_source_inventory,Manchester_multirotor_manoeuvrability_thesis,flight_drag_vs_wind_tunnel_accuracy_abs_percent,6,percent,docs/data/airframe_drag_calibration_packet.csv,https://research.manchester.ac.uk/en/studentTheses/theoretical-and-practical-limits-on-multi-rotor-manoeuvrability/,external_source_inventory,open_thesis_method_and_dataset,"Open thesis abstract reports axial-flight drag testing, wind-tunnel validation, and a multi-rotor manoeuvrability dataset."
airframe_drag_packet_source_inventory,Manchester_multirotor_manoeuvrability_thesis,drag_build_up_model_ci_abs_percent,20,percent,docs/data/airframe_drag_calibration_packet.csv,https://research.manchester.ac.uk/en/studentTheses/theoretical-and-practical-limits-on-multi-rotor-manoeuvrability/,external_source_inventory,open_thesis_method_and_dataset,"Open thesis abstract reports axial-flight drag testing, wind-tunnel validation, and a multi-rotor manoeuvrability dataset."
airframe_drag_packet_source_inventory,Manchester_multirotor_manoeuvrability_thesis,airspeed_model_overestimate_upper_percent,80,percent,docs/data/airframe_drag_calibration_packet.csv,https://research.manchester.ac.uk/en/studentTheses/theoretical-and-practical-limits-on-multi-rotor-manoeuvrability/,external_source_inventory,open_thesis_method_and_dataset,"Open thesis abstract reports axial-flight drag testing, wind-tunnel validation, and a multi-rotor manoeuvrability dataset."
airframe_drag_packet_source_inventory,Manchester_multirotor_manoeuvrability_thesis,dataset_includes_drag_coefficients,1,boolean,docs/data/airframe_drag_calibration_packet.csv,https://research.manchester.ac.uk/en/studentTheses/theoretical-and-practical-limits-on-multi-rotor-manoeuvrability/,external_source_inventory,open_thesis_method_and_dataset,"Open thesis abstract reports axial-flight drag testing, wind-tunnel validation, and a multi-rotor manoeuvrability dataset."
airframe_drag_packet_source_inventory,Manchester_multirotor_manoeuvrability_thesis,dataset_includes_airspeed_acceleration_powertrain,1,boolean,docs/data/airframe_drag_calibration_packet.csv,https://research.manchester.ac.uk/en/studentTheses/theoretical-and-practical-limits-on-multi-rotor-manoeuvrability/,external_source_inventory,open_thesis_method_and_dataset,"Open thesis abstract reports axial-flight drag testing, wind-tunnel validation, and a multi-rotor manoeuvrability dataset."
airframe_drag_packet_source_inventory,Manchester_multirotor_manoeuvrability_thesis,pdf_url,https://research.manchester.ac.uk/files/295567271/FULL_TEXT.PDF,url,docs/data/airframe_drag_calibration_packet.csv,https://research.manchester.ac.uk/en/studentTheses/theoretical-and-practical-limits-on-multi-rotor-manoeuvrability/,external_source_inventory,open_thesis_method_and_dataset,Use for method/uncertainty bounds before hunting the underlying machine-readable dataset.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,speed_m_s,10,m/s,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,drag_force_n,18.25,N,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,drag_over_weight,1.6918018988,weight fraction,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,total_quadratic_c_n_per_m_s2,0.1825,N/(m/s)^2,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,effective_linear_k_n_per_m_s,1.825,N/(m/s),docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,current_force_over_imav_mass_fit,9.09317389138,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,current_effective_linear_k_over_imav_mass_fit,9.09317389138,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_10.0m_s,current_cda_over_imav_mass_fit_at_speed,9.09317389138,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,speed_m_s,10,m/s,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,drag_force_n,18.45,N,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,drag_over_weight,1.71034219359,weight fraction,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,total_quadratic_c_n_per_m_s2,0.1845,N/(m/s)^2,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,effective_linear_k_n_per_m_s,1.845,N/(m/s),docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,current_force_over_imav_mass_fit,9.19282511211,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,current_effective_linear_k_over_imav_mass_fit,9.19282511211,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_10.0m_s,current_cda_over_imav_mass_fit_at_speed,9.19282511211,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,speed_m_s,20,m/s,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,drag_force_n,73,N,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,drag_over_weight,6.76720759522,weight fraction,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,total_quadratic_c_n_per_m_s2,0.1825,N/(m/s)^2,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,effective_linear_k_n_per_m_s,3.65,N/(m/s),docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,current_force_over_imav_mass_fit,18.1863477828,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,current_effective_linear_k_over_imav_mass_fit,18.1863477828,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_x_20.0m_s,current_cda_over_imav_mass_fit_at_speed,18.1863477828,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,speed_m_s,20,m/s,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,drag_force_n,73.8,N,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,drag_over_weight,6.84136877434,weight fraction,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,total_quadratic_c_n_per_m_s2,0.1845,N/(m/s)^2,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,effective_linear_k_n_per_m_s,3.69,N/(m/s),docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,current_force_over_imav_mass_fit,18.3856502242,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,current_effective_linear_k_over_imav_mass_fit,18.3856502242,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_current_racing_drag,racingQuad_z_20.0m_s,current_cda_over_imav_mass_fit_at_speed,18.3856502242,ratio,docs/data/airframe_drag_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_preset_drag_scan,current_project_model,Current racingQuad quadratic drag scan before separated-flow additions.
airframe_drag_packet_imav_target,racingQuad_x_10.0m_s_imav_target,speed_m_s,10,m/s,docs/data/airframe_drag_reference.csv,https://www.imavs.org/papers/2022/4.pdf,current_vs_imav_drag_calibration_target,paper_drag_fit_comparison,Direct target for matching IMAV mass-fit drag in this project's quadratic coefficient form.
airframe_drag_packet_imav_target,racingQuad_x_10.0m_s_imav_target,current_total_quadratic_c_n_per_m_s2,0.1825,N/(m/s)^2,docs/data/airframe_drag_reference.csv,https://www.imavs.org/papers/2022/4.pdf,current_vs_imav_drag_calibration_target,paper_drag_fit_comparison,Direct target for matching IMAV mass-fit drag in this project's quadratic coefficient form.
