row_type,name,metric,value,unit,source_file,evidence_role,required,current_satisfied,post_review_satisfied,numerical_budget_ready,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,status,note
propeller_archive_ct_cp_j_openfoam_numerical_budget,racingQuad,high_domain_max_rpm,case_key=racingQuad/high_domain_max_rpm;Mach=0.1594419162659843;Re75=26991.358896136968;nearCell=9.921875E-4;dt=9.143430011271411E-6;stepsPerRev=825.7627488179439;lowReReview=false,numerical_budget,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,external_case_budget,true,false,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,BLOCKED,numerical budget is computable but external case hash and solver output remain absent
propeller_archive_ct_cp_j_openfoam_numerical_budget,apDrone,static_anchor_low_rpm,case_key=apDrone/static_anchor_low_rpm;Mach=0.029455477799444938;Re75=4998.652292237674;nearCell=0.00101203125;dt=5.048306913948162E-5;stepsPerRev=804.2477193189872;lowReReview=true,numerical_budget,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,external_case_budget,true,false,true,true,false,false,review-low-reynolds-static-anchor-openfoam-model,BLOCKED,numerical budget is computable but static-anchor Reynolds requires transition or laminar-model review
propeller_archive_ct_cp_j_openfoam_numerical_budget,apDrone,mid_domain_mid_rpm,case_key=apDrone/mid_domain_mid_rpm;Mach=0.09470708531122377;Re75=16174.522288167078;nearCell=0.00101203125;dt=1.5701073656731147E-5;stepsPerRev=810.9490629530022;lowReReview=false,numerical_budget,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,external_case_budget,true,false,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,BLOCKED,numerical budget is computable but external case hash and solver output remain absent
propeller_archive_ct_cp_j_openfoam_numerical_budget,apDrone,high_domain_max_rpm,case_key=apDrone/high_domain_max_rpm;Mach=0.16263075459130397;Re75=28145.342361325085;nearCell=0.00101203125;dt=9.143430011271413E-6;stepsPerRev=825.7627488179437;lowReReview=false,numerical_budget,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,external_case_budget,true,false,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,BLOCKED,numerical budget is computable but external case hash and solver output remain absent
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,numerical_budget_row_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,BLOCKED,six manifest-backed numerical budget rows are defined
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,incompressible_assumption_ready_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,review-openfoam-compressibility-assumption,READY,all setup rows stay below helical tip Mach 0.30
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,time_step_budget_ready_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,bind-openfoam-deltaT-to-run-setup-budget,READY,all setup rows have a Courant and azimuth bounded timestep
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,numerical_budget_ready_for_external_authoring_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,READY,all setup rows have computable numerical budgets for external case authoring
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,low_reynolds_transition_review_required_count,2,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,false,true,false,false,false,review-low-reynolds-static-anchor-openfoam-model,BLOCKED,two static anchors fall below Reynolds 10000 at 0.75R chord
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,current_case_runnable_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,false,true,false,false,false,author-external-openfoam-case-template-and-record-case-sha256,BLOCKED,no OpenFOAM case is runnable in this repository
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,max_helical_tip_mach,0.16263075459130397,mach,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,review-openfoam-compressibility-assumption,READY,max helical tip Mach remains low for incompressible assumptions
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,min_reynolds_station_chord_number,4793.703209742471,Re,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,review-low-reynolds-static-anchor-openfoam-model,BLOCKED,lowest 0.75R chord Reynolds is the racingQuad static anchor
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,max_reynolds_station_chord_number,28145.342361325085,Re,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,READY,highest 0.75R chord Reynolds is the APDrone high-domain case
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,min_near_blade_cell_size_meters,9.921875E-4,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,author-openfoam-near-blade-mesh-budget,READY,smallest D/128 near-blade target belongs to racingQuad
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,min_suggested_time_step_seconds,9.143430011271411E-6,s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,bind-openfoam-deltaT-to-run-setup-budget,READY,highest RPM rows set the most restrictive timestep
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,max_suggested_time_step_seconds,5.048306913948163E-5,s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,bind-openfoam-deltaT-to-run-setup-budget,READY,static anchor rows allow the largest suggested timestep
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,max_steps_per_revolution_at_suggested_time_step,825.7627488179439,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,bind-openfoam-deltaT-to-run-setup-budget,READY,blade-cell Courant budget yields more than 800 steps per revolution in the high-domain cases
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,runtime_coupling_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,numerical budget cannot alter DronePhysics
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,gameplay_auto_apply_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,true,true,true,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,numerical budget cannot tune playable branch automatically
propeller_archive_ct_cp_j_openfoam_numerical_budget_summary,all_rows,next_required_action,review-openfoam-mesh-yplus-and-time-step-against-run-setup,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,summary,true,false,true,false,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,BLOCKED,next step is external mesh timestep and low Reynolds model review
propeller_archive_ct_cp_j_openfoam_numerical_budget_method,external_mesh_timestep_rule,method,derive-mesh-domain-courant-and-reynolds-budgets-from-openfoam-run-setup,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamNumericalBudget.java,method,true,true,true,true,false,false,review-openfoam-mesh-yplus-and-time-step-against-run-setup,BLOCKED,numerical budget fixes external CFD authoring constraints while keeping case files and raw solver output outside the repository
