row_type,scenario_name,preset_name,ambient_temperature_celsius,ambient_humidity,air_density_ratio,dynamic_viscosity_ratio,representative_blade_chord_meters,current_hover_reynolds_number,candidate_hover_reynolds_number,current_max_reynolds_number,candidate_max_reynolds_number,current_hover_low_reynolds_index,candidate_hover_low_reynolds_index,current_max_low_reynolds_index,candidate_max_low_reynolds_index,candidate_hover_low_reynolds_loss,candidate_max_low_reynolds_loss,hover_reynolds_number_floor,low_reynolds_index_floor,low_reynolds_loss_limit,candidate_hover_reynolds_within_budget,candidate_hover_low_reynolds_index_within_budget,candidate_max_low_reynolds_index_within_budget,candidate_low_reynolds_loss_within_budget,reynolds_budget_accepted,tip_mach_compressibility_review_required,manual_patch_review_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,reynolds_budget_accepted_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,no accepted rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,tip_mach_compressibility_review_required_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,no upstream compression flags
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,min_candidate_hover_reynolds_number,,,,,,,,0.0,Re,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,min_candidate_hover_low_reynolds_index,,,,,,,,0.0,index,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,min_candidate_max_low_reynolds_index,,,,,,,,0.0,index,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,max_candidate_low_reynolds_loss,,,,,,,,0.0,ratio,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,config_patch_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,patch gate remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,runtime_coupling_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,runtime coupling remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,gameplay_auto_apply_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,status,,,,,,,,BLOCKED,text,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,blocked until validation is planned
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,current_retune_validation_blocked,message,,,,,,,,validation-run-not-planned,text,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,current_reynolds_budget,upstream validation block propagated
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,validation_acceptance_ready,,,,,,,,false,boolean,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,validation results are incomplete
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,tip_mach_budget_available,,,,,,,,false,boolean,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no upstream tip Mach rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,reynolds_budget_available,,,,,,,,false,boolean,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no Reynolds budget rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,budget_row_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no budget rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,reynolds_budget_accepted_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no accepted rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,tip_mach_compressibility_review_required_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no upstream compression flags
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,min_candidate_hover_reynolds_number,,,,,,,,0.0,Re,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,min_candidate_hover_low_reynolds_index,,,,,,,,0.0,index,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,min_candidate_max_low_reynolds_index,,,,,,,,0.0,index,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,max_candidate_low_reynolds_loss,,,,,,,,0.0,ratio,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,config_patch_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,patch gate remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,runtime_coupling_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,runtime coupling remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,gameplay_auto_apply_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,status,,,,,,,,BLOCKED,text,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,blocked until validation results are complete
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_results_missing,message,,,,,,,,validation-result-set-incomplete,text,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,missing_results_reynolds_budget,upstream missing-results block propagated
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,validation_acceptance_ready,,,,,,,,true,boolean,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,validation accepted
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,tip_mach_budget_available,,,,,,,,true,boolean,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,upstream tip Mach gate accepted two rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,reynolds_budget_available,,,,,,,,true,boolean,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,Reynolds budget rows available
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,budget_row_count,,,,,,,,2,count,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,racingQuad and apDrone
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,reynolds_budget_accepted_count,,,,,,,,2,count,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,both candidates stay above low-Re budget floors
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,tip_mach_compressibility_review_required_count,,,,,,,,2,count,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,compressibility review is inherited from tip Mach gate
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,min_candidate_hover_reynolds_number,,,,,,,,36163.200423383874,Re,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,minimum candidate hover Re occurs on apDrone
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,min_candidate_hover_low_reynolds_index,,,,,,,,2.790903203391852,index,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,minimum hover low-Re index is above 1.05 floor
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,min_candidate_max_low_reynolds_index,,,,,,,,3.6798480357151098,index,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,minimum max low-Re index is above 1.05 floor
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,max_candidate_low_reynolds_loss,,,,,,,,0.0,ratio,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,runtime low-Re loss is zero for both candidate sizes
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,config_patch_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,patch gate remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,runtime_coupling_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,runtime coupling remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,gameplay_auto_apply_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,status,,,,,,,,READY,text,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,Reynolds budget accepted
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_all_pass,message,,,,,,,,reynolds-budget-ready-tip-mach-compressibility-review-carried,text,,,,,,,,,,,,,,,,,,,,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,all_pass_reynolds_budget,Reynolds baseline is ready but tip Mach compression review remains
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,validation_acceptance_ready,,,,,,,,false,boolean,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,validation result failed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,tip_mach_budget_available,,,,,,,,false,boolean,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no upstream tip Mach rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,reynolds_budget_available,,,,,,,,false,boolean,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no Reynolds budget rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,budget_row_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no budget rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,reynolds_budget_accepted_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no accepted rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,tip_mach_compressibility_review_required_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no upstream compression flags
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,min_candidate_hover_reynolds_number,,,,,,,,0.0,Re,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,min_candidate_hover_low_reynolds_index,,,,,,,,0.0,index,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,min_candidate_max_low_reynolds_index,,,,,,,,0.0,index,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,max_candidate_low_reynolds_loss,,,,,,,,0.0,ratio,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,no candidate rows
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,config_patch_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,patch gate remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,runtime_coupling_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,runtime coupling remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,gameplay_auto_apply_allowed_count,,,,,,,,0,count,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,status,,,,,,,,BLOCKED,text,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,blocked by failed validation result
propeller_archive_rotor_spec_retune_reynolds_budget_scenario,synthetic_ready_validation_one_failed,message,,,,,,,,validation-result-failed,text,,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,failed_reynolds_budget,upstream failed-validation block propagated
propeller_archive_rotor_spec_retune_reynolds_budget,synthetic_ready_validation_all_pass,racingQuad,15.0,0.0,1.0,0.9739532625301786,0.0097536,43374.19513091472,47737.93956854094,97044.65679831861,106808.02139855706,3.3474133571744855,3.6798480357151098,3.6798480357151098,3.6798480357151098,0.0,0.0,30000.0,1.05,0.02,true,true,true,true,true,true,true,false,false,false,READY,reynolds-budget-ready-tip-mach-compressibility-review-carried,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneReynoldsBudgetGate.java,reynolds_budget_row,candidate stays above hover Reynolds floor and carries tip-Mach compressibility review
