row_type,name,metric,value,unit,source_file,evidence_role,required,current_satisfied,dimensional_support_ready,dimensional_reference_reviewed,openfoam_solver_quality_contract_ready,reference_material_export_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,status,note
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,preset_name,unit,text,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,false,false,join-si-cfd-reference-to-preset-profile,READY,DroneConfig preset key
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,case_name,unit,text,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,false,false,separate-static-mid-and-high-domain-points,READY,OpenFOAM validation case key
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,source_archive_sha256,unit,sha256,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,false,false,prove-wind-tunnel-source-identity,READY,archive fingerprint
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,solver_family,unit,text,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,trace-external-solver-setup,BLOCKED,OpenFOAM solver family
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,mesh_geometry_id,unit,text,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,trace-mesh-geometry-provenance,BLOCKED,reviewed blade geometry
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,query_advance_ratio_j,unit,J,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,false,false,bound-advance-ratio-reference-point,READY,accepted lookup query J
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,query_rpm,unit,rpm,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,false,false,bound-rpm-reference-point,READY,accepted lookup query RPM
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,reference_thrust_newtons,unit,N,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,review-si-thrust-target-before-export,BLOCKED,CT/CP/J dimensional rotor response thrust
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,reference_shaft_power_watts,unit,W,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,review-si-shaft-power-target-before-export,BLOCKED,CT/CP/J dimensional rotor response power
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,reference_shaft_torque_newton_meters,unit,N*m,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,review-si-torque-target-before-export,BLOCKED,CT/CP/J dimensional rotor response torque
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,reference_induced_velocity_mps,unit,m/s,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,review-induced-wake-target-before-export,BLOCKED,ideal induced velocity reference
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,reference_momentum_power_watts,unit,W,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,review-wake-power-target-before-export,BLOCKED,momentum power closure target
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,thrust_residual_to_reference,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,gate-cfd-thrust-agreement-before-export,BLOCKED,OpenFOAM thrust residual
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,shaft_power_residual_to_reference,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,gate-cfd-power-agreement-before-export,BLOCKED,OpenFOAM shaft-power residual
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,shaft_torque_residual_to_reference,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,gate-cfd-torque-agreement-before-export,BLOCKED,OpenFOAM shaft-torque residual
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,induced_velocity_residual_to_reference,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,gate-wake-velocity-agreement-before-export,BLOCKED,OpenFOAM induced-velocity residual
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_field,momentum_power_residual_to_reference,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,false,false,gate-wake-energy-closure-before-export,BLOCKED,OpenFOAM momentum-power residual
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,lookup_execution_contract_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,lookup execution contract is not ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,dimensional_support_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-dimensional-support-gate,BLOCKED,dimensional support is not ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,dimensional_reference_reviewed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,review-openfoam-dimensional-reference-before-export,BLOCKED,manual dimensional reference review missing
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,lookup_support_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-lookup-support-gate,BLOCKED,lookup support not ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,dimensional_residual_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-si-residual-contract,BLOCKED,SI residual support not ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,openfoam_solver_quality_contract_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,run-external-openfoam-solver-quality-qa-before-reference-handoff,BLOCKED,OpenFOAM solver quality contract is closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,expected_reference_row_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,verify-openfoam-dimensional-reference-row-count,TRIAGED,six geometry-backed dimensional references expected
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,expected_reference_field_count,17,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,verify-openfoam-dimensional-reference-field-count,TRIAGED,seventeen payload fields expected
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,observed_reference_field_count,17,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,verify-openfoam-dimensional-reference-field-count,READY,field schema is present
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,supported_dimensional_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-dimensional-support-gate,BLOCKED,no supported dimensional target
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,blocked_dimensional_target_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-dimensional-support-gate,BLOCKED,six dimensional targets blocked
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,verify-openfoam-dimensional-reference-field-count,READY,all fields are present
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-dimensional-support-gate,BLOCKED,export closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,openfoam_dimensional_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-dimensional-support-gate,BLOCKED,no SI reference rows export
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,reference_payload_kind,compact-openfoam-dimensional-rotor-response-reference,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,inspect-reference-payload-kind,READY,payload kind is stable
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-dimensional-support-gate,BLOCKED,current state blocked
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,message,openfoam-dimensional-lookup-support-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,complete-openfoam-lookup-support-gate,BLOCKED,current blocker
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,support_status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,false,false,false,false,false,false,false,inspect-dimensional-support-status,BLOCKED,upstream support status
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,current_dimensional_support_blocked,source_runtime_info,audit-only-openfoam-dimensional-reference-handoff,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,current_reference_handoff,true,true,false,false,false,false,false,false,inspect-source-runtime-info,READY,scenario source label
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,lookup_execution_contract_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,lookup execution contract is not ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,dimensional_support_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,execution blockage prevents dimensional support
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,dimensional_reference_reviewed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,manual-dimensional-reference-review,READY,manual review is modeled ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,lookup_support_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,lookup support blocked by execution
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,dimensional_residual_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,si-residual-contract-ready,READY,SI residual support ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,openfoam_solver_quality_contract_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,openfoam-solver-quality-contract-ready,READY,OpenFOAM solver quality contract is ready
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,expected_reference_row_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,verify-openfoam-dimensional-reference-row-count,TRIAGED,six geometry-backed references expected
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,expected_reference_field_count,17,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,verify-openfoam-dimensional-reference-field-count,TRIAGED,seventeen payload fields expected
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,observed_reference_field_count,17,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,verify-openfoam-dimensional-reference-field-count,READY,field schema is present
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,supported_dimensional_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,no supported dimensional target
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,blocked_dimensional_target_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,six dimensional targets blocked
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,verify-openfoam-dimensional-reference-field-count,READY,all fields are present
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,export closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,openfoam_dimensional_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,no SI reference rows export
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,reference_payload_kind,compact-openfoam-dimensional-rotor-response-reference,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,inspect-reference-payload-kind,READY,payload kind is stable
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,lookup execution blocked
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,message,lookup-execution-contract-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,complete-scattered-surface-fit-execution-handoff-before-reference-export,BLOCKED,execution contract blocker takes precedence
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,support_status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,false,false,true,true,false,false,false,inspect-dimensional-support-status,BLOCKED,upstream support status
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,lookup_execution_blocked_reference_reviewed,source_runtime_info,synthetic-openfoam-dimensional-reference-execution-blocked,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,execution_blocked_reviewed,true,true,false,true,true,false,false,false,inspect-source-runtime-info,READY,scenario source label
propeller_archive_ct_cp_j_openfoam_dimensional_reference_handoff_scenario,dimensional_support_ready_reference_review_missing,lookup_execution_contract_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamDimensionalReferenceHandoff.java,support_ready_review_missing,true,true,true,false,true,false,false,false,verify-lookup-execution-contract,READY,lookup execution contract ready
