row_type,scenario,label,filename,dataset_id,dataset_version,doi,source_page,download_url,local_source_file,extracted_csv_count,standard_air_density_kg_m3,note,speed_bin,speed_min_m_s,speed_max_m_s,flight_filename,sample_count,sample_duration_s,gps_speed_mean_m_s,gps_speed_p95_m_s,gps_speed_max_m_s,speed_squared_mean_m2_s2,mean_dynamic_pressure_pa,vbat_mean_v,vbat_min_v,current_mean_a_if_raw_per_amp_20,current_p95_a_if_raw_per_amp_20,current_max_a_if_raw_per_amp_20,rc_throttle_mean,rc_throttle_p95,rc_throttle_max,gyro_vector_rms,gyro_vector_p95,accel_vector_rms,accel_vector_p95,racingQuad_project_drag_x_at_mean_speed_n,racingQuad_project_drag_z_at_mean_speed_n,apDrone_project_drag_x_at_mean_speed_n,apDrone_project_drag_z_at_mean_speed_n
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,8_to_12_m_s,8.0,12.0,Flight_2.csv,5982,2.9857650000000007,10.396673353393513,11.88,11.88,108.7143546974256,66.5875422521732,16.083251420929454,15.83,5.630600133734537,14.1,15.5,30.063289869608827,61.3,61.6,814.8840507798104,2365.0707916995266,3277.4288980151246,6052.554997684862,19.840369732280173,20.057798441675025,13.241408402146439,13.41535136966232
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,12_to_16_m_s,12.0,16.0,Flight_2.csv,3936,1.964573999999999,14.330782520325203,15.75,15.75,206.3221993394309,126.37234709540144,15.971747967479676,15.7,11.532228150406503,19.0,23.0,55.14977134146341,62.4,62.7,157.75638088959226,340.3750689502457,2424.9872970290035,3574.4848579900295,37.65380137944614,38.066445778125,25.130043879542683,25.460159398485775
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,16_to_20_m_s,16.0,20.0,Flight_2.csv,2793,1.3940379999999948,17.500068027210887,18.72,18.72,307.0854280343716,188.0898246710526,15.916784819190834,15.62,14.311439312567131,19.85,25.35,60.1483709273183,64.4,64.7,135.54331533858576,281.4831036627401,3160.9148162885435,5140.3148922398905,56.04309061627281,56.65726147234156,37.40300513458646,37.89434181944146
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,0_to_2_m_s,0.0,2.0,Flight_3.csv,110541,55.17310699999999,0.7884420260355886,1.86,1.99,1.052133580300522,0.6444318179340698,16.060520078522902,15.57,6.806545987461666,11.35,18.85,37.102851430690876,54.2,59.7,49.38468063399684,104.2401074443038,2116.5495211703724,2447.05169540817,0.19201437840484528,0.1941186455654463,0.12814987008060358,0.12983328380908443
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,2_to_5_m_s,2.0,5.0,Flight_3.csv,54052,26.976753000000002,3.056983645378524,4.24,4.91,9.87460084363206,6.048193016724637,15.83286742396211,15.54,9.585641604380966,12.35,15.6,50.83371383112558,54.8,57.3,73.53423016020633,162.3234425171141,2179.943899719423,2622.709095572744,1.8021146539628508,1.821863855650115,1.2027263827543848,1.2185257441041961
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,5_to_8_m_s,5.0,8.0,Flight_3.csv,2342,1.1687959999999862,5.4210717335610585,5.75,5.75,29.43706605465414,18.030202958475662,15.659453458582409,15.56,10.987403928266438,14.35,17.25,52.88543979504697,56.4,56.5,69.906675009836,138.01811475310043,2455.442278074654,2891.2027218570574,5.372264554974381,5.431138687083688,3.585434645456874,3.6325339511443206
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_4.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,0_to_2_m_s,0.0,2.0,Flight_4.csv,9069,4.526198999999977,0.8387517918182821,1.88,1.99,1.159409659278862,0.7101384163083031,14.579120079391334,13.67,14.222874627853127,28.6,63.6,54.897254383063185,100.0,100.0,16.293972795306384,35.93881365426706,2719.158118015308,4052.706387099129,0.21159226281839233,0.21391108213695006,0.1412160965001654,0.14307115195501158
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_4.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,2_to_5_m_s,2.0,5.0,Flight_4.csv,19037,9.501038000000023,3.5041330041498133,4.13,4.88,12.683892493565162,7.7688841523086625,14.64928507643011,14.38,7.754738141513893,11.85,18.85,44.8558071124652,53.7,61.7,22.028470358374385,49.08156476723211,1774.8503434398199,2715.27549246849,2.314810380075642,2.340178165062772,1.5448981057162368,1.565192333705941
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_4.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,5_to_8_m_s,5.0,8.0,Flight_4.csv,789,0.39375499999999874,5.709847908745247,6.61,6.61,32.881321799746516,20.13980960234474,14.128681875792143,12.24,29.370722433460077,85.15000000000038,91.85,59.50114068441065,59.5,59.6,305.9722706688483,464.99208391827085,8477.885045464256,22313.118226729315,6.000841228453739,6.066603872053232,4.004944995209125,4.05755511008872
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,0_to_2_m_s,0.0,2.0,Flight_5.csv,26347,13.150358000000011,0.17210422438987363,0.82,1.89,0.13226728280259614,0.08101371071659014,15.224996773826241,14.89,3.603472881162941,11.0,12.85,19.80252021102972,52.9,53.5,15.280311231684848,41.012193308819754,2082.9084760834758,2194.2894066189174,0.024138779111473795,0.02440331367707899,0.01611015504535621,0.016321782697840362
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,2_to_5_m_s,2.0,5.0,Flight_5.csv,4862,2.4266660000000115,3.635985191279309,4.74,4.86,13.783190826820238,8.442204381427397,15.000452488687783,14.91,9.391567256273138,11.1,12.6,52.4,52.4,52.4,10.619266425505966,22.04427307807343,2043.4117428462964,2239.7478088535186,2.5154323258946936,2.542998707548334,1.6787926427067048,1.7008457480296173
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,5_to_8_m_s,5.0,8.0,Flight_5.csv,6010,2.999616000000003,6.735168053244593,7.87,7.88,46.19138262895175,28.29222186023295,14.973292845257903,13.65,10.608826955074875,13.75,55.0,52.34995008319468,52.4,52.5,50.376766823678956,68.62943974709395,3015.622486711944,2454.290668821494,8.429927329783695,8.522310095041599,5.626110404206322,5.700016616412646
apdrone_open_field_speed_bin_flight,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,8_to_12_m_s,8.0,12.0,Flight_5.csv,1389,0.6932469999999853,8.15906407487401,8.26,8.26,66.57521713462924,40.777320494960414,15.05922966162707,14.9,5.68585313174946,11.0,12.35,52.39999999999999,52.4,52.4,52.03419294484316,129.8574906199543,1656.601181902853,1983.2917082466715,12.149977127069837,12.283127561339095,8.10886144699784,8.215381794413249
apdrone_open_field_speed_bin_summary,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,0_to_2_m_s,0.0,2.0,all_open_field_flights,206397,103.01802699999992,0.6652625280406208,1.8000000000000003,1.99,0.854202037335814,0.5231987478681861,15.836492197076508,13.67,6.717368954006115,11.599999999999998,63.6,35.321429090539105,54.3,100.0,38.075242926305144,79.1580697086532,2131.2299055825206,2430.323846733188,0.15589187181378605,0.15760027588845768,0.10404180814750214,0.10540853140723945
apdrone_open_field_speed_bin_summary,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,2_to_5_m_s,2.0,5.0,all_open_field_flights,86181,43.012301000000065,3.1656837353941123,4.25,4.91,10.596415259744028,6.490304346593217,15.509811907497014,13.86,9.297391536417539,12.75,86.35,49.73742356203804,55.3,67.2,69.68463490097169,144.7100549374507,2174.6993809011274,2665.0684794203694,1.933845784903285,1.955038615422773,1.2906433786368225,1.307597643052413
apdrone_open_field_speed_bin_summary,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,5_to_8_m_s,5.0,8.0,all_open_field_flights,13142,6.55916900000004,6.344379850859839,7.87,7.93,41.1734844011566,25.21875919570842,15.271484553340436,12.24,12.307963019327348,17.6,91.85,54.116686957845076,62.7,67.1,91.6615574822567,128.07029319869616,3370.1056335381086,2979.9761925888424,7.51416090321108,7.596507872013393,5.014930400060874,5.080807975102724
apdrone_open_field_speed_bin_summary,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,8_to_12_m_s,8.0,12.0,all_open_field_flights,10171,5.076517999999979,10.064709468095566,11.87,11.88,102.65171595713302,62.87417602374398,15.782889588044439,14.9,6.680424736997346,15.35,16.85,38.49643102939731,62.9,63.0,625.5826346530657,2312.7369062114403,2801.0656408435393,4469.46566762709,18.733938162176777,18.93924159409104,12.502979003578801,12.667221749110215
apdrone_open_field_speed_bin_summary,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,12_to_16_m_s,12.0,16.0,all_open_field_flights,8353,4.1691479999999785,13.903112654136239,15.719999999999999,15.86,194.44534639051835,119.0977746641925,15.711655692565545,15.24,10.571405483059978,19.0,23.0,52.83809409792889,67.1,67.5,127.5889213000139,301.4634297595837,2338.113540376226,3704.9820230966898,35.486275716269596,35.875166409050635,23.683443190365132,23.994555744589963
apdrone_open_field_speed_bin_summary,open_field,,,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field,,,Rows are grouped by GPS ground speed. These are not steady-state force-balance bins unless acceleration/wind/attitude are separately filtered.,16_to_20_m_s,16.0,20.0,all_open_field_flights,2991,1.4928620000000024,17.402089602139753,18.72,18.72,303.7460380140421,186.0444482836008,15.877806753594115,15.27,14.508575727181546,19.85,25.35,60.62841858910064,67.4,67.4,133.57930713206161,276.6658530404636,3209.298940485529,5133.302140703536,55.43365193756268,56.04114401359077,36.99626743011032,37.482261090932795
