row_type,scenario,preset_or_metric,ambient_or_value,field_or_unit,metric,value,unit,before_derate_value,review_value,absolute_delta,ratio_review_over_before,limiting_budget,derate_target_within_budget,rpm_control_review_field,physics_budget_review_field,manual_derate_review_allowed,playable_reference_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,source_file,evidence_role,status,note
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,post_derate_thrust_loss_percent,review_value,9.761226035642207,percent,10.241740931630704,9.761226035642207,0.48051489598849706,0.95308269373379,reaction_torque_scale_limit,true,false,true,true,false,false,false,false,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,physics_budget_review,REVIEW_READY,post derate thrust loss budget
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,post_derate_load_factor,review_value,0.20498574674848635,ratio,0.2150765595642448,0.20498574674848635,0.010090812815758438,0.95308269373379,reaction_torque_scale_limit,true,false,true,true,false,false,false,false,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,physics_budget_review,REVIEW_READY,post derate load factor budget
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,post_derate_reaction_torque_scale,review_value,1.18,ratio,1.1900911692337488,1.18,0.010091169233748865,0.9915206754787987,reaction_torque_scale_limit,true,false,true,true,false,false,false,false,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,physics_budget_review,REVIEW_READY,post derate reaction torque budget
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,post_derate_vibration_proxy,review_value,0.10737348639206429,proxy,0.11265915024793801,0.10737348639206429,0.005285663855873729,0.9530826937337877,reaction_torque_scale_limit,true,false,true,true,false,false,false,false,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,physics_budget_review,REVIEW_READY,post derate vibration proxy budget
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,derate_validation_acceptance_ready,false,boolean,metric,false,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,acceptance is not ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,manual_derate_review_allowed,false,boolean,metric,false,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,manual review remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,manual_derate_review_candidate_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no accepted target rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,review_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no review rows emitted
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,rpm_control_review_field_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no rpm review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,physics_budget_review_field_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no budget review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,derate_target_within_budget_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no target budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,max_required_max_rpm_derate_percent,0.0,percent,metric,0.0,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,min_target_max_rpm_scale,0.0,ratio,metric,0.0,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,max_post_derate_thrust_loss_percent,0.0,percent,metric,0.0,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no post derate loss
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,max_post_derate_reaction_torque_scale,1.0,ratio,metric,1.0,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no post derate torque
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,max_post_derate_vibration_proxy,0.0,proxy,metric,0.0,proxy,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no post derate vibration
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,playable_reference_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,playable export closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,config_patch_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,config patch closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,runtime_coupling_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,runtime coupling closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,gameplay_auto_apply_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,gameplay auto apply closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,status,BLOCKED,text,metric,BLOCKED,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,scenario blocked
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,current_derate_validation_blocked,message,cold-air-derate-validation-not-planned,text,metric,cold-air-derate-validation-not-planned,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,current_derate_manual_review,BLOCKED,no validation plan
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,derate_validation_acceptance_ready,false,boolean,metric,false,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,acceptance is not ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,manual_derate_review_allowed,false,boolean,metric,false,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,manual review remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,manual_derate_review_candidate_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no accepted target rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,review_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no review rows emitted
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,rpm_control_review_field_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no rpm review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,physics_budget_review_field_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no budget review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,derate_target_within_budget_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no target budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,max_required_max_rpm_derate_percent,0.0,percent,metric,0.0,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,min_target_max_rpm_scale,0.0,ratio,metric,0.0,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,max_post_derate_thrust_loss_percent,0.0,percent,metric,0.0,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no post derate loss
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,max_post_derate_reaction_torque_scale,1.0,ratio,metric,1.0,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no post derate torque
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,max_post_derate_vibration_proxy,0.0,proxy,metric,0.0,proxy,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,no post derate vibration
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,playable_reference_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,playable export closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,config_patch_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,config patch closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,runtime_coupling_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,runtime coupling closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,gameplay_auto_apply_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,gameplay auto apply closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,status,BLOCKED,text,metric,BLOCKED,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,scenario blocked
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_results_missing,message,cold-air-derate-validation-result-set-incomplete,text,metric,cold-air-derate-validation-result-set-incomplete,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_missing_derate_manual_review,BLOCKED,validation results missing
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,derate_validation_acceptance_ready,true,boolean,metric,true,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,acceptance is ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,manual_derate_review_allowed,true,boolean,metric,true,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,manual review opens
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,manual_derate_review_candidate_count,2,count,metric,2,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,racingQuad and apDrone
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,review_row_count,14,count,metric,14,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,fourteen review rows emitted
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,rpm_control_review_field_row_count,6,count,metric,6,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,six rpm control rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,physics_budget_review_field_row_count,8,count,metric,8,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,eight physics budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,derate_target_within_budget_count,2,count,metric,2,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,two derate targets inside budget
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,max_required_max_rpm_derate_percent,2.840173019822779,percent,metric,2.840173019822779,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,racingQuad limiting derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,min_target_max_rpm_scale,0.9715982698017723,ratio,metric,0.9715982698017723,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,racingQuad limiting scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,max_post_derate_thrust_loss_percent,9.761226035642207,percent,metric,9.761226035642207,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,post derate loss under limit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,max_post_derate_reaction_torque_scale,1.18,ratio,metric,1.18,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,post derate torque at limit
