row_type,name,metric,value,unit,source_file,evidence_role,status,note
propeller_archive_rotor_spec_fit_bridge,cinewhoop,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,gameplay auto apply remains closed
propeller_archive_rotor_spec_fit_bridge,cinewhoop,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current row remains blocked
propeller_archive_rotor_spec_fit_bridge,cinewhoop,message,reference-table-handoff-blocked,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current handoff is closed
propeller_archive_rotor_spec_fit_bridge,cinewhoop,source_runtime_info,audit-only-prop-archive-reference-handoff,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,audit only source
propeller_archive_rotor_spec_fit_bridge,heavyLift,preset_name,heavyLift,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,target preset key
propeller_archive_rotor_spec_fit_bridge,heavyLift,performance_match_id,ancf 10.0x5.0 - 2,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,candidate performance source
propeller_archive_rotor_spec_fit_bridge,heavyLift,geometry_match_id,missing-reviewed-geometry-match,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,candidate geometry source
propeller_archive_rotor_spec_fit_bridge,heavyLift,target_diameter_meters,0.254,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,converted target diameter
propeller_archive_rotor_spec_fit_bridge,heavyLift,target_radius_meters,0.127,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,RotorSpec radius candidate
propeller_archive_rotor_spec_fit_bridge,heavyLift,target_pitch_meters,0.127,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,RotorSpec pitch candidate
propeller_archive_rotor_spec_fit_bridge,heavyLift,blade_count_candidate,2,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,RotorSpec blade count candidate
propeller_archive_rotor_spec_fit_bridge,heavyLift,static_ct_anchor,0.090374,coefficient,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,static CT anchor candidate
propeller_archive_rotor_spec_fit_bridge,heavyLift,static_cp_anchor,0.0308933333333333,coefficient,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,static CP anchor candidate
propeller_archive_rotor_spec_fit_bridge,heavyLift,thrust_coefficient_candidate,1.1636357963656028E-5,N_per_rad2,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,CT*rho*D^4/(4*pi^2)
propeller_archive_rotor_spec_fit_bridge,heavyLift,yaw_torque_per_thrust_candidate_m,0.013822491322424616,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,(CP/CT)*D/(2*pi)
propeller_archive_rotor_spec_fit_bridge,heavyLift,chord_to_radius_candidate,0.0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,no reviewed geometry station
propeller_archive_rotor_spec_fit_bridge,heavyLift,beta_radians_candidate,0.0,rad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,no reviewed geometry station
propeller_archive_rotor_spec_fit_bridge,heavyLift,performance_reference_available,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current handoff keeps performance inactive
propeller_archive_rotor_spec_fit_bridge,heavyLift,geometry_reference_available,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current handoff keeps geometry inactive
propeller_archive_rotor_spec_fit_bridge,heavyLift,full_rotor_spec_fit_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current fit cannot patch RotorSpec
propeller_archive_rotor_spec_fit_bridge,heavyLift,rotor_spec_patch_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,DroneConfig patch guard closed
propeller_archive_rotor_spec_fit_bridge,heavyLift,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,runtime coupling remains closed
propeller_archive_rotor_spec_fit_bridge,heavyLift,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,gameplay auto apply remains closed
propeller_archive_rotor_spec_fit_bridge,heavyLift,status,BLOCKED,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current row remains blocked
propeller_archive_rotor_spec_fit_bridge,heavyLift,message,reference-table-handoff-blocked,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,current handoff is closed
propeller_archive_rotor_spec_fit_bridge,heavyLift,source_runtime_info,audit-only-prop-archive-reference-handoff,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,current_rotor_spec_bridge,BLOCKED,audit only source
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,row_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,four current presets
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,performance_reference_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,current handoff keeps performance inactive
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,geometry_reference_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,current handoff keeps geometry inactive
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,full_rotor_spec_fit_ready_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,current fit cannot patch RotorSpec
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,rotor_spec_patch_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,DroneConfig patch guard remains closed
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,runtime_coupling_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,runtime coupling remains closed
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,gameplay_auto_apply_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,gameplay auto apply remains closed
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,max_thrust_coefficient_candidate,1.1636357963656028E-5,N_per_rad2,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,heavyLift has largest current static thrust coefficient candidate
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,max_yaw_torque_per_thrust_candidate_m,0.014344566262777437,m,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,apDrone has largest current torque arm candidate
propeller_archive_rotor_spec_fit_bridge_summary,all_rows,max_beta_radians_candidate,0.43720497762457955,rad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,rotor_spec_bridge_summary,READY,cinewhoop has largest current beta candidate
propeller_archive_rotor_spec_fit_bridge_method,rotor_spec_bridge_formula,method,thrustCoefficient=CT*rho*D^4/(4*pi^2); yawTorquePerThrust=(CP/CT)*D/(2*pi); rho=1.225,audit,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecFitBridge.java,method,READY,convert compact propeller anchors to RotorSpec candidate units without patching runtime config
