row_type,source_page,doi,equation,window_1s_half_width_s,window_2s_half_width_s,mass_kg,air_density_kg_m3,note,flight_filename,local_source_file,gps_event_count,gps_event_duration_s,speed_mean_m_s,speed_p95_m_s,speed_max_m_s,accel_mean_m_s2,accel_p10_m_s2,accel_p50_m_s2,accel_p90_m_s2,vector_accel_p50_m_s2,vector_accel_p90_m_s2,abs_cross_track_accel_p50_m_s2,abs_cross_track_accel_p90_m_s2,accelerating_event_count,quasi_steady_event_count,decelerating_event_count,speed_bin_m_s,event_count,flight_count,speed_p50_m_s,speed_p90_m_s,along_track_accel_p50_m_s2,along_track_accel_p90_m_s2,abs_turn_rate_p50_deg_s,abs_turn_rate_p90_deg_s,accelerating_fraction,quasi_steady_fraction,decelerating_fraction,throttle_mean,throttle_p90,current_mean_a_raw_per_amp_20,current_p90_a_raw_per_amp_20,apparent_decel_coeff_count,apparent_decel_coeff_p50,apparent_decel_coeff_p90,apparent_decel_cda_p50_m2,apDrone_x_drag_coeff,apDrone_x_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_apDrone_x,apDrone_z_drag_coeff,apDrone_z_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_apDrone_z,racingQuad_x_drag_coeff,racingQuad_x_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_racingQuad_x,racingQuad_z_drag_coeff,racingQuad_z_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_racingQuad_z,time_s,speed_m_s,gps_num_sat,gps_altitude_m,gps_ground_course_deg,gps_velocity_east_m_s,gps_velocity_north_m_s,throttle_command,current_a_raw_per_amp_20,vbat_v,gyro_norm_raw,acc_norm_raw,gps_accel_m_s2_1s_fit,gps_accel_fit_window_count_1s,gps_accel_fit_window_span_s_1s,gps_accel_m_s2_2s_fit,gps_accel_fit_window_count_2s,gps_accel_fit_window_span_s_2s,gps_accel_east_m_s2_1s_fit,gps_accel_north_m_s2_1s_fit,gps_vector_accel_m_s2_1s_fit,gps_along_track_accel_m_s2_1s_fit,gps_cross_track_accel_m_s2_1s_fit,gps_turn_rate_deg_s_1s_fit,apparent_signed_drag_coeff_from_speed_slope,apparent_signed_cda_from_speed_slope,dynamic_label_1s,apDrone_x_drag_force_n_at_speed,apparent_coeff_over_apDrone_x,apDrone_z_drag_force_n_at_speed,apparent_coeff_over_apDrone_z,racingQuad_x_drag_force_n_at_speed,apparent_coeff_over_racingQuad_x,racingQuad_z_drag_force_n_at_speed,apparent_coeff_over_racingQuad_z
apdrone_open_field_gps_dynamic_speed_bin_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,Acceleration is scalar GPS speed slope; vector fields use GPS speed/course. Apparent decel coefficient assumes no horizontal propulsive force and is not a physical drag fit.,,,,,13.888333333333335,,15.86,0.2776258108978568,-2.491608044525489,0.9493998808999216,3.7359246608606327,2.770291539770191,5.217183357206062,1.1289210657233886,2.6788952553311125,,,,12-16,42,2,13.68,15.169,0.9568849557495389,3.7532093848066723,4.693177081640332,10.586773133458948,0.5476190476190477,0.0,0.4523809523809524,52.983333333333334,62.88999999999999,10.370238095238095,16.634999999999998,19,0.006012910390020126,0.01620127084423257,0.0098169965551349,0.12179999999999999,23.49349077833334,0.04936708037783355,0.1234,23.802108062777783,0.04872698857390702,0.1825,35.20165900694445,0.0329474541918911,0.1845,35.58743061250001,0.032590300216911255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_open_field_gps_dynamic_speed_bin_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,Acceleration is scalar GPS speed slope; vector fields use GPS speed/course. Apparent decel coefficient assumes no horizontal propulsive force and is not a physical drag fit.,,,,,17.443076923076923,,18.72,-0.45660446818866796,-6.857103739293251,2.452713258641865,2.96798436962947,3.0989690553385327,7.236269848570537,1.4793350725679302,2.324707685704499,,,,16-20,13,2,17.6,18.584,2.4539739996132783,2.940456473459898,4.9744770696013205,7.229771005523145,0.6153846153846154,0.07692307692307693,0.3076923076923077,60.46923076923077,64.3,14.573076923076922,19.18,4,0.01108729892922335,0.019625411659831043,0.01810171253750751,0.12179999999999999,37.05898158390532,0.0910287268409142,0.1234,37.54579907597633,0.08984845161445179,0.1825,55.527620189349115,0.060752322899853974,0.1845,56.13614205443787,0.060093761134001895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.646421,8.06,23.0,263.5,10.2,1.4273030069758414,7.93261660023209,62.7,16.85,15.38,124.05240827972668,2649.1211750314483,8.36933382989938,11,0.9922389999999837,7.449584022365125,20,1.9320709999999792,1.7639135148068823,8.186369619953982,8.374248530000997,8.369351191887322,-0.2863547958008451,-2.035598169071828,-0.08095748047689427,-0.13217547832962329,accelerating,7.912566480000001,-0.6646755375771287,8.01650824,-0.6560573782568417,11.855857,-0.4436026327501056,11.985784200000001,-0.4387939321240882
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.745246,9.28,23.0,263.53,8.7,1.4037004118941943,9.173223269584582,62.6,14.5,15.52,30.430248109405877,2562.9085040242853,8.914687351524666,10,0.897404999999992,7.570647527015943,20,1.8961319999999944,2.065692099614128,8.683059913965003,8.925391493929785,8.895609925113773,-0.7285172476554642,-4.497948663054426,-0.06504985614802528,-0.10620384677228616,accelerating,10.489221119999996,-0.5340710685387954,10.627010559999999,-0.527146322107174,15.716607999999997,-0.3564375679343851,15.888844799999998,-0.3525737460597576
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.84407,9.8,23.0,263.55,11.0,1.8699281546901392,9.619946397787107,62.9,16.0,15.43,5.916079783099616,2480.911526032317,8.914687351524666,10,0.897404999999992,7.205246278624005,21,1.9929599999999823,2.065692099614128,8.683059913965003,8.925391493929785,8.917680281337418,-0.37093357863629756,-2.168666177096315,-0.058329753557872746,-0.09523225070673101,accelerating,11.697672,-0.47889781246200946,11.851336,-0.4726884405013999,17.5273,-0.3196150879883438,17.71938,-0.3161504257879282
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.936906,11.09,23.0,263.57,9.5,1.8303779489949152,10.937907321047897,62.9,15.75,15.39,14.89966442575134,2325.3862044830316,8.966361363184953,10,0.9113830000000007,7.247718427892816,20,1.902120999999994,2.153529927918668,8.717289226014616,8.979355355504753,8.953171806806145,-0.6852278440369021,-3.540186065659432,-0.0458130622444401,-0.07479683631745322,accelerating,14.979950579999997,-0.37613351596420447,15.17673154,-0.3712565822077804,22.445328249999996,-0.25103047805172657,22.691304449999997,-0.24830928045766992
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.043217,11.75,23.0,263.58,11.7,2.3827507204390215,11.505868024805748,62.9,14.75,15.45,1.0,2259.1161988707,9.028469976799933,10,0.8614709999999945,6.761988806352815,20,1.8941350000000057,2.2227505233122113,8.767683650494593,9.045048174776898,9.036261393754575,-0.398593160723472,-1.943634540615714,-0.04109363899263795,-0.06709165549818441,accelerating,16.8160125,-0.3373861986259274,17.0369125,-0.3330116612045215,25.196406250000003,-0.22517062461719425,25.47253125,-0.22272975063760408
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.142541,12.98,23.0,263.59,10.5,2.365417120888074,12.762648700180131,62.8,11.6,15.44,8.602325267042627,2229.353718008876,8.066593904098198,10,0.9358389999999872,6.103532832194865,20,1.894632999999999,2.2188011867951984,7.784738348838355,8.094765584400717,8.058726585834853,-0.7629912720056756,-3.3679645370757636,-0.030086868320204057,-0.04912141766563927,accelerating,20.520912720000002,-0.24701862331858834,20.79048136,-0.24381578865643483,30.747673000000002,-0.16485955243947428,31.084633800000002,-0.1630724570200762
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.243361,13.69,23.0,263.6,11.9,2.8229352980798597,13.395788006043347,62.7,15.25,15.41,7.0710678118654755,2034.72012817488,7.508796599260917,10,0.9018969999999911,5.349959152228439,20,1.9026179999999897,2.291587762627899,7.199681272280836,7.555579719403227,7.517487802653373,-0.7577348040146408,-3.1712933718196865,-0.025176747264378886,-0.04110489349286348,accelerating,22.827280979999998,-0.2067056425646871,23.127146739999997,-0.20402550457357282,34.20343825,-0.1379547795308432,34.57827045,-0.13645933476628122
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.352169,14.32,23.0,263.6,11.8,2.9283834623744376,14.01738100706733,62.9,16.75,15.45,116.36580253665593,2392.3952432656274,5.117841588306845,10,0.9058890000000019,3.787041926194756,20,1.9006200000000035,1.9176297282996841,4.826476218122639,5.193474411120375,5.116627880885811,-0.890109873838116,-3.561420326385909,-0.015683283010888498,-0.025605360017777138,accelerating,24.97660032,-0.12876258629629309,25.30470016,-0.12709305519358588,37.423888,-0.08593579731993697,37.8340128,-0.08500424396145527
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.439014,15.13,23.0,263.59,11.6,3.0423089469384457,14.820973526438076,62.9,15.6,15.43,316.164514137814,2664.4721803764437,4.562495914195187,9,0.7995779999999968,3.787041926194756,20,1.9006200000000035,1.7189857330603835,4.295087980605137,4.626304433519682,4.553011958335774,-0.820228516241236,-3.10612242015205,-0.012524511875183768,-0.020448182653361253,accelerating,27.88207842,-0.10282850472236263,28.248345460000003,-0.10149523399662697,41.77733425,-0.06862746232977407,42.235168050000006,-0.067883533198828
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.58226,15.17,22.0,263.59,12.9,3.3867042598861326,14.787127315880834,66.9,18.25,15.36,156.20819440733575,3650.320807819499,0.9994056193217361,10,0.9023940000000152,2.141318000103496,20,1.9345580000000098,1.1207763218515994,0.7737668223312419,1.361930489769499,1.0044513156368453,-0.9197457330584351,-3.473800179921844,-0.00272902052363601,-0.0044555437120587914,accelerating,28.029700019999996,-0.022405751425583004,28.39790626,-0.022115239251507376,41.998524249999996,-0.014953537115813754,42.45878205,-0.0147914391524987
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.647143,16.02,23.0,263.58,13.0,3.603715890588717,15.609408437859468,67.4,19.35,15.38,117.6817742898194,3827.8978565264774,-0.0015752467170775976,9,0.8015740000000164,1.3429327073301822,20,1.9006179999999802,0.8340080761387391,-0.19296253364379617,0.8560397248112227,-0.00040592034892102314,-0.8560396285707481,-3.0616390644850484,3.857089674936457e-06,6.297289265202378e-06,quasi_steady,31.258800719999996,3.1667402914092424e-05,31.669425359999998,3.125680449705395e-05,46.836873,2.1134737944857298e-05,47.350153799999994,2.0905635094506543e-05
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.745969,15.86,23.0,263.58,13.2,3.6216447999549994,15.440961399568321,67.4,19.25,15.36,52.08646657242167,3862.6542687639026,-1.816835949932967,9,0.795581999999996,0.6332745663980044,20,1.900619000000006,0.5725706438648333,-2.0012000467825217,2.0814991639340517,-1.8175791412498914,-1.0144184712195772,-3.6646845561787473,0.004538846809559515,0.00741036213805635,decelerating,30.637523279999996,0.037264752131030504,31.039986639999995,0.03678157868362654,45.905977,0.024870393477038438,46.409056199999995,0.02460079571576973
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.842795,15.09,23.0,263.59,13.5,3.522690540585612,14.673062098800939,67.3,17.85,15.33,39.01281840626232,3690.7566974808838,-2.126549671698783,11,0.9892370000000028,0.437049955514339,21,1.9969460000000083,0.5756535052619159,-2.33188496983321,2.4018876890176113,-2.1330711605024613,-1.1041158883410034,-4.192258482125722,0.005868582688518832,0.009581359491459317,decelerating,27.73484658,0.04818212387946496,28.099179539999998,0.047557396179244996,41.55672825,0.032156617471336066,42.012144449999994,0.03180803625213459
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.941619,14.14,23.0,263.61,14.2,3.468646436326268,13.707957247517264,56.8,6.75,15.53,67.03730304837748,3847.390544252039,-3.6645934371688935,9,0.7591460000000154,-0.5632668371841254,19,1.7977989999999977,0.1970647759788435,-3.834101763680848,3.839162781153227,-3.6686106807809864,-1.1315770115426722,-4.585190025135895,0.011517630904117705,0.018804295353661557,decelerating,24.35264328,0.09456183008306819,24.672546640000004,0.09333574476594575,36.488977000000006,0.06311030632393264,36.888856200000006,0.062426183762155585
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.044935,13.63,23.0,263.64,14.2,3.343539669528079,13.213540119070743,49.8,7.1,15.54,70.14271166700073,2203.504708413395,-3.3098827430878335,10,0.8599660000000142,-1.1674513105049622,20,1.900115999999997,0.28755397392923665,-3.495019822203271,3.5068291725597756,-3.3176916007826533,-1.1361220390488482,-4.77586191117361,0.011195850053243403,0.01827893886243821,decelerating,22.627626420000002,0.09191995117605421,22.924869460000004,0.09072812036664023,33.90428425,0.06134712357941591,34.275838050000004,0.06068211410972034
