row_type,scenario_name,preset_name,field_name,current_value,candidate_value,absolute_delta,ratio_candidate_over_current,unit,rotor_spec_patch_field,geometry_reference_field,manual_patch_review_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_manual_patch_review_source,source_fingerprint,source_description,PropellerArchiveSourceFingerprint identifies archive identity before reviewed import.,text,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveSourceFingerprint.java,source_identity,raw rows remain outside repository
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,geometry_reference_field_row_count,0,count,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,no geometry review fields
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,config_patch_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,direct config patch remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,runtime_coupling_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,runtime coupling remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,playable auto apply remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,status,BLOCKED,text,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,scenario blocked
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,message,validation-run-not-planned,text,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,current readiness gate blocks validation scheduling
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,current_retune_validation_blocked,source_runtime_info,current-retune-manual-patch-review-blocked,text,,,,,,,,,,BLOCKED,validation-run-not-planned,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,current_manual_patch_review,audit-only current scenario
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,validation_acceptance_ready,false,boolean,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,validation results are missing
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,manual_patch_review_allowed,false,boolean,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,manual review remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,manual_patch_candidate_preset_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,no candidate presets
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,review_row_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,no review rows before results
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,rotor_spec_patch_field_row_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,no patch fields
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,geometry_reference_field_row_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,no geometry fields
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,config_patch_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,direct config patch remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,runtime_coupling_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,runtime coupling remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,playable auto apply remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,status,BLOCKED,text,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,scenario blocked
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,message,validation-result-set-incomplete,text,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,planned validation rows need results
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_results_missing,source_runtime_info,synthetic-ready-validation-results-missing,text,,,,,,,,,,BLOCKED,validation-result-set-incomplete,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_missing_manual_patch_review,synthetic missing-results scenario
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,validation_acceptance_ready,true,boolean,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,validation accepted for manual review
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,manual_patch_review_allowed,true,boolean,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,manual review opens
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,manual_patch_candidate_preset_count,2,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,racingQuad and apDrone are candidates
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,review_row_count,14,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,two presets times seven fields
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,rotor_spec_patch_field_row_count,10,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,five RotorSpec patch fields per preset
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,geometry_reference_field_row_count,4,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,two geometry review fields per preset
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,config_patch_allowed_count,0,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,direct config patch remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,runtime_coupling_allowed_count,0,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,runtime coupling remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,playable auto apply remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,status,REVIEW_READY,text,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,scenario provides review material
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,message,manual-config-patch-review-material-ready,text,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,human review material only
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_all_pass,source_runtime_info,synthetic-ready-manual-patch-review-material,text,,,,,,,,,,REVIEW_READY,manual-config-patch-review-material-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_all_pass_manual_patch_review,synthetic all-pass scenario
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,validation_acceptance_ready,false,boolean,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,one validation result failed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,manual_patch_review_allowed,false,boolean,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,manual review remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,manual_patch_candidate_preset_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,no candidate presets
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,review_row_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,no review rows after failed validation
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,rotor_spec_patch_field_row_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,no patch fields
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,geometry_reference_field_row_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,no geometry fields
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,config_patch_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,direct config patch remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,runtime_coupling_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,runtime coupling remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,playable auto apply remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,status,BLOCKED,text,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,scenario blocked
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,message,validation-result-failed,text,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,failed validation blocks manual review
propeller_archive_rotor_spec_retune_manual_patch_review_scenario,synthetic_ready_validation_one_failed,source_runtime_info,synthetic-ready-validation-one-failed,text,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,synthetic_failed_manual_patch_review,synthetic failed-results scenario
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,rotor_radius_meters,0.0635,0.0635,0.0,1.0,m,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,blade_pitch_meters,0.10795,0.10794999999999999,1.3877787807814457E-17,0.9999999999999999,m,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,blade_count,3.0,3.0,0.0,1.0,count,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,thrust_coefficient,1.45E-6,1.1970258229679278E-6,2.5297417703207225E-7,0.8255350503227088,N/(rad/s)^2,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,yaw_torque_per_thrust_meters,0.014,0.014063300257624938,6.330025762493752E-5,1.0045214469732098,m,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,blade_chord_to_radius,0.1536,0.2068,0.053200000000000025,1.346354166666667,ratio,false,true,true,false,false,false,REVIEW_READY,geometry-reference-review-required,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,geometry_reference_review_row,geometry reference only
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,racingQuad,blade_beta_radians,0.36883120775304595,0.36498325317705416,0.0038479545759917966,0.9895671665111152,rad,false,true,true,false,false,false,REVIEW_READY,geometry-reference-review-required,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,geometry_reference_review_row,geometry reference only
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,rotor_radius_meters,0.06477,0.06477,0.0,1.0,m,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,blade_pitch_meters,0.1143,0.1143,0.0,1.0,m,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,blade_count,3.0,3.0,0.0,1.0,count,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,thrust_coefficient,1.3918976015517363E-6,1.2956992471309511E-6,9.61983544207852E-8,0.9308869026618481,N/(rad/s)^2,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,yaw_torque_per_thrust_meters,0.013572582176683558,0.014344566262777437,7.719840860938784E-4,1.0568782031336732,m,true,false,true,false,false,false,REVIEW_READY,manual-patch-review-candidate,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_row,field-level current candidate delta
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,blade_chord_to_radius,0.1539475061677115,0.2068,0.052852493832288516,1.343315037365468,ratio,false,true,true,false,false,false,REVIEW_READY,geometry-reference-review-required,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,geometry_reference_review_row,geometry reference only
propeller_archive_rotor_spec_retune_manual_patch_review,synthetic_ready_validation_all_pass,apDrone,blade_beta_radians,0.381567089385159,0.36498325317705416,0.01658383620810483,0.9565375613635145,rad,false,true,true,false,false,false,REVIEW_READY,geometry-reference-review-required,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,geometry_reference_review_row,geometry reference only
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,scenario_count,4,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,current missing all-pass and failed scenarios
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,manual_patch_review_allowed_scenario_count,1,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,only synthetic all-pass scenario opens manual review
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,total_review_row_count,14,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,two presets times seven fields
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,max_review_row_count,14,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,max synthetic review row count
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,max_manual_patch_candidate_preset_count,2,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,racingQuad and apDrone
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,max_rotor_spec_patch_field_row_count,10,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,five patch fields per preset
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,max_geometry_reference_field_row_count,4,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,two geometry fields per preset
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,config_patch_allowed_scenario_count,0,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,direct config patch remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,runtime_coupling_allowed_scenario_count,0,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,runtime coupling remains closed
propeller_archive_rotor_spec_retune_manual_patch_review_summary,all_scenarios,gameplay_auto_apply_allowed_scenario_count,0,count,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_patch_review_summary,playable auto apply remains closed
