row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,plate_diameter_over_prop_diameter,circular_patch_area_over_prop_disk_area,source_negligible_limit_D,source_full_limit_D,preset,rotor_radius_m,preset_note
partial_surface_effect_lead_packet_abstract_check,SOAR abstract text check,mentions_force_balance,1,boolean,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_text_check,Boolean check against repository abstract text; use the DOI/full text for curve digitization when available.,,,,,,,
partial_surface_effect_lead_packet_abstract_check,SOAR abstract text check,mentions_plate_equal_prop_diameter,1,boolean,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_text_check,Boolean check against repository abstract text; use the DOI/full text for curve digitization when available.,,,,,,,
partial_surface_effect_lead_packet_abstract_check,SOAR abstract text check,mentions_less_than_half_prop_diameter,1,boolean,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_text_check,Boolean check against repository abstract text; use the DOI/full text for curve digitization when available.,,,,,,,
partial_surface_effect_lead_packet_abstract_check,SOAR abstract text check,mentions_superimposed,1,boolean,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_text_check,Boolean check against repository abstract text; use the DOI/full text for curve digitization when available.,,,,,,,
partial_surface_effect_lead_packet_abstract_check,SOAR abstract text check,mentions_curve_fit_within_6_percent,1,boolean,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_text_check,Boolean check against repository abstract text; use the DOI/full text for curve digitization when available.,,,,,,,
partial_surface_effect_lead_packet_threshold,partial-surface threshold,negligible_effect_plate_diameter_over_prop_diameter,0.5,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_threshold,Repository abstract reports ground or ceiling effect is negligible for a plate less than half propeller diameter.,,,,,,,
partial_surface_effect_lead_packet_threshold,partial-surface threshold,negligible_effect_plate_area_over_prop_disk_area,0.25,area ratio,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_threshold,Circular patch area ratio corresponding to a 0.5D plate diameter.,,,,,,,
partial_surface_effect_lead_packet_threshold,partial-surface threshold,comparable_to_infinite_plate_diameter_over_prop_diameter,1,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_threshold,Repository abstract reports a plate with diameter equal to the propeller diameter gives thrust and power effects comparable to an infinite plate.,,,,,,,
partial_surface_effect_lead_packet_threshold,partial-surface threshold,comparable_to_infinite_plate_area_over_prop_disk_area,1,area ratio,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_threshold,Circular patch area ratio for a 1.0D plate diameter.,,,,,,,
partial_surface_effect_lead_packet_threshold,partial-surface threshold,curve_fit_relative_accuracy,0.06,fraction,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_threshold,Repository abstract reports a curve fit to thrust and power data accurate to within 6%.,,,,,,,
partial_surface_effect_lead_packet_threshold,partial-surface threshold,ceiling_superposition_confidence_over_ground,1,qualitative flag,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,abstract_threshold,"Repository abstract says circular/annular superposition holds for ceiling effect, less so for ground effect.",,,,,,,
partial_surface_effect_lead_packet_gate_scan,plate_diameter_over_D_0,proposed_initial_partial_surface_gate,0,multiplier,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,derived_gate_candidate,"Derived initial implementation candidate: zero through 0.5D, smooth transition to full by 1.0D. Replace with digitized thrust/power curves when the paper data are available.",0,0,0.5,1,,,
partial_surface_effect_lead_packet_gate_scan,plate_diameter_over_D_0.25,proposed_initial_partial_surface_gate,0,multiplier,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,derived_gate_candidate,"Derived initial implementation candidate: zero through 0.5D, smooth transition to full by 1.0D. Replace with digitized thrust/power curves when the paper data are available.",0.25,0.0625,0.5,1,,,
partial_surface_effect_lead_packet_gate_scan,plate_diameter_over_D_0.5,proposed_initial_partial_surface_gate,0,multiplier,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,derived_gate_candidate,"Derived initial implementation candidate: zero through 0.5D, smooth transition to full by 1.0D. Replace with digitized thrust/power curves when the paper data are available.",0.5,0.25,0.5,1,,,
partial_surface_effect_lead_packet_gate_scan,plate_diameter_over_D_0.75,proposed_initial_partial_surface_gate,0.5,multiplier,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,derived_gate_candidate,"Derived initial implementation candidate: zero through 0.5D, smooth transition to full by 1.0D. Replace with digitized thrust/power curves when the paper data are available.",0.75,0.5625,0.5,1,,,
partial_surface_effect_lead_packet_gate_scan,plate_diameter_over_D_1,proposed_initial_partial_surface_gate,1,multiplier,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,derived_gate_candidate,"Derived initial implementation candidate: zero through 0.5D, smooth transition to full by 1.0D. Replace with digitized thrust/power curves when the paper data are available.",1,1,0.5,1,,,
partial_surface_effect_lead_packet_gate_scan,plate_diameter_over_D_1.5,proposed_initial_partial_surface_gate,1,multiplier,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,derived_gate_candidate,"Derived initial implementation candidate: zero through 0.5D, smooth transition to full by 1.0D. Replace with digitized thrust/power curves when the paper data are available.",1.5,2.25,0.5,1,,,
partial_surface_effect_lead_packet_preset_scale,racingQuad,propeller_diameter,0.127,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,racingQuad,0.0635,5-inch FPV baseline
partial_surface_effect_lead_packet_preset_scale,racingQuad,negligible_patch_diameter,0.0635,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,racingQuad,0.0635,5-inch FPV baseline
partial_surface_effect_lead_packet_preset_scale,racingQuad,comparable_to_infinite_patch_diameter,0.127,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,racingQuad,0.0635,5-inch FPV baseline
partial_surface_effect_lead_packet_preset_scale,racingQuad,minecraft_1m_block_width_over_prop_diameter,7.87401574803,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,racingQuad,0.0635,5-inch FPV baseline
partial_surface_effect_lead_packet_preset_scale,racingQuad,current_h_over_r_1_ground_multiplier,1.143916125,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,racingQuad,0.0635,5-inch FPV baseline
partial_surface_effect_lead_packet_preset_scale,apDrone,propeller_diameter,0.12954,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,apDrone,0.06477,Foxeer Donut 5145 proxy radius
partial_surface_effect_lead_packet_preset_scale,apDrone,negligible_patch_diameter,0.06477,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,apDrone,0.06477,Foxeer Donut 5145 proxy radius
partial_surface_effect_lead_packet_preset_scale,apDrone,comparable_to_infinite_patch_diameter,0.12954,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,apDrone,0.06477,Foxeer Donut 5145 proxy radius
partial_surface_effect_lead_packet_preset_scale,apDrone,minecraft_1m_block_width_over_prop_diameter,7.71962328238,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,apDrone,0.06477,Foxeer Donut 5145 proxy radius
partial_surface_effect_lead_packet_preset_scale,apDrone,current_h_over_r_1_ground_multiplier,,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,apDrone,0.06477,Foxeer Donut 5145 proxy radius
partial_surface_effect_lead_packet_preset_scale,cinewhoop,propeller_diameter,0.076,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,cinewhoop,0.038,3-inch ducted/cinewhoop scale
partial_surface_effect_lead_packet_preset_scale,cinewhoop,negligible_patch_diameter,0.038,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,cinewhoop,0.038,3-inch ducted/cinewhoop scale
partial_surface_effect_lead_packet_preset_scale,cinewhoop,comparable_to_infinite_patch_diameter,0.076,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,cinewhoop,0.038,3-inch ducted/cinewhoop scale
partial_surface_effect_lead_packet_preset_scale,cinewhoop,minecraft_1m_block_width_over_prop_diameter,13.1578947368,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,cinewhoop,0.038,3-inch ducted/cinewhoop scale
partial_surface_effect_lead_packet_preset_scale,cinewhoop,current_h_over_r_1_ground_multiplier,1.21629610667,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,cinewhoop,0.038,3-inch ducted/cinewhoop scale
partial_surface_effect_lead_packet_preset_scale,heavyLift,propeller_diameter,0.254,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,heavyLift,0.127,10-inch lift scale
partial_surface_effect_lead_packet_preset_scale,heavyLift,negligible_patch_diameter,0.127,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,heavyLift,0.127,10-inch lift scale
partial_surface_effect_lead_packet_preset_scale,heavyLift,comparable_to_infinite_patch_diameter,0.254,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,heavyLift,0.127,10-inch lift scale
partial_surface_effect_lead_packet_preset_scale,heavyLift,minecraft_1m_block_width_over_prop_diameter,3.93700787402,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,heavyLift,0.127,10-inch lift scale
partial_surface_effect_lead_packet_preset_scale,heavyLift,current_h_over_r_1_ground_multiplier,1.09594408333,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,heavyLift,0.127,10-inch lift scale
partial_surface_effect_lead_packet_preset_scale,hexLift,propeller_diameter,0.21,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,hexLift,0.105,8.27-inch lift scale
partial_surface_effect_lead_packet_preset_scale,hexLift,negligible_patch_diameter,0.105,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,hexLift,0.105,8.27-inch lift scale
partial_surface_effect_lead_packet_preset_scale,hexLift,comparable_to_infinite_patch_diameter,0.21,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,hexLift,0.105,8.27-inch lift scale
partial_surface_effect_lead_packet_preset_scale,hexLift,minecraft_1m_block_width_over_prop_diameter,4.7619047619,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,hexLift,0.105,8.27-inch lift scale
partial_surface_effect_lead_packet_preset_scale,hexLift,current_h_over_r_1_ground_multiplier,1.0891,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,hexLift,0.105,8.27-inch lift scale
partial_surface_effect_lead_packet_preset_scale,octoLift,propeller_diameter,0.23,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,octoLift,0.115,9.06-inch lift scale
partial_surface_effect_lead_packet_preset_scale,octoLift,negligible_patch_diameter,0.115,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,octoLift,0.115,9.06-inch lift scale
partial_surface_effect_lead_packet_preset_scale,octoLift,comparable_to_infinite_patch_diameter,0.23,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,octoLift,0.115,9.06-inch lift scale
partial_surface_effect_lead_packet_preset_scale,octoLift,minecraft_1m_block_width_over_prop_diameter,4.34782608696,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,octoLift,0.115,9.06-inch lift scale
partial_surface_effect_lead_packet_preset_scale,octoLift,current_h_over_r_1_ground_multiplier,1.081,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,octoLift,0.115,9.06-inch lift scale
partial_surface_effect_lead_packet_preset_scale,coaxialX8,propeller_diameter,0.23,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Current preset rotor diameter used for partial-surface scaling.,,,,,coaxialX8,0.115,9.06-inch coaxial scale
partial_surface_effect_lead_packet_preset_scale,coaxialX8,negligible_patch_diameter,0.115,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter below this is expected to have negligible ground/ceiling effect by the abstract threshold.,,,,,coaxialX8,0.115,9.06-inch coaxial scale
partial_surface_effect_lead_packet_preset_scale,coaxialX8,comparable_to_infinite_patch_diameter,0.23,m,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,Patch diameter at this scale is expected to be comparable to an infinite plate by the abstract threshold.,,,,,coaxialX8,0.115,9.06-inch coaxial scale
partial_surface_effect_lead_packet_preset_scale,coaxialX8,minecraft_1m_block_width_over_prop_diameter,4.34782608696,D,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/server/api/core/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,preset_scale_mapping,One full Minecraft block is much larger than a single prop disk for all current presets.,,,,,coaxialX8,0.115,9.06-inch coaxial scale
partial_surface_effect_lead_packet_preset_scale,coaxialX8,current_h_over_r_1_ground_multiplier,1.081,multiplier,docs/data/partial_surface_effect_lead_packet.csv,docs/data/surface_nearfield_calibration_packet.csv,preset_scale_mapping,"Current full-ground h/R=1 multiplier from the existing near-surface packet, if available.",,,,,coaxialX8,0.115,9.06-inch coaxial scale
partial_surface_effect_lead_packet_summary,partial surface handoff,source_public_bundle_count,0,count,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,negligible_plate_diameter_over_D,0.5,D,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,full_like_plate_diameter_over_D,1,D,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,negligible_plate_area_over_disk_area,0.25,area ratio,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,curve_fit_accuracy,0.06,fraction,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,racingQuad_negligible_patch_diameter,0.0635,m,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,racingQuad_full_like_patch_diameter,0.127,m,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,heavyLift_negligible_patch_diameter,0.127,m,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,heavyLift_full_like_patch_diameter,0.254,m,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,minecraft_1m_over_racingQuad_prop_diameter,7.87401574803,D,docs/data/partial_surface_effect_lead_packet.csv,,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_summary,partial surface handoff,needs_fulltext_digitization,1,boolean,docs/data/partial_surface_effect_lead_packet.csv,https://doi.org/10.2514/1.C036974,compact_partial_surface_handoff,"Use as an area-gating and digitization target for partial ground/ceiling, not as raw thrust/power curves.",,,,,,,
partial_surface_effect_lead_packet_method,method,scope_and_caveat,"SOAR exposes metadata and abstract but no public full-text bundle. The packet stores abstract-level thresholds: <0.5D patch negligible, 1.0D patch comparable to infinite plate, circular/annular superposition, and 6% curve-fit claim. Raw curve rows still need full-text digitization or a data table.",text,docs/data/partial_surface_effect_lead_packet.csv,https://soar.wichita.edu/items/20c3f481-4556-41fa-8c79-a4b0b6d3c620,method_caveat,Do not use this packet to tune absolute ground-effect multipliers without the existing ZJU/near-surface rows.,,,,,,,
