row_type,name,source,dataset_page,sample,profile,temperature_c,nominal_soc_percent,workbook,sheet,event_kind,step,sample_count,start_time_s,end_time_s,duration_s,mean_current_a,current_min_a,current_max_a,start_voltage_v,end_voltage_v,voltage_min_v,voltage_max_v,median_sample_interval_s,mean_temperature_c,note,pulse_step,rest_step,pulse_duration_s,rest_duration_s,pulse_mean_current_a,pulse_c_rate_proxy_2ah,load_sign,prior_rest_end_voltage_v,pulse_start_voltage_v,pulse_end_voltage_v,rest_start_voltage_v,rest_end_voltage_v,initial_step_delta_v,initial_effective_resistance_ohm,immediate_recovery_v_first_rest_sample,total_recovery_v_to_rest_end,recovery_fraction_in_first_rest_sample,pulse_median_sample_interval_s,rest_median_sample_interval_s,relaxation_direction,relaxation_delta_v,relaxation_tau_63_s,relaxation_tau_log_fit_s,relaxation_fit_sample_count,relaxation_fit_r2,preset,capacity_ah,sag_rise_tau_s,sag_recovery_tau_s,voltage_spike_rise_tau_s,voltage_spike_recovery_tau_s,bus_ripple_rise_tau_s,bus_ripple_recovery_tau_s,current_limit_attack_tau_s,current_limit_recovery_tau_s,reference_name,reference_temperature_c,reference_nominal_soc_percent,reference_pulse_mean_current_a,reference_pulse_c_rate_proxy_2ah,reference_recovery_tau_63_s,reference_recovery_tau_log_fit_s,current_sag_recovery_tau_s,current_sag_rise_tau_s,current_recovery_tau_over_reference_tau_63,reference_sample_interval_over_current_recovery_tau
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,21937.605671760593,21937.605671760593,0.0,0.0,0.0,0.0,3.638278007507324,3.638278007507324,3.638278007507324,3.638278007507324,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,357,21938.621697618764,22297.61731754165,358.9956199228873,-0.5339073320284632,-4.00048303604126,1.9996803998947144,3.6384401321411133,3.6246707439422607,3.161860704421997,3.827970266342163,1.015473442772418,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,22297.618328676755,22297.618328676755,0.0,0.0,0.0,0.0,3.624508857727051,3.624508857727051,3.624508857727051,3.624508857727051,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,714,22298.634803439785,23017.641115529037,719.0063120892519,-0.5339040581860625,-4.000303268432617,1.9996803998947144,3.62483286857605,3.604097843170166,3.1510074138641357,3.8133909702301025,1.0154863121970266,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,23017.656985836136,23017.656985836136,0.0,0.0,0.0,0.0,3.604259967803955,3.604259967803955,3.604259967803955,3.604259967803955,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,357,23018.657367786007,23377.668508156537,359.0111403705305,-0.5353086060382614,-4.000303268432617,1.9996803998947144,3.604259967803955,3.5947024822235107,3.1432318687438965,3.7905502319335938,1.0154722297647822,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,23377.669509824445,23377.669509824445,0.0,0.0,0.0,0.0,3.5947024822235107,3.5947024822235107,3.5947024822235107,3.5947024822235107,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,714,23378.686232723452,24097.692510212048,719.0062774885955,-0.5346001544970147,-4.000303268432617,1.9996803998947144,3.5950262546539307,3.57283353805542,3.076815128326416,3.7861764430999756,1.0154756507545244,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,24097.692840550026,24097.692840550026,0.0,0.0,0.0,0.0,3.57283353805542,3.57283353805542,3.57283353805542,3.57283353805542,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,357,24098.70875610462,24457.704280776215,358.99552467159447,-0.5353086033441598,-4.000303268432617,1.9996803998947144,3.572671413421631,3.5614941120147705,3.044578790664673,3.775646924972534,1.0154907106098108,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,24457.70511950063,24457.70511950063,0.0,0.0,0.0,0.0,3.5614941120147705,3.5614941120147705,3.5614941120147705,3.5614941120147705,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,1071,24458.72159188053,25537.740719832367,1079.0191279518367,-0.533903637930161,-4.000303268432617,1.9996803998947144,3.5616559982299805,3.52455997467041,2.9506237506866455,3.765279531478882,1.0154826606412826,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,25537.74133444992,25537.74133444992,0.0,0.0,0.0,0.0,3.52455997467041,3.52455997467041,3.52455997467041,3.52455997467041,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,714,25538.75758295764,26257.764850059244,719.0072671016023,-0.5339096002214678,-4.00048303604126,1.9996803998947144,3.524883985519409,3.492161750793457,2.8343138694763184,3.7254295349121094,1.0154586034586828,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,26257.76487824679,26257.76487824679,0.0,0.0,0.0,0.0,3.492161750793457,3.492161750793457,3.492161750793457,3.492161750793457,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,357,26258.78055981615,26617.776044373222,358.9954845570719,-0.5339118713261599,-4.000303268432617,1.9996803998947144,3.491999626159668,3.4712648391723633,2.740520715713501,3.687037467956543,1.0154859162157663,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,26617.77658579007,26617.77658579007,0.0,0.0,0.0,0.0,3.471102714538574,3.471102714538574,3.471102714538574,3.471102714538574,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,357,26618.79245023139,26977.788175936697,358.99572570530654,-0.5339002767124498,-4.000303268432617,1.9996803998947144,3.4714267253875732,3.4479379653930664,2.6106033325195312,3.66209077835083,1.0154799839965563,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,rest,8,1,26977.789245695436,26977.789245695436,0.0,0.0,0.0,0.0,3.4480998516082764,3.4480998516082764,3.4480998516082764,3.4480998516082764,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_50SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,50.0,02_24_2016_SP20-2_0C_DST_50SOC.xls,Channel_1-006,discharge,7,245,26978.79054970758,27224.787514864605,245.99696515702453,-0.48606638639253014,-4.000303268432617,0.4996395409107208,3.4482619762420654,2.4999630451202393,2.4999630451202393,3.5013952255249023,1.0154634980990522,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_1,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,1,1,60.015098795473385,60.015098795473385,0.0,0.0,0.0,0.0,4.154059410095215,4.154059410095215,4.154059410095215,4.154059410095215,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_2,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,charge,2,1,60.015585026733554,60.015585026733554,0.0,0.9993532299995422,0.9993532299995422,0.9993532299995422,4.247042655944824,4.247042655944824,4.247042655944824,4.247042655944824,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_3,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,charge,3,201,70.03142191278454,2066.788025671725,1996.7566037589404,0.08624323291602123,0.019899966195225716,0.33984631299972534,4.199740886688232,4.199740886688232,4.199579238891602,4.2000651359558105,10.015490555801932,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_4,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,4,6,2076.80393841399,2126.8033484519688,49.99941003797858,0.0,0.0,0.0,4.196987152099609,4.196339130401611,4.196339130401611,4.196987152099609,10.015480335447592,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_5,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,5,130,2136.8195416576714,3427.8190077049812,1290.9994660473099,-1.0001508047947516,-1.0004013776779175,-0.9998615384101868,4.059942245483398,3.8086931705474854,3.8086931705474854,4.059942245483398,10.01549466098595,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_pulse_recovery,DST_0C_80SOC_discharge_step_5_rest_6,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,,,,,,,,,,,,,,nan,"CALCE DST pulse followed by rest. Recovery fit is slow electrochemical relaxation/hysteresis at low C-rate, not a direct FPV high-C ESR value.",5,6,1290.9994660473099,4189.996298248731,-1.0001508047947516,0.5000754023973758,-1.0,4.196339130401611,4.059942245483398,3.8086931705474854,3.9235453605651855,3.967607021331787,-0.1363968849182129,0.13637631871546002,0.1148521900177002,0.15891385078430176,0.7227324078477735,10.01549466098595,10.015493192343456,rise,0.04406166076660156,95.75706450859701,678.1424358826939,139,0.8904914901857175,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_6,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,6,420,3437.8347962475245,7627.831094496256,4189.996298248731,0.0,0.0,0.0,3.9235453605651855,3.967607021331787,3.9235453605651855,3.967768907546997,10.015493192343456,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,356,7628.869999547072,7987.881183761373,359.01118421430056,-0.5284657519752339,-4.000303268432617,1.9995005130767822,3.967445135116577,3.9169037342071533,3.463813066482544,4.1172871589660645,1.0155594436209867,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,7987.881868073567,7987.881868073567,0.0,0.0,0.0,0.0,3.9167416095733643,3.9167416095733643,3.9167416095733643,3.9167416095733643,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,7988.898076977459,8347.89381553465,358.99573855719063,-0.5339476575455218,-4.000303268432617,1.9996803998947144,3.9172277450561523,3.880779504776001,3.4215333461761475,4.084240913391113,1.0155492383028104,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,8347.893880833137,8347.893880833137,0.0,0.0,0.0,0.0,3.880779504776001,3.880779504776001,3.880779504776001,3.880779504776001,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,8348.9104353045,8707.906056996775,358.99562169227465,-0.5311456192280747,-4.00048303604126,1.9996803998947144,3.88094162940979,3.848057270050049,3.3892970085144043,4.051032543182373,1.0155476493619062,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
