row_type,dataset_id,dataset_version,doi,title,license,source,folder_id,folder_name,parent_id,parent_name,created_date,filename,file_id,size_bytes,size_mb,content_type,sha256_hash,download_url,chemistry,series,c_rate,temperature_c
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k1_20C_05degC.xlsx,4826e069-7de0-4bdf-9a93-0cef24a9dfeb,698635,0.698635,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,a954485cee080985157d8bbcb6d126dddf575d7163c493d493d8a0236e7d10ee,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/4826e069-7de0-4bdf-9a93-0cef24a9dfeb/file_downloaded,LFP,k1,20.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k1_2C_05degC.xlsx,f2547aac-523e-4dbf-a6ac-64cac4fcd188,872901,0.872901,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,c3dde53739bc26d15295e57894ee6ebc89388d740a3b41cf09126f9a7f2c6fd8,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/f2547aac-523e-4dbf-a6ac-64cac4fcd188/file_downloaded,LFP,k1,2.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k1_3C_05degC.xlsx,f1cbbd64-aa93-4b4d-9095-e03b464aa891,864143,0.864143,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,726da0e43a0c897d24d06fc191ad2a412c7601ef5144e93b8e6d4e60de67689c,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/f1cbbd64-aa93-4b4d-9095-e03b464aa891/file_downloaded,LFP,k1,3.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k1_5C_05degC.xlsx,4580f21c-d392-4620-8c1f-8416a10e87ed,844908,0.844908,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,da76e6ade5e9dd081bbd7ed4c1e438ef4450764773d943ce5a23ee7aab556b5c,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/4580f21c-d392-4620-8c1f-8416a10e87ed/file_downloaded,LFP,k1,5.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_0_05C_05degC.xlsx,5b5f81e4-dc91-45ce-b6e6-50faa9da1dec,5895899,5.895899,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,4c7af9fc0359eaf513d8deda74a402e335211a6ac4b993716d30812c55705b42,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/5b5f81e4-dc91-45ce-b6e6-50faa9da1dec/file_downloaded,LFP,k2,0.05,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_10C_05degC.xlsx,72ec3610-3e57-4b3c-afc5-a4f7bcb08086,852219,0.852219,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,8a33729e220d6104979b33fb9a89fbc136f7bef7da35e1579f015301d9934dcc,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/72ec3610-3e57-4b3c-afc5-a4f7bcb08086/file_downloaded,LFP,k2,10.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_15C_05degC.xlsx,a4017bce-b67e-437b-86b0-5f9f88b7e982,845835,0.845835,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6da6790f5c40ca944903518353e59e9251c8e5f29f26c46f9ffdfe1b77a30d93,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/a4017bce-b67e-437b-86b0-5f9f88b7e982/file_downloaded,LFP,k2,15.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_1C_05degC.xlsx,cc4e2b15-544c-4dfd-b272-195d4f6b9dea,1090850,1.09085,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,fc21d956bb9a592ba3d2223a14a7869b98558c2de164793c4d42ac627f03c341,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/cc4e2b15-544c-4dfd-b272-195d4f6b9dea/file_downloaded,LFP,k2,1.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_20C_05degC.xlsx,814c35e3-8e48-419d-a921-030cc45b23d5,708391,0.708391,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,ee1a90da9583c07b3bc6ce7bfb3e3b15dbdb1640d224e1795e86ffb7d8a28a7e,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/814c35e3-8e48-419d-a921-030cc45b23d5/file_downloaded,LFP,k2,20.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_2C_05degC.xlsx,7a990e01-d40f-4aca-ab3c-be34e912d9cc,976488,0.976488,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,cf7ffe1215d365ba4a396a49908da94b69f2ede3ecaf64dfa1e6d4a92783a793,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/7a990e01-d40f-4aca-ab3c-be34e912d9cc/file_downloaded,LFP,k2,2.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_3C_05degC.xlsx,66c82e0e-e152-4014-815d-5b69ef89e93d,935082,0.935082,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,4d8e52998ac74a3fc02c97e3e174393881a0f353d95a769a231879d1fe18562f,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/66c82e0e-e152-4014-815d-5b69ef89e93d/file_downloaded,LFP,k2,3.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k2_5C_05degC.xlsx,f809e8a1-01bd-447f-9284-393719dbf707,683732,0.683732,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,f84f89444e506beda38ababa6f222e487b03b4214e5f6294e3129b676fafc4cb,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/f809e8a1-01bd-447f-9284-393719dbf707/file_downloaded,LFP,k2,5.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_0_05C_05degC.xlsx,a1246da2-a48a-458d-b7fb-10e1c85df4ff,5344139,5.344139,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,38035a397f3035434faa0b38e5f1f1093553903e10fce8628368b0bf83a91311,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/a1246da2-a48a-458d-b7fb-10e1c85df4ff/file_downloaded,LFP,k3,0.05,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_10C_05degC.xlsx,1b6cb524-c581-4763-8d1c-bc54c64c16a7,881074,0.881074,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,b3dc371015cd187a9e781afe575935bf471433497f9eb7261933556d8eb4d676,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/1b6cb524-c581-4763-8d1c-bc54c64c16a7/file_downloaded,LFP,k3,10.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_15C_05degC.xlsx,56a8e0a1-e69b-4f51-9abe-c0a402096673,880287,0.880287,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,d542eba683c77af60c45f04a71b3bf7bbb0ba589c343ce48140eaba6f1a45c30,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/56a8e0a1-e69b-4f51-9abe-c0a402096673/file_downloaded,LFP,k3,15.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_1C_05degC.xlsx,c68a16e5-a58b-4935-ab75-55dd52018626,971659,0.971659,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,03f01cf38c0b114f43686038a8d3c0e9f6083ec1521d25ce7599f80b6f0c0b46,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/c68a16e5-a58b-4935-ab75-55dd52018626/file_downloaded,LFP,k3,1.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_20C_05degC.xlsx,31d183f3-d13d-49ba-bb64-ef39da2919e4,764566,0.764566,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,993e5b33a37af734d6c9fd7b184d65ab3dca9b30e15a1275f5ebe9c9d5a9fb7b,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/31d183f3-d13d-49ba-bb64-ef39da2919e4/file_downloaded,LFP,k3,20.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_2C_05degC.xlsx,0965086c-10a0-4ec8-9e5d-1eb72920303c,879234,0.879234,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,7d7027ff318b1cbe30057b2ca3662caa9400e2c453ced0ad531b37fe03b3143d,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/0965086c-10a0-4ec8-9e5d-1eb72920303c/file_downloaded,LFP,k3,2.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_3C_05degC.xlsx,45104f91-e18e-4f5c-b512-29fea9a7087d,881328,0.881328,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,a3bb83643efb43af86ab2be4822369a0e479d485e7567b28bdd1693668cdb884,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/45104f91-e18e-4f5c-b512-29fea9a7087d/file_downloaded,LFP,k3,3.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k3_5C_05degC.xlsx,e69b50b4-8172-4ec2-aba1-538c5c9ccdd4,697156,0.697156,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,5dc2fd719515722a748b08f004c620df635274a994bcd4bdf742e631eb2ba0b1,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/e69b50b4-8172-4ec2-aba1-538c5c9ccdd4/file_downloaded,LFP,k3,5.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_0_05C_05degC.xlsx,fc1d4ae5-2e4b-4871-817e-82bbe6995495,6019413,6.019413,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,71a5ea3be0b5a1a8c72bc0628a86352b2c0d898f11be4cd0bcc3fe6671286a9a,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/fc1d4ae5-2e4b-4871-817e-82bbe6995495/file_downloaded,LFP,k4,0.05,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_10C_05degC.xlsx,7a8bd7ff-7339-4475-a919-8c4679de5a46,867870,0.86787,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,87c9b493afa036fa5d7a1895c1ccfaeba2a3f6cad1b91539e402b6a223379fed,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/7a8bd7ff-7339-4475-a919-8c4679de5a46/file_downloaded,LFP,k4,10.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_15C_05degC.xlsx,de00a3db-388e-473b-a78a-b52490f85d38,868710,0.86871,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,9240d0590e63e8dc8433cd1ce440364e39e0d2e488d21267b46c1bcf7fb9c950,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/de00a3db-388e-473b-a78a-b52490f85d38/file_downloaded,LFP,k4,15.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_1C_05degC.xlsx,2bee6674-c8dd-4fe1-8912-6e9bbcda3659,1043013,1.043013,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6af7cfdef547d1404a120db92c25a47207a9527cd6c59278d83bc3d788d8e67c,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/2bee6674-c8dd-4fe1-8912-6e9bbcda3659/file_downloaded,LFP,k4,1.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_20C_05degC.xlsx,8e53e66c-41e1-4937-b2d8-a2edad3c2a0d,837418,0.837418,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,a3887bb703dd757ab1656ad165ee571341ef05f49cfef539455784d387442b33,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/8e53e66c-41e1-4937-b2d8-a2edad3c2a0d/file_downloaded,LFP,k4,20.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_2C_05degC.xlsx,cfe33a3d-cb2f-4da2-a6ea-e4f68b3b3267,942011,0.942011,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,ff1802eac270a1957d31d9020355ac7ea59164c7ed365e78ff50b9efd29c7402,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/cfe33a3d-cb2f-4da2-a6ea-e4f68b3b3267/file_downloaded,LFP,k4,2.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_3C_05degC.xlsx,3a3c2d24-4310-432e-9842-b6df2ff53f41,915274,0.915274,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,238c50eb947cba6b0ae853613f00906eaff5b61051db6237b77b397a8f1e47fc,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/3a3c2d24-4310-432e-9842-b6df2ff53f41/file_downloaded,LFP,k4,3.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k4_5C_05degC.xlsx,0026e764-b05c-493a-b392-85a3c59985d3,899215,0.899215,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,92d025e86cb4afb478b6c7da483ebe72b6f745da2ce4dae8d80d2dda10e1f587,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/0026e764-b05c-493a-b392-85a3c59985d3/file_downloaded,LFP,k4,5.0,5.0
mendeley_file,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,,,https://data.mendeley.com/datasets/kxsbr4x3j2/2,643c0a6f-5396-44dd-8525-51b4839f87f8,05degC,505b9450-a01e-4aeb-b529-29ad1f0d707f,LFP,,LFP_k5_0_05C_05degC.xlsx,9ebde314-8275-4b2e-9735-54208d4bc85a,5968946,5.968946,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,d758d0823970e5f1919afbff77b6be121fd9df6bf10f02c328625329333c4511,https://data.mendeley.com/public-files/datasets/kxsbr4x3j2/files/9ebde314-8275-4b2e-9735-54208d4bc85a/file_downloaded,LFP,k5,0.05,5.0
