row_type,name,metric,value,unit,source_file,evidence_role,required,current_satisfied,post_review_satisfied,openfoam_result_contract_ready,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,status,note
propeller_archive_ct_cp_j_openfoam_result_field,source_case_sha256,unit,sha256,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,prove-exact-offline-case-provenance,BLOCKED,external case archive hash must be a reviewed 64-character lowercase SHA-256 value
propeller_archive_ct_cp_j_openfoam_result_field,mesh_geometry_id,unit,text,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,prove-mesh-input-is-geometry-backed,BLOCKED,reviewed blade geometry id
propeller_archive_ct_cp_j_openfoam_result_field,query_advance_ratio_j,unit,J,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,true,true,false,false,false,verify-cfd-run-point,READY,lookup query coordinate
propeller_archive_ct_cp_j_openfoam_result_field,query_rpm,unit,rpm,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,true,true,false,false,false,verify-cfd-rpm-bin,READY,lookup query coordinate
propeller_archive_ct_cp_j_openfoam_result_field,thrust_coefficient_ct,unit,coefficient,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,derive-ct-residual,BLOCKED,external OpenFOAM force extraction
propeller_archive_ct_cp_j_openfoam_result_field,power_coefficient_cp,unit,coefficient,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,derive-cp-residual,BLOCKED,external OpenFOAM torque or power extraction
propeller_archive_ct_cp_j_openfoam_result_field,efficiency_eta,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,derive-eta-residual,BLOCKED,external OpenFOAM CT CP J extraction
propeller_archive_ct_cp_j_openfoam_result_field,ct_residual_to_wind_tunnel,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,gate-thrust-coefficient-agreement,BLOCKED,OpenFOAM versus reviewed wind-tunnel lookup
propeller_archive_ct_cp_j_openfoam_result_field,cp_residual_to_wind_tunnel,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,gate-power-coefficient-agreement,BLOCKED,OpenFOAM versus reviewed wind-tunnel lookup
propeller_archive_ct_cp_j_openfoam_result_field,eta_residual_to_wind_tunnel,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,gate-efficiency-agreement,BLOCKED,OpenFOAM versus reviewed wind-tunnel lookup
propeller_archive_ct_cp_j_openfoam_result_field,solver_convergence_residual,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,result_payload_schema,true,false,true,false,false,false,reject-non-converged-cfd-rows,BLOCKED,external solver convergence summary
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,reviewed_archive_import_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,review-source-license-before-importing-raw-rows,BLOCKED,reviewed archive import is not ready
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,external_case_template_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,author-external-openfoam-case-template-outside-mod-code,BLOCKED,external case template is not ready
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,result_extraction_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,BLOCKED,result extraction is not ready
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,expected_validation_case_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,true,false,false,false,verify-validation-case-count,TRIAGED,nine lookup targets remain validation work items
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,expected_openfoam_result_case_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,true,false,false,false,verify-runnable-openfoam-result-targets,TRIAGED,six geometry-backed cases require compact results
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,observed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,no compact OpenFOAM results exist
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,missing_result_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,six expected results are missing
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,unexpected_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,false,false,false,false,inspect-unexpected-openfoam-results,READY,no unexpected results are present
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,passed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,BLOCKED,no result passes residual gate
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,failed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,false,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no failed result is present
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,min_observed_result_channel_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,BLOCKED,no CT CP eta channels observed
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,max_ct_residual_to_wind_tunnel,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,false,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no CT residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,max_cp_residual_to_wind_tunnel,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,false,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no CP residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,max_eta_residual_to_wind_tunnel,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,false,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no eta residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,max_solver_convergence_residual,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,true,false,false,false,false,reject-non-converged-cfd-rows,READY,no convergence residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,all_expected_results_present,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,expected results are missing
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,all_observed_results_passed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,BLOCKED,no observed result set passes
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,openfoam_result_contract_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,prerequisites are not ready
propeller_archive_ct_cp_j_openfoam_result_scenario,current_no_reviewed_import_no_openfoam_results,message,openfoam-prerequisites-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,current_contract,true,false,false,false,false,false,review-source-license-before-importing-raw-rows,BLOCKED,current prerequisite blocker
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,reviewed_archive_import_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,READY,reviewed archive import is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,external_case_template_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,author-external-openfoam-case-template-outside-mod-code,READY,external case template is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,result_extraction_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,READY,result extraction is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,expected_validation_case_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,verify-validation-case-count,TRIAGED,nine lookup targets remain validation work items
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,expected_openfoam_result_case_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,verify-runnable-openfoam-result-targets,TRIAGED,six geometry-backed cases require compact results
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,observed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,no compact OpenFOAM results exist
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,missing_result_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,six expected results are missing
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,unexpected_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,inspect-unexpected-openfoam-results,READY,no unexpected results are present
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,passed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,BLOCKED,no result passes residual gate
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,failed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no failed result is present
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,min_observed_result_channel_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,BLOCKED,no CT CP eta channels observed
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,max_ct_residual_to_wind_tunnel,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no CT residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,max_cp_residual_to_wind_tunnel,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no CP residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,max_eta_residual_to_wind_tunnel,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no eta residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,max_solver_convergence_residual,0,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,true,true,false,false,false,reject-non-converged-cfd-rows,READY,no convergence residual observed
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,all_expected_results_present,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,expected results are missing
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,all_observed_results_passed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,BLOCKED,no observed result set passes
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,openfoam_result_contract_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,results are missing
propeller_archive_ct_cp_j_openfoam_result_scenario,reviewed_import_openfoam_ready_results_missing,message,openfoam-results-missing,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,missing_results,true,false,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,BLOCKED,compact result blocker
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,reviewed_archive_import_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,READY,reviewed archive import is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,external_case_template_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,author-external-openfoam-case-template-outside-mod-code,READY,external case template is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,result_extraction_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,READY,result extraction is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,expected_validation_case_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,verify-validation-case-count,TRIAGED,nine lookup targets remain validation work items
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,expected_openfoam_result_case_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,verify-runnable-openfoam-result-targets,TRIAGED,six geometry-backed cases require compact results
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,observed_result_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,inspect-compact-openfoam-results,READY,six compact OpenFOAM results are present
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,missing_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,inspect-compact-openfoam-results,READY,no expected result is missing
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,unexpected_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,inspect-unexpected-openfoam-results,READY,no unexpected results are present
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,passed_result_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,all compact results pass residual gate
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,failed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,no compact result fails residual gate
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,min_observed_result_channel_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,READY,CT CP eta channels present
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,max_ct_residual_to_wind_tunnel,0.04,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,gate-thrust-coefficient-agreement,READY,below 0.08 CT residual limit
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,max_cp_residual_to_wind_tunnel,0.05,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,gate-power-coefficient-agreement,READY,below 0.10 CP residual limit
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,max_eta_residual_to_wind_tunnel,0.04,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,gate-efficiency-agreement,READY,below 0.08 eta residual limit
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,max_solver_convergence_residual,0.00005,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,reject-non-converged-cfd-rows,READY,below convergence residual limit
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,all_expected_results_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,inspect-compact-openfoam-results,READY,all expected results are present
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,all_observed_results_passed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,compare-openfoam-and-wind-tunnel-ct-cp-eta-residuals,READY,all results pass
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,openfoam_result_contract_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,openfoam-result-contract-ready,READY,compact OpenFOAM result contract is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_results_all_pass,message,openfoam-result-contract-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,all_pass,true,true,true,true,false,false,openfoam-result-contract-ready,READY,synthetic result contract target
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_result_failed,reviewed_archive_import_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,one_failed,true,true,true,false,false,false,run-external-openfoam-validation-after-reviewed-ct-cp-j-import,READY,reviewed archive import is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_result_failed,external_case_template_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,one_failed,true,true,true,false,false,false,author-external-openfoam-case-template-outside-mod-code,READY,external case template is ready
propeller_archive_ct_cp_j_openfoam_result_scenario,synthetic_openfoam_result_failed,result_extraction_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamResultContract.java,one_failed,true,true,true,false,false,false,extract-ct-cp-eta-from-openfoam-force-power-results,READY,result extraction is ready
