row_type,source_page,doi,local_source_file,note,filter_name,filter_family,min_speed_m_s,max_abs_along_accel_m_s2,min_deceleration_m_s2,max_abs_cross_accel_m_s2,max_abs_turn_rate_deg_s,min_throttle_command,event_count,source_file_count,speed_mean_m_s,speed_p50_m_s,speed_p90_m_s,speed_max_m_s,throttle_mean,throttle_p50,throttle_p90,along_accel_p10_m_s2,along_accel_p50_m_s2,along_accel_p90_m_s2,abs_along_accel_p90_m_s2,abs_cross_accel_p50_m_s2,abs_cross_accel_p90_m_s2,abs_turn_rate_p50_deg_s,abs_turn_rate_p90_deg_s,signed_apparent_drag_coeff_p10,signed_apparent_drag_coeff_p50,signed_apparent_drag_coeff_p90,decelerating_event_count,decel_only_drag_coeff_p50,decel_only_drag_coeff_p90,decel_only_cda_p50_m2,decel_only_coeff_p50_over_apDrone_x,decel_only_coeff_p50_over_racingQuad_x,candidate_rank_by_speed,flight_filename,time_s,speed_m_s,throttle_command,current_a_raw_per_amp_20,vbat_v,gps_ground_course_deg,gps_along_track_accel_m_s2_1s_fit,gps_cross_track_accel_m_s2_1s_fit,gps_turn_rate_deg_s_1s_fit,apparent_signed_drag_coeff_from_speed_slope,apparent_signed_cda_from_speed_slope,apparent_drag_force_from_signed_coeff_n,apparent_drag_force_from_accel_n,apDrone_x_drag_force_n_at_speed,apparent_coeff_over_apDrone_x,racingQuad_x_drag_force_n_at_speed,apparent_coeff_over_racingQuad_x
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,relaxed_trim_v_ge_8,trim_candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Flight_5.csv,161.814334,8.1,52.4,5.1,15.06,18.1,-0.14991614699312084,-0.8367739113782212,-5.918964633163711,0.0014661671893087896,0.002393742349891901,0.09619522929054967,0.09420730677047713,1.090098,0.08824457002081434,1.622025,0.05930563911810834
apdrone_open_field_trim_filter_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/apdrone_open_field_speed_dynamics_reference.csv,Strict candidate filter above 12 m/s.,strict_trim_v_ge_12,trim_candidate,12.0,0.5,,0.75,5.0,20.0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_open_field_trim_filter_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/apdrone_open_field_speed_dynamics_reference.csv,Relaxed candidate filter above 12 m/s.,relaxed_trim_v_ge_12,trim_candidate,12.0,1.0,,1.5,8.0,20.0,2,2,17.055,17.055,17.883,18.09,63.75,63.75,66.67,0.05689189963694134,0.28608317958039076,0.5152744595238402,0.5153556435936245,0.9740259637486504,1.0684150318909722,3.2601643610117312,3.4189845982330773,-0.001107418344526735,-0.0006135181515482145,-0.00011961795856969372,1,3.857089674936457e-06,3.857089674936457e-06,6.297289265202378e-06,0.00041515880964606715,0.00028080243850253146,,,,,,,,,,,,,,,,,,,
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,relaxed_trim_v_ge_12,trim_candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Flight_2.csv,98.383916,18.09,60.1,11.35,15.88,18.9,0.5725722795097026,1.0920122989265526,3.4586896575384136,-0.0012308933927713654,-0.0020096218657491677,-0.40280752408698306,-0.3598044204438971,2.7598465799999996,-0.14595286817971712,4.0743202499999995,-0.09886496381500279
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,relaxed_trim_v_ge_12,trim_candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Flight_1.csv,154.647143,16.02,67.4,19.35,15.38,13.0,-0.00040592034892102314,-0.8560396285707481,-3.0616390644850484,3.857089674936457e-06,6.297289265202378e-06,0.0009898850370115622,0.00025508034726197095,2.38435272,0.00041515880964606715,3.525201,0.00028080243850253146
apdrone_open_field_trim_filter_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/apdrone_open_field_speed_dynamics_reference.csv,High-speed straight-ish events; not steady trim because along-track acceleration is allowed up to 3 m/s^2.,straight_fast_v_ge_16,straight_fast,16.0,3.0,,2.5,8.0,20.0,10,2,17.241,17.41,18.423,18.63,59.52,58.75,61.90999999999999,-0.2992293754264064,2.4883873748931897,2.9502589006867987,2.9718146130130725,1.1446454771922616,1.5489349048377576,3.8374950368018172,5.3902485096151,-0.006389502789148231,-0.00539210817833233,0.0005227549656072556,2,0.002598346469336541,0.004673937973065825,0.004242198317284149,0.3152600494337269,0.21362938249881755,,,,,,,,,,,,,,,,,,,
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Flight_2.csv,98.486235,18.63,61.3,13.6,15.89,18.1,-2.9886404711237753,2.0338299368733312,6.254958219549143,0.005192835848998146,0.008478099345303095,1.8023133686791444,1.8780616720541803,2.8603384199999997,0.6301049400578077,4.22109225,0.42697796255913256
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Flight_2.csv,98.287087,18.4,60.1,13.6,15.91,18.4,2.4571824231316284,-0.21263922648321518,-0.6621375128486235,-0.004552472269998074,-0.007432607787751957,-1.5412850117305479,-1.5440934346959152,2.8174079999999995,-0.5470577962902597,4.158399999999999,-0.37064376003524147
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Flight_2.csv,98.383916,18.09,60.1,11.35,15.88,18.9,0.5725722795097026,1.0920122989265526,3.4586896575384136,-0.0012308933927713654,-0.0020096218657491677,-0.40280752408698306,-0.3598044204438971,2.7598465799999996,-0.14595286817971712,4.0743202499999995,-0.09886496381500279
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Flight_2.csv,98.186764,17.76,60.3,10.6,15.89,17.6,2.4539739996132783,-0.24692612338189462,-0.7966117523259681,-0.004886490201341167,-0.00797794318586313,-1.541285011730548,-1.542077261356984,2.6989516800000004,-0.5710680273203512,3.9853440000000004,-0.3867382619243277
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Flight_2.csv,98.083447,17.6,57.4,15.5,15.96,16.7,2.909996174568382,-1.0656131896439631,-3.4690419522768683,-0.0058977261553234935,-0.009628940661752641,-1.8268796538730057,-1.8286415960987712,2.669568,-0.6843353133814182,3.9424,-0.463392769346846
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Flight_2.csv,97.984621,17.22,57.1,10.75,15.93,16.1,2.9699450732229944,-1.4950576790560275,-4.9744770696013205,-0.006322170012455579,-0.010321910224417271,-1.8747029583214327,-1.8663134840133295,2.6001511199999996,-0.7209976927500403,3.840921,-0.48808683082037696
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Flight_2.csv,97.839377,16.37,57.1,12.35,15.96,14.6,2.948071548182777,-1.480147118577695,-5.18058539724812,-0.006995497779382092,-0.011421220864297291,-1.874631808875697,-1.852568160878057,2.44675842,-0.7661695546042904,3.61654225,-0.5183492074164755
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Flight_2.csv,97.68465,16.31,57.1,11.5,15.99,15.5,2.593492258788562,-1.1972786554579706,-4.205948121326766,-0.006092141628217294,-0.009946353678722111,-1.6206077565860142,-1.6297505354227322,2.4360289799999997,-0.6652662057353743,3.600840249999999,-0.4500637751385984
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Flight_1.csv,154.647143,16.02,67.4,19.35,15.38,13.0,-0.00040592034892102314,-0.8560396285707481,-3.0616390644850484,3.857089674936457e-06,6.297289265202378e-06,0.0009898850370115622,0.00025508034726197095,2.38435272,0.00041515880964606715,3.525201,0.00028080243850253146
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,straight_fast_v_ge_16,straight_fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Flight_2.csv,97.585823,16.01,57.3,11.25,15.96,14.6,2.5195923266547506,-1.4793350725679302,-5.2941696529557625,-0.006147487141236761,-0.010036713699978385,-1.5757245187905211,-1.5833118180698451,2.38257618,-0.6613532578800989,3.5226002500000004,-0.4473185734857427
apdrone_open_field_trim_filter_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/apdrone_open_field_speed_dynamics_reference.csv,Straight-ish deceleration events; apparent drag assumes zero horizontal thrust and is only diagnostic.,straight_decel_v_ge_8,straight_deceleration,8.0,,0.5,1.5,8.0,20.0,31,3,11.968387096774192,12.35,13.63,15.86,46.97741935483871,43.7,58.9,-5.486175086927852,-2.5724649995396445,-1.2789261072793507,5.486175086927852,0.8317839783904729,1.1361220390488482,4.192258482125722,5.216582933069169,0.004538846809559515,0.011195850053243403,0.03890623999494321,31,0.011195850053243403,0.03890623999494321,0.01827893886243821,0.9631926475103517,0.6493987924547437,,,,,,,,,,,,,,,,,,,
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Flight_1.csv,154.745969,15.86,67.4,19.25,15.36,13.2,-1.8175791412498914,-1.0144184712195772,-3.6646845561787473,0.004538846809559515,0.00741036213805635,1.1416997109378764,1.1421667323614317,2.35597128,0.4845983143469714,3.4836489999999998,0.32773098292562675
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Flight_1.csv,154.842795,15.09,67.3,17.85,15.33,13.5,-2.1330711605024613,-1.1041158883410034,-4.192258482125722,0.005868582688518832,0.009581359491459317,1.336323813695515,1.3404219172597465,2.22067458,0.6017648086445495,3.2854702499999995,0.4067374567447431
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Flight_1.csv,154.941619,14.14,56.8,6.75,15.53,14.2,-3.6686106807809864,-1.1315770115426722,-4.585190025135895,0.011517630904117705,0.018804295353661557,2.3028305159169324,2.3053549518027716,2.05669128,1.1196772886190933,3.0450489999999997,0.7562540096783115
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Flight_1.csv,155.044935,13.63,49.8,7.1,15.54,14.2,-3.3176916007826533,-1.1361220390488482,-4.77586191117361,0.011195850053243403,0.01827893886243821,2.079930315756395,2.084837401931819,1.96999842,1.055803037525479,2.9178422500000005,0.7128316535125894
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Flight_1.csv,155.147751,13.51,47.5,6.35,15.52,15.1,-2.5340821218915757,-1.167487596089122,-4.951303618784667,0.008718029860883304,0.014233518140217638,1.5912156820114067,1.592417205396666,1.94973618,0.8161184566064762,2.88810025,0.5509558340336027
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Flight_1.csv,155.246575,13.43,47.6,9.1,15.52,15.6,-1.745208723462845,-1.1445636937282007,-4.882998438907675,0.006077593800475833,0.009922602123225849,1.0961845980634437,1.0966891618240517,1.9362568199999999,0.5661359519774054,2.86831225,0.3821705945938918
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Flight_1.csv,155.341406,13.36,48.8,7.85,15.5,16.4,-1.6964544887862965,-1.126265119904105,-4.8301076334806,0.006012910390020126,0.0098169965551349,1.073241970350536,1.0660520007533085,1.92448128,0.5576785711059431,2.851024,0.37644087540144744
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Flight_1.csv,155.442226,13.29,54.4,13.35,15.5,16.6,-1.008813355891363,-1.0694233074621524,-4.610492252107053,0.0036113221583801976,0.005896036176947261,0.6378465260339597,0.6339383128421324,1.9127233799999996,0.3334755734694683,2.8337602499999996,0.22508838778226203
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Flight_1.csv,155.580979,13.26,54.7,9.75,15.42,17.0,-1.1441642457206218,-0.9200205861072407,-3.975361738242627,0.004087693580739173,0.006673785437941506,0.718729351836775,0.7189928120108386,1.9076896799999998,0.3767538082172646,2.826369,0.25429423823880565
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Flight_1.csv,155.645864,13.11,51.8,9.1,15.5,17.2,-1.1888096948037052,-0.8625244914672288,-3.7695662156933487,0.004350774918637645,0.007103305989612481,0.7477768218935811,0.7470480122146483,1.8825697799999999,0.39721067969846047,2.78948025,0.2680703051737259
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Flight_1.csv,155.744689,12.93,42.1,4.0,15.57,17.9,-1.2789261072793507,-0.7845899726721424,-3.476697144810391,0.0048279251843966154,0.007882326831667943,0.8071561891608297,0.803677165814344,1.85253282,0.4357041238064704,2.74536225,0.2940071712433686
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Flight_1.csv,155.841016,12.71,36.4,4.1,15.6,18.1,-1.3044405969274133,-0.7885035288710687,-3.554518043704492,0.005075846174133981,0.008287095794504458,0.8199730019389172,0.8197104711091865,1.8159793800000001,0.4515321104245783,2.6916602500000004,0.3046346588277318
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Flight_1.csv,155.945829,12.63,36.5,3.6,15.55,18.3,-1.4099467004232764,-0.8039906004989937,-3.6472896418670624,0.005546680558415479,0.009055804993331393,0.8847892879687062,0.8860105065459868,1.80273042,0.490805102167581,2.67219225,0.3311098922499705
apdrone_open_field_trim_candidate_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,straight_decel_v_ge_8,straight_deceleration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Flight_1.csv,156.042657,12.53,37.0,5.75,15.57,19.0,-1.4520745729677482,-0.7606699603461977,-3.478306331222731,0.005837814275538636,0.009531125347818182,0.9165420952924138,0.9124836616529329,1.7862016199999997,0.5131235382556724,2.6479022499999996,0.3461389465160256
