row_type,name,brand,source,cells,nominal_v,capacity_ah,continuous_c,burst_c,weight_g,continuous_current_a,burst_current_a,energy_wh,energy_density_wh_kg,continuous_current_density_a_kg,continuous_power_w,continuous_power_density_w_kg,note,per_cell_ir_min_mohm,per_cell_ir_max_mohm,applicable_capacity_ah_low,applicable_capacity_ah_high,listed_c,listed_current_a,per_cell_ir_mean_mohm,fpv_1500mah_ir_health_band,cell_ir_spread_mohm,cell_ir_cv_percent,pack_ir_mohm,pack_ir_ohm,sag_at_90a_v,sag_at_listed_current_v,sag_at_listed_current_percent_4s_16_8v,measurement_context,cell_1_ir_mohm,cell_2_ir_mohm,cell_3_ir_mohm,cell_4_ir_mohm,preset,empty_v,max_current_a,current_limit_c,pack_resistance_ohm,per_cell_ir_mohm,ir_band,fpv_1500mah_ir_health_source,sag_at_current_limit_v,sag_at_current_limit_percent_nominal,sag_per_cell_at_current_limit_v,reference_pack,match_kind,preset_capacity_ah,reference_capacity_ah,capacity_ratio_preset_over_reference,preset_current_limit_a,reference_continuous_current_a,current_limit_over_reference_continuous,preset_current_c,reference_continuous_c,preset_per_cell_ir_mohm,preset_sag_at_limit_v,preset_sag_percent_nominal,same_ir_sag_at_reference_current_v,same_ir_sag_at_reference_current_percent_nominal,reference_listed_c,reference_listed_current_a,measured_per_cell_ir_mean_mohm,preset_fpv_1500mah_ir_health_band,measured_fpv_1500mah_ir_health_band,measured_pack_ir_mohm,preset_ir_over_measured_mean,preset_pack_sag_at_limit_v,measured_pack_sag_at_preset_limit_v,measured_minus_preset_sag_v,measured_sag_at_preset_limit_percent_nominal
reference_fpv_1500mah_ir_health_band,oscar_1500mah_great,,https://oscarliang.com/when-retire-lipo-battery/,,,,,,,,,,,,,,"Oscar Liang 1500mAh mini-quad LiPo field threshold: below about 10 mOhm/cell is a great battery. Compare packs at similar temperature, state of charge, size, and age.",0.0,10.0,1.3,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_1500mah_ir_health_band,oscar_1500mah_fine,,https://oscarliang.com/when-retire-lipo-battery/,,,,,,,,,,,,,,"Oscar Liang 1500mAh mini-quad LiPo field threshold: 10-15 mOhm/cell is generally fine for normal use, but no longer a very low-IR pack.",10.0,15.0,1.3,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_1500mah_ir_health_band,oscar_1500mah_old,,https://oscarliang.com/when-retire-lipo-battery/,,,,,,,,,,,,,,Oscar Liang 1500mAh mini-quad LiPo field threshold: 15-20 mOhm/cell is old/high-resistance for FPV use.,15.0,20.0,1.3,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_1500mah_ir_health_band,oscar_1500mah_retire,,https://oscarliang.com/when-retire-lipo-battery/,,,,,,,,,,,,,,Oscar Liang 1500mAh mini-quad LiPo field threshold: above about 20 mOhm/cell is a retire/relegate signal for high-performance use.,20.0,,1.3,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_lipo_measured_ir,DroneLab 4S 50C 1500mAh,DroneLab,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4.0,,1.5,,,157.0,,,,,,,,"FPV 4S pack IR measured by charger after charge; use as a field-scale absolute ESR anchor, not a temperature/SOC sweep.",6.3,7.0,,,50.0,75.0,6.75,oscar_1500mah_great,0.7000000000000002,3.9890109682477823,27.0,0.027,2.43,2.025,12.053571428571427,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,7.0,6.8,6.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_lipo_measured_ir,Tattu 4S 45C 1550mAh,Tattu,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4.0,,1.55,,,178.0,,,,,,,,"FPV 4S pack IR measured by charger after charge; use as a field-scale absolute ESR anchor, not a temperature/SOC sweep.",6.3,6.7,,,45.0,69.75,6.525,oscar_1500mah_great,0.40000000000000036,2.2666972349040684,26.1,0.0261,2.349,1.820475,10.836160714285715,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,6.7,6.5,6.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_lipo_measured_ir,Acehe Formula 4S 95C 1500mAh,Acehe,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4.0,,1.5,,,189.0,,,,,,,,"FPV 4S pack IR measured by charger after charge; use as a field-scale absolute ESR anchor, not a temperature/SOC sweep.",4.8,5.1,,,95.0,142.5,4.975,oscar_1500mah_great,0.2999999999999998,2.6111318707068474,19.9,0.019899999999999998,1.7909999999999997,2.8357499999999995,16.87946428571428,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,4.8,4.9,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_lipo_measured_ir,DroneLab Chaos 4S 75C 1300mAh,DroneLab,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4.0,,1.3,,,154.0,,,,,,,,"FPV 4S pack IR measured by charger after charge; use as a field-scale absolute ESR anchor, not a temperature/SOC sweep.",6.6,7.4,,,75.0,97.5,6.85,oscar_1500mah_great,0.8000000000000007,4.786451477592705,27.4,0.027399999999999997,2.4659999999999997,2.6714999999999995,15.90178571428571,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,6.6,6.6,6.8,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_fpv_lipo_measured_ir,Acehe Formula 4S 95C 1300mAh,Acehe,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4.0,,1.3,,,166.0,,,,,,,,"FPV 4S pack IR measured by charger after charge; use as a field-scale absolute ESR anchor, not a temperature/SOC sweep.",4.5,6.1,,,95.0,123.5,5.575,oscar_1500mah_great,1.5999999999999996,11.300092527671884,22.3,0.0223,2.007,2.75405,16.39315476190476,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,6.1,5.8,5.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_battery,racingQuad,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,4,16.8,1.5,,,,,,25.200000000000003,,,,,Current DroneConfig battery fields converted to pack-level high-C sanity metrics.,,,,,,,,oscar_1500mah_great,,,,,,,,,,,,,racingQuad,13.2,90.0,60.0,0.018,4.5,fresh_high_performance_typical,https://oscarliang.com/when-retire-lipo-battery/,1.6199999999999999,9.642857142857142,0.40499999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
current_vs_reference_pack,racingQuad vs Tattu R-Line V5 1550mAh 4S 150C,,https://genstattu.com/tattu-r-line-version-5-0-1550mah-4s-150c-14-8v-lipo-battery-pack-with-xt60-plug/,4,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,,,,,,,Tattu R-Line V5 1550mAh 4S 150C,nearest_capacity_same_cells,1.5,1.55,0.9677419354838709,90.0,232.5,0.3870967741935484,60.0,150.0,4.5,1.6199999999999999,9.642857142857142,4.185,24.910714285714285,,,,,,,,,,,
current_vs_measured_fpv_lipo_ir,racingQuad vs DroneLab 4S 50C 1500mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.7000000000000002,3.9890109682477823,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,racingQuad,,,,,,,,,,,DroneLab 4S 50C 1500mAh,,1.5,1.5,1.0,90.0,,,60.0,,4.5,,,,,50.0,75.0,6.75,oscar_1500mah_great,oscar_1500mah_great,27.0,0.6666666666666666,1.6199999999999999,2.43,0.8100000000000003,14.464285714285715
current_vs_measured_fpv_lipo_ir,racingQuad vs Tattu 4S 45C 1550mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.40000000000000036,2.2666972349040684,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,racingQuad,,,,,,,,,,,Tattu 4S 45C 1550mAh,,1.5,1.55,0.9677419354838709,90.0,,,60.0,,4.5,,,,,45.0,69.75,6.525,oscar_1500mah_great,oscar_1500mah_great,26.1,0.689655172413793,1.6199999999999999,2.349,0.7290000000000003,13.982142857142858
current_vs_measured_fpv_lipo_ir,racingQuad vs Acehe Formula 4S 95C 1500mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.2999999999999998,2.6111318707068474,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,racingQuad,,,,,,,,,,,Acehe Formula 4S 95C 1500mAh,,1.5,1.5,1.0,90.0,,,60.0,,4.5,,,,,95.0,142.5,4.975,oscar_1500mah_great,oscar_1500mah_great,19.9,0.9045226130653267,1.6199999999999999,1.7909999999999997,0.17099999999999982,10.660714285714283
current_vs_measured_fpv_lipo_ir,racingQuad vs DroneLab Chaos 4S 75C 1300mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.8000000000000007,4.786451477592705,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,racingQuad,,,,,,,,,,,DroneLab Chaos 4S 75C 1300mAh,,1.5,1.3,1.1538461538461537,90.0,,,60.0,,4.5,,,,,75.0,97.5,6.85,oscar_1500mah_great,oscar_1500mah_great,27.4,0.6569343065693432,1.6199999999999999,2.4659999999999997,0.8459999999999999,14.678571428571427
current_vs_measured_fpv_lipo_ir,racingQuad vs Acehe Formula 4S 95C 1300mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,1.5999999999999996,11.300092527671884,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,racingQuad,,,,,,,,,,,Acehe Formula 4S 95C 1300mAh,,1.5,1.3,1.1538461538461537,90.0,,,60.0,,4.5,,,,,95.0,123.5,5.575,oscar_1500mah_great,oscar_1500mah_great,22.3,0.8071748878923767,1.6199999999999999,2.007,0.38700000000000023,11.946428571428571
current_preset_battery,cinewhoop,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,4,14.8,1.3,,,,,,19.240000000000002,,,,,Current DroneConfig battery fields converted to pack-level high-C sanity metrics.,,,,,,,,oscar_1500mah_great,,,,,,,,,,,,,cinewhoop,12.0,65.0,50.0,0.035,8.75,strong_fresh_target,https://oscarliang.com/when-retire-lipo-battery/,2.2750000000000004,15.371621621621623,0.5687500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
current_vs_reference_pack,cinewhoop vs Tattu R-Line V5 1550mAh 4S 150C,,https://genstattu.com/tattu-r-line-version-5-0-1550mah-4s-150c-14-8v-lipo-battery-pack-with-xt60-plug/,4,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,,,,,,,Tattu R-Line V5 1550mAh 4S 150C,nearest_capacity_same_cells,1.3,1.55,0.8387096774193549,65.0,232.5,0.27956989247311825,50.0,150.0,8.75,2.2750000000000004,15.371621621621623,8.137500000000001,54.98310810810811,,,,,,,,,,,
current_vs_measured_fpv_lipo_ir,cinewhoop vs DroneLab 4S 50C 1500mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.7000000000000002,3.9890109682477823,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,cinewhoop,,,,,,,,,,,DroneLab 4S 50C 1500mAh,,1.3,1.5,0.8666666666666667,65.0,,,50.0,,8.75,,,,,50.0,75.0,6.75,oscar_1500mah_great,oscar_1500mah_great,27.0,1.2962962962962963,2.2750000000000004,1.755,-0.5200000000000005,11.858108108108107
current_vs_measured_fpv_lipo_ir,cinewhoop vs Tattu 4S 45C 1550mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.40000000000000036,2.2666972349040684,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,cinewhoop,,,,,,,,,,,Tattu 4S 45C 1550mAh,,1.3,1.55,0.8387096774193549,65.0,,,50.0,,8.75,,,,,45.0,69.75,6.525,oscar_1500mah_great,oscar_1500mah_great,26.1,1.3409961685823755,2.2750000000000004,1.6965000000000001,-0.5785000000000002,11.462837837837839
current_vs_measured_fpv_lipo_ir,cinewhoop vs Acehe Formula 4S 95C 1500mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.2999999999999998,2.6111318707068474,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,cinewhoop,,,,,,,,,,,Acehe Formula 4S 95C 1500mAh,,1.3,1.5,0.8666666666666667,65.0,,,50.0,,8.75,,,,,95.0,142.5,4.975,oscar_1500mah_great,oscar_1500mah_great,19.9,1.7587939698492463,2.2750000000000004,1.2934999999999999,-0.9815000000000005,8.739864864864863
current_vs_measured_fpv_lipo_ir,cinewhoop vs DroneLab Chaos 4S 75C 1300mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,0.8000000000000007,4.786451477592705,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,cinewhoop,,,,,,,,,,,DroneLab Chaos 4S 75C 1300mAh,,1.3,1.3,1.0,65.0,,,50.0,,8.75,,,,,75.0,97.5,6.85,oscar_1500mah_great,oscar_1500mah_great,27.4,1.2773722627737227,2.2750000000000004,1.781,-0.49400000000000044,12.033783783783782
current_vs_measured_fpv_lipo_ir,cinewhoop vs Acehe Formula 4S 95C 1300mAh,,https://oscarliang.com/acehe-formula-4s-95c-lipo-batteries/,4,,,,,,,,,,,,,Compares current preset ESR against a public FPV pack charger-IR measurement from the same cell count.,,,,,,,,,1.5999999999999996,11.300092527671884,,,,,,Charger-reported IR at the end of a charging cycle; source says packs were under 20 cycles and measurement was not precision lab equipment.,,,,,cinewhoop,,,,,,,,,,,Acehe Formula 4S 95C 1300mAh,,1.3,1.3,1.0,65.0,,,50.0,,8.75,,,,,95.0,123.5,5.575,oscar_1500mah_great,oscar_1500mah_great,22.3,1.569506726457399,2.2750000000000004,1.4495,-0.8255000000000003,9.79391891891892
current_preset_battery,heavyLift,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,6,22.2,5.0,,,,,,111.0,,,,,Current DroneConfig battery fields converted to pack-level high-C sanity metrics.,,,,,,,,,,,,,,,,,,,,,heavyLift,18.0,140.0,28.0,0.028,4.666666666666667,fresh_high_performance_typical,,3.92,17.65765765765766,0.6533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
current_vs_reference_pack,heavyLift vs Gens Ace G-Tech 5000mAh 6S 45C,,https://gensace.de/products/gens-ace-g-tech-5000mah-22-2v-45c-6s1p-lipo-battery-pack-with-ec5-plug,6,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,,,,,,,Gens Ace G-Tech 5000mAh 6S 45C,nearest_capacity_same_cells,5.0,5.0,1.0,140.0,225.0,0.6222222222222222,28.0,45.0,4.666666666666667,3.92,17.65765765765766,6.3,28.37837837837838,,,,,,,,,,,
current_vs_reference_pack,heavyLift vs Tattu Plus 23000mAh 6S HV 25C,,https://tattuworld.com/high-voltage/tattu-23000mah-6s-22-8v-25c-high-voltage-g-tech-lipo-battery.html,6,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,,,,,,,Tattu Plus 23000mAh 6S HV 25C,largest_capacity_same_cells,5.0,23.0,0.21739130434782608,140.0,575.0,0.24347826086956523,28.0,25.0,4.666666666666667,3.92,17.65765765765766,16.1,72.52252252252254,,,,,,,,,,,
current_preset_battery,hexLift,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,6,22.2,6.0,,,,,,133.2,,,,,Current DroneConfig battery fields converted to pack-level high-C sanity metrics.,,,,,,,,,,,,,,,,,,,,,hexLift,18.0,160.0,26.666666666666668,0.026,4.333333333333333,fresh_high_performance_typical,,4.16,18.73873873873874,0.6933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,
current_vs_reference_pack,hexLift vs Gens Ace G-Tech 5000mAh 6S 45C,,https://gensace.de/products/gens-ace-g-tech-5000mah-22-2v-45c-6s1p-lipo-battery-pack-with-ec5-plug,6,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,,,,,,,Gens Ace G-Tech 5000mAh 6S 45C,nearest_capacity_same_cells,6.0,5.0,1.2,160.0,225.0,0.7111111111111111,26.666666666666668,45.0,4.333333333333333,4.16,18.73873873873874,5.85,26.351351351351347,,,,,,,,,,,
current_vs_reference_pack,hexLift vs Tattu Plus 23000mAh 6S HV 25C,,https://tattuworld.com/high-voltage/tattu-23000mah-6s-22-8v-25c-high-voltage-g-tech-lipo-battery.html,6,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,,,,,,,Tattu Plus 23000mAh 6S HV 25C,largest_capacity_same_cells,6.0,23.0,0.2608695652173913,160.0,575.0,0.2782608695652174,26.666666666666668,25.0,4.333333333333333,4.16,18.73873873873874,14.95,67.34234234234235,,,,,,,,,,,
current_preset_battery,octoLift,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,8,29.6,8.0,,,,,,236.8,,,,,Current DroneConfig battery fields converted to pack-level high-C sanity metrics.,,,,,,,,,,,,,,,,,,,,,octoLift,24.0,220.0,27.5,0.03,3.75,fresh_high_performance_typical,,6.6,22.297297297297295,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,
current_vs_reference_pack,octoLift vs Tattu R-Line V4 1300mAh 8S 130C,,https://www.rotorama.com/product/tattu-r-line-1300mah-8s-130c-v4,8,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,,,,,,,Tattu R-Line V4 1300mAh 8S 130C,nearest_capacity_same_cells,8.0,1.3,6.153846153846153,220.0,169.0,1.301775147928994,27.5,130.0,3.75,6.6,22.297297297297295,5.069999999999999,17.128378378378375,,,,,,,,,,,
current_preset_battery,coaxialX8,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,8,29.6,8.0,,,,,,236.8,,,,,Current DroneConfig battery fields converted to pack-level high-C sanity metrics.,,,,,,,,,,,,,,,,,,,,,coaxialX8,24.0,220.0,27.5,0.03,3.75,fresh_high_performance_typical,,6.6,22.297297297297295,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,
current_vs_reference_pack,coaxialX8 vs Tattu R-Line V4 1300mAh 8S 130C,,https://www.rotorama.com/product/tattu-r-line-1300mah-8s-130c-v4,8,,,,,,,,,,,,,Compares current preset battery fields against a same-cell-count public high-C pack spec. C ratings are manufacturer specs and not an ESR measurement.,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,,,,,,,Tattu R-Line V4 1300mAh 8S 130C,nearest_capacity_same_cells,8.0,1.3,6.153846153846153,220.0,169.0,1.301775147928994,27.5,130.0,3.75,6.6,22.297297297297295,5.069999999999999,17.128378378378375,,,,,,,,,,,
