a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p00,core_adopted_updraft_mps,0.18,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p00,core_terrain_signal,0.018,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p00,core_terrain_shear_along_peak_mps,0.004536,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p00,core_terrain_shear_cross_peak_mps,0.007128,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p00,core_terrain_shear_vertical_peak_mps,0.0028512,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p00,core_terrain_shear_vector_peak_proxy_mps,0.00891700742626,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,input_trusted_for_gameplay,1,bool,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,input_confidence,1,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,input_freshness_age_ticks,0,ticks,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,input_shelter_factor,0,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,input_shear_per_block,0,1/block,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,input_source_turbulence_intensity,0.24,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,source_freshness_factor,1,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,source_quality_factor,1,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_source_gust_y_peak_mps,0.4752,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_adopted_source_turbulence_intensity,0.24,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_natural_turbulence_intensity_proxy,0.5045,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_local_voxel_ventilation_efficiency,1,multiplier,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_local_obstacle_residual_factor,0.68,multiplier,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_adopted_shear_per_block,0,1/block,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_adopted_shelter_factor,0,fraction,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_adopted_updraft_mps,0.18,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_terrain_signal,0.018,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_terrain_shear_along_peak_mps,0.004536,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_terrain_shear_cross_peak_mps,0.007128,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
a4mc_source_quality_packet_response_matrix,trusted_conf_1p00_age_0_shelter_0p00_shear_0p00_turb_0p24,core_terrain_shear_vertical_peak_mps,0.0028512,m/s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneEnvironment.java; fabric-mod/src/main/java/com/tenicana/dronecraft/entity/DroneEntity.java; _reference/Aerodynamics4MC-Core/api/src/main/java/com/aerodynamics4mc/api/GameplayWindSample.java,current_a4mc_quality_response_matrix,"Synthetic A4MC wall-skim/tunnel-mouth response matrix for confidence, freshness, shelter, shear, and source-turbulence tuning."
