kind,name,source,brand,preset,reference_prop,prop_diameter_in,pitch_in,blade_count,mount,current_diameter_in,reference_diameter_in,diameter_delta_in,diameter_delta_percent,radius_m,rotor_mass_g,mass_multiplier,rotor_inertia_kg_m2,current_rotor_inertia_kg_m2,reference_mass_g,estimated_inertia_kg_m2_c025_hub_biased,estimated_inertia_kg_m2_c033_uniform_blades,estimated_inertia_kg_m2_c050_tip_biased,estimated_inertia_kg_m2_c100_ring_bound,reference_inertia_kg_m2_c025_hub_biased,reference_inertia_kg_m2_c033_uniform_blades,reference_inertia_kg_m2_c050_tip_biased,current_over_reference_c025_hub_biased,current_over_reference_c033_uniform_blades,current_over_reference_c050_tip_biased,current_equivalent_mass_g_c033_uniform_blades,current_equivalent_mass_over_reference_mass_c033,rotor_count,max_rpm,hover_rpm,equivalent_mass_g_c025_hub_biased,equivalent_mass_g_c033_uniform_blades,equivalent_mass_g_c050_tip_biased,equivalent_mass_g_c100_ring_bound,hover_angular_momentum_nms,max_angular_momentum_nms,gyro_body_rate_deg_s,hover_gyro_torque_per_rotor_nm,max_gyro_torque_per_rotor_nm,max_gyro_torque_all_rotors_abs_nm,spinup_reaction_torque_motor_tau_nm,spinup_reaction_torque_50ms_nm,note
paper_reference,ZJU reported rotor inertia JR,https://raw.githubusercontent.com/ZJU-FAST-Lab/Ground-effect-controller/master/README.md,,,,,,,,,,,,0.08889999999999999,7.5,1.0,0.00010556,,,,,,,,,,,,,,,4,nan,nan,53.42639256707085,40.069794425303144,26.713196283535424,13.356598141767712,nan,nan,720.0,nan,nan,nan,nan,nan,"Source-reported JR with 7-inch 7.5g paddle BOM; source table writes rpm-based coefficients, so treat as an identified inertia scale before direct SI transplant."
physical_prop_mass_reference,HQProp Durable 5x4.3x3 V1S,https://www.hqprop.com/hq-durable-prop-5x43x3v1s-2cw2ccw-poly-carbonate-p0048.html,HQProp,,,5.0,4.3,3,5mm hub,,,,,0.0635,3.81,1.0,5.1209575e-06,,,3.840718125e-06,5.1209575e-06,7.68143625e-06,1.53628725e-05,,,,,,,,,nan,nan,nan,5.079999999999999,3.81,2.5399999999999996,1.2699999999999998,nan,nan,720.0,nan,nan,nan,nan,nan,"Official HQProp product page lists 5x4.3x3 V1S prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,HQProp Durable 5x4.5x3 V1S,https://www.hqprop.com/hq-durable-prop-5x45x3v1s-2cw2ccw-poly-carbonate-p0052.html,HQProp,,,5.0,4.5,3,5mm hub,,,,,0.0635,4.19,1.0,5.631709166666667e-06,,,4.2237818750000005e-06,5.631709166666667e-06,8.447563750000001e-06,1.6895127500000002e-05,,,,,,,,,nan,nan,nan,5.586666666666667,4.19,2.7933333333333334,1.3966666666666667,nan,nan,720.0,nan,nan,nan,nan,nan,"Official HQProp product page lists 5x4.5x3 V1S prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,HQProp Durable 5x5x3 V1S,https://www.hqprop.com/hq-durable-prop-5x5x3v1s-2cw2ccw-poly-carbonate-p0085.html,HQProp,,,5.0,5.0,3,5mm hub,,,,,0.0635,4.48,1.0,6.021493333333334e-06,,,4.51612e-06,6.021493333333334e-06,9.03224e-06,1.806448e-05,,,,,,,,,nan,nan,nan,5.973333333333333,4.48,2.9866666666666664,1.4933333333333332,nan,nan,720.0,nan,nan,nan,nan,nan,"Official HQProp product page lists 5x5x3 V1S prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,Gemfan 51466 MCK V2,https://www.gemfanhobby.com/hurricane-51466-v2-pc-3-blade.html,Gemfan,,,5.1889763779527565,3.6,3,5mm hub,,,,,0.0659,4.2,1.0,6.079934000000001e-06,,,4.5599505e-06,6.079934000000001e-06,9.119901e-06,1.8239802e-05,,,,,,,,,nan,nan,nan,5.600000000000001,4.2,2.8000000000000007,1.4000000000000004,nan,nan,720.0,nan,nan,nan,nan,nan,"Official Gemfan product page lists 51466 V2 prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,HQProp Durable T3x3x3,https://www.hqprop.com/hq-durable-prop-t3x3x3-2cw2ccw-poly-carbonate-p0091.html,HQProp,,,3.0,3.0,3,T-mount,,,,,0.038099999999999995,1.48,1.0,7.161275999999997e-07,,,5.370956999999999e-07,7.161275999999997e-07,1.0741913999999997e-06,2.1483827999999995e-06,,,,,,,,,nan,nan,nan,1.973333333333333,1.4799999999999998,0.9866666666666665,0.49333333333333323,nan,nan,720.0,nan,nan,nan,nan,nan,"Official HQProp product page lists T3x3x3 prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,Gemfan D90 ducted 3-blade,https://www.gemfanhobby.com/d90-ducted-pc-3-blade-m5.html,Gemfan,,,3.5433070866141736,3.0,3,5mm hub,,,,,0.045000000000000005,2.3,1.0,1.5525000000000002e-06,,,1.1643750000000002e-06,1.5525000000000002e-06,2.3287500000000004e-06,4.657500000000001e-06,,,,,,,,,nan,nan,nan,3.0666666666666664,2.3,1.5333333333333332,0.7666666666666666,nan,nan,720.0,nan,nan,nan,nan,nan,"Official Gemfan D90 ducted prop page lists 90 mm diameter, 3 inch pitch, and prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,Gemfan,,,10.0,4.5,3,5mm hub,,,,,0.127,17.8,1.0,9.569873333333333e-05,,,7.177405000000001e-05,9.569873333333333e-05,0.00014354810000000002,0.00028709620000000004,,,,,,,,,nan,nan,nan,23.733333333333327,17.799999999999997,11.866666666666664,5.933333333333332,nan,nan,720.0,nan,nan,nan,nan,nan,"Official Gemfan 1045 3-blade page lists prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
physical_prop_mass_reference,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,Gemfan,,,10.0,5.0,3,5mm hub,,,,,0.127,16.8,1.0,9.032240000000002e-05,,,6.77418e-05,9.032240000000002e-05,0.0001354836,0.0002709672,,,,,,,,,nan,nan,nan,22.400000000000002,16.8,11.200000000000001,5.6000000000000005,nan,nan,720.0,nan,nan,nan,nan,nan,"Official Gemfan 1050 Cinelifter 3-blade page lists prop weight. Inertia estimates use I=c*m*R^2 and are distribution bounds, not measured polar moments."
current_vs_physical_prop_mass_reference,racingQuad vs HQProp Durable 5x4.3x3 V1S,https://www.hqprop.com/hq-durable-prop-5x43x3v1s-2cw2ccw-poly-carbonate-p0048.html,,racingQuad,HQProp Durable 5x4.3x3 V1S,,,,,5.0,5.0,0.0,0.0,,,,,5.376333333333333e-06,3.81,,,,,3.840718125e-06,5.1209575e-06,7.68143625e-06,1.3998250218722659,1.0498687664041995,0.6999125109361329,3.999999999999999,1.0498687664041992,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,racingQuad vs HQProp Durable 5x4.5x3 V1S,https://www.hqprop.com/hq-durable-prop-5x45x3v1s-2cw2ccw-poly-carbonate-p0052.html,,racingQuad,HQProp Durable 5x4.5x3 V1S,,,,,5.0,5.0,0.0,0.0,,,,,5.376333333333333e-06,4.19,,,,,4.2237818750000005e-06,5.631709166666667e-06,8.447563750000001e-06,1.2728719172633252,0.954653937947494,0.6364359586316626,3.999999999999999,0.9546539379474938,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,racingQuad vs HQProp Durable 5x5x3 V1S,https://www.hqprop.com/hq-durable-prop-5x5x3v1s-2cw2ccw-poly-carbonate-p0085.html,,racingQuad,HQProp Durable 5x5x3 V1S,,,,,5.0,5.0,0.0,0.0,,,,,5.376333333333333e-06,4.48,,,,,4.51612e-06,6.021493333333334e-06,9.03224e-06,1.1904761904761902,0.8928571428571427,0.5952380952380951,3.999999999999999,0.8928571428571426,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,racingQuad vs Gemfan 51466 MCK V2,https://www.gemfanhobby.com/hurricane-51466-v2-pc-3-blade.html,,racingQuad,Gemfan 51466 MCK V2,,,,,5.0,5.1889763779527565,0.18897637795275646,3.779527559055129,,,,,5.376333333333333e-06,4.2,,,,,4.5599505e-06,6.079934000000001e-06,9.119901e-06,1.1790332665526375,0.884274949914478,0.5895166332763188,3.999999999999999,0.9523809523809521,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,cinewhoop vs HQProp Durable T3x3x3,https://www.hqprop.com/hq-durable-prop-t3x3x3-2cw2ccw-poly-carbonate-p0091.html,,cinewhoop,HQProp Durable T3x3x3,,,,,2.9921259842519685,3.0,0.007874015748031482,0.2631578947368318,,,,,9e-06,1.48,,,,,5.370956999999999e-07,7.161275999999997e-07,1.0741913999999997e-06,16.7567902703373,12.567592702752979,8.37839513516865,18.698060941828256,12.633824960694767,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,cinewhoop vs Gemfan D90 ducted 3-blade,https://www.gemfanhobby.com/d90-ducted-pc-3-blade-m5.html,,cinewhoop,Gemfan D90 ducted 3-blade,,,,,2.9921259842519685,3.5433070866141736,0.5511811023622051,18.42105263157896,,,,,9e-06,2.3,,,,,1.1643750000000002e-06,1.5525000000000002e-06,2.3287500000000004e-06,7.729468599033815,5.797101449275361,3.8647342995169076,18.698060941828256,8.129591713838373,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,heavyLift vs Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,heavyLift,Gemfan 1045 glass-fiber nylon 3-blade,,,,,10.0,10.0,0.0,0.0,,,,,8.5e-05,17.8,,,,,7.177405000000001e-05,9.569873333333333e-05,0.00014354810000000002,1.1842720314654112,0.8882040235990586,0.5921360157327056,15.810031620063238,0.8882040235990583,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,heavyLift vs Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,heavyLift,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,,,,,10.0,10.0,0.0,0.0,,,,,8.5e-05,16.8,,,,,6.77418e-05,9.032240000000002e-05,0.0001354836,1.2547644142907335,0.9410733107180499,0.6273822071453667,15.810031620063238,0.9410733107180499,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,octoLift vs Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,octoLift,Gemfan 1045 glass-fiber nylon 3-blade,,,,,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,7e-05,17.8,,,,,7.177405000000001e-05,9.569873333333333e-05,0.00014354810000000002,0.9752828494421032,0.7314621370815775,0.4876414247210516,15.879017013232511,0.8920796074849725,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,octoLift vs Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,octoLift,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,,,,,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,7e-05,16.8,,,,,6.77418e-05,9.032240000000002e-05,0.0001354836,1.0333354000041333,0.7750015500030998,0.5166677000020666,15.879017013232511,0.9451795841209828,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,coaxialX8 vs Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,coaxialX8,Gemfan 1045 glass-fiber nylon 3-blade,,,,,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,7e-05,17.8,,,,,7.177405000000001e-05,9.569873333333333e-05,0.00014354810000000002,0.9752828494421032,0.7314621370815775,0.4876414247210516,15.879017013232511,0.8920796074849725,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
current_vs_physical_prop_mass_reference,coaxialX8 vs Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,coaxialX8,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,,,,,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,7e-05,16.8,,,,,6.77418e-05,9.032240000000002e-05,0.0001354836,1.0333354000041333,0.7750015500030998,0.5166677000020666,15.879017013232511,0.9451795841209828,,,,,,,,,,,,,,,,Compares configured per-rotor inertia with same-size physical prop mass estimates. Ratios use estimated inertia bounds from I=c*m*R^2.
