row_type,scenario_name,status,metric_or_queue_ordinal,value_or_preset_name,unit_or_case_name,query_advance_ratio_j,query_rpm,minimum_neighbor_rows_required,requires_static_anchor_preservation,downstream_use,full_simulation_candidate,performance_only_candidate,payload_handoff_ready,surface_fit_handoff_ready,lookup_execution_input_ready,payload_lookup_input_slot_count,exported_surface_fit_input_row_count,archive_curve_shape_guard_ready_target_count,negative_thrust_tail_execution_input_row_count,lookup_run_authorized,lookup_result_evidence_present,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,note
propeller_archive_ct_cp_j_lookup_execution_target_run,current_payload_and_surface_fit_blocked,BLOCKED,6,apDrone,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current payload and surface handoffs are both blocked
propeller_archive_ct_cp_j_lookup_execution_target_run,current_payload_and_surface_fit_blocked,BLOCKED,7,heavyLift,static_anchor_low_rpm,0,1060,1,true,performance-only-ct-cp-j-lookup-reference,false,true,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current payload and surface handoffs are both blocked
propeller_archive_ct_cp_j_lookup_execution_target_run,current_payload_and_surface_fit_blocked,BLOCKED,8,heavyLift,mid_domain_mid_rpm,0.3335,4250,4,false,performance-only-ct-cp-j-lookup-reference,false,true,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current payload and surface handoffs are both blocked
propeller_archive_ct_cp_j_lookup_execution_target_run,current_payload_and_surface_fit_blocked,BLOCKED,9,heavyLift,high_domain_max_rpm,0.6003,7440,2,false,performance-only-ct-cp-j-lookup-reference,false,true,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current payload and surface handoffs are both blocked
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,1,racingQuad,static_anchor_low_rpm,0,1477.8,1,true,full-simulation-ct-cp-j-lookup-reference,true,false,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,2,racingQuad,mid_domain_mid_rpm,0.4064,4712.25,4,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,3,racingQuad,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,4,apDrone,static_anchor_low_rpm,0,1477.8,1,true,full-simulation-ct-cp-j-lookup-reference,true,false,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,5,apDrone,mid_domain_mid_rpm,0.4064,4712.25,4,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,6,apDrone,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,7,heavyLift,static_anchor_low_rpm,0,1060,1,true,performance-only-ct-cp-j-lookup-reference,false,true,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,8,heavyLift,mid_domain_mid_rpm,0.3335,4250,4,false,performance-only-ct-cp-j-lookup-reference,false,true,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_ready_surface_fit_blocked,BLOCKED,9,heavyLift,high_domain_max_rpm,0.6003,7440,2,false,performance-only-ct-cp-j-lookup-reference,false,true,true,false,false,21,0,0,0,false,false,false,false,complete-scattered-surface-fit-execution-handoff-before-lookup-run,payload readiness cannot run without surface fit handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,1,racingQuad,static_anchor_low_rpm,0,1477.8,1,true,full-simulation-ct-cp-j-lookup-reference,true,false,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,2,racingQuad,mid_domain_mid_rpm,0.4064,4712.25,4,false,full-simulation-ct-cp-j-lookup-reference,true,false,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,3,racingQuad,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,4,apDrone,static_anchor_low_rpm,0,1477.8,1,true,full-simulation-ct-cp-j-lookup-reference,true,false,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,5,apDrone,mid_domain_mid_rpm,0.4064,4712.25,4,false,full-simulation-ct-cp-j-lookup-reference,true,false,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,6,apDrone,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,7,heavyLift,static_anchor_low_rpm,0,1060,1,true,performance-only-ct-cp-j-lookup-reference,false,true,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,8,heavyLift,mid_domain_mid_rpm,0.3335,4250,4,false,performance-only-ct-cp-j-lookup-reference,false,true,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,surface_fit_ready_payload_blocked,BLOCKED,9,heavyLift,high_domain_max_rpm,0.6003,7440,2,false,performance-only-ct-cp-j-lookup-reference,false,true,false,true,false,0,9,9,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,surface fit readiness cannot run without reviewed payload handoff
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,1,racingQuad,static_anchor_low_rpm,0,1477.8,1,true,full-simulation-ct-cp-j-lookup-reference,true,false,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,2,racingQuad,mid_domain_mid_rpm,0.4064,4712.25,4,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,3,racingQuad,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,4,apDrone,static_anchor_low_rpm,0,1477.8,1,true,full-simulation-ct-cp-j-lookup-reference,true,false,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,5,apDrone,mid_domain_mid_rpm,0.4064,4712.25,4,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,6,apDrone,high_domain_max_rpm,0.73152,7946.7,2,false,full-simulation-ct-cp-j-lookup-reference,true,false,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,7,heavyLift,static_anchor_low_rpm,0,1060,1,true,performance-only-ct-cp-j-lookup-reference,false,true,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,8,heavyLift,mid_domain_mid_rpm,0.3335,4250,4,false,performance-only-ct-cp-j-lookup-reference,false,true,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run,payload_and_surface_fit_ready,AUTHORIZED,9,heavyLift,high_domain_max_rpm,0.6003,7440,2,false,performance-only-ct-cp-j-lookup-reference,false,true,true,true,true,21,9,9,9,true,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,lab lookup target authorized but result evidence remains absent
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,scenario_count,4,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,four readiness scenarios expanded into target queues
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,target_run_row_count,36,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,four scenarios times nine acceptance targets
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,current_authorized_target_count,0,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current target queue is fully blocked
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,current_blocked_target_count,9,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current target queue has nine blocked targets
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,current_payload_lookup_input_slot_count,0,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current reviewed payload slots are unavailable
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,current_surface_fit_exported_input_row_count,0,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current surface fit input rows are unavailable
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,max_authorized_target_count,9,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,synthetic all-ready path authorizes nine lab targets
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,max_full_simulation_authorized_target_count,6,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,racingQuad and apDrone provide six full simulation targets
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,max_performance_only_authorized_target_count,3,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,heavyLift contributes three performance-only targets
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,max_static_anchor_authorized_target_count,3,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,static anchor queue coverage remains explicit
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,max_negative_thrust_tail_execution_input_row_count,9,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,archive negative tail diagnostics are carried forward
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,authorized_scenario_count,1,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,only synthetic all-ready scenario authorizes the queue
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,blocked_scenario_count,3,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,three readiness scenarios remain blocked
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,runtime_coupling_allowed_count,0,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,no target row can mutate runtime physics
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,gameplay_auto_apply_allowed_count,0,count,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,no target row can auto apply gameplay tuning
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,first_authorized_scenario,payload_and_surface_fit_ready,text,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,first complete handoff scenario
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,current_status,BLOCKED,status,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current run queue remains blocked
propeller_archive_ct_cp_j_lookup_execution_target_run_summary,all,BLOCKED,next_required_action,execute-clearance-evidence-ledger-before-reviewed-payload-output,text,0,0,0,false,summary,false,false,false,false,false,0,0,0,9,false,false,false,false,execute-clearance-evidence-ledger-before-reviewed-payload-output,current queue follows payload review evidence blocker
propeller_archive_ct_cp_j_lookup_execution_target_run_method,target_run_queue_rule,READY,method,readiness-times-acceptance-targets,text,0,0,0,false,method,false,false,false,false,false,0,0,0,0,false,false,false,false,execute-authorized-lab-lookup-targets-with-reviewed-ct-cp-j-payloads,expand each readiness scenario across the nine accepted CT CP J lookup targets without fabricating results
