row_type,name,metric,value,unit,source_file,source_url,note
surface_nearfield_zju_ground_check,racingQuad_h_over_r_0.5,current_extra_over_zju_extra,0.419047074278,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_1.0,current_thrust_multiplier,1.143916125,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_1.0,zju_formula_thrust_multiplier,1.3324989523,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_1.0,current_extra_thrust_fraction,0.143916125,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_1.0,zju_extra_thrust_fraction,0.332498952304,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_1.0,current_extra_over_zju_extra,0.432831814965,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_2.0,current_thrust_multiplier,1.1118645,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_2.0,zju_formula_thrust_multiplier,1.21478533173,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_2.0,current_extra_thrust_fraction,0.1118645,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_2.0,zju_extra_thrust_fraction,0.214785331733,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_2.0,current_extra_over_zju_extra,0.520820016419,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_4.0,current_thrust_multiplier,1.059858,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_4.0,zju_formula_thrust_multiplier,1.08889723339,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_4.0,current_extra_thrust_fraction,0.059858,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_4.0,zju_extra_thrust_fraction,0.0888972333931,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_4.0,current_extra_over_zju_extra,0.673339289822,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_6.0,current_thrust_multiplier,1.0239805,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_6.0,zju_formula_thrust_multiplier,1.0449690872,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_6.0,current_extra_thrust_fraction,0.0239805,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_6.0,zju_extra_thrust_fraction,0.0449690871992,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,racingQuad_h_over_r_6.0,current_extra_over_zju_extra,0.533266327906,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_0.5,current_thrust_multiplier,1.22799402667,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_0.5,zju_formula_thrust_multiplier,1.39883701973,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_0.5,current_extra_thrust_fraction,0.227994026667,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_0.5,zju_extra_thrust_fraction,0.398837019727,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_0.5,current_extra_over_zju_extra,0.571647102424,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_1.0,current_thrust_multiplier,1.21629610667,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_1.0,zju_formula_thrust_multiplier,1.37666803531,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_1.0,current_extra_thrust_fraction,0.216296106667,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_1.0,zju_extra_thrust_fraction,0.376668035311,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_1.0,current_extra_over_zju_extra,0.574235364804,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_2.0,current_thrust_multiplier,1.19382442667,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_2.0,zju_formula_thrust_multiplier,1.30815418206,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_2.0,current_extra_thrust_fraction,0.193824426667,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_2.0,zju_extra_thrust_fraction,0.308154182062,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_2.0,current_extra_over_zju_extra,0.628985222168,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_4.0,current_thrust_multiplier,1.15257770667,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_4.0,zju_formula_thrust_multiplier,1.1783735174,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_4.0,current_extra_thrust_fraction,0.152577706667,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_4.0,zju_extra_thrust_fraction,0.178373517402,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_4.0,current_extra_over_zju_extra,0.855383180691,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_6.0,current_thrust_multiplier,1.11625984,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_6.0,zju_formula_thrust_multiplier,1.10480692334,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_6.0,current_extra_thrust_fraction,0.11625984,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_6.0,zju_extra_thrust_fraction,0.104806923341,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,cinewhoop_h_over_r_6.0,current_extra_over_zju_extra,1.10927633685,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_0.5,current_thrust_multiplier,1.10763602083,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_0.5,zju_formula_thrust_multiplier,1.3324989523,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_0.5,current_extra_thrust_fraction,0.107636020833,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_0.5,zju_extra_thrust_fraction,0.332498952304,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_0.5,current_extra_over_zju_extra,0.323718375915,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_1.0,current_thrust_multiplier,1.09594408333,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_1.0,zju_formula_thrust_multiplier,1.21478533173,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_1.0,current_extra_thrust_fraction,0.0959440833333,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_1.0,zju_extra_thrust_fraction,0.214785331733,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_1.0,current_extra_over_zju_extra,0.446697558716,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_2.0,current_thrust_multiplier,1.07457633333,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_2.0,zju_formula_thrust_multiplier,1.08889723339,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_2.0,current_extra_thrust_fraction,0.0745763333333,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_2.0,zju_extra_thrust_fraction,0.0888972333931,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_2.0,current_extra_over_zju_extra,0.838904997229,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_4.0,current_thrust_multiplier,1.03990533333,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_4.0,zju_formula_thrust_multiplier,1.02658056385,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_4.0,current_extra_thrust_fraction,0.0399053333333,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_4.0,zju_extra_thrust_fraction,0.0265805638455,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_4.0,current_extra_over_zju_extra,1.50129747304,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_6.0,current_thrust_multiplier,1.015987,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_6.0,zju_formula_thrust_multiplier,1.01225855376,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_6.0,current_extra_thrust_fraction,0.015987,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_6.0,zju_extra_thrust_fraction,0.0122585537612,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,heavyLift_h_over_r_6.0,current_extra_over_zju_extra,1.30415058019,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_0.5,current_thrust_multiplier,1.099275,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_0.5,zju_formula_thrust_multiplier,1.35290016229,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_0.5,current_extra_thrust_fraction,0.099275,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_0.5,zju_extra_thrust_fraction,0.352900162289,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_0.5,current_extra_over_zju_extra,0.281311857031,ratio,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_1.0,current_thrust_multiplier,1.0891,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_1.0,zju_formula_thrust_multiplier,1.25250301049,multiplier,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_1.0,current_extra_thrust_fraction,0.0891,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
surface_nearfield_zju_ground_check,hexLift_h_over_r_1.0,zju_extra_thrust_fraction,0.252503010494,fraction,docs/data/zju_ground_effect_model_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current ground-effect extra thrust compared with ZJU formula-level ground-effect model.
