row_type,source_page,note,test_hash,title,creator,local_source_file,motor,propeller,esc,sample_count,fit_q_over_t_m,fit_r2,fit_point_count,fit_residual_rms_n_m,sample_q_over_t_min_m,sample_q_over_t_mean_m,sample_q_over_t_max_m,high_thrust_sample_count,high_thrust_q_over_t_mean_m,high_thrust_q_over_t_median_m,q_over_t_at_max_thrust_m,max_thrust_n,torque_n_m_at_max_thrust,rpm_at_max_thrust,racingQuad_configured_yaw_torque_per_thrust_m,racingQuad_configured_over_fit_q_over_t,racingQuad_fit_q_over_t_over_configured,racingQuad_max_thrust_q_over_t_over_configured,apDrone_configured_yaw_torque_per_thrust_m,apDrone_configured_over_fit_q_over_t,apDrone_fit_q_over_t_over_configured,apDrone_max_thrust_q_over_t_over_configured,sample_index,throttle_us,rotation_speed_rpm,thrust_n,torque_n_m_abs,q_over_t_m,torque_coefficient_n_m_per_rad2_s2,mechanical_power_from_torque_w,mechanical_power_w_from_tyto,mechanical_power_ratio_recomputed_over_tyto,racingQuad_sample_q_over_t_over_configured,apDrone_sample_q_over_t_over_configured,preset,yaw_torque_per_thrust_m,max_rotor_thrust_n,thrust_coefficient_n_per_rad2_s2
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,dnq,LF40 2305 with 5040 prop,,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1232.0,6264.000000000012,1.0036229665199,0.015096965830576,0.015042467474539063,3.5085602442755443e-08,9.903074338081293,9.903074338081293,1.0,1.074461962467076,1.1082981321255605,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,dnq,LF40 2305 with 5040 prop,,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1192.0,5245.000000000043,0.69981707800341,0.01049368704959,0.014994899923746743,3.478402921745951e-08,5.763711293520272,5.763711293520272,1.0,1.0710642802676245,1.1047934526052525,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,dnq,LF40 2305 with 5040 prop,,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1151.0,4092.0000000000214,0.43199871118097,0.006751730134154,0.01562905156753028,3.6769403902298964e-08,2.8932057415485555,2.893205741548555,1.0000000000000002,1.116360826252163,1.1515164442606616,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,dnq,LF40 2305 with 5040 prop,,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1110.0,2863.000000000039,0.21951988297375002,0.0035956756996528,0.01637972675159802,4.000189661249725e-08,1.0780290920823152,1.078029092082315,1.0000000000000002,1.1699804822570015,1.2068246512249436,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,dnq,LF40 2305 with 5040 prop,,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1069.0,1462.9999999999786,0.0691972273518,0.0011856346234775,0.01713413483245089,5.0513212009832476e-08,0.1816451545529458,0.18164515455294578,1.0000000000000002,1.2238667737464923,1.262407890363394,,,,
tyto_torque_ratio_summary,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Fit uses positive-thrust samples above 0.05 N. High-thrust rows use samples at >=50% of that test's max thrust.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,9,0.010194846632052177,0.9992570830476614,8.0,0.0003797332476704139,0.01007268532453188,0.010458471560970408,0.010795082880112198,3,0.010172293168924722,0.010138613347417603,0.01007268532453188,4.3401616412077,0.043717082469489,19144.00000000032,0.014,1.3732428260357128,0.7282033308608697,0.7194775231808486,0.013572582176683558,1.3313179360650627,0.7511353771403927,0.7421347827118573,,,,,,,,,,,,,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000.0,0.0,-0.00067343269556338,0.00014861280904738,,,,0.0,,,,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1200.0,4355.000000000016,0.19893104899098,0.0021314335181183,0.010714433613703733,1.0247979227045575e-08,0.9720499188900068,0.9720499188900068,1.0,0.7653166866931237,0.789417479609012,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1300.0,6714.000000000042,0.50215150517951,0.0054207671167859,0.010795082880112198,1.096581311273477e-08,3.811278673374959,3.811278673374959,1.0,0.7710773485794427,0.7953595520428789,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1400.0,9094.000000000038,0.92670391346328,0.0099626805319817,0.010750661983015856,1.0985227832228534e-08,9.487674400571354,9.487674400571354,1.0,0.7679044273582755,0.7920867115090672,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1500.0,11383.000000000124,1.4739236242285,0.015509870753056,0.010522845619748021,1.0915345104517734e-08,18.48815325831045,18.48815325831045,1.0,0.7516318299820015,0.7753016694071153,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1600.0,13561.999999999754,2.1346943989487,0.022132231636583,0.010367868884409282,1.0972876490949127e-08,31.432401619054517,31.432401619054513,1.0000000000000002,0.7405620631720916,0.7638833016034579,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1700.0,15425.00000000046,2.7905696045212998,0.028758440634599,0.010305580834824683,1.1021932634038897e-08,46.45357307905194,46.45357307905194,1.0,0.7361129167731917,0.7592940459427624,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1800.0,17217.00000000017,3.5568407015137997,0.036061432611006,0.010138613347417603,1.1093556026180055e-08,65.01732140203453,65.01732140203453,1.0,0.7241866676726859,0.7469922241351247,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,69k7,Tmotor-F80,,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1900.0,19144.00000000032,4.3401616412077,0.043717082469489,0.01007268532453188,1.087748676982879e-08,87.64203931685591,87.6420393168559,1.0000000000000002,0.7194775231808486,0.7421347827118573,,,,
tyto_torque_ratio_summary,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Fit uses positive-thrust samples above 0.05 N. High-thrust rows use samples at >=50% of that test's max thrust.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,10,0.009433956011633325,0.998933669471119,9.0,0.0008603114381627401,0.009354388566955656,0.00982847020882528,0.011210496000928046,3,0.009369217121197128,0.009366517009925553,0.009354388566955656,8.4793073126231,0.079318735380905,16382.000000000322,0.014,1.4840009835466834,0.6738540008309517,0.668170611925404,0.013572582176683558,1.4386946642476133,0.6950745177907259,0.6892121517617797,,,,,,,,,,,,,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000.0,0.0,0.00096182917673728,4.2345032268777e-05,0.04402552271539522,,,0.0,,3.1446801939568014,3.2437101608437486,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1200.0,3479.000000000035,0.26884530616463,0.0026259599701171,0.009767549999586263,1.9784360095008634e-08,0.9566898100009125,0.9566898100009124,1.0000000000000002,0.6976821428275902,0.7196530381938678,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1300.0,5332.00000000004,0.62131691028718,0.0069652707380834,0.011210496000928046,2.2340890737081264e-08,3.8891685102545193,3.8891685102545193,1.0,0.8007497143520033,0.8259663382393545,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1400.0,7153.0000000000355,1.212455173553,0.011773137873009,0.009710163418667915,2.0982563396100786e-08,8.818791462963382,8.818791462963382,1.0,0.6935831013334225,0.7154249126853016,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1500.0,8824.000000000022,1.9813834438648001,0.020079386287217,0.010134023451841823,2.3515932230605833e-08,18.55429905352254,18.554299053522538,1.0000000000000002,0.7238588179887017,0.7466540500488653,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1600.0,10513.00000000016,2.9654808909934998,0.029432477630892,0.009925026905511938,2.4283778218299773e-08,32.402767529806106,32.402767529806106,1.0,0.7089304932508527,0.7312556134353135,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1700.0,12182.999999999858,4.1856845757983,0.040188100125781,0.009601320739300158,2.4690606111278556e-08,51.27200935146625,51.272009351466245,1.0000000000000002,0.6858086242357255,0.7074056074454528,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1800.0,13962.0000000001,5.7711688429646,0.054172494821091,0.009386745786710176,2.5341150807938916e-08,79.20545413150853,79.20545413150852,1.0000000000000002,0.6704818419078697,0.6915961653071246,,,,
tyto_torque_ratio_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,Per-sample torque/thrust ratio; low-thrust samples are noisier and should not dominate yaw coefficient calibration.,q3xn,1700kvlumenierfolding,,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1900.0,15620.000000000138,7.5280581243966,0.070511684473869,0.009366517009925553,2.6353711951897746e-08,115.3375540930057,115.3375540930057,1.0,0.6690369292803966,0.690105750548806,,,,
