row_type,name,source,uiuc_j,code_mu_equivalent,ct_ratio_static_fit,cp_ratio_static_fit,qt_ratio_static_fit,fit_within_source_j_range,note,ct_ratio_static_fit_mean,ct_ratio_static_fit_min,ct_ratio_static_fit_max,cp_ratio_static_fit_mean,cp_ratio_static_fit_min,cp_ratio_static_fit_max,qt_ratio_static_fit_mean,qt_ratio_static_fit_min,qt_ratio_static_fit_max,speed_m_s,operating_point,hover_rpm,tip_speed_m_s,code_advance_ratio_mu,uiuc_equivalent_j,uiuc_5in_ct_ratio_fit_mean,uiuc_5in_cp_ratio_fit_mean,uiuc_5in_qt_ratio_fit_mean,airflow_thrust_multiplier_code,code_multiplier_over_uiuc_5in_mean,current_same_rpm_constant_qt_power_ratio_proxy,current_same_rpm_constant_qt_ratio_proxy,current_power_proxy_over_uiuc_cp_mean,current_qt_proxy_over_uiuc_qt_mean,translational_lift_intensity_code,transverse_lift_factor_code,high_advance_loss_code,disk_drag_force_per_rotor_n,flapping_tilt_deg_code,rotor_stall_intensity_code,stall_thrust_scale_code,wind_speed_m_s,measured_deflection_deg,stiff_blade_prediction_deg,hinged_blade_prediction_deg,blade_stiffness_nm_per_rad,effective_hinge_offset_fraction,racingquad_same_speed_mu_code,racingquad_same_speed_flapping_tilt_deg_code
uiuc_5in_forward_mean,UIUC 5in mean J=0.45,UIUC 5-inch forward-flow rows in this script,0.45,0.1432394487827058,,,,,"Mean/min/max across DA4052, NR640, and MicroInvent 5-inch prop rows. Q/T ratio is (CP/CT)/(static CP/static CT).",0.5492318614441509,0.5170614224955276,0.5917548329270198,0.6883329557888606,0.5857949556862553,0.7740261425702991,1.2536553027782316,1.1329310797525651,1.4363626530935418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uiuc_5in_forward_mean,UIUC 5in mean J=0.65,UIUC 5-inch forward-flow rows in this script,0.65,0.20690142601946396,,,,,"Mean/min/max across DA4052, NR640, and MicroInvent 5-inch prop rows. Q/T ratio is (CP/CT)/(static CP/static CT).",0.19299356233462203,0.09872703217989774,0.2991804033156544,0.4087089663760961,0.3563600766147911,0.4959031667780972,2.4708081651658875,1.65753893397519,3.786841835315739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_level_forward,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,5.0,hover_rpm_level_forward,13023.090711279678,86.59970425683154,0.05773691772862571,0.18138587657716881,1.0276850536688833,1.0638877198093843,1.028440057868988,1.0091155465372637,0.9819307412661831,1.0091155465372637,1.0,0.9485169607165556,0.9723464117802664,0.0025816966138822637,1.0091155465372637,0.0,0.03128656187093276,0.3968435273574729,0.0,1.0,,,,,,,,
current_preset_level_forward,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,10.0,hover_rpm_level_forward,13023.090711279678,86.59970425683154,0.11547383545725141,0.36277175315433763,0.7046020728971754,0.8102885076511881,1.146198461184789,1.039786474963089,1.4757073743591271,1.039786474963089,1.0,1.2832299423536868,0.8724492606335658,0.4196899680077966,1.039786474963089,0.0,0.12514624748373104,0.7936870547149458,0.0,1.0,,,,,,,,
current_preset_level_forward,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,12.5,hover_rpm_level_forward,13023.090711279678,86.59970425683154,0.14434229432156426,0.453464691442922,0.5430605825113215,0.6834889015720901,1.2592574733879063,1.0625079962603106,1.9565183526060093,1.0625079962603106,1.0,1.5545358436932044,0.7941187732716805,0.7702836630183881,1.0625079962603106,0.0,0.19554101169332977,0.9921088183936821,0.0,1.0,,,,,,,,
current_preset_level_forward,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,15.0,hover_rpm_level_forward,13023.090711279678,86.59970425683154,0.17321075318587711,0.5441576297315064,0.3815190921254678,0.556689295492992,1.4777541126299096,1.0699710359763301,2.804501945146314,1.0699710359763301,1.0,1.9220255259781618,0.6767025660448567,0.8274450199289403,1.0699710359763301,0.0,0.28157905683839485,1.1905305820724186,0.0,1.0,,,,,,,,
current_preset_level_forward,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,20.0,hover_rpm_level_forward,13023.090711279678,86.59970425683154,0.23094767091450283,0.7255435063086753,0.0809448469684627,0.30309008333479553,3.5943425984717305,1.0710271410363048,13.23156669199205,1.0710271410363048,1.0,3.5336924562234535,0.27821499275700307,0.8274450199289403,1.0710271410363048,0.0,0.5005849899349242,1.5121274126373794,0.0,1.0,,,,,,,,
current_preset_level_forward,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,30.0,hover_rpm_level_forward,13023.090711279678,86.59970425683154,0.34642150637175423,1.0883152594630128,0.0,0.012420636225801064,nan,1.0710271410363048,nan,1.0710271410363048,1.0,86.22965213420292,nan,0.8274450199289403,1.0710271410363048,0.0,1.1263162273535794,1.5121274126373794,0.010141731916057679,0.9965518111485404,,,,,,,,
current_preset_level_forward,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,5.0,hover_rpm_level_forward,4297.487346413935,17.10120925675954,0.2923769848628492,0.9185293877238612,0.0,0.08774376708111926,nan,1.0175,nan,1.0175,1.0,11.596265282972402,nan,0.0,1.0175,0.0,0.08767999504312093,2.3172033239684477,0.0,1.0,,,,,,,,
current_preset_level_forward,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,10.0,hover_rpm_level_forward,4297.487346413935,17.10120925675954,0.5847539697256984,1.8370587754477223,0.0,0.0,nan,0.9852798553432289,nan,0.9852798553432289,1.0,nan,nan,0.14571568310576305,1.0222357597009373,0.03615203636440983,0.35071998017248374,2.3172033239684477,0.7326244830542924,0.6922977171171972,,,,,,,,
current_preset_level_forward,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,12.5,hover_rpm_level_forward,4297.487346413935,17.10120925675954,0.730942462157123,2.296323469309653,0.0,0.0,nan,0.8993942722219368,nan,0.8993942722219368,1.0,nan,nan,0.3707529479927234,1.0295494708097634,0.1264195672748554,0.5479999690195059,2.3172033239684477,0.9976605535269917,0.5809825675186635,,,,,,,,
current_preset_level_forward,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,15.0,hover_rpm_level_forward,4297.487346413935,17.10120925675954,0.8771309545885475,2.7555881631715833,0.0,0.0,nan,0.835366153848851,nan,0.835366153848851,1.0,nan,nan,0.6266852574837034,1.0378672708682204,0.1951127304072018,0.7891199553880885,2.3172033239684477,0.9976605535269917,0.5809825675186635,,,,,,,,
current_preset_level_forward,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,20.0,hover_rpm_level_forward,4297.487346413935,17.10120925675954,1.1695079394513967,3.6741175508954447,0.0,0.0,nan,0.8395975548190899,nan,0.8395975548190899,1.0,nan,nan,0.9845213391957638,1.0494969435238624,0.2,1.402879920689935,2.3172033239684477,0.9976605535269917,0.5809825675186635,,,,,,,,
current_preset_level_forward,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,30.0,hover_rpm_level_forward,4297.487346413935,17.10120925675954,1.754261909177095,5.511176326343167,0.0,0.0,nan,0.8399451991772152,nan,0.8399451991772152,1.0,nan,nan,0.9978922760467382,1.049931498971519,0.2,3.156479821552354,2.3172033239684477,0.9976605535269917,0.5809825675186635,,,,,,,,
current_preset_level_forward,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,5.0,hover_rpm_level_forward,4728.264076300938,62.883117338837444,0.07951259752372254,0.24979619224836871,0.9058331811876122,0.968241892884547,1.062905151948054,1.0095316580416698,1.114478558533373,1.0095316580416698,1.0,1.0426440597753046,0.9408177184645651,0.006543290527404339,1.0095316580416698,0.0,0.12123480515547308,0.50200294115301,0.0,1.0,,,,,,,,
current_preset_level_forward,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,10.0,hover_rpm_level_forward,4728.264076300938,62.883117338837444,0.15902519504744508,0.49959238449673743,0.4608983279346333,0.6189968538015134,1.349291259940519,1.0443609236677296,2.2659247395140163,1.0443609236677296,1.0,1.6871829271084031,0.7411298284434772,0.6617431857827594,1.0443609236677296,0.0,0.4849392206218923,1.00400588230602,0.0,1.0,,,,,,,,
current_preset_level_forward,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,12.5,hover_rpm_level_forward,4728.264076300938,62.883117338837444,0.19878149380930635,0.6244904806209217,0.23843090130814412,0.4443743342599967,2.0062649648418964,1.0582587753974197,4.438429622969649,1.0582587753974197,1.0,2.381457914664911,0.4984386496919189,0.9553532153184568,1.0582587753974197,0.0,0.7577175322217068,1.255007352882525,0.0,1.0,,,,,,,,
current_preset_level_forward,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,15.0,hover_rpm_level_forward,4728.264076300938,62.883117338837444,0.2385377925711676,0.7493885767451061,0.05596464782683067,0.2697518147184798,9.8640878163844,1.059905712152498,18.938843596981524,1.059905712152498,1.0,3.929188440339665,0.10137784847565781,0.9975823628845628,1.059905712152498,0.0,1.0911132463992577,1.3889704335305144,0.0,1.0,,,,,,,,
current_preset_level_forward,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,20.0,hover_rpm_level_forward,4728.264076300938,62.883117338837444,0.31805039009489017,0.9991847689934749,0.0,0.0435085494735718,nan,1.059905712152498,nan,1.059905712152498,1.0,24.360860680871735,nan,0.9975823628845628,1.059905712152498,0.0,1.9397568824875693,1.3889704335305144,0.0,1.0,,,,,,,,
current_preset_level_forward,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,30.0,hover_rpm_level_forward,4728.264076300938,62.883117338837444,0.4770755851423352,1.4987771534902121,0.0,0.0,nan,1.0590510957884467,nan,1.0590510957884467,1.0,nan,nan,0.9975823628845628,1.059905712152498,0.0008063135751156151,4.364452985597031,1.3889704335305144,0.34058861950658487,0.9046351865381562,,,,,,,,
current_preset_level_forward,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,5.0,hover_rpm_level_forward,4169.93695964427,45.85085161422849,0.10904922861778198,0.3425882555052577,0.7405527472601224,0.8385074583158826,1.1279416664439292,1.0124043711581836,1.3670928571986947,1.0124043711581836,1.0,1.2073886297822178,0.8865706709396666,0.020759775847825866,1.0124043711581836,0.0,0.10276676355859268,0.7407024317143586,0.0,1.0,,,,,,,,
current_preset_level_forward,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,10.0,hover_rpm_level_forward,4169.93695964427,45.85085161422849,0.21809845723556395,0.6851765110105154,0.13033746007965405,0.3595279846641845,6.227984072002239,1.044864698735091,8.016610866105074,1.044864698735091,1.0,2.906212432145003,0.16056560011055218,0.7164950695130304,1.044864698735091,0.0,0.41106705423437073,1.4814048634287171,0.0,1.0,,,,,,,,
current_preset_level_forward,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,12.5,hover_rpm_level_forward,4169.93695964427,45.85085161422849,0.2726230715444549,0.8564706387631441,0.0,0.1331200363696186,nan,1.053770501298368,nan,1.053770501298368,1.0,7.9159421078618735,nan,0.9656084279263759,1.053770501298368,0.0,0.6422922722412042,1.4943208406206634,0.0,1.0,,,,,,,,
current_preset_level_forward,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,15.0,hover_rpm_level_forward,4169.93695964427,45.85085161422849,0.3271476858533459,1.027764766515773,0.0,0.03354010344669433,nan,1.0541347165118384,nan,1.0541347165118384,1.0,31.429083639744487,nan,0.9757962660654116,1.0541347165118384,0.0,0.924900872027334,1.4943208406206634,0.0009211527593251702,0.9997236541722024,,,,,,,,
current_preset_level_forward,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,20.0,hover_rpm_level_forward,4169.93695964427,45.85085161422849,0.4361969144711279,1.3703530220210307,0.0,0.0,nan,1.0541347165118384,nan,1.0541347165118384,1.0,nan,nan,0.9757962660654116,1.0541347165118384,0.0,1.644268216937483,1.4943208406206634,0.1986607405569886,0.9404017778329035,,,,,,,,
current_preset_level_forward,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,30.0,hover_rpm_level_forward,4169.93695964427,45.85085161422849,0.6542953717066918,2.055529533031546,0.0,0.0,nan,0.9730702558753099,nan,0.9730702558753099,1.0,nan,nan,0.9757962660654116,1.0541347165118384,0.07690142385668983,3.699603488109336,1.4943208406206634,0.9030547301509019,0.7290835809547295,,,,,,,,
current_preset_level_forward,octoLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,5.0,hover_rpm_level_forward,4873.783053100573,58.69385730010958,0.08518779017085772,0.26762533577631537,0.8740760623627352,0.9433146116790608,1.0734732385180277,1.0090296113515231,1.1543956582268047,1.0090296113515231,1.0,1.0696639263919514,0.9315555936732429,0.012312995096078628,1.0090296113515231,0.0,0.12523424854433213,0.5748165147713324,0.0,1.0,,,,,,,,
current_preset_level_forward,octoLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,10.0,hover_rpm_level_forward,4873.783053100573,58.69385730010958,0.17037558034171543,0.5352506715526307,0.3973840902848796,0.5691422913905412,1.447394382597366,1.0417363984041645,2.6214849156576876,1.0417363984041645,1.0,1.8303619572163068,0.6908966982485371,0.7251341470299774,1.0417363984041645,0.0,0.5009369941773285,1.1496330295426649,0.0,1.0,,,,,,,,
current_preset_level_forward,octoLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,12.5,hover_rpm_level_forward,4873.783053100573,58.69385730010958,0.21296947542714428,0.6690633394407884,0.1590381042459517,0.38205613124628135,3.3039879003984773,1.05154367313633,6.611897684030001,1.05154367313633,1.0,2.7523277003987743,0.302664546646613,0.9864992052168613,1.05154367313633,0.0,0.7827140534020758,1.4370412869283309,0.0,1.0,,,,,,,,
current_preset_level_forward,octoLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,15.0,hover_rpm_level_forward,4873.783053100573,58.69385730010958,0.25556337051257316,0.8028760073289463,0.025180783362669223,0.19496997110202127,4.447013340032889,1.052,41.77789010168767,1.052,1.0,5.395702702594768,0.2248700247867042,1.0,1.052,0.0,1.127108236898989,1.484480733636336,0.0,1.0,,,,,,,,
current_preset_level_forward,octoLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,20.0,hover_rpm_level_forward,4873.783053100573,58.69385730010958,0.34075116068343086,1.0705013431052615,0.0,0.018633969995372156,nan,1.052,nan,1.052,1.0,56.45603165945151,nan,1.0,1.052,0.0,2.003747976709314,1.484480733636336,0.007794710332081159,0.9976615869003757,,,,,,,,
current_preset_level_forward,octoLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,30.0,hover_rpm_level_forward,4873.783053100573,58.69385730010958,0.5111267410251463,1.6057520146578925,0.0,0.0,nan,1.0447803994849667,nan,1.0447803994849667,1.0,nan,nan,1.0,1.052,0.006862738132161034,4.508432947595956,1.484480733636336,0.46674711114441664,0.859975866656675,,,,,,,,
current_preset_level_forward,coaxialX8,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,5.0,hover_rpm_level_forward,5015.081387389711,60.395480901150634,0.08278765108574111,0.2600850764589193,0.8875067081331048,0.9538567986367461,1.0689108979025956,1.0086545250344063,1.1365035506673964,1.0086545250344063,1.0,1.057448588169605,0.9355316724361107,0.008395670025088429,1.0086545250344063,0.0,0.1288649786204295,0.571505837448861,0.0,1.0,,,,,,,,
current_preset_level_forward,coaxialX8,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,10.0,hover_rpm_level_forward,5015.081387389711,60.395480901150634,0.16557530217148222,0.5201701529178386,0.4242453818256191,0.5902266653059117,1.4018764667161285,1.0397958784496184,2.4509303412453263,1.0397958784496184,1.0,1.7616890926313826,0.713329614800142,0.6820821205473918,1.0397958784496184,0.0,0.515459914481718,1.143011674897722,0.0,1.0,,,,,,,,
current_preset_level_forward,coaxialX8,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,12.5,hover_rpm_level_forward,5015.081387389711,60.395480901150634,0.20696912771435277,0.6502126911472983,0.19261471867187605,0.40841159864049453,2.4765517110426836,1.0509103671742002,5.456023165937033,1.0509103671742002,1.0,2.5731648431935623,0.4037872480276124,0.9677623424319576,1.0509103671742002,0.0,0.8054061163776844,1.428764593622152,0.0,1.0,,,,,,,,
