row_type,name,case_name,slot_id,status_or_ready,metric,value,unit,performance_match_id,query_advance_ratio_j,query_rpm,slot_advance_ratio_j,slot_rpm,slot_kind,slot_coordinate_role,minimum_performance_neighbor_rows,execution_input_source_kind,direct_neighbor_binding_ready,scattered_fit_required,post_review_full_simulation_lookup_allowed,archive_curve_shape_guard_passed,negative_thrust_tail_row_count,archive_curve_eta_formula_residual,archive_curve_ct_increase,coefficient_payload_reviewed,reviewed_grid_slot_ready,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,note
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,query_rpm,field,,READY,required,true,rpm,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,trace-slot-back-to-requested-rpm,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,slot_advance_ratio_j,field,,READY,required,true,J,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,supply-execution-grid-j-coordinate,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,slot_rpm,field,,READY,required,true,rpm,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,supply-execution-grid-rpm-coordinate,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,minimum_performance_neighbor_rows,field,,READY,required,true,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,prove-slot-count-matches-policy,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,execution_input_source_kind,field,,READY,required,true,text,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,route-static-and-fitted-slots,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,direct_neighbor_binding_ready,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,allow-exact-static-anchor-after-review,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,scattered_fit_required,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,mark-reviewed-fit-generated-slots,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,archive_curve_shape_guard_passed,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,carry-curve-shape-guard-into-lookup-input,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,coefficient_payload_reviewed,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,block-unreviewed-ct-cp-values,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,reviewed_grid_slot_ready,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,open-only-after-reviewed-payload-present,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,runtime_coupling_allowed,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,keep-lab-manifest-out-of-runtime-mutation,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_field,gameplay_auto_apply_allowed,field,,READY,required,true,boolean,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,keep-lab-manifest-out-of-gameplay-auto-tuning,field required
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,static_anchor_low_rpm,static-anchor,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,1,count,da4052 5.0x3.75 - 3,0.000000,1477.80,0.000000,1477.80,DIRECT_STATIC_ANCHOR_SLOT,query_j_query_rpm,1,DIRECT_STATIC_ANCHOR,true,false,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-static-anchor-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,mid_domain_mid_rpm,j0-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.325120,4065.36,BILINEAR_CORNER_SLOT,lower_j_lower_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,mid_domain_mid_rpm,j1-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.487680,4065.36,BILINEAR_CORNER_SLOT,upper_j_lower_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,mid_domain_mid_rpm,j0-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.325120,5359.14,BILINEAR_CORNER_SLOT,lower_j_upper_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,mid_domain_mid_rpm,j1-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.487680,5359.14,BILINEAR_CORNER_SLOT,upper_j_upper_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,high_domain_max_rpm,j0-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,2,count,da4052 5.0x3.75 - 3,0.731520,7946.70,0.650240,7946.70,HIGH_RPM_EDGE_SLOT,lower_j_query_rpm,2,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-high-rpm-edge-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,racingQuad,high_domain_max_rpm,j1-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,2,count,da4052 5.0x3.75 - 3,0.731520,7946.70,0.812800,7946.70,HIGH_RPM_EDGE_SLOT,upper_j_query_rpm,2,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-high-rpm-edge-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,static_anchor_low_rpm,static-anchor,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,1,count,da4052 5.0x3.75 - 3,0.000000,1477.80,0.000000,1477.80,DIRECT_STATIC_ANCHOR_SLOT,query_j_query_rpm,1,DIRECT_STATIC_ANCHOR,true,false,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-static-anchor-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,mid_domain_mid_rpm,j0-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.325120,4065.36,BILINEAR_CORNER_SLOT,lower_j_lower_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,mid_domain_mid_rpm,j1-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.487680,4065.36,BILINEAR_CORNER_SLOT,upper_j_lower_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,mid_domain_mid_rpm,j0-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.325120,5359.14,BILINEAR_CORNER_SLOT,lower_j_upper_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,mid_domain_mid_rpm,j1-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,da4052 5.0x3.75 - 3,0.406400,4712.25,0.487680,5359.14,BILINEAR_CORNER_SLOT,upper_j_upper_rpm,4,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,high_domain_max_rpm,j0-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,2,count,da4052 5.0x3.75 - 3,0.731520,7946.70,0.650240,7946.70,HIGH_RPM_EDGE_SLOT,lower_j_query_rpm,2,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-high-rpm-edge-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,apDrone,high_domain_max_rpm,j1-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,2,count,da4052 5.0x3.75 - 3,0.731520,7946.70,0.812800,7946.70,HIGH_RPM_EDGE_SLOT,upper_j_query_rpm,2,SCATTERED_SURFACE_FIT,false,true,true,true,5,0.00027500814692071884,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-high-rpm-edge-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,static_anchor_low_rpm,static-anchor,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,1,count,ancf 10.0x5.0 - 2,0.000000,1060.00,0.000000,1060.00,DIRECT_STATIC_ANCHOR_SLOT,query_j_query_rpm,1,DIRECT_STATIC_ANCHOR,true,false,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-static-anchor-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,mid_domain_mid_rpm,j0-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,ancf 10.0x5.0 - 2,0.333500,4250.00,0.266800,3612.00,BILINEAR_CORNER_SLOT,lower_j_lower_rpm,4,SCATTERED_SURFACE_FIT,false,true,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,mid_domain_mid_rpm,j1-r0,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,ancf 10.0x5.0 - 2,0.333500,4250.00,0.400200,3612.00,BILINEAR_CORNER_SLOT,upper_j_lower_rpm,4,SCATTERED_SURFACE_FIT,false,true,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,mid_domain_mid_rpm,j0-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,ancf 10.0x5.0 - 2,0.333500,4250.00,0.266800,4888.00,BILINEAR_CORNER_SLOT,lower_j_upper_rpm,4,SCATTERED_SURFACE_FIT,false,true,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,mid_domain_mid_rpm,j1-r1,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,4,count,ancf 10.0x5.0 - 2,0.333500,4250.00,0.400200,4888.00,BILINEAR_CORNER_SLOT,upper_j_upper_rpm,4,SCATTERED_SURFACE_FIT,false,true,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-bilinear-corner-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,high_domain_max_rpm,j0-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,2,count,ancf 10.0x5.0 - 2,0.600300,7440.00,0.533600,7440.00,HIGH_RPM_EDGE_SLOT,lower_j_query_rpm,2,SCATTERED_SURFACE_FIT,false,true,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-high-rpm-edge-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_slot,heavyLift,high_domain_max_rpm,j1-rmax,AWAIT_REVIEWED_COEFFICIENT_PAYLOAD,minimum_performance_neighbor_rows,2,count,ancf 10.0x5.0 - 2,0.600300,7440.00,0.667000,7440.00,HIGH_RPM_EDGE_SLOT,upper_j_query_rpm,2,SCATTERED_SURFACE_FIT,false,true,false,true,44,0.00007780270707657966,0.000071,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,await-reviewed-high-rpm-edge-ct-cp-payload
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,target_row_count,9,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,nine post-review lookup targets
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,grid_slot_row_count,21,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,total minimum grid slots required by policy
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,static_anchor_slot_count,3,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,await-reviewed-static-anchor-ct-cp-payload,three direct static anchors
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,bilinear_corner_slot_count,12,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,await-reviewed-bilinear-corner-ct-cp-payload,three mid-domain 2x2 windows
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,high_domain_edge_slot_count,6,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,await-reviewed-high-rpm-edge-ct-cp-payload,three high-rpm edge windows
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,direct_static_anchor_slot_count,3,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,await-reviewed-static-anchor-ct-cp-payload,static slots can bind directly after review
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,scattered_surface_fit_slot_count,18,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,await-reviewed-scattered-fit-ct-cp-payload,nonstatic slots require reviewed scattered fit
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,full_simulation_grid_slot_count,14,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,resolve-full-simulation-reviewed-payloads,racingQuad and apDrone grid slots
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,performance_only_grid_slot_count,7,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,resolve-heavy-lift-geometry-coverage,heavyLift remains performance-only
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,archive_curve_shape_guard_ready_slot_count,21,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,carry-archive-curve-shape-guard-into-lookup-execution,all declared slots inherit curve-shape guard
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,coefficient_payload_reviewed_slot_count,0,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,review-ct-cp-payloads-before-execution,current payload review is closed
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,reviewed_grid_slot_ready_count,0,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,no slot can execute yet
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,min_slot_advance_ratio_j,0.000000,J,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,minimum declared slot J
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,max_slot_advance_ratio_j,0.812800,J,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,maximum declared slot J
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,min_slot_rpm,1060.00,rpm,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,minimum declared slot RPM
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,max_slot_rpm,7946.70,rpm,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,maximum declared slot RPM
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,runtime_coupling_allowed_count,0,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,no runtime authority
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,no gameplay auto apply
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_summary,all,summary,,BLOCKED,next_required_action,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,text,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,next action before lookup execution can consume CT CP payloads
propeller_archive_ct_cp_j_lookup_reviewed_grid_input_method,slot_window_policy,method,,READY,method,seed-domain-plus-minus-10-percent-clamped-to-domain,text,,,,,,,,,,,false,false,false,0,0.0,0.0,false,false,false,false,fill-reviewed-grid-input-slots-with-reviewed-ct-cp-payloads-before-lookup-run,static anchors exact mid-domain uses 2x2 window high-RPM uses J edge pair
