row_type,name,source,paper,g1,g2,g3,g4,g5,k_tx_n_per_rpm2,k_ty_n_per_rpm2,k_i_nm_per_rpm2,drag_x_n_per_m_s,drag_y_n_per_m_s,note,height_m,additional_thrust_fraction,thrust_multiplier,leveling_torque_shape,leveling_torque_shape_normalized_to_peak,peak_torque_shape_height_m,preset,radius_m,h_over_r,current_thrust_multiplier,zju_formula_thrust_multiplier,current_extra_thrust_fraction,zju_extra_thrust_fraction,current_extra_over_zju_extra,zju_leveling_torque_shape_normalized_to_peak,low_height_m,high_height_m,sqrt_mean_thrust_low_over_high,predicted_drag_ratio_from_sqrt_thrust,measured_drag_x_low_over_high,measured_drag_y_low_over_high,measured_x_over_predicted,measured_y_over_predicted,thrust_coefficient_change_percent_approx,torque_coefficient_change_percent_upper_bound,lateral_speed_m_s,current_extra_ground_drag_force_n,zju_measured_drag_x_low_over_high,zju_measured_drag_y_low_over_high
zju_formula_height_scan,ZJU formula h=1.500m,https://raw.githubusercontent.com/ZJU-FAST-Lab/Ground-effect-controller/master/README.md,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Formula scan from identified ZJU ground-effect coefficients.,1.5,0.0032358335831819546,1.003235833583182,0.03052057000786414,0.00044474683903743397,0.186,,,,,,,,,,,,,,,,,,,,,,,
zju_formula_height_scan,ZJU formula h=2.000m,https://raw.githubusercontent.com/ZJU-FAST-Lab/Ground-effect-controller/master/README.md,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Formula scan from identified ZJU ground-effect coefficients.,2.0,0.001826512428945456,1.0018265124289454,0.011448038051843091,0.00016682122042365437,0.186,,,,,,,,,,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 0.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.03175,,,,,,racingQuad,0.0635,0.5,1.16145403125,1.3852885300014108,0.1614540312499999,0.38528853000141083,0.41904707427809673,0.03011874179274673,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 1.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.0635,,,,,,racingQuad,0.0635,1.0,1.143916125,1.332498952304364,0.14391612500000006,0.332498952304364,0.4328318149654247,0.10498336741924486,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 1.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.09525,,,,,,racingQuad,0.0635,1.5,1.12738628125,1.2706863285239085,0.12738628124999996,0.2706863285239085,0.4706047843075625,0.2697121870640791,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 2.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.127,,,,,,racingQuad,0.0635,2.0,1.1118645,1.2147853317334425,0.11186450000000003,0.2147853317334425,0.5208200164191311,0.5596976683740403,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 3.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.1905,,,,,,racingQuad,0.0635,3.0,1.083845125,1.135081285287662,0.08384512500000008,0.13508128528766195,0.6207012675475211,0.9969575905757772,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 4.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.254,,,,,,racingQuad,0.0635,4.0,1.059858,1.0888972333930909,0.05985799999999997,0.08889723339309086,0.6733392898215004,0.58298884237877,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,racingQuad hR 6.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.381,,,,,,racingQuad,0.0635,6.0,1.0239805,1.0449690871992205,0.02398049999999996,0.04496908719922055,0.5332663279057088,0.10638861284686586,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 0.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.019,,,,,,cinewhoop,0.038,0.5,1.2279940266666667,1.3988370197271887,0.22799402666666668,0.39883701972718866,0.5716471024244903,0.014488468064851014,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 1.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.038,,,,,,cinewhoop,0.038,1.0,1.2162961066666667,1.3766680353110243,0.21629610666666665,0.37666803531102433,0.574235364803561,0.04017723338399171,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 1.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.056999999999999995,,,,,,cinewhoop,0.038,1.5,1.2049062400000001,1.344732021231622,0.20490624000000013,0.34473202123162205,0.5943928250933371,0.08407917236431946,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 2.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.076,,,,,,cinewhoop,0.038,2.0,1.1938244266666667,1.308154182062479,0.19382442666666666,0.3081541820624789,0.6289852221683246,0.1561369621264324,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 3.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.11399999999999999,,,,,,cinewhoop,0.038,3.0,1.17258496,1.2364673282639516,0.17258496,0.23646732826395156,0.7298469571549258,0.42698862042179797,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 4.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.152,,,,,,cinewhoop,0.038,4.0,1.1525777066666667,1.1783735174022945,0.1525777066666667,0.17837351740229446,0.8553831806912838,0.8235235860446563,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,cinewhoop hR 6.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.22799999999999998,,,,,,cinewhoop,0.038,6.0,1.11625984,1.1048069233405688,0.11625983999999989,0.10480692334056885,1.1092763368524323,0.7903912529908861,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 0.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.0635,,,,,,heavyLift,0.127,0.5,1.1076360208333333,1.332498952304364,0.10763602083333335,0.332498952304364,0.3237183759147762,0.10498336741924486,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 1.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.127,,,,,,heavyLift,0.127,1.0,1.0959440833333334,1.2147853317334425,0.09594408333333337,0.2147853317334425,0.4466975587159926,0.5596976683740403,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 1.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.1905,,,,,,heavyLift,0.127,1.5,1.0849241875,1.135081285287662,0.08492418749999997,0.13508128528766195,0.6286895132745437,0.9969575905757772,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 2.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.254,,,,,,heavyLift,0.127,2.0,1.0745763333333334,1.0888972333930909,0.07457633333333336,0.08889723339309086,0.8389049972294129,0.58298884237877,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 3.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.381,,,,,,heavyLift,0.127,3.0,1.05589675,1.0449690871992205,0.05589675000000005,0.04496908719922055,1.2430038829200187,0.10638861284686586,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 4.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.508,,,,,,heavyLift,0.127,4.0,1.0399053333333332,1.0265805638455074,0.03990533333333324,0.026580563845507443,1.5012974730435562,0.02916674416247986,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,heavyLift hR 6.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.762,,,,,,heavyLift,0.127,6.0,1.015987,1.0122585537612496,0.015986999999999973,0.012258553761249624,1.3041505801880398,0.005398015298288472,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 0.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.0525,,,,,,hexLift,0.105,0.5,1.099275,1.3529001622888743,0.099275,0.35290016228887433,0.28131185703093053,0.0715534499922702,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 1.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.105,,,,,,hexLift,0.105,1.0,1.0891,1.252503010493721,0.08909999999999996,0.2525030104937209,0.3528670799836489,0.3457437252474416,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 1.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.1575,,,,,,hexLift,0.105,1.5,1.079475,1.1712868687458062,0.07947499999999996,0.17128686874580623,0.46398769842621584,0.8728267636662599,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 2.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.21,,,,,,hexLift,0.105,2.0,1.0704,1.118104280656582,0.07040000000000002,0.11810428065658196,0.596083390107644,0.9202644129349974,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 3.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.315,,,,,,hexLift,0.105,3.0,1.0539,1.062584743955997,0.05390000000000006,0.062584743955997,0.8612322523504587,0.25062225938461613,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 4.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.42,,,,,,hexLift,0.105,4.0,1.0396,1.0377442912980868,0.03960000000000008,0.03774429129808676,1.0491652813734877,0.06821679003831503,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,hexLift hR 6.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.63,,,,,,hexLift,0.105,6.0,1.0176,1.0176868944907698,0.01760000000000006,0.017686894490769767,0.9950870690829838,0.011655268152822914,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 0.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.0575,,,,,,octoLift,0.115,0.5,1.09025,1.3438074603267554,0.09024999999999994,0.34380746032675535,0.2625015754871234,0.08556502858031291,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 1.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.115,,,,,,octoLift,0.115,1.0,1.081,1.2347353270430192,0.08099999999999996,0.23473532704301925,0.3450694917563701,0.43662000199163165,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 1.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.17250000000000001,,,,,,octoLift,0.115,1.5,1.07225,1.153547610952742,0.07224999999999993,0.15354761095274205,0.47053809272380404,0.9703796075720635,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 2.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.23,,,,,,octoLift,0.115,2.0,1.064,1.103453622779814,0.06400000000000006,0.10345362277981396,0.6186346913748471,0.7743784071350666,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 3.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.34500000000000003,,,,,,octoLift,0.115,3.0,1.049,1.0535439390070405,0.04899999999999993,0.053543939007040464,0.9151362583458222,0.16716850861613314,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 4.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.46,,,,,,octoLift,0.115,4.0,1.036,1.031958717993381,0.03600000000000003,0.0319587179933809,1.126453195258212,0.04526035907651279,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,octoLift hR 6.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.6900000000000001,,,,,,octoLift,0.115,6.0,1.016,1.014852066216052,0.016000000000000014,0.014852066216052062,1.0772911840850312,0.008028949093887294,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 0.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.0575,,,,,,coaxialX8,0.115,0.5,1.09025,1.3438074603267554,0.09024999999999994,0.34380746032675535,0.2625015754871234,0.08556502858031291,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 1.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.115,,,,,,coaxialX8,0.115,1.0,1.081,1.2347353270430192,0.08099999999999996,0.23473532704301925,0.3450694917563701,0.43662000199163165,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 1.5,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.17250000000000001,,,,,,coaxialX8,0.115,1.5,1.07225,1.153547610952742,0.07224999999999993,0.15354761095274205,0.47053809272380404,0.9703796075720635,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 2.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.23,,,,,,coaxialX8,0.115,2.0,1.064,1.103453622779814,0.06400000000000006,0.10345362277981396,0.6186346913748471,0.7743784071350666,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 3.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.34500000000000003,,,,,,coaxialX8,0.115,3.0,1.049,1.0535439390070405,0.04899999999999993,0.053543939007040464,0.9151362583458222,0.16716850861613314,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 4.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.46,,,,,,coaxialX8,0.115,4.0,1.036,1.031958717993381,0.03600000000000003,0.0319587179933809,1.126453195258212,0.04526035907651279,,,,,,,,,,,,,,
current_vs_zju_ground_thrust,coaxialX8 hR 6.0,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Same physical clearance compared against the ZJU identified additional-thrust formula.,0.6900000000000001,,,,,,coaxialX8,0.115,6.0,1.016,1.014852066216052,0.016000000000000014,0.014852066216052062,1.0772911840850312,0.008028949093887294,,,,,,,,,,,,,,
zju_rotor_drag_low_altitude_observation,ZJU low/high altitude rotor-drag ratio,https://arxiv.org/abs/2506.19424,https://arxiv.org/abs/2506.19424,,,,,,,,,,,Paper conclusion: rotor drag at low altitude declines substantially beyond the sqrt(T) prediction.,,,,,,,,,,,,,,,,0.1,2.0,0.9486,0.9486,0.5963,0.6179,0.6286105840185537,0.6513809825005271,,,,,,
zju_mixing_matrix_ground_sensitivity,ZJU mixing matrix ground sensitivity,https://arxiv.org/abs/2506.19424,https://arxiv.org/abs/2506.19424,,,,,,4.678e-08,3.588e-08,6.3859e-10,,,Paper reports torque-coefficient changes k_TX/k_I are negligible (<10%) versus around 30% thrust-coefficient change near ground.,,,,,,,,,,,,,,,,,,,,,,,,30.0,10.0,,,,
current_ground_drag_extra_proxy,racingQuad current ground-drag proxy h=0.10m v=5m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,"Current Java adds a separate near-ground drag force, while the ZJU paper measured reduced rotor-drag coefficients at 0.1 m versus 2.0 m.",0.1,,,,,,racingQuad,,,,,,,,,,,,,,,,,,,5.0,0.1397542485937368,0.5963,0.6179
current_ground_drag_extra_proxy,racingQuad current ground-drag proxy h=0.10m v=10m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,"Current Java adds a separate near-ground drag force, while the ZJU paper measured reduced rotor-drag coefficients at 0.1 m versus 2.0 m.",0.1,,,,,,racingQuad,,,,,,,,,,,,,,,,,,,10.0,0.5590169943749472,0.5963,0.6179
current_ground_drag_extra_proxy,racingQuad current ground-drag proxy h=2.00m v=5m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,"Current Java adds a separate near-ground drag force, while the ZJU paper measured reduced rotor-drag coefficients at 0.1 m versus 2.0 m.",2.0,,,,,,racingQuad,,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,1.0
current_ground_drag_extra_proxy,racingQuad current ground-drag proxy h=2.00m v=10m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,https://arxiv.org/abs/2506.19424,,,,,,,,,,,"Current Java adds a separate near-ground drag force, while the ZJU paper measured reduced rotor-drag coefficients at 0.1 m versus 2.0 m.",2.0,,,,,,racingQuad,,,,,,,,,,,,,,,,,,,10.0,0.0,1.0,1.0
