row_type,name,metric,value,unit,source_file,evidence_role,required,current_satisfied,reviewed_import_satisfied,synthetic_target_satisfied,lookup_acceptance_ready,compact_reference_export_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,status,note
propeller_archive_ct_cp_j_lookup_acceptance_target,heavyLift,mid_domain_mid_rpm,min_neighbor_rows=4;max_ct_overshoot=0;min_cp=1.0E-6;max_eta=0.02;max_static_anchor_error=0,contract,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,acceptance_target,true,false,true,true,false,false,false,false,accept-eta-consistency-before-reference-export,TARGET,performance-only lookup mid-domain target geometry remains blocked
propeller_archive_ct_cp_j_lookup_acceptance_target,heavyLift,high_domain_max_rpm,min_neighbor_rows=2;max_ct_overshoot=0;min_cp=1.0E-6;max_eta=0.02;max_static_anchor_error=0,contract,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,acceptance_target,true,false,true,true,false,false,false,false,accept-ct-shape-preservation-before-reference-export,TARGET,performance-only lookup high-domain target geometry remains blocked
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,reviewed_import_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,review-source-license-before-importing-raw-rows,BLOCKED,reviewed import is missing
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,interpolation_policy_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,review-source-license-then-bind-reviewed-ct-cp-j-rows-to-interpolation-policy,BLOCKED,policy cannot bind before reviewed rows
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,lookup_interpolation_executed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no lookup result rows exist
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,expected_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,true,true,true,true,false,false,false,false,verify-target-count,TRIAGED,nine performance lookup acceptance targets
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,observed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no observed lookup results
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,passed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no passed results
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,failed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,true,true,true,true,false,false,false,false,inspect-lookup-acceptance-results,TRIAGED,no failed results because none exist
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,missing_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,all lookup results are missing
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,all_targets_present,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,result set incomplete
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,all_expected_results_passed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no result set can pass
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,lookup_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,review-source-license-before-importing-raw-rows,BLOCKED,acceptance closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,compact_reference_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,false,false,false,false,false,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,export closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,true,true,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,current_no_reviewed_import_no_results,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,current_acceptance,true,true,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,reviewed_import_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,true,true,true,true,false,false,false,false,review-source-license-then-bind-reviewed-ct-cp-j-rows-to-interpolation-policy,TRIAGED,reviewed import assumed ready
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,interpolation_policy_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,true,true,true,true,false,false,false,false,verify-interpolation-policy,READY,policy ready
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,lookup_interpolation_executed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no lookup result rows exist
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,expected_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,true,true,true,true,false,false,false,false,verify-target-count,TRIAGED,nine performance lookup acceptance targets
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,observed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no observed lookup results
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,passed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no passed results
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,failed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,true,true,true,true,false,false,false,false,inspect-lookup-acceptance-results,TRIAGED,no failed results because none exist
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,missing_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,all lookup results are missing
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,all_targets_present,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,result set incomplete
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,all_expected_results_passed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no result set can pass
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,lookup_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,acceptance closed until lookup execution
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,compact_reference_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,false,true,false,true,false,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,export closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,true,true,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,reviewed_import_policy_ready_no_results,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,reviewed_no_results,true,true,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,reviewed_import_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,review-source-license-then-bind-reviewed-ct-cp-j-rows-to-interpolation-policy,READY,reviewed import assumed ready
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,interpolation_policy_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,verify-interpolation-policy,READY,policy ready
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,lookup_interpolation_executed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,execute-reviewed-lookup-interpolation,READY,lookup result rows present
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,expected_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,verify-target-count,READY,nine performance lookup acceptance targets
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,observed_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,verify-result-count,READY,nine observed lookup results
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,passed_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,accept-lookup-quality,READY,all lookup results pass
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,failed_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,accept-lookup-quality,READY,no lookup result fails
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,missing_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,verify-result-count,READY,no lookup result missing
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,all_targets_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,verify-result-set,READY,result set complete
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,all_expected_results_passed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,accept-lookup-quality,READY,all expected results pass
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,lookup_acceptance_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,lookup-acceptance-ready,READY,synthetic lookup acceptance opens
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,compact_reference_export_allowed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,review-compact-reference-before-playable-handoff,READY,synthetic reference review opens export
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_all_lookup_targets_pass,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_pass,true,true,true,true,true,true,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,reviewed_import_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,review-source-license-then-bind-reviewed-ct-cp-j-rows-to-interpolation-policy,READY,reviewed import assumed ready
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,interpolation_policy_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,verify-interpolation-policy,READY,policy ready
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,lookup_interpolation_executed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,execute-reviewed-lookup-interpolation,READY,lookup result rows present
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,expected_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,verify-target-count,TRIAGED,nine performance lookup acceptance targets
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,observed_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,verify-result-count,TRIAGED,nine observed lookup results
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,passed_result_count,8,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,accept-lookup-quality,BLOCKED,eight results pass
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,failed_result_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,one lookup result fails
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,missing_result_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,verify-result-count,READY,no lookup result missing
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,all_targets_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,verify-result-set,READY,result set complete
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,all_expected_results_passed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,failed result blocks acceptance
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,lookup_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,acceptance remains closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,compact_reference_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,export remains closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_acceptance_scenario,synthetic_one_lookup_result_failed,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,synthetic_fail,true,true,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_acceptance_summary,all_scenarios,scenario_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,summary,true,true,true,true,false,false,false,false,verify-scenario-count,TRIAGED,four acceptance scenarios
propeller_archive_ct_cp_j_lookup_acceptance_summary,all_scenarios,accepted_scenario_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,summary,true,true,true,true,true,true,false,false,lookup-acceptance-ready,TRIAGED,only synthetic all-pass scenario opens
propeller_archive_ct_cp_j_lookup_acceptance_summary,all_scenarios,blocked_scenario_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,summary,true,true,true,true,false,false,false,false,inspect-blocked-lookup-acceptance,TRIAGED,three scenarios remain blocked
propeller_archive_ct_cp_j_lookup_acceptance_summary,all_scenarios,max_expected_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,summary,true,true,true,true,false,false,false,false,verify-target-count,TRIAGED,nine lookup acceptance targets
propeller_archive_ct_cp_j_lookup_acceptance_summary,all_scenarios,max_observed_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,summary,true,true,true,true,false,false,false,false,verify-result-count,TRIAGED,synthetic scenarios carry nine result rows
propeller_archive_ct_cp_j_lookup_acceptance_summary,all_scenarios,max_missing_result_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupAcceptanceGate.java,summary,true,false,false,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,current scenario misses all results
