row_type,preset_name,case_name,slot_id,status,metric,value,unit,performance_match_id,review_priority,draft_coefficient_source_kind,draft_ct_coefficient,draft_cp_coefficient,draft_eta_at_slot,source_review_complete,coefficient_payload_review_complete,draft_review_passed,coefficient_payload_guards_passed,negative_ct_risk_resolved,distance_risk_resolved,performance_only_coverage,coefficient_payload_promotion_allowed,full_simulation_promotion_allowed,performance_only_promotion_allowed,lookup_execution_input_ready,runtime_coupling_allowed,gameplay_auto_apply_allowed,blocker_count,next_required_action,note
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,racingQuad,mid_domain_mid_rpm,j1-r0,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.069933908,0.065757757,0.518651636,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,racingQuad,mid_domain_mid_rpm,j0-r1,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.111286686,0.082094577,0.440729809,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,racingQuad,mid_domain_mid_rpm,j1-r1,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.071510549,0.063755407,0.547000894,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,racingQuad,high_domain_max_rpm,j0-rmax,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.027183414,0.035710827,0.494968737,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,racingQuad,high_domain_max_rpm,j1-rmax,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,HIGH,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.002618372,0.020673248,0.102945235,false,false,false,true,true,false,false,false,false,false,false,false,false,4,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,static_anchor_low_rpm,static-anchor,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,LOW,DIRECT_STATIC_SAMPLE_DRAFT,0.139069,0.116804,0.000000000,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,mid_domain_mid_rpm,j0-r0,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.106433175,0.082779485,0.418020889,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,mid_domain_mid_rpm,j1-r0,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.069933908,0.065757757,0.518651636,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,mid_domain_mid_rpm,j0-r1,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.111286686,0.082094577,0.440729809,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,mid_domain_mid_rpm,j1-r1,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.071510549,0.063755407,0.547000894,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,high_domain_max_rpm,j0-rmax,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.027183414,0.035710827,0.494968737,false,false,false,true,true,true,false,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,apDrone,high_domain_max_rpm,j1-rmax,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,da4052 5.0x3.75 - 3,HIGH,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.002618372,0.020673248,0.102945235,false,false,false,true,true,false,false,false,false,false,false,false,false,4,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,static_anchor_low_rpm,static-anchor,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,MEDIUM,DIRECT_STATIC_SAMPLE_DRAFT,0.071796,0.018547,0.000000000,false,false,false,true,true,true,true,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,mid_domain_mid_rpm,j0-r0,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.063736997,0.032567112,0.522153480,false,false,false,true,true,true,true,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,mid_domain_mid_rpm,j1-r0,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.042710882,0.027306346,0.625967850,false,false,false,true,true,true,true,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,mid_domain_mid_rpm,j0-r1,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.067996431,0.032701050,0.554766527,false,false,false,true,true,true,true,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,mid_domain_mid_rpm,j1-r1,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,MEDIUM,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.046175839,0.027995409,0.660092914,false,false,false,true,true,true,true,false,false,false,false,false,false,3,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,high_domain_max_rpm,j0-rmax,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,HIGH,LOCAL_IDW_8_NEIGHBOR_DRAFT,0.024105782,0.020314001,0.633200986,false,false,false,true,true,false,true,false,false,false,false,false,false,4,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate,heavyLift,high_domain_max_rpm,j1-rmax,BLOCKED,coefficient_payload_promotion_allowed,false,boolean,ancf 10.0x5.0 - 2,CRITICAL,LOCAL_IDW_8_NEIGHBOR_DRAFT,-0.008978626,0.006045,-0.990693680,false,false,false,false,false,false,true,false,false,false,false,false,false,6,complete-source-review-before-payload-promotion,source-review-blocks-payload-promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,promotion_gate_row_count,,BLOCKED,promotion_gate_row_count,21,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,total promotion gate rows
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,source_review_blocked_count,,BLOCKED,source_review_blocked_count,21,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,source review blocks every row
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,coefficient_payload_review_blocked_count,,BLOCKED,coefficient_payload_review_blocked_count,21,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,payload review blocks every row
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,draft_review_blocked_count,,BLOCKED,draft_review_blocked_count,21,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,draft review blocks every row
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,coefficient_guard_blocked_count,,BLOCKED,coefficient_guard_blocked_count,1,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,negative CT row fails coefficient guard
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,negative_ct_blocked_count,,BLOCKED,negative_ct_blocked_count,1,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,negative CT risk is unresolved
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,distance_risk_blocked_count,,BLOCKED,distance_risk_blocked_count,4,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,source-distance risk remains unresolved
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,performance_only_coverage_count,,BLOCKED,performance_only_coverage_count,7,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,heavyLift remains performance-only coverage
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,coefficient_payload_promotion_allowed_count,,BLOCKED,coefficient_payload_promotion_allowed_count,0,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,no reviewed payload row can be produced
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,full_simulation_promotion_allowed_count,,BLOCKED,full_simulation_promotion_allowed_count,0,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,no full-simulation payload promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,performance_only_promotion_allowed_count,,BLOCKED,performance_only_promotion_allowed_count,0,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,no performance-only payload promotion
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,lookup_execution_input_ready_count,,BLOCKED,lookup_execution_input_ready_count,0,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,no lookup execution input rows
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,max_blocker_count,,BLOCKED,max_blocker_count,6,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,critical heavyLift high-J row has the most blockers
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,critical_blocked_count,,BLOCKED,critical_blocked_count,1,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,critical rows remain blocked
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,high_blocked_count,,BLOCKED,high_blocked_count,3,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,high priority rows remain blocked
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,medium_blocked_count,,BLOCKED,medium_blocked_count,15,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,medium priority rows remain blocked
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,runtime_coupling_allowed_count,,BLOCKED,runtime_coupling_allowed_count,0,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,keep-runtime-and-gameplay-auto-apply-closed,no runtime authority
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_summary,all,gameplay_auto_apply_allowed_count,,BLOCKED,gameplay_auto_apply_allowed_count,0,count,not_applicable,INFO,SUMMARY,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,keep-runtime-and-gameplay-auto-apply-closed,no gameplay auto apply authority
propeller_archive_ct_cp_j_lookup_coefficient_payload_promotion_gate_method,packet,method,,BLOCKED,method,blocked-reviewed-payload-promotion-gate,text,not_applicable,INFO,METHOD,0.000000,0.000000,0.000000000,false,false,false,false,false,false,false,false,false,false,false,false,false,0,complete-source-payload-and-risk-review-before-coefficient-promotion,promotion gate output is empty until every required review and risk guard passes
