row_type,scenario,preset,ambient_case,regression_case,flight_phase,target_metric,metric,value,unit,sample_count,min_sample_count,dt_seconds,target_max_rpm_scale,contracted_max_rpm,primary_error_ratio,secondary_error_ratio,max_allowed_primary_error_ratio,max_allowed_secondary_error_ratio,physical_constraint_violation_count,max_target_scale_error_ratio,max_target_omega_overshoot_ratio,max_esc_electrical_output_delta,max_motor_omega_above_neutral_ratio,max_tip_mach_margin_violation_ratio,max_thrust_loss_over_contract_ratio,max_target_omega_after_release_ratio,max_motor_omega_overspeed_ratio,failsafe_activated,processed_disarmed,blackbox_regression_passed,runtime_coupling_allowed,playable_reference_allowed,gameplay_auto_apply_allowed,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result,synthetic_derate_validation_all_pass,racingQuad,cold_sea_level_minus10c,failsafe_disarm_no_overspeed,failsafe_disarm,no_load_overspeed_and_clamp_release,blackbox_regression_passed,true,boolean,280,160,0.01,0.9715982698017723,28310.07356552835,0.0,0.0,0.01,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,true,true,false,false,false,PASS,target-omega-blackbox-regression-result-passed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,current_blackbox_result,failsafe release clamps target omega and no-load overspeed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,hover_hold_target_omega_scale,hover_hold,target_omega_scale_closure,blackbox_regression_passed,true,boolean,240,240,0.005,0.9910302351978083,29472.808857731186,8.959745912984207E-5,0.0,0.005,0.02,0,8.959745912984207E-5,0.0,2.007965049788396E-8,0.0,0.0,0.009606949569813202,0.0,0.0,false,false,true,false,false,false,PASS,target-omega-blackbox-regression-result-passed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,current_blackbox_result,APDrone hover target scale closes within threshold
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,full_throttle_ramp_derate_clamp,throttle_ramp,target_omega_clamp_and_slew,blackbox_regression_passed,true,boolean,180,180,0.006,0.9910302351978083,29472.808857731186,0.0,1.1680557387983015E-7,0.006,0.03,0,8.497461033549758E-4,0.0,1.1680557387983015E-7,0.0,0.0,0.013898272026690117,0.0,0.0,false,false,true,false,false,false,PASS,target-omega-blackbox-regression-result-passed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,current_blackbox_result,APDrone ramp clamp has no target overshoot
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,cold_air_forward_punchout_margin,forward_punchout,tip_mach_and_thrust_loss_margin,blackbox_regression_passed,true,boolean,360,360,0.005,0.9910302351978083,29472.808857731186,0.0,0.012099179305115717,0.02,0.04,0,0.04133877494227589,0.009013488645329533,0.0,0.017700675798288705,0.0,0.012099179305115717,0.0,0.0,false,false,true,false,false,false,PASS,target-omega-blackbox-regression-result-passed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,current_blackbox_result,APDrone forward punchout thrust loss stays inside secondary threshold
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,failsafe_disarm_no_overspeed,failsafe_disarm,no_load_overspeed_and_clamp_release,blackbox_regression_passed,true,boolean,280,160,0.01,0.9910302351978083,29472.808857731186,0.0,0.0,0.01,0.05,0,0.0,0.0,0.0,0.023889271945361366,0.0,0.0,0.0,0.0,true,true,true,false,false,false,PASS,target-omega-blackbox-regression-result-passed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,current_blackbox_result,APDrone failsafe release clamps target omega and no-load overspeed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,row_count,8,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,eight current result rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,passed_row_count,8,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,eight current result rows pass
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,preset_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,racingQuad and APDrone
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,regression_case_count,4,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,four blackbox cases
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,failsafe_activated_row_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,both failsafe rows activate failsafe
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,processed_disarmed_row_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,both failsafe rows process disarmed release
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_primary_error_ratio,0.004075367197358903,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,max primary remains inside thresholds
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_secondary_error_ratio,0.020144608176940988,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,racingQuad forward punchout secondary margin dominates
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_target_scale_error_ratio,0.04133877494227589,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,largest target scale transient appears in APDrone forward punchout
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_target_omega_overshoot_ratio,0.009013488645329533,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,target overshoot stays below case primary thresholds where used
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_esc_electrical_output_delta,1.1575880155545448E-6,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,ESC electrical output remains invariant
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_motor_omega_above_neutral_ratio,0.023889271945361366,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,APDrone failsafe coastdown above neutral is recorded
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_tip_mach_margin_violation_ratio,0.0,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,no tip Mach margin violation
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_thrust_loss_over_contract_ratio,0.020144608176940988,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,racingQuad forward punchout records the largest thrust loss margin
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_target_omega_after_release_ratio,0.0,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,release target omega clamps to zero
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,max_motor_omega_overspeed_ratio,0.0,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,no no-load overspeed or release omega rise
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,physical_constraint_violation_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,no secondary-thrust-loss violations remain
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_summary,all,,,,,,blackbox_regression_passed,true,boolean,,,,,,,,,,,,,,,,,,,,,,,,,READY,blackbox-result-review-summary-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,summary,current blackbox result rows pass
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_blackbox_result_method,all,,,,,,method,target-omega-derate-blackbox-result-review,text,,,,,,,,,,,,,,,,,,,,,,,,,READY,runs hover hold throttle ramp cold forward punchout and failsafe-disarm target-omega derate cases in DronePhysics,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookBlackboxResultReview.java,method,results are lab evidence and do not open runtime or playable coupling
