row_type,name,metric,value,unit,source_file,evidence_role,required,current_satisfied,post_review_satisfied,quality_contract_ready,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,status,note
propeller_archive_ct_cp_j_openfoam_solver_quality_field,max_freestream_courant,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,gate-wake-and-inflow-timestep-stability,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,max_azimuth_degrees_per_step,unit,deg,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,gate-rotor-azimuth-advance-per-sample,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,max_helical_tip_mach,unit,mach,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,gate-incompressible-steady-rotor-assumption,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,station_reynolds_chord_number,unit,Re,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,confirm-0p75r-chord-reynolds-reference,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,low_reynolds_model_reviewed,unit,boolean,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,prove-static-anchor-low-reynolds-model-review,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,near_blade_cell_size_meters,unit,m,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,prove-near-blade-cells-no-coarser-than-budget,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,wake_core_cell_size_meters,unit,m,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,prove-wake-core-cells-no-coarser-than-budget,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,radial_domain_diameters,unit,D,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,prove-radial-far-field-padding,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,upstream_domain_diameters,unit,D,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,prove-upstream-inlet-padding,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,downstream_domain_diameters,unit,D,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,prove-downstream-wake-padding,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,grid_independence_residual_ratio,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,gate-coarse-versus-refined-force-torque-stability,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_field,mesh_non_orthogonality_max_degrees,unit,deg,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,quality_field,true,false,true,false,false,false,gate-mesh-quality-before-result-support,BLOCKED,required compact QA field
propeller_archive_ct_cp_j_openfoam_solver_quality_scenario,current_no_case_hash_no_solver_quality,summary,expected=6;observed=0;missing=6;passed=0;failed=0;ready=false,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,current_quality,true,false,true,false,false,false,author-external-openfoam-case-template-and-record-case-sha256,BLOCKED,openfoam-numerical-budget-not-ready
propeller_archive_ct_cp_j_openfoam_solver_quality_scenario,numerical_budget_ready_quality_missing,summary,expected=6;observed=0;missing=6;passed=0;failed=0;ready=false,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,missing_quality,true,false,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,openfoam-solver-quality-results-missing
propeller_archive_ct_cp_j_openfoam_solver_quality_scenario,synthetic_solver_quality_all_pass,summary,expected=6;observed=6;missing=0;passed=6;failed=0;ready=true;maxBladeCourant=0.5;maxGridResidual=0.015,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,synthetic_quality,true,true,true,true,false,false,extract-compact-openfoam-solver-quality-summary,READY,openfoam-solver-quality-contract-ready
propeller_archive_ct_cp_j_openfoam_solver_quality_scenario,synthetic_low_reynolds_review_missing,summary,expected=6;observed=6;missing=0;passed=5;failed=1;lowReMissing=1;ready=false,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,failed_quality,true,false,true,false,false,false,review-low-reynolds-static-anchor-openfoam-model,BLOCKED,openfoam-low-reynolds-review-missing
propeller_archive_ct_cp_j_openfoam_solver_quality_scenario,synthetic_blade_courant_failed,summary,expected=6;observed=6;missing=0;passed=5;failed=1;maxBladeCourant=0.6;ready=false,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,failed_quality,true,false,true,false,false,false,bind-openfoam-deltaT-to-run-setup-budget,BLOCKED,openfoam-solver-quality-gate-failed
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,scenario_count,5,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,five current and synthetic solver-quality scenarios are represented
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,ready_scenario_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,true,false,false,extract-compact-openfoam-solver-quality-summary,READY,only synthetic all-pass opens the quality contract
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,blocked_scenario_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,current missing failed and review-missing scenarios remain blocked
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,max_expected_quality_case_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,six geometry-backed cases require QA summaries
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,max_missing_quality_case_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,false,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,current state has no external QA rows
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,max_failed_quality_case_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,synthetic failure scenarios isolate one failed row
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,max_blade_cell_courant,0.6,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,bind-openfoam-deltaT-to-run-setup-budget,BLOCKED,synthetic blade-Courant failure exceeds the 0.50 budget
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,max_grid_independence_residual_ratio,0.015,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,true,false,false,extract-compact-openfoam-solver-quality-summary,READY,synthetic passing rows stay inside the 0.03 grid-independence budget
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,max_low_reynolds_review_missing_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,false,true,false,false,false,review-low-reynolds-static-anchor-openfoam-model,BLOCKED,static anchor low-Reynolds review is required before QA support can open
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,runtime_coupling_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,quality contract cannot alter DronePhysics
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,gameplay_auto_apply_allowed_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,quality contract cannot tune playable branch automatically
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,required_quality_channel_count,16,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,true,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,each QA row must carry all compact quality fields
propeller_archive_ct_cp_j_openfoam_solver_quality_summary,all_scenarios,next_required_action,extract-compact-openfoam-solver-quality-summary,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,summary,true,false,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,next step is external solver QA extraction after case authoring
propeller_archive_ct_cp_j_openfoam_solver_quality_method,compact_solver_qa_rule,method,require-compact-openfoam-quality-evidence-before-result-contract-support,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJOpenFoamSolverQualityContract.java,method,true,true,true,false,false,false,extract-compact-openfoam-solver-quality-summary,BLOCKED,solver QA is an offline evidence gate and never vendors OpenFOAM cases or raw output
