row_type,name,source,rpm,liquid_water_content_g_m3,droplet_mean_diameter_m,droplet_terminal_velocity_m_s,water_mass_flux_kg_m2_s,equivalent_rain_rate_mm_h,ct_no_rain,ct_with_rain,ct_ratio_rain_over_no_rain,ct_loss_percent,note,ambient_temperature_c,precipitation_wetness,moist_air_density_multiplier,preset,scenario,rain_rate_mm_h,rain_rate_in_h,rain_depth_flux_m_s,rotor_disk_area_m2,per_rotor_water_g_s,all_rotors_water_g_s,per_rotor_water_g_per_min,precipitation_wetness_proxy,precipitation_thrust_scale,precipitation_thrust_loss_percent,rotor_precipitation_load_factor,rotor_precipitation_vibration_hover,rain_impact_force_per_rotor_n_at_8m_s,rain_impact_force_all_rotors_over_weight_at_8m_s,reference_source,icas_ct_loss_percent,current_full_wetness_thrust_loss_percent,current_loss_over_icas_loss,per_rotor_water_g_s_at_icas_lwc,all_rotors_water_g_s_at_icas_lwc,water_immersion,speed_m_s,water_immersion_thrust_scale,water_immersion_thrust_loss_percent,rotor_water_load_factor,rotor_water_ingestion_vibration_hover,current_water_drag_force_n,current_water_drag_over_weight,current_water_drag_coefficient_proxy
moist_air_density,0C_wet_0.75,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,0.0,0.75,0.9982899067357512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,0C_wet_1.00,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,0.0,1.0,0.9977198756476684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,25C_wet_0.00,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,25.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,25C_wet_0.25,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,25.0,0.25,0.9970459207330896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,25C_wet_0.50,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,25.0,0.5,0.9940918414661791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,25C_wet_0.75,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,25.0,0.75,0.9911377621992687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,25C_wet_1.00,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,25.0,1.0,0.9881836829323584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,35C_wet_0.00,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,35.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,35C_wet_0.25,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,35.0,0.25,0.9947481418861991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,35C_wet_0.50,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,35.0,0.5,0.9894962837723981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,35C_wet_0.75,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,35.0,0.75,0.9842444256585972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moist_air_density,35C_wet_1.00,https://cires1.colorado.edu/~voemel/vp.html,,,,,,,,,,,Mirrors DroneEnvironment moist-air density path using Magnus/Bolton-style saturation vapor pressure and water vapor density relief.,35.0,1.0,0.9789925675447962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.0003517194444444445,,,,,,NWS visual rain-rate example 0.05 in/h.,,,,racingQuad,nws_0.05_in_h,1.27,0.05,3.527777777777778e-07,0.012667686977437443,0.0044554718261004215,0.017821887304401686,0.2673283095660253,0.03333333333333333,0.9969464177463395,0.30535822536604806,0.002601680185598726,0.001256847203018407,3.5643774608803374e-05,1.3216921767391933e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.0017585972222222222,,,,,,NWS visual rain-rate example 0.25 in/h.,,,,racingQuad,nws_0.25_in_h,6.35,0.25,1.7638888888888888e-06,0.012667686977437443,0.022277359130502106,0.08910943652200842,1.3366415478301263,0.16666666666666666,0.9880068262185034,1.1993173781496558,0.016560346304456495,0.006810844855014762,0.00017821887304401683,6.608460883695965e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.0035171944444444443,,,,,,NWS visual rain-rate example 0.50 in/h.,,,,racingQuad,nws_0.50_in_h,12.7,0.5,3.5277777777777775e-06,0.012667686977437443,0.04455471826100421,0.17821887304401685,2.6732830956602527,0.3333333333333333,0.9783822931625082,2.1617706837491757,0.03674970941259295,0.014102057560244593,0.00035643774608803367,0.0001321692176739193,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.005275791666666667,,,,,,NWS visual rain-rate example 0.75 in/h.,,,,racingQuad,nws_0.75_in_h,19.05,0.7500000000000001,5.291666666666667e-06,0.012667686977437443,0.06683207739150633,0.2673283095660253,4.00992464349038,0.5,0.9694868395181343,3.0513160481865698,0.05858128006970397,0.021586304798777742,0.0005346566191320506,0.00019825382651087898,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.007034388888888889,,,,,,NWS visual rain-rate example 1.00 in/h.,,,,racingQuad,nws_1.00_in_h,25.4,1.0,7.055555555555555e-06,0.012667686977437443,0.08910943652200842,0.3564377460880337,5.346566191320505,0.6666666666666666,0.9610340634242506,3.8965936575749427,0.08155271134315496,0.02919873109222668,0.0007128754921760673,0.0002643384353478386,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.010551583333333335,,,,,,NWS visual rain-rate example 1.50 in/h; used here as wetness=1 reference.,,,,racingQuad,nws_1.50_in_h_full_wetness,38.1,1.5000000000000002,1.0583333333333334e-05,0.012667686977437443,0.13366415478301266,0.5346566191320506,8.01984928698076,1.0,0.945,5.500000000000005,0.13,0.044695088387046805,0.0010693132382641013,0.00039650765302175797,,,,,,,,,,,,,,,
precipitation_rain_scan,racingQuad,https://www.weather.gov/lox/rainrate,,,,,0.027694444444444445,,,,,,Analysis stress case above the NWS visualizer examples.,,,,racingQuad,stress_100_mm_h,100.0,3.937007874015748,2.777777777777778e-05,0.012667686977437443,0.35082455323625367,1.4032982129450147,21.049473194175217,1.0,0.945,5.500000000000005,0.13,0.044695088387046805,0.002806596425890029,0.0010407025013694435,,,,,,,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,racingQuad_vs_ICAS_heavy_rain_4319rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,4319.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,racingQuad,,,,,,,,,,,,,,,0.0057546986139917706,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,2.6408664962881856,5.500000000000005,2.0826497695852533,1.9399295837247699,7.7597183348990795,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,racingQuad_vs_ICAS_heavy_rain_6528rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,6528.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,racingQuad,,,,,,,,,,,,,,,0.0057546986139917706,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,1.6730861819932663,5.500000000000005,3.287338129496393,1.9399295837247699,7.7597183348990795,,,,,,,,,
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.05,2.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.030607759529308106,0.3588412491227052,0.03326511269233402,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.05,5.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.030607759529308106,2.2427578070169076,0.20790695432708767,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.05,10.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.030607759529308106,8.97103122806763,0.8316278173083507,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.1,2.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.048028722797885746,0.7963185906904922,0.07381990705662088,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.1,5.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.048028722797885746,4.976991191815577,0.4613744191038805,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.1,10.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.048028722797885746,19.907964767262307,1.845497676415522,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.25,2.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.08712886235455804,2.284114468292414,0.21174077778320313,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.25,5.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.08712886235455804,14.275715426827587,1.3233798611450196,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.25,10.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.08712886235455804,57.102861707310346,5.293519444580078,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.13671983974244217,5.06876736945148,0.4698822060402872,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.5,5.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.13671983974244217,31.679796059071748,2.9367637877517945,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,0.5,10.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.13671983974244217,120.0,11.124176868850126,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.18000000000000005,82.0,0.82,0.21453642425782463,11.248299068313996,1.0427339025803914,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.18000000000000005,82.0,0.82,0.21453642425782463,70.30186917696247,6.517086891127446,2.812074767078499
water_immersion_scan,racingQuad,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,racingQuad,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.18000000000000005,82.0,0.82,0.21453642425782463,120.0,11.124176868850126,2.812074767078499
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.0003517194444444445,,,,,,NWS visual rain-rate example 0.05 in/h.,,,,cinewhoop,nws_0.05_in_h,1.27,0.05,3.527777777777778e-07,0.004536459791783661,0.0015955611177107093,0.006382244470842837,0.09573366706264257,0.03333333333333333,0.9969464177463395,0.30535822536604806,0.002601680185598726,0.0015172943262037142,1.2764488941685676e-05,5.480486873353416e-06,,,,,,,,,,,,,,,
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.0017585972222222222,,,,,,NWS visual rain-rate example 0.25 in/h.,,,,cinewhoop,nws_0.25_in_h,6.35,0.25,1.7638888888888888e-06,0.004536459791783661,0.007977805588553545,0.03191122235421418,0.47866833531321273,0.16666666666666666,0.9880068262185034,1.1993173781496558,0.016560346304456495,0.008222205714703976,6.382244470842837e-05,2.7402434366767072e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.0035171944444444443,,,,,,NWS visual rain-rate example 0.50 in/h.,,,,cinewhoop,nws_0.50_in_h,12.7,0.5,3.5277777777777775e-06,0.004536459791783661,0.01595561117710709,0.06382244470842836,0.9573366706264255,0.3333333333333333,0.9783822931625082,2.1617706837491757,0.03674970941259295,0.017024322346082307,0.00012764488941685673,5.4804868733534144e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.005275791666666667,,,,,,NWS visual rain-rate example 0.75 in/h.,,,,cinewhoop,nws_0.75_in_h,19.05,0.7500000000000001,5.291666666666667e-06,0.004536459791783661,0.023933416765660645,0.09573366706264258,1.4360050059396388,0.5,0.9694868395181343,3.0513160481865698,0.05858128006970397,0.026059474625261824,0.00019146733412528515,8.220730310030124e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.007034388888888889,,,,,,NWS visual rain-rate example 1.00 in/h.,,,,cinewhoop,nws_1.00_in_h,25.4,1.0,7.055555555555555e-06,0.004536459791783661,0.03191122235421418,0.12764488941685673,1.914673341252851,0.6666666666666666,0.9610340634242506,3.8965936575749427,0.08155271134315496,0.03524936755413592,0.00025528977883371347,0.00010960973746706829,,,,,,,,,,,,,,,
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.010551583333333335,,,,,,NWS visual rain-rate example 1.50 in/h; used here as wetness=1 reference.,,,,cinewhoop,nws_1.50_in_h_full_wetness,38.1,1.5000000000000002,1.0583333333333334e-05,0.004536459791783661,0.04786683353132129,0.19146733412528516,2.8720100118792775,1.0,0.945,5.500000000000005,0.13,0.05395692002653599,0.0003829346682505703,0.00016441460620060248,,,,,,,,,,,,,,,
precipitation_rain_scan,cinewhoop,https://www.weather.gov/lox/rainrate,,,,,0.027694444444444445,,,,,,Analysis stress case above the NWS visualizer examples.,,,,cinewhoop,stress_100_mm_h,100.0,3.937007874015748,2.777777777777778e-05,0.004536459791783661,0.1256347336780086,0.5025389347120344,7.538084020680516,1.0,0.945,5.500000000000005,0.13,0.05395692002653599,0.0010050778694240688,0.0004315343994766469,,,,,,,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,cinewhoop_vs_ICAS_heavy_rain_4319rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,4319.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,cinewhoop,,,,,,,,,,,,,,,0.002386225080933534,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,2.6408664962881856,5.500000000000005,2.0826497695852533,0.6947134525137498,2.7788538100549993,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,cinewhoop_vs_ICAS_heavy_rain_6528rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,6528.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,cinewhoop,,,,,,,,,,,,,,,0.002386225080933534,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,1.6730861819932663,5.500000000000005,3.287338129496393,0.6947134525137498,2.7788538100549993,,,,,,,,,
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.05,2.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.03695037850272934,0.3624570187070282,0.03890561036665273,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.05,5.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.03695037850272934,2.265356366918926,0.24316006479157956,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.05,10.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.03695037850272934,9.061425467675704,0.9726402591663182,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.1,2.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05798135876901478,0.8043424857880846,0.0863369551100083,2.8404098997771583
