row_type,scenario,preset,ambient_case,forward_speed_mps,metric,value,unit,peak_sample_index,peak_time_seconds,state_velocity_delta_mps,attitude_euler_delta_rad,angular_velocity_delta_radps,propeller_scale_drop_average,derated_propeller_thrust_scale_range,derated_advance_ratio_range,residual_thrust_deficit_ratio,propeller_scale_drop_over_formula_archive_gap,free_flight_state_divergence,propeller_scale_spread_large,propeller_scale_drop_exceeds_archive_gap,residual_deficit_above_threshold,runtime_coupling_allowed,playable_reference_allowed,gameplay_auto_apply_allowed,dominant_dispersion_bucket,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic,synthetic_derate_validation_all_pass,apDrone,cold_sea_level_minus10c,28.0,rotor_state_dispersion,2.4762712346945404,mps,277,1.39,2.4762712346945404,0.369717147183226,0.816149059605989,0.19639631397321564,0.27751071957620477,0.05344126847947031,0.04928824476578791,6.062104191116544,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,free-flight-state-divergence-amplifies-per-rotor-propeller-scale-spread,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,dispersion_row,fast row has largest velocity delta and derated propeller-scale range
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,row_count,5,count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,false,false,false,false,NA,READY,rotor-state-dispersion-recorded,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,five APDrone settled peak rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,failed_row_count,5,count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,false,false,false,false,NA,BLOCKED,all APDrone rows remain over contract,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,diagnostic does not open acceptance
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,free_flight_state_divergence_row_count,3,count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,false,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,three rows exceed velocity delta threshold,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,16 22 and 28 mps cross 0.75 mps
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,propeller_scale_spread_large_row_count,4,count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,true,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,four rows exceed derated propeller-scale range threshold,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,8 mps is the only low-spread row
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,propeller_scale_drop_exceeds_archive_gap_row_count,4,count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,true,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,four rows exceed archive-gap drop ratio threshold,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,advance-scale source gap is not enough
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,residual_deficit_above_threshold_row_count,3,count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,true,false,false,false,residual-thrust-scale-before-state-dispersion,BLOCKED,three rows retain residual deficit above threshold,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,0 22 and 28 mps exceed 0.04 residual deficit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_state_velocity_delta_mps,2.4762712346945404,mps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,false,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest neutral-vs-derated velocity delta,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,28 mps row dominates velocity divergence
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_attitude_euler_delta_rad,0.40862814603348924,rad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,false,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest neutral-vs-derated Euler-angle delta,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,static row has largest attitude split
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_angular_velocity_delta_radps,2.2872598852152373,radps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,false,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest neutral-vs-derated angular-velocity delta,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,22 mps row dominates angular divergence
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_propeller_scale_drop_average,0.19639631397321564,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,true,true,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest average neutral-to-derated propeller-scale drop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,28 mps row dominates average drop
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_propeller_scale_drop_max,0.27303570708373837,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,true,true,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest per-rotor neutral-to-derated propeller-scale drop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,28 mps row has strongest single-rotor drop
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_propeller_scale_drop_range,0.33167463321215496,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,true,true,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest per-rotor drop spread,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,22 mps has opposite-sign rotor drop on one arm
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_derated_propeller_thrust_scale_range,0.27751071957620477,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,true,true,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest derated four-rotor propeller-scale range,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,28 mps derated rotors span 0.517 to 0.795
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_derated_advance_ratio_range,0.05344126847947031,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest derated four-rotor advance-ratio range,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,28 mps row has widest advance spread
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_derated_rotor_thrust_range_newtons,1.8987789578399976,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,false,false,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,largest derated four-rotor thrust range,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,28 mps row has widest rotor thrust spread
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_derated_average_blade_element_stall_intensity,0.9901066724066678,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,true,false,false,false,residual-thrust-scale-before-state-dispersion,BLOCKED,largest derated average blade-element stall,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,22 mps row has near-saturated blade-element stall
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_derated_average_rotor_stall_intensity,0.6728705997273056,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,true,false,false,false,residual-thrust-scale-before-state-dispersion,BLOCKED,largest derated average dynamic rotor stall,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,22 mps row dominates rotor-stall intensity
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,max_residual_thrust_deficit_ratio,0.09981456177414405,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,true,false,false,false,residual-thrust-scale-before-state-dispersion,BLOCKED,largest residual thrust deficit after explicit proxy chain,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,static row has largest residual deficit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,blackbox_speed_state_velocity_delta_mps,1.6408442519881623,mps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,22 mps blackbox speed velocity divergence,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,blackbox row crosses every blocker flag
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,blackbox_speed_propeller_scale_drop_average,0.06658985181073551,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,22 mps average propeller-scale drop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,blackbox drop exceeds formula archive gap
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,blackbox_speed_residual_thrust_deficit_ratio,0.042638060481761775,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,22 mps residual deficit after explicit proxy chain,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,blackbox residual remains above threshold
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,fast_speed_state_velocity_delta_mps,2.4762712346945404,mps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,28 mps velocity divergence,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,fast row has strongest state split
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,fast_speed_propeller_scale_drop_average,0.19639631397321564,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,28 mps average propeller-scale drop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,fast row has strongest average propeller-scale drop
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,fast_speed_derated_propeller_thrust_scale_range,0.27751071957620477,ratio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,28 mps derated propeller-scale range,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,fast row has widest derated propeller scale spread
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,dominant_dispersion_bucket,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,dominant diagnostic bucket,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,free-flight state split precedes residual tuning
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,next_required_action,inspect-free-flight-state-hold-or-normalize-blackbox-punchout-before-residual-thrust-tuning,text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,next lab task targets blackbox harness state normalization before residual tuning,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,do not relax blackbox gate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_summary,all,all,all,all,rotor_state_dispersion_diagnostic_passed,false,boolean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,false,false,false,free-flight-state-divergence-with-per-rotor-propeller-scale-spread,BLOCKED,rotor-state dispersion diagnostic is blocked,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,summary,runtime coupling remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_control_hook_rotor_state_dispersion_diagnostic_method,all,all,all,all,method,neutral-vs-derated-free-flight-peak-state-dispersion,text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,false,false,false,false,false,false,false,NA,READY,replay neutral and derated APDrone cold-air full-throttle punchout paths to settled peak samples and compare vehicle state plus per-rotor dispersion,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateControlHookRotorStateDispersionDiagnostic.java,method,lab diagnostic only
