row_type,name,source,figure,vehicle,dynamic_pressure_lbf_ft2,dynamic_pressure_pa,wind_speed_from_q_ft_s,wind_speed_from_q_m_s,yaw_deg,pitch_deg,rotor_rpm,is_mid_rpm_reference,drag_force_lbf,drag_force_n,drag_over_q_ft2,equivalent_cda_m2,equivalent_quadratic_c_n_per_m_s2,drag_force_10m_s_n,source_context,note,vehicle_group,sample_count,all_rpm_sample_count,mid_rpm_values,drag_force_lbf_min,drag_force_lbf_median,drag_force_lbf_max,drag_force_n_median,all_rpm_drag_force_lbf_min,all_rpm_drag_force_lbf_max,equivalent_cda_m2_median,equivalent_quadratic_c_n_per_m_s2_median,drag_force_10m_s_n_median,reference_source,preset,axis,reference_vehicle_group,reference_pitch_deg,reference_yaw_deg,reference_dynamic_pressure_lbf_ft2,reference_wind_speed_from_q_m_s,reference_drag_force_lbf_median,reference_drag_force_n_median,reference_equivalent_cda_m2_median,reference_equivalent_quadratic_c_n_per_m_s2_median,current_linear_drag_coefficient,current_body_drag_coefficient_axis,current_total_quadratic_c_n_per_m_s2,current_equivalent_cda_m2,current_drag_force_at_reference_speed_n,current_drag_force_at_reference_speed_over_nasa_powered_median,current_cda_over_nasa_powered_median,current_c_over_nasa_powered_median,reference_drag_force_10m_s_n_median,current_drag_force_10m_s_n,current_drag_force_10m_s_over_nasa_powered_median
reference_nasa_powered_full_airframe_drag_digitized,NASA_Fig22_3DR_Iris+_4300rpm_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 22,3DR Iris+,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,4300.0,0.0,0.14,0.62275102613647,0.2916666666666667,0.02709672000019007,0.01659674100011642,1.659674100011642,"Low-precision visual/pixel digitization of NASA powered full-airframe drag plots on page 9: Figs. 18, 20, and 22 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered vehicle drag anchor. Points were digitized from plotted PDF figures, not raw tunnel tables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_full_airframe_drag_digitized,NASA_Fig22_3DR_Iris+_4900rpm_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 22,3DR Iris+,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,4900.0,0.0,0.2,0.8896443230521,0.4166666666666667,0.03870960000027152,0.02370963000016631,2.370963000016631,"Low-precision visual/pixel digitization of NASA powered full-airframe drag plots on page 9: Figs. 18, 20, and 22 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered vehicle drag anchor. Points were digitized from plotted PDF figures, not raw tunnel tables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_full_airframe_drag_digitized,NASA_Fig22_3DR_Iris+_5400rpm_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 22,3DR Iris+,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,5400.0,1.0,0.24,1.0675731876625199,0.5,0.046451520000325826,0.02845155600019957,2.845155600019957,"Low-precision visual/pixel digitization of NASA powered full-airframe drag plots on page 9: Figs. 18, 20, and 22 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered vehicle drag anchor. Points were digitized from plotted PDF figures, not raw tunnel tables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_full_airframe_drag_digitized,NASA_Fig22_3DR_Iris+_5900rpm_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 22,3DR Iris+,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,5900.0,0.0,0.25,1.112055403815125,0.5208333333333334,0.0483870000003394,0.029637037500207884,2.9637037500207883,"Low-precision visual/pixel digitization of NASA powered full-airframe drag plots on page 9: Figs. 18, 20, and 22 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered vehicle drag anchor. Points were digitized from plotted PDF figures, not raw tunnel tables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_full_airframe_drag_digitized,NASA_Fig22_3DR_Iris+_6500rpm_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 22,3DR Iris+,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,6500.0,0.0,0.34,1.51239534918857,0.7083333333333334,0.06580632000046159,0.040306371000282726,4.030637100028272,"Low-precision visual/pixel digitization of NASA powered full-airframe drag plots on page 9: Figs. 18, 20, and 22 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered vehicle drag anchor. Points were digitized from plotted PDF figures, not raw tunnel tables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_full_airframe_drag_summary,NASA_Fig18_20_22_small_quad_0deg_mid_rpm_median,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Figs. 18/20/22,,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,,,,,,,,,,"Median of one mid-RPM 0 deg powered full-airframe drag point per small quad from NASA Figs. 18, 20, and 22. Treat as a low-speed powered-body order anchor.","3DR SOLO, DJI Phantom 3, 3DR Iris+",3,15,"5700,5300,5400",0.24,0.36,0.41,1.6013597814937799,0.14,0.57,0.06967728000048874,0.042677334000299355,4.267733400029935,,,,,,,,,,,,,,,,,,,,,,,
current_vs_nasa_powered_full_airframe_drag,racingQuad_x_vs_NASA_Fig18_20_22_powered_0deg_mid_rpm_median,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,,,,,,Compares current base quadratic horizontal drag with a low-precision NASA powered full-airframe 0 deg mid-RPM median at q=0.48 lb/ft^2.,,,,,,,,,,,,,,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,racingQuad,x,"3DR SOLO, DJI Phantom 3, 3DR Iris+",0.0,0.0,0.48,6.125560273970113,0.36,1.6013597814937799,0.06967728000048874,0.042677334000299355,0.18,0.0025,0.1825,0.29795918367346935,6.847854182282448,4.276274614499582,4.276274614499581,4.276274614499581,4.267733400029935,18.25,4.276274614499581
current_vs_nasa_powered_full_airframe_drag,racingQuad_z_vs_NASA_Fig18_20_22_powered_0deg_mid_rpm_median,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,,,,,,Compares current base quadratic horizontal drag with a low-precision NASA powered full-airframe 0 deg mid-RPM median at q=0.48 lb/ft^2.,,,,,,,,,,,,,,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,racingQuad,z,"3DR SOLO, DJI Phantom 3, 3DR Iris+",0.0,0.0,0.48,6.125560273970113,0.36,1.6013597814937799,0.06967728000048874,0.042677334000299355,0.18,0.0045,0.1845,0.3012244897959183,6.9228991596225296,4.323137897946152,4.323137897946151,4.323137897946152,4.267733400029935,18.45,4.323137897946152
current_vs_nasa_powered_full_airframe_drag,cinewhoop_x_vs_NASA_Fig18_20_22_powered_0deg_mid_rpm_median,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,,,,,,Compares current base quadratic horizontal drag with a low-precision NASA powered full-airframe 0 deg mid-RPM median at q=0.48 lb/ft^2.,,,,,,,,,,,,,,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,cinewhoop,x,"3DR SOLO, DJI Phantom 3, 3DR Iris+",0.0,0.0,0.48,6.125560273970113,0.36,1.6013597814937799,0.06967728000048874,0.042677334000299355,0.26,0.009,0.269,0.43918367346938775,10.093549452240978,6.303111623563767,6.303111623563766,6.303111623563767,4.267733400029935,26.900000000000002,6.303111623563767
current_vs_nasa_powered_full_airframe_drag,cinewhoop_z_vs_NASA_Fig18_20_22_powered_0deg_mid_rpm_median,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,,,,,,,,Compares current base quadratic horizontal drag with a low-precision NASA powered full-airframe 0 deg mid-RPM median at q=0.48 lb/ft^2.,,,,,,,,,,,,,,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,cinewhoop,z,"3DR SOLO, DJI Phantom 3, 3DR Iris+",0.0,0.0,0.48,6.125560273970113,0.36,1.6013597814937799,0.06967728000048874,0.042677334000299355,0.26,0.014,0.274,0.4473469387755102,10.281161895591183,6.420269832180194,6.420269832180193,6.420269832180193,4.267733400029935,27.400000000000002,6.420269832180193
