row_type,name,source,figure,vehicle,dynamic_pressure_lbf_ft2,dynamic_pressure_pa,pitch_deg,drag_over_q_ft2,equivalent_cda_m2,equivalent_quadratic_c_n_per_m_s2,drag_force_10m_s_n,source_context,note,vehicle_group,sample_count,drag_over_q_ft2_min,drag_over_q_ft2_median,drag_over_q_ft2_max,equivalent_cda_m2_median,equivalent_quadratic_c_n_per_m_s2_median,drag_force_10m_s_n_median,reference_source,preset,axis,reference_vehicle_group,reference_pitch_deg,reference_drag_over_q_ft2_median,reference_equivalent_cda_m2_median,reference_equivalent_quadratic_c_n_per_m_s2_median,current_linear_drag_coefficient,current_body_drag_coefficient_axis,current_total_quadratic_c_n_per_m_s2,current_equivalent_cda_m2,current_cda_over_nasa_small_quad_median,current_c_over_nasa_small_quad_median,reference_drag_force_10m_s_n_median,current_drag_force_10m_s_n,current_drag_force_10m_s_over_nasa_small_quad_median
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_SOLO_1.90q_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR SOLO,1.9,90.972492062,0.0,0.225,0.020903184000000002,0.012803200200000002,1.2803200200000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_SOLO_1.90q_5deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR SOLO,1.9,90.972492062,5.0,0.225,0.020903184000000002,0.012803200200000002,1.2803200200000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_SOLO_1.90q_10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR SOLO,1.9,90.972492062,10.0,0.215,0.019974153600000003,0.012234169080000003,1.2234169080000004,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_SOLO_1.90q_20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR SOLO,1.9,90.972492062,20.0,0.22,0.0204386688,0.012518684640000001,1.2518684640000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_SOLO_1.90q_40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR SOLO,1.9,90.972492062,40.0,0.305,0.028335427200000003,0.01735544916,1.735544916,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_-40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,-40.0,0.21,0.0195096384,0.01194965352,1.194965352,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_-20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,-20.0,0.215,0.019974153600000003,0.012234169080000003,1.2234169080000004,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_-10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,-10.0,0.217,0.020159959680000002,0.012347975304000003,1.2347975304000003,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,0.0,0.218,0.02025286272,0.012404878416000001,1.2404878416,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,10.0,0.22,0.0204386688,0.012518684640000001,1.2518684640000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,20.0,0.232,0.021553505280000003,0.013201521984000002,1.3201521984000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_DJI_Phantom_3_1.90q_40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,DJI Phantom 3,1.9,90.972492062,40.0,0.255,0.023690275200000003,0.014510293560000003,1.4510293560000003,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_-40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,-40.0,0.45,0.041806368000000003,0.025606400400000003,2.5606400400000005,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_-20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,-20.0,0.345,0.0320515488,0.019631573640000004,1.9631573640000004,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_-10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,-10.0,0.265,0.024619305600000002,0.015079324680000002,1.5079324680000001,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_-5deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,-5.0,0.24,0.022296729600000002,0.013656746880000003,1.3656746880000004,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,0.0,0.23,0.021367699200000003,0.013087715760000004,1.3087715760000003,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_5deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,5.0,0.245,0.0227612448,0.013941262440000001,1.3941262440000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,10.0,0.25,0.02322576,0.014225778000000001,1.4225778000000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,20.0,0.27,0.025083820800000003,0.015363840240000003,1.5363840240000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_0.48q_40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,0.48,22.9825243104,40.0,0.315,0.029264457600000002,0.017924480280000002,1.7924480280000001,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_-40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,-40.0,0.335,0.031122518400000004,0.019062542520000003,1.9062542520000003,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_-20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,-20.0,0.255,0.023690275200000003,0.014510293560000003,1.4510293560000003,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_-10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,-10.0,0.19,0.017651577600000003,0.010811591280000003,1.0811591280000004,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_-5deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,-5.0,0.18,0.0167225472,0.01024256016,1.024256016,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_0deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,0.0,0.18,0.0167225472,0.01024256016,1.024256016,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_5deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,5.0,0.195,0.0181160928,0.011096106840000002,1.1096106840000002,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_10deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,10.0,0.21,0.0195096384,0.01194965352,1.194965352,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,20.0,0.23,0.021367699200000003,0.013087715760000004,1.3087715760000003,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_3DR_Iris+_1.90q_40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,3DR Iris+,1.9,90.972492062,40.0,0.31,0.0287999424,0.01763996472,1.763996472,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_SUI_Endurance_0.48q_-40deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,SUI Endurance,0.48,22.9825243104,-40.0,0.645,0.05992246080000001,0.03670250724000001,3.6702507240000006,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_bare_airframe_dragq_digitized,NASA_Fig30_SUI_Endurance_0.48q_-20deg,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 30,SUI Endurance,0.48,22.9825243104,-20.0,0.425,0.039483792000000004,0.024183822600000005,2.4183822600000004,Low-precision visual digitization of NASA bare-airframe Drag/q plot with DAx8 removed. Drag/q in ft^2 is an equivalent flat-plate area.,"Use as an order-of-magnitude bare-airframe drag-area anchor only; digitized from a plotted figure, not from released tabular wind-tunnel data.",,,,,,,,,,,,,,,,,,,,,,,,,
