row_type,name,metric,value,unit,source,doi,note
apdrone_drag_speed_reference_point,open_field_flight_3_gps_speed_max,speed_m_s,5.75,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Per-file max GPS speed from an extracted APdrone open-field real-flight CSV.
apdrone_drag_speed_reference_point,open_field_flight_4_gps_speed_p95,speed_m_s,4.14,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Per-file P95 GPS speed from an extracted APdrone open-field real-flight CSV.
apdrone_drag_speed_reference_point,open_field_flight_4_gps_speed_max,speed_m_s,6.61,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Per-file max GPS speed from an extracted APdrone open-field real-flight CSV.
apdrone_drag_speed_reference_point,open_field_flight_5_gps_speed_p95,speed_m_s,7.869999999999999,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Per-file P95 GPS speed from an extracted APdrone open-field real-flight CSV.
apdrone_drag_speed_reference_point,open_field_flight_5_gps_speed_max,speed_m_s,8.26,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Per-file max GPS speed from an extracted APdrone open-field real-flight CSV.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,speed_m_s,5.75,m/s,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,total_drag_coefficient_n_per_mps2,0.12179999999999999,N/(m/s)^2,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,required_drag_force_n,4.0270125,N,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,drag_over_level_margin,0.07506470836542425,fraction,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,max_allowable_drag_coefficient_n_per_mps2,1.6226000560351554,N/(m/s)^2,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,coefficient_over_max_allowable,0.07506470836542425,x,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,drag_limited_level_speed_m_s,20.98697976861829,m/s,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_selected_flight_gps_speed_max,speed_over_drag_limited,0.27397939405258975,x,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,speed_m_s,2.8686378391843625,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,total_drag_coefficient_n_per_mps2,0.12179999999999999,N/(m/s)^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,required_drag_force_n,1.00230231578236,N,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,drag_over_level_margin,0.018683212686375378,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,max_allowable_drag_coefficient_n_per_mps2,6.519221401832134,N/(m/s)^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,coefficient_over_max_allowable,0.018683212686375378,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,drag_limited_level_speed_m_s,20.98697976861829,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_speed_constraint_apdrone_x,apDrone_x_open_field_mean_gps_speed_across_files,speed_over_drag_limited,0.13668654903235863,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,Full-thrust level-flight upper-bound check using GPS ground speed as airspeed proxy.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,event_count,659,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,flight_count,5,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,speed_mean_m_s,0.9730804248861912,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,speed_p50_m_s,1.01,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,speed_p90_m_s,1.73,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,speed_max_m_s,1.99,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,along_track_accel_p50_m_s2,0.1082937367962764,m/s^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,along_track_accel_p90_m_s2,1.456170777136641,m/s^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,accelerating_fraction,0.3353566009104704,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,quasi_steady_fraction,0.40819423368740515,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,decelerating_fraction,0.2564491654021244,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,throttle_mean,47.36874051593323,%,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,apparent_decel_coeff_count,150,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,apparent_decel_coeff_p50,0.5000092508369602,N/(m/s)^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,apparent_decel_coeff_p50_over_apDrone_x,4.105166263029231,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_0-2,apparent_decel_coeff_p50_over_racingQuad_x,2.7397767169148506,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,event_count,392,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,flight_count,5,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,speed_mean_m_s,3.172984693877551,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,speed_p50_m_s,3.23,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,speed_p90_m_s,4.099,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,speed_max_m_s,4.91,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,along_track_accel_p50_m_s2,0.15296599046992987,m/s^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,along_track_accel_p90_m_s2,2.4554400103981617,m/s^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,accelerating_fraction,0.37244897959183676,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,quasi_steady_fraction,0.32908163265306123,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,decelerating_fraction,0.29846938775510207,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,throttle_mean,49.79107142857143,%,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,apparent_decel_coeff_count,117,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,apparent_decel_coeff_p50,0.09992893292432227,N/(m/s)^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,apparent_decel_coeff_p50_over_apDrone_x,0.820434588869641,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_2-5,apparent_decel_coeff_p50_over_racingQuad_x,0.5475557968456015,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,event_count,60,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,flight_count,5,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,speed_mean_m_s,6.351833333333333,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,speed_p50_m_s,6.16,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,speed_p90_m_s,7.714,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,speed_max_m_s,7.93,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,along_track_accel_p50_m_s2,1.0736794147645061,m/s^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,along_track_accel_p90_m_s2,4.128271893219036,m/s^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,accelerating_fraction,0.7666666666666667,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,quasi_steady_fraction,0.03333333333333333,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,decelerating_fraction,0.2,fraction,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,throttle_mean,54.49333333333333,%,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,apparent_decel_coeff_count,12,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,apparent_decel_coeff_p50,0.05879936516180763,N/(m/s)^2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,apparent_decel_coeff_p50_over_apDrone_x,0.48275340855342885,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_5-8,apparent_decel_coeff_p50_over_racingQuad_x,0.32218830225648015,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_8-12,event_count,50,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_8-12,flight_count,3,count,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_8-12,speed_mean_m_s,10.0028,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
apdrone_drag_gps_dynamic_speed_bin,speed_bin_8-12,speed_p50_m_s,10.29,m/s,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,GPS speed/course dynamics; apparent decel coefficient assumes zero horizontal thrust and is diagnostic only.
