row_type,source_page,note,test_hash,title,creator,local_source_file,motor,propeller,esc,sample_count,max_thrust_n,max_thrust_kgf,rpm_at_max_thrust,current_a_at_max_thrust,voltage_v_at_max_thrust,electrical_power_w_at_max_thrust,torque_n_m_at_max_thrust,fit_k_n_per_rad2_s2,fit_r2,fit_point_count,fit_residual_rms_n,apdrone_configured_max_rotor_thrust_n,apdrone_configured_thrust_coefficient_n_per_rad2_s2,apdrone_max_thrust_over_tyto_max_thrust,apdrone_thrust_coefficient_over_tyto_fit,sample_index,time_s,throttle_us,rotation_speed_rpm,rotation_speed_rad_s,thrust_kgf,thrust_n,torque_n_m,voltage_v,current_a,electrical_power_w,mechanical_power_w,overall_efficiency_gf_per_w
tyto_static_powertrain_summary,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,"Tyto public static test data. Use as comparable FPV static propulsion evidence, not APdrone exact motor/prop proof.",dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,15,4.5978940811881,0.46885471401427603,13362.999999999873,13.514771223068,12.401890802383,167.60871692767748,0.066727632714439,2.3487835195980996e-06,0.9999750600459332,14.0,0.007256999385899816,13.5,1.3918976015517363e-06,2.9361267923143606,0.5926036137165608,,,,,,,,,,,,,
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,0,1.2354450499998,1000.0,0.0,,0.0023751730864009627,0.023292491147754,0.00015585950460985,12.884148902893,0.024371713045985,0.31400877990305065,0.0,
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,1,12.436622149999,1600.0,13362.999999999873,1399.370087664,0.46885471401427603,4.5978940811881,0.066727632714439,12.401890802383,13.514771223068,167.60871692767748,93.3766532412157,2.797317004798653
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,2,17.386869199999,1559.0,12670.999999999915,1326.9040171212,0.4227099884223257,4.1453689079618,0.0599066245905,12.480992927551,11.308994522095,141.1474806479807,79.49034082130612,2.9948107219607905
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,3,22.312255949999,1518.0,12024.999999999916,1259.2550553139001,0.38003885134516885,3.7269080015441,0.054067866122085,12.542688302994,9.5387040233612,119.64099137953433,68.08523374427068,3.1764936662851655
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,4,27.237075699999,1477.0,11310.000000000458,1184.3804304034,0.33485366825168633,3.2837927257603994,0.047976179519418,12.608261938095,7.7663477468491,97.92014669460737,56.82204814831908,3.4196606066780677
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,5,32.188398749999,1437.0,10554.000000000104,1105.2122955329,0.29212789666649674,2.8647960378445,0.04198140029641,12.663708534241,6.2235258340836,78.81291721815381,46.39835979128087,3.7065992095926106
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,6,37.137712349999,1396.0,9724.000000000273,1018.2948987836002,0.24929823373755564,2.4447805238824,0.035896308478081,12.711493396759,4.8716725540161,61.926233501547706,36.55302780839238,4.025728994664677
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,7,42.088936199999,1355.0,8849.000000000007,926.6651130538701,0.20565607461255375,2.0167971440992,0.030061756348813,12.75337553978,3.6549787449837,46.61331652469092,27.857180845570692,4.411959713349691
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,8,47.038431399999,1314.0,7971.000000000019,834.72116805881,0.16654909415327354,1.6332886741781998,0.024216852418063,12.786363658905,2.6927913713455,34.43100973158506,20.214319337113366,4.837182976963086
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,9,51.988997049999,1273.0,7135.99999999998,747.2801725338901,0.1336780487434853,1.3109338367103,0.019659247280712,12.813613843918,1.978635545969,25.35347182389663,14.690965699816871,5.272573700044053
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,10,56.938919899999,1232.0,6264.000000000012,655.96454606955,0.10234106106773465,1.0036229665199,0.015096965830576,12.834790096283,1.3976554727554,17.938614619736743,9.903074338081293,5.705070499431719
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,11,61.890056749999,1192.0,5245.000000000043,549.25511560262,0.07136148205589167,0.69981707800341,0.01049368704959,12.852563638687,0.90638983905315,11.649433087889877,5.763711293520272,6.125747194520154
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,12,66.840841099999,1151.0,4092.0000000000214,428.51323794965003,0.044051608977680456,0.43199871118097,0.006751730134154,12.865990943909,0.51234558463097,6.591833652013823,2.893205741548555,6.682754951533489
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,13,71.791043999999,1110.0,2863.000000000039,299.81265890759005,0.022384798373935037,0.21951988297375002,0.0035956756996528,12.87465092659,0.24925676941872,3.209093897355553,1.078029092082315,6.975426425627864
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/dnq/lf40-2305-with-5040-prop,5-inch-class 2305/5040 static test; lower voltage and lower thrust than APdrone-sized 2507.,dnq,LF40 2305 with 5040 prop,Audrey Schwartzenberger,docs/data/raw/tyto_fpv_static_powertrain/dnq_lf40-2305-with-5040-prop.html,T-Motor LF40 2305,Gemfan 5040 R,T-Motor F35A,,,,,,,,,,,,,,,,,14,76.740653249999,1069.0,1462.9999999999786,153.20500174006003,0.007056153462375022,0.0691972273518,0.0011856346234775,12.879551105499,0.088536590114236,1.1403115370829202,0.18164515455294578,6.187917277786798
tyto_static_powertrain_summary,https://database.tytorobotics.com/tests/69k7/tmotor-f80,"Tyto public static test data. Use as comparable FPV static propulsion evidence, not APdrone exact motor/prop proof.",69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,9,4.3401616412077,0.4425733192484386,19144.00000000032,9.1958546829224,11.746635742188,108.02035529838315,0.043717082469489,1.0759174781954256e-06,0.9992084540640964,8.0,0.039109192918272445,13.5,1.3918976015517363e-06,3.11048322989267,1.2936843482515834,,,,,,,,,,,,,
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,0,0.31062080000001,1000.0,0.0,,-6.86710238015408e-05,-0.00067343269556338,-0.00014861280904738,11.976868629456,0.028752286098897,0.3443623534030233,0.0,
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,1,9.7156506,1200.0,4355.000000000016,456.05453354612,0.020285321592080883,0.19893104899098,0.0021314335181183,11.96641834259,0.41011480212212,4.907605290681805,0.9720499188900068,4.133446027250224
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,2,14.3485968,1300.0,6714.000000000042,703.0884358734,0.05120520312028165,0.50215150517951,0.0054207671167859,11.953884925842,0.86195336103439,10.303691289247842,3.811278673374959,4.969597951145484
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,3,19.024823,1400.0,9094.000000000038,952.32145305819,0.09449750051886016,0.92670391346328,0.0099626805319817,11.938782157898,1.5031276941299,17.945514095720416,9.487674400571354,5.265800690624717
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,4,23.6549406,1500.0,11383.000000000124,1192.0249725271,0.15029838163169892,1.4739236242285,0.015509870753056,11.914567070007,2.4332293224335,28.990873958841625,18.48815325831045,5.184334278610493
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,5,28.315101,1600.0,13561.999999999754,1420.2093189328002,0.2176782488361163,2.1346943989487,0.022132231636583,11.885571708679,3.7184846687317,44.1963161778341,31.432401619054513,4.925257751352795
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,6,32.9853394,1700.0,15425.00000000046,1615.3022227208,0.2845589069173775,2.7905696045212998,0.028758440634599,11.849098739624,5.1388681030273,60.89095556267476,46.45357307905194,4.673254086552846
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,7,37.6557172,1800.0,17217.00000000017,1802.9600238952003,0.362696813031341,3.5568407015137997,0.036061432611006,11.802857131958,6.9813510513306,82.39988904689986,65.01732140203453,4.401666279245879
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/69k7/tmotor-f80,FPV motor test page with complete torque/current data but missing explicit component metadata.,69k7,Tmotor-F80,Daniel Lourens,docs/data/raw/tyto_fpv_static_powertrain/69k7_tmotor-f80.html,,,,,,,,,,,,,,,,,,,,8,42.3115996,1900.0,19144.00000000032,2004.7549920108002,0.4425733192484386,4.3401616412077,0.043717082469489,11.746635742188,9.1958546829224,108.02035529838315,87.6420393168559,4.097128897844526
tyto_static_powertrain_summary,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,"Tyto public static test data. Use as comparable FPV static propulsion evidence, not APdrone exact motor/prop proof.",q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,10,8.4793073126231,0.8646487141504081,16382.000000000322,17.270787189938,12.467806209184,215.3288277642045,0.079318735380905,2.7444805993931035e-06,0.9901711223033869,9.0,0.2822454399976797,13.5,1.3918976015517363e-06,1.5921111834103032,0.5071624852657116,,,,,,,,,,,,,
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,0,0.30057300000124,1000.0,0.0,,9.807928056342176e-05,0.00096182917673728,4.2345032268777e-05,12.603410545201,0.035923898556485,0.452763641891534,0.0,
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,1,9.5750166000009,1200.0,3479.000000000035,364.32002806130004,0.027414591747908817,0.26884530616463,0.0026259599701171,12.606724672835,0.32342040731483,4.077272028594213,0.9566898100009124,6.723758325578534
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,2,14.200205400001,1300.0,5332.00000000004,558.36573429803,0.06335669268171903,0.62131691028718,0.0069652707380834,12.606836526578,0.81424179627155,10.26501321870266,3.8891685102545193,6.1721004475945875
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,3,18.825865800001,1400.0,7153.0000000000355,749.06040837093,0.1236360197980962,1.212455173553,0.011773137873009,12.599119454176,1.681261380812,21.182412970543275,8.818791462963382,5.836729742264356
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,4,23.451762400001,1500.0,8824.000000000022,924.0471191758801,0.20204488218349795,1.9813834438648001,0.020079386287217,12.589496632717,2.9799605150253,37.51620286954063,18.554299053522538,5.385536560991837
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,5,28.100903400001,1600.0,10513.00000000016,1100.918785573,0.30239489438223044,2.9654808909934998,0.029432477630892,12.576826528161,4.792120775638,60.26967169719546,32.402767529806106,5.017364220955295
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,6,32.726811800001,1700.0,12182.999999999858,1275.8007766228002,0.4268210424353169,4.1856845757983,0.040188100125781,12.557177929104,7.1341218780706,89.58443779084611,51.272009351466245,4.764455221919473
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,7,37.376270800001,1800.0,13962.0000000001,1462.0972209807003,0.5884954437004074,5.7711688429646,0.054172494821091,12.530605825607,10.350792197237,129.70169700634543,79.20545413150852,4.537299490164854
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,8,42.002614600001,1900.0,15620.000000000138,1635.7225749691,0.7676482921687428,7.5280581243966,0.070511684473869,12.494425018622,14.549452431708,181.78704246998313,115.3375540930057,4.222788828832493
tyto_static_powertrain_sample,https://database.tytorobotics.com/tests/q3xn/1700kvlumenierfolding,1700KV static test with complete torque/current data; prop and motor metadata are not explicit on the page.,q3xn,1700kvlumenierfolding,Graham Warwick,docs/data/raw/tyto_fpv_static_powertrain/q3xn_1700kvlumenierfolding.html,,,,,,,,,,,,,,,,,,,,9,46.626650000001,2000.0,16382.000000000322,1715.5190283703002,0.8646487141504081,8.4793073126231,0.079318735380905,12.467806209184,17.270787189938,215.3288277642045,136.0727998522111,4.015480524034805
