row_type,name,source,harmonic_count_reference,note,preset,rotor_blade_count,current_hover_rpm,current_max_rpm,current_hover_motor_hz,current_max_motor_hz,current_hover_harmonic2_hz,current_max_harmonic2_hz,current_hover_harmonic3_hz,current_max_harmonic3_hz,current_hover_blade_pass_hz,current_max_blade_pass_hz,gyro_low_pass_hz,gyro_lpf_over_hover_blade_pass,gyro_lpf_over_max_blade_pass,decoded_log,field_family,motor_index,motor_poles,valid_sample_fraction,rpm_p05,rpm_median,rpm_p95,rpm_p99,rpm_max,motor_hz_p05,motor_hz_median,motor_hz_p95,motor_hz_p99,motor_hz_max,harmonic2_hz_median,harmonic2_hz_p95,harmonic2_hz_max,harmonic3_hz_median,harmonic3_hz_p95,harmonic3_hz_max,three_blade_pass_hz_median,three_blade_pass_hz_p95,three_blade_pass_hz_max,decoded_motor_hz_p95_max_motor,decoded_motor_hz_max_motor,decoded_three_blade_pass_hz_p95_max_motor,decoded_three_blade_pass_hz_max_motor,current_hover_bpf_over_decoded_p95_h3,current_max_bpf_over_decoded_p95_h3,current_max_bpf_over_decoded_max_h3,current_max_motor_hz_over_decoded_max_motor_hz
decoded_motor_rpm_filter_frequency,PR12562 rpm_bb_stress_002 motor3 RPM filter frequency,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 rpm_bb_stress_002,RPM,3,12.0,1.0,4050.0,24633.333333333332,34016.666666666664,38466.666666666664,39833.333333333336,67.5,410.55555555555554,566.9444444444445,641.1111111111111,663.8888888888889,821.1111111111111,1133.888888888889,1327.7777777777778,1231.6666666666665,1700.8333333333335,1991.6666666666667,1231.6666666666665,1700.8333333333335,1991.6666666666667,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 almost stalled 010 motor0 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116145/blackbox_rpm_new_format_010_almost_stalled.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 almost stalled 010,eInterval,0,12.0,1.0,890.4860424901192,4699.248120300752,4789.272030651341,4826.254826254826,4844.961240310077,14.841434041501987,78.32080200501254,79.82120051085569,80.43758043758044,80.74935400516796,156.64160401002508,159.64240102171138,161.49870801033592,234.96240601503763,239.46360153256705,242.24806201550388,234.96240601503763,239.46360153256705,242.24806201550388,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 almost stalled 010 motor1 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116145/blackbox_rpm_new_format_010_almost_stalled.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 almost stalled 010,eInterval,1,12.0,0.9958625079567155,204.51570680628274,3071.253071253071,3164.5569620253164,3205.128205128205,3238.3419689119173,3.4085951134380457,51.187551187551186,52.742616033755276,53.41880341880342,53.972366148531954,102.37510237510237,105.48523206751055,107.94473229706391,153.56265356265357,158.22784810126583,161.91709844559585,153.56265356265357,158.22784810126583,161.91709844559585,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 almost stalled 010 motor2 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116145/blackbox_rpm_new_format_010_almost_stalled.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 almost stalled 010,eInterval,2,12.0,1.0,3824.3888482392454,4496.402877697842,4528.985507246377,4545.454545454545,4578.754578754579,63.73981413732076,74.9400479616307,75.48309178743962,75.75757575757575,76.31257631257631,149.8800959232614,150.96618357487924,152.62515262515262,224.8201438848921,226.44927536231887,228.93772893772893,224.8201438848921,226.44927536231887,228.93772893772893,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 almost stalled 010 motor3 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116145/blackbox_rpm_new_format_010_almost_stalled.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 almost stalled 010,eInterval,3,12.0,1.0,308.1854043392505,2759.381898454746,2808.9887640449438,2821.6704288939054,2834.467120181406,5.136423405654175,45.989698307579104,46.81647940074906,47.02784048156509,47.241118669690096,91.97939661515821,93.63295880149812,94.48223733938019,137.96909492273733,140.44943820224717,141.7233560090703,137.96909492273733,140.44943820224717,141.7233560090703,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 telemetry debug 011 motor0 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116146/blackbox_rpm_new_format_011_almost_stalled_rpm_telemetry_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 telemetry debug 011,eInterval,0,12.0,0.9996175615725869,5980.861244019139,6067.961165048544,26455.026455026455,29642.152719075748,30303.030303030304,99.68102073365232,101.1326860841424,440.9171075837742,494.03587865126246,505.0505050505051,202.2653721682848,881.8342151675485,1010.1010101010102,303.39805825242723,1322.7513227513227,1515.1515151515152,303.39805825242723,1322.7513227513227,1515.1515151515152,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 telemetry debug 011 motor1 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116146/blackbox_rpm_new_format_011_almost_stalled_rpm_telemetry_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 telemetry debug 011,eInterval,1,12.0,1.0,204.5157068062827,2997.6019184652278,24857.211809186534,28328.611898016996,29239.766081871345,3.408595113438045,49.96003197442046,414.28686348644226,472.1435316336166,487.32943469785573,99.92006394884092,828.5737269728845,974.6588693957115,149.88009592326136,1242.8605904593269,1461.9883040935672,149.88009592326136,1242.8605904593269,1461.9883040935672,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 telemetry debug 011 motor2 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116146/blackbox_rpm_new_format_011_almost_stalled_rpm_telemetry_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 telemetry debug 011,eInterval,2,12.0,1.0,6009.615384615385,6112.469437652811,25510.20408163265,29069.767441860466,29325.513196480937,100.16025641025641,101.87449062754686,425.17006802721085,484.49612403100775,488.7585532746823,203.74898125509372,850.3401360544217,977.5171065493646,305.6234718826406,1275.5102040816325,1466.275659824047,305.6234718826406,1275.5102040816325,1466.275659824047,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 telemetry debug 011 motor3 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116146/blackbox_rpm_new_format_011_almost_stalled_rpm_telemetry_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 telemetry debug 011,eInterval,3,12.0,1.0,204.5157068062827,2906.9767441860463,27100.271002710026,30030.03003003003,38910.505836575874,3.408595113438045,48.44961240310077,451.6711833785004,500.5005005005005,648.5084306095979,96.89922480620154,903.3423667570008,1297.0168612191958,145.3488372093023,1355.0135501355012,1945.5252918287938,145.3488372093023,1355.0135501355012,1945.5252918287938,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 rpm filter debug 013 motor0 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116149/blackbox_rpm_new_format_013_rpm_filter_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 rpm filter debug 013,eInterval,0,12.0,0.9996934396076027,5910.16548463357,23364.48598130841,25974.025974025975,27322.4043715847,27548.209366391184,98.50275807722616,389.4080996884735,432.9004329004329,455.3734061930783,459.1368227731864,778.816199376947,865.8008658008658,918.2736455463728,1168.2242990654204,1298.7012987012988,1377.4104683195592,1168.2242990654204,1298.7012987012988,1377.4104683195592,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 rpm filter debug 013 motor1 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116149/blackbox_rpm_new_format_013_rpm_filter_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 rpm filter debug 013,eInterval,1,12.0,1.0,204.51570680628274,22883.29519450801,25000.0,26525.19893899204,26737.9679144385,3.4085951134380457,381.38825324180016,416.6666666666667,442.0866489832007,445.63279857397504,762.7765064836003,833.3333333333334,891.2655971479501,1144.1647597254005,1250.0,1336.8983957219252,1144.1647597254005,1250.0,1336.8983957219252,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 rpm filter debug 013 motor2 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116149/blackbox_rpm_new_format_013_rpm_filter_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 rpm filter debug 013,eInterval,2,12.0,1.0,6250.0,23696.682464454978,25974.025974025975,27322.4043715847,27624.309392265193,104.16666666666667,394.9447077409163,432.9004329004329,455.3734061930783,460.4051565377532,789.8894154818325,865.8008658008658,920.8103130755064,1184.8341232227488,1298.7012987012988,1381.2154696132598,1184.8341232227488,1298.7012987012988,1381.2154696132598,,,,,,,,
decoded_motor_rpm_filter_frequency,PR12562 rpm filter debug 013 motor3 RPM filter frequency,https://github.com/betaflight/betaflight/files/11116149/blackbox_rpm_new_format_013_rpm_filter_debug.zip,,Derived from decoded PR #12562 mechanical RPM. Three-blade blade-pass columns are a hypothetical prop-family mapping unless the log's actual prop blade count is known.,,,,,,,,,,,,,,,,PR12562 rpm filter debug 013,eInterval,3,12.0,1.0,204.51570680628274,22779.04328018223,25125.628140703517,26525.19893899204,26666.666666666668,3.4085951134380457,379.6507213363705,418.76046901172526,442.0866489832007,444.44444444444446,759.301442672741,837.5209380234505,888.8888888888889,1138.9521640091116,1256.2814070351758,1333.3333333333335,1138.9521640091116,1256.2814070351758,1333.3333333333335,,,,,,,,
current_vs_decoded_log_rpm_frequency,racingQuad vs PR12562 almost stalled 010 RPM frequency,https://github.com/betaflight/betaflight/files/11116145/blackbox_rpm_new_format_010_almost_stalled.zip,,"Compares current racingQuad frequency scale with decoded public Betaflight RPM logs. It is a frequency-range sanity check, not proof of the same prop or flight condition.",racingQuad,,,,217.0515118546613,485.6272124915757,,,,,651.1545355639839,1456.881637474727,,,,PR12562 almost stalled 010,,,,,,,,,,,,,,,,,,,,,,,,79.82120051085569,80.74935400516796,239.46360153256705,242.24806201550388,2.719221340515197,6.08393771809446,6.014007399495673,6.014007399495673
current_vs_decoded_log_rpm_frequency,racingQuad vs PR12562 rpm filter debug 013 RPM frequency,https://github.com/betaflight/betaflight/files/11116149/blackbox_rpm_new_format_013_rpm_filter_debug.zip,,"Compares current racingQuad frequency scale with decoded public Betaflight RPM logs. It is a frequency-range sanity check, not proof of the same prop or flight condition.",racingQuad,,,,217.0515118546613,485.6272124915757,,,,,651.1545355639839,1456.881637474727,,,,PR12562 rpm filter debug 013,,,,,,,,,,,,,,,,,,,,,,,,432.9004329004329,460.4051565377532,1298.7012987012988,1381.2154696132598,0.5013889923842676,1.1217988608555398,1.0547823055317023,1.0547823055317025
current_vs_decoded_log_rpm_frequency,racingQuad vs PR12562 rpm_bb_stress_002 RPM frequency,https://github.com/betaflight/betaflight/files/11072576/rpm_bb_stress.zip,,"Compares current racingQuad frequency scale with decoded public Betaflight RPM logs. It is a frequency-range sanity check, not proof of the same prop or flight condition.",racingQuad,,,,217.0515118546613,485.6272124915757,,,,,651.1545355639839,1456.881637474727,,,,PR12562 rpm_bb_stress_002,,,,,,,,,,,,,,,,,,,,,,,,694.4444444444445,715.2777777777777,2083.3333333333335,2145.833333333333,0.31255417707071226,0.699303185987869,0.6789351320270574,0.6789351320270574
current_vs_decoded_log_rpm_frequency,racingQuad vs PR12562 telemetry debug 011 RPM frequency,https://github.com/betaflight/betaflight/files/11116146/blackbox_rpm_new_format_011_almost_stalled_rpm_telemetry_debug.zip,,"Compares current racingQuad frequency scale with decoded public Betaflight RPM logs. It is a frequency-range sanity check, not proof of the same prop or flight condition.",racingQuad,,,,217.0515118546613,485.6272124915757,,,,,651.1545355639839,1456.881637474727,,,,PR12562 telemetry debug 011,,,,,,,,,,,,,,,,,,,,,,,,451.6711833785004,648.5084306095979,1355.0135501355012,1945.5252918287938,0.4805520472462202,1.0751786484563488,0.7488371616620098,0.7488371616620098
