row_type,scenario_name,preset_name,rotor_count,metric,value,unit,current_value,candidate_value,delta,ratio,manual_patch_review_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_physical_impact_source,source_fingerprint,source_description,,source_description,PropellerArchiveSourceFingerprint identifies archive identity before reviewed import.,text,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveSourceFingerprint.java,source_identity,raw rows remain outside repository
propeller_archive_rotor_spec_retune_physical_impact_source,manual_patch_review,source_description,,source_description,PropellerArchiveRotorSpecRetuneManualPatchReview supplies validation-accepted current-vs-candidate fields.,text,,,,,,,BLOCKED,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneManualPatchReview.java,manual_review,current review is blocked
propeller_archive_rotor_spec_retune_physical_impact_source,drone_config,source_description,,source_description,DroneConfig supplies mass gravity rotor count and current representative rotor values.,text,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,current_config,no config mutation is emitted
propeller_archive_rotor_spec_retune_physical_impact_source,rotor_spec,source_description,,source_description,RotorSpec supplies thrust coefficient yaw torque arm radius max thrust and derived max omega.,text,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/RotorSpec.java,rotor_physics,preview builds candidate rotor in memory only
propeller_archive_rotor_spec_retune_physical_impact_source,physics_formula,source_description,,source_description,Preview uses hover thrust per rotor mass*g/rotor_count omega sqrt(T/kT) disk loading T/(pi*r^2) and yaw torque T*yawArm.,text,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,formula_boundary,offline diagnostic formulas
propeller_archive_rotor_spec_retune_physical_impact_source,runtime_boundary,source_description,,source_description,Physical impact preview never enables direct config patching runtime coupling or gameplay auto apply.,text,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,leak_guard,diagnostic material only
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,impact_row_count,2,count,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,racingQuad and apDrone
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,max_hover_rpm_delta_abs,1310.2131228146627,rpm,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,racingQuad has largest hover RPM delta
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,max_hover_rpm_ratio_error,0.10060692594883403,ratio,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,racingQuad has largest hover RPM ratio change
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,max_disk_loading_ratio_error,0.0,ratio,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,candidate radii match current radii
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,max_hover_yaw_torque_ratio_error,0.05687820313367298,ratio,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,APDrone has largest hover yaw-torque ratio change
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,config_patch_allowed_count,0,count,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,direct config patch remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,runtime_coupling_allowed_count,0,count,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,runtime coupling remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,gameplay_auto_apply_allowed_count,0,count,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,playable auto apply remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_all_pass,,0,message,retune-physical-impact-preview-ready,text,,,,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,all_pass_impact_preview,diagnostic preview only
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,validation_acceptance_ready,false,boolean,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,one validation result failed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,manual_patch_review_allowed,false,boolean,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,manual review remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,impact_preview_available,false,boolean,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,no impact rows
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,impact_row_count,0,count,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,no impact rows after failed validation
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,max_hover_rpm_delta_abs,0.0,rpm,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,no accepted candidate rows
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,max_hover_rpm_ratio_error,0.0,ratio,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,no accepted candidate rows
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,max_disk_loading_ratio_error,0.0,ratio,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,no accepted candidate rows
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,max_hover_yaw_torque_ratio_error,0.0,ratio,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,no accepted candidate rows
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,config_patch_allowed_count,0,count,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,direct config patch remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,runtime_coupling_allowed_count,0,count,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,runtime coupling remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,gameplay_auto_apply_allowed_count,0,count,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,playable auto apply remains closed
propeller_archive_rotor_spec_retune_physical_impact_scenario,synthetic_ready_validation_one_failed,,0,message,validation-result-failed,text,,,,false,false,false,false,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,failed_impact_preview,failed validation blocks preview
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,racingQuad,4,hover_thrust_per_rotor_newtons,2.69682875,N,2.69682875,2.69682875,0.0,1.0,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,diagnostic current candidate impact preview
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,racingQuad,4,disk_loading_hover,212.89038439324807,N/m^2,212.89038439324807,212.89038439324807,0.0,1.0,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,hover disk loading is unchanged because radius is unchanged
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,racingQuad,4,hover_rpm,14333.30383409434,rpm,13023.090711279678,14333.30383409434,1310.2131228146627,1.100606925948834,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,candidate lower thrust coefficient raises hover rpm
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,racingQuad,4,max_rpm,32069.08040984725,rpm,29137.63274949454,32069.08040984725,2931.447660352711,1.100606925948834,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,max rpm shifts with thrust coefficient if max thrust remains fixed
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,racingQuad,4,hover_tip_speed,95.31223429018952,m/s,86.59970425683154,95.31223429018952,8.712530033357975,1.1006069259488338,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,tip speed follows hover rpm because radius is unchanged
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,racingQuad,4,hover_yaw_torque,0.03792631245464534,Nm,0.0377556025,0.03792631245464534,1.7070995464534245E-4,1.0045214469732098,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,hover yaw torque follows yaw torque arm
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,apDrone,4,hover_thrust_per_rotor_newtons,1.5406247149999999,N,1.5406247149999999,1.5406247149999999,0.0,1.0,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,diagnostic current candidate impact preview
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,apDrone,4,disk_loading_hover,116.89587706888705,N/m^2,116.89587706888705,116.89587706888705,0.0,1.0,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,hover disk loading is unchanged because radius is unchanged
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,apDrone,4,hover_rpm,10412.80436858192,rpm,10046.531935346788,10412.80436858192,366.27243323513176,1.0364575990592806,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,candidate lower thrust coefficient raises hover rpm
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,apDrone,4,max_rpm,30823.798932955844,rpm,29739.565767989377,30823.798932955844,1084.233164966467,1.0364575990592806,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,max rpm shifts with thrust coefficient if max thrust remains fixed
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,apDrone,4,hover_tip_speed,70.62691297871845,m/s,68.1425974809018,70.62691297871845,2.484315497816647,1.0364575990592806,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,tip speed follows hover rpm because radius is unchanged
propeller_archive_rotor_spec_retune_physical_impact,synthetic_ready_validation_all_pass,apDrone,4,hover_yaw_torque,0.0220995933103901,Nm,0.020910255547767185,0.0220995933103901,0.0011893377626229155,1.056878203133673,true,false,false,false,READY,retune-physical-impact-preview-ready,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_row,hover yaw torque follows yaw torque arm
propeller_archive_rotor_spec_retune_physical_impact_summary,all_scenarios,scenario_count,4,count,,,,false,false,false,false,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_summary,current missing all-pass and failed scenarios
propeller_archive_rotor_spec_retune_physical_impact_summary,all_scenarios,impact_preview_available_scenario_count,1,count,,,,false,false,false,false,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_summary,only synthetic all-pass scenario opens impact preview
propeller_archive_rotor_spec_retune_physical_impact_summary,all_scenarios,total_impact_row_count,2,count,,,,false,false,false,false,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_summary,racingQuad and apDrone
propeller_archive_rotor_spec_retune_physical_impact_summary,all_scenarios,max_impact_row_count,2,count,,,,false,false,false,false,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_summary,max accepted scenario row count
propeller_archive_rotor_spec_retune_physical_impact_summary,all_scenarios,max_hover_rpm_delta_abs,1310.2131228146627,rpm,,,,false,false,false,false,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_summary,largest hover rpm delta
propeller_archive_rotor_spec_retune_physical_impact_summary,all_scenarios,max_hover_rpm_ratio_error,0.10060692594883403,ratio,,,,false,false,false,false,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalImpactPreview.java,physical_impact_summary,largest hover rpm ratio error
