row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,effect,prop_diameter_in,prop_diameter_m,facility,source_csv,row_index,distance_cm,distance_over_diameter,distance_over_radius,pwm,rpm_1,rpm_2,rpm_mean,fz_n,wall_force_n,abs_wall_force_n,wall_moment_nm,abs_wall_moment_nm,far_baseline_distance_cm,fz_over_far_same_pwm,source_mat,uncertainty_group
surface_jirs2024_packet_measurement,ceiling_10in_txc_d5_pwm1109_r1,fz_n,2.356,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,1,5,0.196850393701,0.393700787402,1109,2103.775,,2103.775,2.356,,,,,100,1.25285828237,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d5_pwm1524_r2,fz_n,8.276,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,2,5,0.196850393701,0.393700787402,1524,3628.7,,3628.7,8.276,,,,,100,1.28879545278,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d5_pwm1641_r3,fz_n,10.681,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,3,5,0.196850393701,0.393700787402,1641,4087.425,,4087.425,10.681,,,,,100,1.2735944673,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d5_pwm2000_r4,fz_n,15.845,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,4,5,0.196850393701,0.393700787402,2000,5125.25,,5125.25,15.845,,,,,100,1.20968049777,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d15_pwm1109_r5,fz_n,1.9535,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,5,15,0.590551181102,1.1811023622,1109,1999.725,1810.775,1905.25,1.9535,,,,,100,1.03881946291,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d15_pwm1524_r6,fz_n,6.97,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,6,15,0.590551181102,1.1811023622,1524,3536.75,3373.2,3454.975,6.97,,,,,100,1.08541618002,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d15_pwm1641_r7,fz_n,8.875,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,7,15,0.590551181102,1.1811023622,1641,4012.925,3818.55,3915.7375,8.875,,,,,100,1.05824837537,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d15_pwm2000_r8,fz_n,13.55,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,8,15,0.590551181102,1.1811023622,2000,4932.525,4641.65,4787.0875,13.55,,,,,100,1.03446959576,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d25_pwm1109_r9,fz_n,1.9535,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,9,25,0.984251968504,1.96850393701,1109,2021.375,1806.45,1913.9125,1.9535,,,,,100,1.03881946291,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d25_pwm1524_r10,fz_n,6.7505,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,10,25,0.984251968504,1.96850393701,1524,3545.525,3384.5,3465.0125,6.7505,,,,,100,1.05123413533,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d25_pwm1641_r11,fz_n,8.777,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,11,25,0.984251968504,1.96850393701,1641,4007.375,3817.075,3912.225,8.777,,,,,100,1.04656292852,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d25_pwm2000_r12,fz_n,13.196,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,12,25,0.984251968504,1.96850393701,2000,4915.225,4668.925,4792.075,13.196,,,,,100,1.00744360041,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d35_pwm1109_r13,fz_n,1.868,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,13,35,1.37795275591,2.75590551181,1109,1978.6,1793.075,1885.8375,1.868,,,,,100,0.993352831694,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d35_pwm1524_r14,fz_n,6.543,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,14,35,1.37795275591,2.75590551181,1524,3543.6,3367.175,3455.3875,6.543,,,,,100,1.01892081289,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d35_pwm1641_r15,fz_n,8.4965,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,15,35,1.37795275591,2.75590551181,1641,3965.65,3807,3886.325,8.4965,,,,,100,1.01311631789,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d35_pwm2000_r16,fz_n,13.0985,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,16,35,1.37795275591,2.75590551181,2000,4885.3,4645.425,4765.3625,13.0985,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d100_pwm1109_r17,fz_n,1.8805,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,17,100,3.93700787402,7.87401574803,1109,1949.525,1983.4,1966.4625,1.8805,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d100_pwm1524_r18,fz_n,6.4215,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,18,100,3.93700787402,7.87401574803,1524,3488.25,3514.925,3501.5875,6.4215,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d100_pwm1641_r19,fz_n,8.3865,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,19,100,3.93700787402,7.87401574803,1641,3963.05,3963.675,3963.3625,8.3865,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_10in_txc_d100_pwm2000_r20,fz_n,13.0985,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,10,0.254,txc,CeilingEffect_10_txc.csv,20,100,3.93700787402,7.87401574803,2000,4826.35,4854.1,4840.225,13.0985,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d5_pwm1219_r1,fz_n,4.3455,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,1,5,0.164041994751,0.328083989501,1219,2039.575,2024.7,2032.1375,4.3455,,,,,100,1.23171768707,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d5_pwm1387_r2,fz_n,7.507,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,2,5,0.164041994751,0.328083989501,1387,2635.075,2659.725,2647.4,7.507,,,,,100,1.22263843648,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d5_pwm1719_r3,fz_n,15.1975,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,3,5,0.164041994751,0.328083989501,1719,3750.45,3795.4,3772.925,15.1975,,,,,100,1.19939231316,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d5_pwm2000_r4,fz_n,18.3835,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,4,5,0.164041994751,0.328083989501,2000,4119.5,4112.925,4116.2125,18.3835,,,,,100,1.16924789315,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d15_pwm1219_r5,fz_n,3.8815,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,5,15,0.492125984252,0.984251968504,1219,2034.725,2023.6,2029.1625,3.8815,,,,,100,1.1001984127,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d15_pwm1387_r6,fz_n,6.799,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,6,15,0.492125984252,0.984251968504,1387,2627.6,2647.725,2637.6625,6.799,,,,,100,1.10732899023,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d15_pwm1719_r7,fz_n,14.0255,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,7,15,0.492125984252,0.984251968504,1719,3783.25,3779.675,3781.4625,14.0255,,,,,100,1.10689764028,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d15_pwm2000_r8,fz_n,16.992,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,8,15,0.492125984252,0.984251968504,2000,4115.625,4111.925,4113.775,16.992,,,,,100,1.08074415646,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d25_pwm1219_r9,fz_n,3.6745,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,9,25,0.820209973753,1.64041994751,1219,1976.6,1964.525,1970.5625,3.6745,,,,,100,1.04152494331,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d25_pwm1387_r10,fz_n,6.4215,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,10,25,0.820209973753,1.64041994751,1387,2592.35,2576.025,2584.1875,6.4215,,,,,100,1.04584690554,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d25_pwm1719_r11,fz_n,13.221,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,11,25,0.820209973753,1.64041994751,1719,3713.525,3684.375,3698.95,13.221,,,,,100,1.04340620314,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d25_pwm2000_r12,fz_n,16.211,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,12,25,0.820209973753,1.64041994751,2000,4002.85,4049.2,4026.025,16.211,,,,,100,1.03107012244,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d35_pwm1219_r13,fz_n,3.565,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,13,35,1.14829396325,2.29658792651,1219,1965.875,1965.575,1965.725,3.565,,,,,100,1.01048752834,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d35_pwm1387_r14,fz_n,6.226,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,14,35,1.14829396325,2.29658792651,1387,2595.85,2570.175,2583.0125,6.226,,,,,100,1.01400651466,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d35_pwm1719_r15,fz_n,13.0865,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,15,35,1.14829396325,2.29658792651,1719,3704.275,3655.475,3679.875,13.0865,,,,,100,1.03279141346,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d35_pwm2000_r16,fz_n,15.7355,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,16,35,1.14829396325,2.29658792651,2000,3987.7,4022.925,4005.3125,15.7355,,,,,100,1.00082684052,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d100_pwm1219_r17,fz_n,3.528,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,17,100,3.28083989501,6.56167979003,1219,1989.6,1973.425,1981.5125,3.528,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d100_pwm1387_r18,fz_n,6.14,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,18,100,3.28083989501,6.56167979003,1387,2567.325,2590.775,2579.05,6.14,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d100_pwm1719_r19,fz_n,12.671,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,19,100,3.28083989501,6.56167979003,1719,3681.55,3695.375,3688.4625,12.671,,,,,100,1,,
surface_jirs2024_packet_measurement,ceiling_12in_txc_d100_pwm2000_r20,fz_n,15.7225,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ceiling,12,0.3048,txc,CeilingEffect_12_txc.csv,20,100,3.28083989501,6.56167979003,2000,4005.25,4009.6,4007.425,15.7225,,,,,100,1,,
