row_type,name,metric,value,unit,source_file,evidence_role,required,current_satisfied,lookup_acceptance_ready,reference_material_export_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,next_required_action,status,note
propeller_archive_ct_cp_j_lookup_reference_handoff_field,query_advance_ratio_j,unit,J,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,bound-lookup-reference-point,READY,query J coordinate
propeller_archive_ct_cp_j_lookup_reference_handoff_field,query_rpm,unit,rpm,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,bound-rpm-bin-reference-point,READY,query RPM coordinate
propeller_archive_ct_cp_j_lookup_reference_handoff_field,equivalent_project_mu,unit,ratio,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,compare-with-advance-scale-diagnostics,READY,J over pi audit coordinate
propeller_archive_ct_cp_j_lookup_reference_handoff_field,minimum_neighbor_rows,unit,count,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,true,false,false,false,false,prove-reviewed-neighbor-coverage,READY,interpolation policy neighbor count
propeller_archive_ct_cp_j_lookup_reference_handoff_field,ct_cp_eta_reference,unit,coefficient,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,accept-lookup-quality-before-reference-export,BLOCKED,accepted lookup result payload
propeller_archive_ct_cp_j_lookup_reference_handoff_field,static_anchor_reference,unit,coefficient,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,preserve-static-ct-cp-anchor,BLOCKED,static anchor payload after acceptance
propeller_archive_ct_cp_j_lookup_reference_handoff_field,full_simulation_reference_weight,unit,weight,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,reference_payload_schema,true,false,false,false,false,false,resolve-full-simulation-coverage-before-weight,READY,zero unless full simulation coverage is accepted
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,lookup_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,lookup acceptance is not ready
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,compact_reference_reviewed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,reference review is missing
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,expected_reference_row_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,true,false,false,false,false,verify-reference-row-count,TRIAGED,nine target rows
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,true,false,false,false,false,verify-reference-field-count,TRIAGED,twelve payload fields
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,true,false,false,false,false,verify-reference-field-count,READY,field schema is present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,accepted_lookup_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no accepted lookup target
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,blocked_lookup_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,nine lookup targets blocked
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,true,false,false,false,false,verify-reference-field-count,READY,all fields are present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,export closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,performance_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no performance rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,full_simulation_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no full simulation rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,performance_only_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,no performance-only rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,current_acceptance_blocked,message,lookup-acceptance-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,current_handoff,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,current blocker
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,lookup_acceptance_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,lookup-accepted-reference-review-blocked,READY,lookup acceptance is ready
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,compact_reference_reviewed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,reference review is missing
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,expected_reference_row_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,verify-reference-row-count,TRIAGED,nine target rows
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,verify-reference-field-count,TRIAGED,twelve payload fields
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,verify-reference-field-count,READY,field schema is present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,accepted_lookup_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,accept-lookup-quality,READY,nine lookup targets accepted
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,blocked_lookup_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,inspect-blocked-lookup-targets,READY,no lookup target blocked
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,verify-reference-field-count,READY,all fields are present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,reference review blocks export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,performance_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,no exportable rows before review
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,full_simulation_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,no full simulation rows before review
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,performance_only_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,no performance-only rows before review
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_review_missing,message,lookup-reference-review-missing,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,review_missing,true,true,true,false,false,false,review-compact-reference-before-playable-handoff,BLOCKED,reference review blocker
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,lookup_acceptance_ready,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,lookup-acceptance-ready,READY,lookup acceptance is ready
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,compact_reference_reviewed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,review-compact-reference-before-playable-handoff,READY,reference review is complete
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,expected_reference_row_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,verify-reference-row-count,READY,nine target rows
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,verify-reference-field-count,READY,twelve payload fields
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,verify-reference-field-count,READY,field schema is present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,accepted_lookup_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,accept-lookup-quality,READY,nine lookup targets accepted
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,blocked_lookup_target_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,inspect-blocked-lookup-targets,READY,no lookup target blocked
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,verify-reference-field-count,READY,all fields are present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,reference_material_export_allowed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,lookup-reference-material-ready,READY,reference export is open
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,performance_reference_row_available_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,materialize-reference-table-after-handoff,READY,nine performance rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,full_simulation_reference_row_available_count,6,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,materialize-reference-table-after-handoff,READY,six full simulation rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,performance_only_reference_row_available_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,add-heavy-lift-geometry-match-or-reviewed-surrogate,READY,three heavyLift rows remain performance-only
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,acceptance_ready_reference_reviewed,message,lookup-reference-material-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,ready_handoff,true,true,true,true,false,false,lookup-reference-material-ready,READY,reference material ready
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,lookup_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,lookup acceptance failed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,compact_reference_reviewed,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,review-compact-reference-before-playable-handoff,READY,reference review is complete
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,expected_reference_row_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,verify-reference-row-count,TRIAGED,nine target rows
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,expected_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,verify-reference-field-count,TRIAGED,twelve payload fields
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,observed_reference_field_count,12,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,verify-reference-field-count,READY,field schema is present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,accepted_lookup_target_count,8,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,eight lookup targets accepted
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,blocked_lookup_target_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,one lookup target blocked
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,all_reference_fields_present,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,verify-reference-field-count,READY,all fields are present
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,failed lookup closes export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,performance_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,no performance rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,full_simulation_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,no full simulation rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,performance_only_reference_row_available_count,0,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,no performance-only rows export
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,runtime coupling closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,keep-runtime-coupling-and-gameplay-auto-apply-closed,READY,gameplay auto-apply closed
propeller_archive_ct_cp_j_lookup_reference_handoff_scenario,reference_reviewed_acceptance_failed,message,lookup-acceptance-not-ready,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,failed_handoff,true,true,false,false,false,false,inspect-failed-lookup-result,BLOCKED,failed acceptance blocker
propeller_archive_ct_cp_j_lookup_reference_handoff_summary,all_scenarios,scenario_count,4,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,summary,true,true,false,false,false,false,verify-scenario-count,TRIAGED,four handoff scenarios
propeller_archive_ct_cp_j_lookup_reference_handoff_summary,all_scenarios,ready_scenario_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,summary,true,true,true,true,false,false,lookup-reference-material-ready,TRIAGED,only synthetic accepted and reviewed scenario opens
propeller_archive_ct_cp_j_lookup_reference_handoff_summary,all_scenarios,blocked_scenario_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,summary,true,true,false,false,false,false,inspect-blocked-reference-handoff,TRIAGED,three scenarios remain blocked
propeller_archive_ct_cp_j_lookup_reference_handoff_summary,all_scenarios,reference_material_export_allowed_count,1,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,summary,true,true,true,true,false,false,lookup-reference-material-ready,TRIAGED,one scenario exports reference material
propeller_archive_ct_cp_j_lookup_reference_handoff_summary,all_scenarios,max_accepted_lookup_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,summary,true,true,true,true,false,false,accept-lookup-quality,TRIAGED,nine accepted lookup targets in ready scenarios
propeller_archive_ct_cp_j_lookup_reference_handoff_summary,all_scenarios,max_blocked_lookup_target_count,9,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCtCpJLookupReferenceHandoff.java,summary,true,false,false,false,false,false,execute-reviewed-lookup-interpolation,BLOCKED,current scenario blocks all targets
