row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,propeller_hash,propeller_title,propeller_brand,propeller_name,propeller_diameter_in,propeller_pitch_in,propeller_weight_g,propeller_material,benchmarks_count,test_hash,test_title,test_link,created_at,creator_name,device,powertrain_index,motor_title,motor_kv_rpm_per_v,esc_title,sample_index,time_s,throttle_us,rotation_speed_rpm,thrust_kgf,thrust_n,torque_nm,voltage_v,current_a,electrical_power_w,mechanical_power_w,motor_esc_efficiency_percent,propeller_efficiency_gf_per_w,overall_efficiency_gf_per_w,omega_rad_s,tip_speed_m_s,tip_mach_isa,static_thrust_k_n_per_rad_s2,static_ct,static_cp_from_mechanical_power,static_torque_coefficient,thrust_over_current_racing_max_per_rotor,rpm_over_current_racing_max,current_over_current_racing_per_motor_limit
tyto_5in_static_packet_propeller_inventory,DALPROP 5051 - Cyclone Ultralight,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/7qy/dalprop-5051-cyclone-ultralight,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,7qy,DALPROP 5051 - Cyclone Ultralight,DALPROP,5051 - Cyclone Ultralight,5,5.1,3.6,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,Diatone 5030 R,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/3r5/diatone-5030-r,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,3r5,Diatone 5030 R,Diatone,5030 R,5,3,3,Plastic,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,Gemfan 5040 R,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/3zq/gemfan-5040-r,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,3zq,Gemfan 5040 R,Gemfan,5040 R,5,4,3,ABS,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,Gemfan 5043 - Windancer,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/xz6/gemfan-5043-windancer,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,xz6,Gemfan 5043 - Windancer,Gemfan,5043 - Windancer,5,4.3,5,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,Gemfan 5050 3-Blades BN,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/94z/gemfan-5050-3-blades-bn,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,94z,Gemfan 5050 3-Blades BN,Gemfan,5050 3-Blades BN,5,5,5,Poly Carbonate,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,Gemfan 5055 - Hulkie,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/grn/gemfan-5055-hulkie,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,grn,Gemfan 5055 - Hulkie,Gemfan,5055 - Hulkie,5,5.5,4.9,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,Gemfan Hurricane 51499,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/zkq/gemfan-hurricane-51499,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,zkq,Gemfan Hurricane 51499,Gemfan,Hurricane 51499,5.1,4.99,5.2,PC Poly Carbonate,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5031 - Ethix,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/ez5/hq-prop-5031-ethix,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,ez5,HQ Prop 5031 - Ethix,HQ Prop,5031 - Ethix,5,3.1,4.1,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5040,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/6w7/hq-prop-5040,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,6w7,HQ Prop 5040,HQ Prop,5040,5,4,3.7,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5043,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/zdq/hq-prop-5043,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,zdq,HQ Prop 5043,HQ Prop,5043,5,4.3,4,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5045,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/dde/hq-prop-5045,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,dde,HQ Prop 5045,HQ Prop,5045,5,4.5,4.3,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5048,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/qgg/hq-prop-5048,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,qgg,HQ Prop 5048,HQ Prop,5048,5,4.8,4.5,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5050,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/wdm/hq-prop-5050,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,wdm,HQ Prop 5050,HQ Prop,5050,5,5,4.4,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5131,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/55w/hq-prop-5131,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,55w,HQ Prop 5131,HQ Prop,5131,5.1,3.1,4.5,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5141,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/nj4/hq-prop-5141,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,nj4,HQ Prop 5141,HQ Prop,5141,5.1,4.1,5.2,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5146,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/9ez/hq-prop-5146,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,9ez,HQ Prop 5146,HQ Prop,5146,5.1,4.6,5.2,Polycarbonate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop 5151,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/jzr/hq-prop-5151,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,jzr,HQ Prop 5151,HQ Prop,5151,5.1,5.1,5.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,HQ Prop R38,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/dq5/hq-prop-r38,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,dq5,HQ Prop R38,HQ Prop,R38,5,3.8,,pc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,T-Motor 5143 Ultra-Light,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/r45/t-motor-5143-ultra-light,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,r45,T-Motor 5143 Ultra-Light,T-Motor,5143 Ultra-Light,5.1,4.3,3.7,Polycarbonate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_propeller_inventory,T-Motor T5150,,,,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/propellers/9wq/t-motor-t5150,tyto_5in_candidate_propeller,Propeller list candidate normalized to 4.8..5.2 inches diameter; pitch values above 20 are interpreted as shorthand tenths.,9wq,T-Motor T5150,T-Motor,T5150,5.1,5,5.2,Polycarbonate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),sample_count,21,count,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),thrust_n_max,10.2750966586,N,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),thrust_n_p50,4.40535980058,N,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),rotation_speed_rpm_max,24108,rpm,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),rotation_speed_rpm_p50,16023,rpm,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),current_a_max,28.4313715172,A,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),current_a_p50,8.73703289986,A,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),voltage_v_max,16.7766254234,V,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),voltage_v_p50,15.2495192623,V,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),electrical_power_w_max,409.463405783,W,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),electrical_power_w_p50,133.235551502,W,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),mechanical_power_w_max,300.919504335,W,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),mechanical_power_w_p50,93.9636043155,W,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),torque_nm_max,0.119195685883,N*m,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),torque_nm_p50,0.055999895516,N*m,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),static_thrust_k_n_per_rad_s2_max,1.62691231092e-06,N/(rad/s)^2,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),static_thrust_k_n_per_rad_s2_p50,1.5652280747e-06,N/(rad/s)^2,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),static_ct_max,0.20154540894,CT,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),static_ct_p50,0.193903832606,CT,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyto_5in_static_packet_test_summary,DYS Samguk Wei Genfan Windancer 5043 (3dq),static_cp_from_mechanical_power_max,0.234988611913,CP,docs/data/tyto_5in_static_prop_packet.csv,https://database.tytorobotics.com/tests/3dq/dys-samguk-wei-genfan-windancer-5043,tyto_public_static_test_summary,Tyto public database static test page parsed from embedded benchmark-data-table JSON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
