row_type,name,source,dataset_page,sample,temperature_c,soc,discharge_capacity_ah,charge_capacity_ah,mean_capacity_ah,discharge_voltage_v,charge_voltage_v,average_ocv_v,discharge_current_a_at_sample,charge_current_a_at_sample,current_code_cell_ocv_v_4p2_3p3,current_code_minus_calce_average_mv,current_code_minus_calce_average_percent_cell_range,soc_power_limit_code,note,raw_sample_count,discharge_segment_duration_s,charge_segment_duration_s,sample_count,average_ocv_v_median,discharge_voltage_v_median,charge_voltage_v_median,average_ocv_v_min,average_ocv_v_max,current_code_minus_calce_median_mv,current_code_minus_calce_median_percent_cell_range,battery,outer_zip_member,mat_file,cycle_index,discharge_index,ambient_temperature_c,capacity_ah,integrated_delivered_ah,start_voltage_v,end_voltage_v,mean_current_a,delivered_ah_at_sample,loaded_voltage_v,measured_current_a_at_sample,current_code_minus_nasa_loaded_mv,preset,estimated_cells,normalized_lipo_ocv_code,pack_ocv_v,cell_ocv_v,empty_pack_v,full_pack_v,soc_resistance_scale_fresh_code,soc_resistance_scale_worn_code,battery_temperature_c,load_fraction_of_config_max,discharge_current_a,c_rate,open_circuit_voltage_v,base_resistance_ohm,temperature_resistance_scale,soc_resistance_scale,aging_resistance_scale,polarization_resistance_target,effective_resistance_ohm,total_resistance_sag_v,ohmic_sag_v,steady_transient_sag_v,regen_current_a_proxy,regen_spike_v_proxy,per_motor_ripple_current_a_proxy,bus_ripple_v_proxy,steady_bus_voltage_v,steady_bus_voltage_fraction_nominal,soc_power_limit,current_power_limit,thermal_power_limit,combined_power_limit,sag_rise_tau_s,sag_recovery_tau_s,spike_rise_tau_s,spike_recovery_tau_s,ripple_rise_tau_s,ripple_recovery_tau_s
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.90,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.9,1.8816302032926298,2.0519217948179276,1.9667759990552787,4.022232821131217,4.0753890607922845,4.048810940961751,-0.10005436092615128,0.10019160607712194,4.074,25.189059038249084,2.7987843375832315,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_1.00,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,1.0,1.8816302032926298,2.0519217948179276,1.9667759990552787,4.163778305053711,4.200079917907715,4.181929111480713,-0.09987454116344452,0.10116405040025711,4.2,18.070888519287287,2.0078765021430316,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_curve_summary,CALCE SP20-1 low-current OCV 0C,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,,1.8816302032926298,2.0519217948179276,1.9667759990552787,,,,,,,,,,Largest low-current discharge and charge segments extracted from CALCE OCV workbook.,83560,67840.00846148637,73761.22650822537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.00,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.0,2.1568513888881644,1.9262383333332775,2.041544861110721,2.496,2.998,2.747,-0.099,0.028,3.3,552.9999999999999,61.444444444444436,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.04,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.04,2.1568513888881644,1.9262383333332775,2.041544861110721,3.329,3.431,3.38,-0.099,0.1,3.4370879999999997,57.08799999999981,6.34311111111109,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.05,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.05,2.1568513888881644,1.9262383333332775,2.041544861110721,3.378,3.468,3.423,-0.09998241205347959,0.10071200000032447,3.453,29.999999999999805,3.3333333333333117,0.3594752186588921,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.10,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.1,2.1568513888881644,1.9262383333332775,2.041544861110721,3.429,3.494,3.4615,-0.09963000001674766,0.099,3.552,90.50000000000003,10.055555555555557,0.6058309037900874,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.18,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.18,2.1568513888881644,1.9262383333332775,2.041544861110721,3.501245771152676,3.562278383839853,3.531762077496264,-0.10075422884732407,0.09855676767970543,3.67296,141.19792250373564,15.688658055970626,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.20,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.2,2.1568513888881644,1.9262383333332775,2.041544861110721,3.517,3.579,3.548,-0.09994472360971693,0.1,3.687,138.9999999999998,15.444444444444422,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.35,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.35,2.1568513888881644,1.9262383333332775,2.041544861110721,3.582,3.641,3.6115,-0.09905223883172022,0.09908241206193046,3.768,156.49999999999986,17.38888888888887,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.50,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.5,2.1568513888881644,1.9262383333332775,2.041544861110721,3.633139303475096,3.688,3.660569651737548,-0.10013930347509595,0.0993366834202628,3.822,161.43034826245196,17.936705362494664,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.65,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.65,2.1568513888881644,1.9262383333332775,2.041544861110721,3.761,3.7973296482388124,3.7791648241194062,-0.09996231154902689,0.09932964823881235,3.894,114.83517588059388,12.759463986732653,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.80,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.8,2.1568513888881644,1.9262383333332775,2.041544861110721,3.914,3.932,3.923,-0.10050248755426607,0.1,3.984,60.99999999999994,6.7777777777777715,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_0.90,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,0.9,2.1568513888881644,1.9262383333332775,2.041544861110721,4.029,4.038922222222045,4.033961111111022,-0.09970854271569174,0.09984444444408935,4.074,40.03888888897755,4.448765432108616,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_25C_soc_1.00,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,1.0,2.1568513888881644,1.9262383333332775,2.041544861110721,4.175,4.151,4.163,-0.045,0.095,4.2,36.99999999999992,4.111111111111102,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_curve_summary,CALCE SP20-1 low-current OCV 25C,https://web.calce.umd.edu/batteries/data/SP1_25C_LC_OCV_11_5_2015.zip,https://calce.umd.edu/battery-data,SP20-1,25.0,,2.1568513888881644,1.9262383333332775,2.041544861110721,,,,,,,,,,Largest low-current discharge and charge segments extracted from CALCE OCV workbook.,169407,77985.0,69697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.00,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.0,2.022152499999659,1.9517702777774366,1.986961388888548,2.501,3.025,2.763,-0.088,0.098,3.3,536.9999999999999,59.66666666666666,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.04,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.04,2.022152499999659,1.9517702777774366,1.986961388888548,3.296,3.422,3.359,-0.09849705583895102,0.100628399998888,3.4370879999999997,78.08799999999971,8.676444444444414,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.05,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.05,2.022152499999659,1.9517702777774366,1.986961388888548,3.352,3.4620282178224775,3.4070141089112385,-0.099,0.101,3.453,45.98589108876139,5.109543454306821,0.3594752186588921,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.10,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.1,2.022152499999659,1.9517702777774366,1.986961388888548,3.419,3.501640201005787,3.4603201005028934,-0.099,0.09935979899421259,3.552,91.67989949710665,10.186655499678515,0.6058309037900874,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.18,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.18,2.022152499999659,1.9517702777774366,1.986961388888548,3.4849328643218453,3.566,3.525466432160923,-0.09906713567815441,0.09992824120925738,3.67296,147.49356783907697,16.388174204341883,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.20,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.2,2.022152499999659,1.9517702777774366,1.986961388888548,3.499455276381973,3.5837326633208044,3.5415939698513887,-0.09963417085408116,0.09973266332080426,3.687,145.40603014861108,16.156225572067896,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.35,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.35,2.022152499999659,1.9517702777774366,1.986961388888548,3.576,3.652,3.614,-0.10198316831979201,0.09936231155287586,3.768,153.99999999999991,17.111111111111104,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.50,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.5,2.022152499999659,1.9517702777774366,1.986961388888548,3.6257500000016885,3.698,3.661875000000844,-0.0994999999966227,0.09905025125459462,3.822,160.12499999915607,17.791666666572898,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.65,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.65,2.022152499999659,1.9517702777774366,1.986961388888548,3.751,3.803,3.777,-0.1,0.09889898477391934,3.894,117.0,12.999999999999998,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.80,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.8,2.022152499999659,1.9517702777774366,1.986961388888548,3.899,3.937,3.918,-0.099,0.1002746268670472,3.984,65.99999999999983,7.333333333333315,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_0.90,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,0.9,2.022152499999659,1.9517702777774366,1.986961388888548,4.009,4.039,4.024,-0.10086930692865162,0.099,4.074,49.99999999999982,5.555555555555536,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_45C_soc_1.00,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,1.0,2.022152499999659,1.9517702777774366,1.986961388888548,4.16,4.127,4.1434999999999995,-0.028,0.021999999999999992,4.2,56.50000000000066,6.277777777777851,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_curve_summary,CALCE SP20-1 low-current OCV 45C,https://web.calce.umd.edu/batteries/data/SP1_45C_LC_OCV_11_21_2015.zip,https://calce.umd.edu/battery-data,SP20-1,45.0,,2.022152499999659,1.9517702777774366,1.986961388888548,,,,,,,,,,Largest low-current discharge and charge segments extracted from CALCE OCV workbook.,165387,73145.0,70576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-3_0C_soc_0.00,https://web.calce.umd.edu/batteries/data/SP3_0C_LC_OCV_03_03_2016.zip,https://calce.umd.edu/battery-data,SP20-3,0.0,0.0,1.8644679602605168,2.028646654877155,1.9465573075688358,2.4999029636383057,3.2538084983825684,2.876855731010437,-0.09987454116344452,0.10008513182401657,3.3,423.1442689895628,47.016029887729196,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-3_0C_soc_0.04,https://web.calce.umd.edu/batteries/data/SP3_0C_LC_OCV_03_03_2016.zip,https://calce.umd.edu/battery-data,SP20-3,0.0,0.04,1.8644679602605168,2.028646654877155,1.9465573075688358,3.2789897140552706,3.4883100986480713,3.383649906351671,-0.10005436092615128,0.09992671356607423,3.4370879999999997,53.43809364832852,5.937565960925391,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
