row_type,name,source,source_page,brand,family,preset,reference_prop,current_diameter_in,reference_diameter_in,diameter_delta_in,diameter_delta_percent,current_radius_m,reference_radius_m,current_blade_pitch_m,reference_pitch_m,current_pitch_in,reference_pitch_in,current_pitch_to_diameter,reference_pitch_to_diameter,current_pitch_over_reference,current_pitch_to_diameter_over_reference,current_pitch_speed_m_s_at_1000rpm,reference_pitch_speed_m_s_at_1000rpm,current_pitch_speed_over_reference,current_hover_rpm,current_max_rpm,current_hover_pitch_speed_m_s,current_max_pitch_speed_m_s,radial_fraction_r_over_r,radial_fraction_min,radial_fraction_max,geometry_station_count,current_proxy_chord_m,current_proxy_chord_to_radius,reference_chord_m,reference_chord_m_70r,reference_chord_to_radius,reference_chord_to_radius_mean,reference_chord_to_radius_max,reference_chord_to_radius_70r,reference_chord_to_diameter,reference_chord_to_diameter_70r,current_proxy_chord_over_reference_70r,reference_beta_deg,reference_beta_deg_30r,reference_beta_deg_70r,reference_beta_deg_95r,reference_beta_twist_30r_to_95r_deg,reference_local_pitch_m,reference_local_pitch_m_70r,reference_local_pitch_in,reference_local_pitch_in_70r,reference_local_pitch_to_diameter,reference_local_pitch_to_diameter_70r,current_geometric_pitch_angle_70r_deg,reference_geometric_pitch_angle_70r_deg,current_geometric_pitch_angle_over_reference,current_geometric_pitch_angle_over_reference_70r,current_pitch_to_diameter_over_reference_local_70r,reference_planform_solidity_proxy,rotor_blade_count,default_pitch_m,blade_pitch_over_default,blade_pitch_source,mass_g,mount,source_context,note
physical_prop_pitch_reference,HQProp Durable T3x3x3,https://www.hqprop.com/hq-durable-prop-t3x3x3-2cw2ccw-poly-carbonate-p0091.html,,HQProp,,,HQProp Durable T3x3x3,,3.0,,,,0.038099999999999995,,0.07619999999999999,,3.0,,1.0,,,,1.2699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.452641740112796,,,,,3,,,,1.48,T-mount,,Official HQProp product page lists T3x3x3 prop weight.
physical_prop_pitch_reference,Gemfan D90 ducted 3-blade,https://www.gemfanhobby.com/d90-ducted-pc-3-blade-m5.html,,Gemfan,,,Gemfan D90 ducted 3-blade,,3.5433070866141736,,,,0.045000000000000005,,0.07619999999999999,,3.0,,0.8466666666666666,,,,1.2699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05687455729283,,,,,3,,,,2.3,5mm hub,,"Official Gemfan D90 ducted prop page lists 90 mm diameter, 3 inch pitch, and prop weight."
physical_prop_pitch_reference,Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,Gemfan,,,Gemfan 1045 glass-fiber nylon 3-blade,,10.0,,,,0.127,,0.1143,,4.5,,0.45,,,,1.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.564658416350353,,,,,3,,,,17.8,5mm hub,,Official Gemfan 1045 3-blade page lists prop weight.
physical_prop_pitch_reference,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,Gemfan,,,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,,10.0,,,,0.127,,0.127,,5.0,,0.5,,,,2.1166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,,,,,3,,,,16.8,5mm hub,,Official Gemfan 1050 Cinelifter 3-blade page lists prop weight.
current_vs_physical_prop_pitch_reference,racingQuad vs HQProp Durable 5x4.3x3 V1S,https://www.hqprop.com/hq-durable-prop-5x43x3v1s-2cw2ccw-poly-carbonate-p0048.html,,,,racingQuad,HQProp Durable 5x4.3x3 V1S,5.0,5.0,0.0,0.0,,,,,4.25,4.3,0.85,0.86,0.9883720930232559,0.9883720930232558,1.7991666666666666,1.8203333333333334,0.9883720930232558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13247155696238,21.35879981637402,0.989403512306055,,,,,,,RotorSpec.defaultBladePitchMeters(radius),,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,racingQuad vs HQProp Durable 5x4.5x3 V1S,https://www.hqprop.com/hq-durable-prop-5x45x3v1s-2cw2ccw-poly-carbonate-p0052.html,,,,racingQuad,HQProp Durable 5x4.5x3 V1S,5.0,5.0,0.0,0.0,,,,,4.25,4.5,0.85,0.9,0.9444444444444444,0.9444444444444444,1.7991666666666666,1.905,0.9444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13247155696238,22.257104926657533,0.9494708151216841,,,,,,,RotorSpec.defaultBladePitchMeters(radius),,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,racingQuad vs HQProp Durable 5x5x3 V1S,https://www.hqprop.com/hq-durable-prop-5x5x3v1s-2cw2ccw-poly-carbonate-p0085.html,,,,racingQuad,HQProp Durable 5x5x3 V1S,5.0,5.0,0.0,0.0,,,,,4.25,5.0,0.85,1.0,0.85,0.85,1.7991666666666666,2.1166666666666667,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13247155696238,24.452641740112796,0.8642203890099973,,,,,,,RotorSpec.defaultBladePitchMeters(radius),,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,racingQuad vs Gemfan 51466 MCK V2,https://www.gemfanhobby.com/hurricane-51466-v2-pc-3-blade.html,,,,racingQuad,Gemfan 51466 MCK V2,5.0,5.1889763779527565,0.18897637795275646,3.779527559055129,,,,,4.25,3.6,0.85,0.6937784522003034,1.1805555555555556,1.2251749781277341,1.7991666666666666,1.524,1.1805555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13247155696238,17.509483513033405,1.206915757465499,,,,,,,RotorSpec.defaultBladePitchMeters(radius),,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,cinewhoop vs HQProp Durable T3x3x3,https://www.hqprop.com/hq-durable-prop-t3x3x3-2cw2ccw-poly-carbonate-p0091.html,,,,cinewhoop,HQProp Durable T3x3x3,2.9921259842519685,3.0,0.007874015748031482,0.2631578947368318,,,,,2.543307086614173,3.0,0.8499999999999999,1.0,0.847769028871391,0.8499999999999999,1.0766666666666667,1.2699999999999998,0.8477690288713912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.132471556962376,24.452641740112796,0.8642203890099972,,,,,,,RotorSpec.defaultBladePitchMeters(radius),,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,cinewhoop vs Gemfan D90 ducted 3-blade,https://www.gemfanhobby.com/d90-ducted-pc-3-blade-m5.html,,,,cinewhoop,Gemfan D90 ducted 3-blade,2.9921259842519685,3.5433070866141736,0.5511811023622051,18.42105263157896,,,,,2.543307086614173,3.0,0.8499999999999999,0.8466666666666666,0.847769028871391,1.0039370078740157,1.0766666666666667,1.2699999999999998,0.8477690288713912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.132471556962376,21.05687455729283,1.0035901339234299,,,,,,,RotorSpec.defaultBladePitchMeters(radius),,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,heavyLift vs Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,,,heavyLift,Gemfan 1045 glass-fiber nylon 3-blade,10.0,10.0,0.0,0.0,,,,,5.0,4.5,0.5,0.45,1.1111111111111112,1.1111111111111112,2.1166666666666667,1.905,1.1111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,11.564658416350353,1.1076202453101491,,,,,,,withRotorBladePitchToDiameterRatio,,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,heavyLift vs Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,,,heavyLift,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,10.0,10.0,0.0,0.0,,,,,5.0,5.0,0.5,0.5,1.0,1.0,2.1166666666666667,2.1166666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,12.809249792046058,1.0,,,,,,,withRotorBladePitchToDiameterRatio,,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,octoLift vs Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,,,octoLift,Gemfan 1045 glass-fiber nylon 3-blade,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,4.52755905511811,4.5,0.5,0.45,1.006124234470691,1.1111111111111112,1.9166666666666665,1.905,1.006124234470691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,11.564658416350353,1.1076202453101491,,,,,,,withRotorBladePitchToDiameterRatio,,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,octoLift vs Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,,,octoLift,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,4.52755905511811,5.0,0.5,0.5,0.905511811023622,1.0,1.9166666666666665,2.1166666666666667,0.905511811023622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,12.809249792046058,1.0,,,,,,,withRotorBladePitchToDiameterRatio,,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,coaxialX8 vs Gemfan 1045 glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1045-glass-fiber-nylon-3-blade.html,,,,coaxialX8,Gemfan 1045 glass-fiber nylon 3-blade,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,4.52755905511811,4.5,0.5,0.45,1.006124234470691,1.1111111111111112,1.9166666666666665,1.905,1.006124234470691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,11.564658416350353,1.1076202453101491,,,,,,,withRotorBladePitchToDiameterRatio,,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
current_vs_physical_prop_pitch_reference,coaxialX8 vs Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,https://www.gemfanhobby.com/1050-cinelifter-glass-fiber-nylon-3-blade.html,,,,coaxialX8,Gemfan 1050 Cinelifter glass-fiber nylon 3-blade,9.05511811023622,10.0,0.9448818897637796,10.43478260869566,,,,,4.52755905511811,5.0,0.5,0.5,0.905511811023622,1.0,1.9166666666666665,2.1166666666666667,0.905511811023622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.809249792046058,12.809249792046058,1.0,,,,,,,withRotorBladePitchToDiameterRatio,,,,"Compares current RotorSpec geometric pitch with same-size official prop pitch. This is a geometry check, not a measured aerodynamic pitch/slip fit."
reference_uiuc_prop_geometry_summary,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,,0.15,1.0,18,,,,0.0131318,,0.22646470588235296,0.3645,0.2068,,0.1034,,,36.442,20.912,18.466,17.976,,0.10671658751693158,,4.201440453422504,,0.8402880906845006,,,,,,0.2162578642621722,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_summary,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,,0.15,1.0,18,,,,0.00852805,,0.12090882352941175,0.1546,0.1343,,0.06715,,,33.859,17.294,15.089,18.770000000000003,,0.08695631335252314,,3.4234769036426433,,0.6846953807285286,,,,,,0.11545942156878926,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_summary,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,,0.15,1.0,18,,,,0.011176,,0.15633235294117645,0.1947,0.176,,0.088,,,31.635,18.79,14.073,17.562,,0.09502285925196027,,3.7410574508645777,,0.7482114901729155,,,,,,0.14928640041465022,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_summary,APC Slow Flyer 10x4.7 geometry,https://m-selig.ae.illinois.edu/props/volume-1/data/apcsf_10x4.7_geom.txt,https://m-selig.ae.illinois.edu/props/volume-1/propDB-volume-1.html,,apcsf_10x4.7,,APC Slow Flyer 10x4.7 geometry,,10.0,,,,0.127,,,,4.7,,0.47000000000000003,,,,,,,,,,,0.15,1.0,18,,,,0.02667,,0.17691176470588238,0.226,0.21,,0.105,,,24.11,11.36,6.15,17.96,,0.1122227550129247,,4.418218701296248,,0.44182187012962476,,,,,,0.11262552737620596,2,,,,,,UIUC APC slow-flyer 10x4.7 geometry matched to the 10x4.7 static/forward-flow source used for heavy-lift sanity checks.,"Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_summary,APC Slow Flyer 10x7 geometry,https://m-selig.ae.illinois.edu/props/volume-1/data/apcsf_10x7_geom.txt,https://m-selig.ae.illinois.edu/props/volume-1/propDB-volume-1.html,,apcsf_10x7,,APC Slow Flyer 10x7 geometry,,10.0,,,,0.127,,,,7.0,,0.7,,,,,,,,,,,0.15,1.0,18,,,,0.02667,,0.17741176470588235,0.225,0.21,,0.105,,,33.87,15.64,9.53,24.339999999999996,,0.15637743125686152,,6.156591781766202,,0.6156591781766201,,,,,,0.11294383726238973,2,,,,,,UIUC APC slow-flyer 10x7 geometry; useful upper-pitch 10-inch comparison for heavy-lift preset geometry.,"Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_summary,APC Thin Electric 10x5 geometry,https://m-selig.ae.illinois.edu/props/volume-1/data/apce_10x5_geom.txt,https://m-selig.ae.illinois.edu/props/volume-1/propDB-volume-1.html,,apce_10x5,,APC Thin Electric 10x5 geometry,,10.0,,,,0.127,,,,5.0,,0.5,,,,,,,,,,,0.15,1.0,18,,,,0.018414999999999997,,0.14891176470588235,0.201,0.145,,0.0725,,,29.25,14.09,10.19,19.060000000000002,,0.14020074983536954,,5.519714560447619,,0.5519714560447619,,,,,,0.09480017374991366,2,,,,,,UIUC APC thin-electric 10x5 geometry; pairs with the Shetty/Selig VRS 10x5 prop family used as a descent-disturbance anchor.,"Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_summary,APC Thin Electric 10x7 geometry,https://m-selig.ae.illinois.edu/props/volume-1/data/apce_10x7_geom.txt,https://m-selig.ae.illinois.edu/props/volume-1/propDB-volume-1.html,,apce_10x7,,APC Thin Electric 10x7 geometry,,10.0,,,,0.127,,,,7.0,,0.7,,,,,,,,,,,0.15,1.0,18,,,,0.018414999999999997,,0.14988235294117647,0.202,0.145,,0.0725,,,38.35,17.98,12.72,25.630000000000003,,0.18127653618094622,,7.1368715031868595,,0.7136871503186859,,,,,,0.09541806941132926,2,,,,,,UIUC APC thin-electric 10x7 geometry; pairs with the Shetty/Selig VRS 10x7 prop family used as a descent-disturbance anchor.,"Summary of UIUC r/R, c/R, beta geometry. 70%R values are linearly interpolated and local pitch is derived from beta."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.15,,,,,,0.0079121,,0.1246,,,,0.0623,,,42.397,,,,,0.05464238501417372,,2.1512750005580203,,0.43025500011160406,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.2,,,,,,0.0093726,,0.1476,,,,0.0738,,,43.441,,,,,0.07556799248423067,,2.9751178143397903,,0.595023562867958,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.25,,,,,,0.016535400000000002,,0.2604,,,,0.1302,,,38.976,,,,,0.08070321135420327,,3.177291785598554,,0.6354583571197108,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.3,,,,,,0.0218821,,0.3446,,,,0.1723,,,36.442,,,,,0.08838203517001265,,3.479607683858766,,0.6959215367717532,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.35,,,,,,0.02314575,,0.3645,,,,0.18225,,,33.59,,,,,0.09274398757011731,,3.6513380933117054,,0.730267618662341,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
